Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
4,china,7965,6515,7.24751,3006,23.36572
4,virus,5450,4904,5.45537,2911,22.62728
4,chinese,2550,2230,2.48073,1392,10.82005
4,wuhan,1102,1012,1.12578,783,6.08628
4,world,2959,2801,3.11593,2014,15.65488
4,flight,957,783,0.87104,619,4.8115
4,country,3395,3188,3.54644,2169,16.8597
4,travel,944,878,0.97672,757,5.88418
4,communist,523,501,0.55733,387,3.00816
4,ban,416,406,0.45165,375,2.91489
4,iran,541,469,0.52173,307,2.38632
4,sending,372,367,0.40826,344,2.67392
4,canada,4857,4381,4.87357,2663,20.69957
4,lied,392,352,0.39158,316,2.45628
4,sent,733,700,0.7787,630,4.89701
5,social,3256,3106,3.45522,2343,18.2122
5,distancing,2837,2703,3.00691,2095,16.28449
5,health,5586,5115,5.6901,3202,24.88923
5,business,1836,1659,1.84553,1317,10.23708
5,support,1945,1813,2.01684,1453,11.29421
5,measure,1278,1206,1.3416,1031,8.01399
5,pandemic,10274,9992,11.11544,4687,36.43218
5,service,1225,1137,1.26484,972,7.55538
5,public,2644,2505,2.78665,1899,14.76098
5,spread,2710,2628,2.92348,1981,15.39837
5,community,1478,1410,1.56853,1133,8.80684
5,ableg,1005,1005,1.118,481,3.73883
5,government,3863,3661,4.07262,2444,18.99728
5,toronto,925,841,0.93556,652,5.06801
5,canada,4857,4381,4.87357,2663,20.69957
6,trump,10284,8617,9.58584,2926,22.74388
6,president,3033,2823,3.1404,1704,13.24524
6,medium,1907,1704,1.89559,1280,9.94948
6,american,3390,3105,3.45411,1812,14.08473
6,realdonaldtrump,2014,1990,2.21374,1225,9.52196
6,briefing,1008,958,1.06571,762,5.92305
6,lie,986,886,0.98562,724,5.62767
6,press,830,804,0.8944,684,5.31675
6,said,2547,2367,2.63313,1720,13.36961
6,donald,759,725,0.80651,615,4.78041
6,fauci,668,604,0.67191,499,3.87874
6,fact,1065,1007,1.12022,876,6.80917
6,administration,710,701,0.77982,571,4.4384
6,news,2553,2382,2.64982,1772,13.7738
6,called,976,930,1.03456,794,6.17178
7,people,10030,8922,9.92513,4451,34.59775
7,died,1605,1469,1.63417,1152,8.95453
7,man,987,937,1.04235,833,6.47493
7,virus,5450,4904,5.45537,2911,22.62728
7,flu,990,794,0.88327,687,5.34007
7,die,1226,1153,1.28264,922,7.16673
7,year,1776,1615,1.79658,1338,10.40031
7,person,863,802,0.89217,721,5.60435
7,lockdown,1591,1506,1.67533,1166,9.06335
7,infected,856,809,0.89996,707,5.49553
7,old,694,641,0.71307,586,4.55499
7,sick,1344,1221,1.35828,1002,7.78857
7,god,561,540,0.60071,481,3.73883
7,fucking,516,487,0.54176,447,3.47454
7,know,3187,2965,3.29837,2204,17.13175
8,test,2951,2493,2.7733,1807,14.04586
8,hospital,3012,2695,2.99801,1885,14.65216
8,doctor,2459,2280,2.53635,1688,13.12087
8,mask,2578,2082,2.31609,1573,12.22697
8,medical,2494,2306,2.56527,1745,13.56393
8,positive,2050,1972,2.19372,1481,11.51185
8,patient,2232,1981,2.20373,1490,11.58181
8,tested,1728,1589,1.76766,1217,9.45977
8,testing,1715,1531,1.70314,1188,9.23436
8,care,2852,2644,2.94127,1959,15.22736
8,nurse,1158,1052,1.17028,875,6.8014
8,worker,3094,2811,3.12705,2027,15.75593
8,supply,1636,1453,1.61637,1173,9.11776
8,symptom,1290,1196,1.33047,1028,7.99067
8,equipment,897,848,0.94334,758,5.89195
9,canadian,3517,3217,3.5787,2060,16.01244
9,trudeau,2661,2390,2.65872,1434,11.14652
9,canada,4857,4381,4.87357,2663,20.69957
9,cdnpoli,2714,2709,3.01358,1545,12.00933
9,le,1684,1371,1.52515,904,7.02682
9,border,1396,1222,1.35939,968,7.52429
9,justintrudeau,1025,1014,1.12801,789,6.13292
9,liberal,963,898,0.99897,650,5.05247
9,minister,1424,1334,1.48399,1082,8.41042
9,tax,875,756,0.841,635,4.93587
9,power,1180,1037,1.15359,859,6.67703
9,et,966,761,0.84656,432,3.35795
9,prime,650,634,0.70528,570,4.43063
9,pm,1053,993,1.10465,821,6.38166
9,justin,601,584,0.64966,506,3.93315
10,need,5900,5372,5.97599,3330,25.88418
10,right,2869,2682,2.98355,2020,15.70152
10,help,4117,3772,4.1961,2642,20.53634
10,new,5800,4997,5.55883,3003,23.3424
10,realdonaldtrump,2014,1990,2.21374,1225,9.52196
10,fight,1488,1441,1.60302,1170,9.09444
10,emergency,1861,1761,1.959,1419,11.02993
10,state,2825,2567,2.85562,1685,13.09755
10,act,1051,961,1.06905,833,6.47493
10,relief,795,761,0.84656,643,4.99806
10,thank,1463,1389,1.54517,1177,9.14885
10,governor,960,905,1.00675,708,5.5033
10,house,1361,1291,1.43615,1047,8.13836
10,money,1039,987,1.09797,850,6.60707
10,time,5348,5043,5.61,3278,25.47998
