Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,10274,9992,11.11544,4687,36.43218
1,good,2173,2083,2.3172,1664,12.93432
1,job,1623,1473,1.63861,1219,9.47532
1,think,2252,2116,2.35391,1652,12.84104
1,going,2643,2480,2.75884,1856,14.42674
1,look,1378,1343,1.494,1145,8.90012
1,crisis,3419,3282,3.65101,2258,17.5515
1,global,1554,1508,1.67755,1236,9.60746
1,time,5348,5043,5.61,3278,25.47998
1,country,3395,3188,3.54644,2169,16.8597
1,economy,1191,1124,1.25038,944,7.33774
1,world,2959,2801,3.11593,2014,15.65488
1,leader,1155,1091,1.21367,930,7.22892
1,end,1018,981,1.0913,846,6.57598
1,month,1952,1839,2.04577,1472,11.4419
2,home,5358,4597,5.11386,3106,24.14302
2,stay,3828,3273,3.641,2435,18.92732
2,friend,1409,1291,1.43615,1109,8.62029
2,safe,1348,1300,1.44616,1106,8.59697
2,socialdistancing,929,918,1.02121,760,5.9075
2,family,1992,1853,2.06134,1494,11.6129
2,hand,1230,1107,1.23146,946,7.35328
2,stayhome,707,702,0.78093,606,4.71045
2,thank,1463,1389,1.54517,1177,9.14885
2,love,719,663,0.73754,614,4.77264
2,share,812,782,0.86992,701,5.44889
2,life,2842,2688,2.99022,1958,15.21959
2,day,4915,4365,4.85577,2888,22.4485
2,time,5348,5043,5.61,3278,25.47998
2,message,715,698,0.77648,645,5.0136
3,case,6983,5153,5.73237,2930,22.77497
3,death,3974,3242,3.60651,2108,16.38554
3,new,5800,4997,5.55883,3003,23.3424
3,number,2083,1893,2.10584,1441,11.20093
3,day,4915,4365,4.85577,2888,22.4485
3,march,1598,1289,1.43393,1079,8.3871
3,breaking,1645,1637,1.82105,1269,9.86397
3,confirmed,1229,1118,1.2437,899,6.98795
3,italy,1443,1292,1.43726,1025,7.96735
3,total,1214,1067,1.18697,849,6.5993
3,state,2825,2567,2.85562,1685,13.09755
3,report,1436,1388,1.54406,1123,8.72911
3,update,1406,1354,1.50624,1067,8.29382
3,rate,907,797,0.88661,699,5.43335
3,ontario,1425,1342,1.49289,992,7.71084
