Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,14105,15.69088,5614,43.63778
2,9546,10.61929,5229,40.64516
3,7809,8.68699,3725,28.95453
4,7277,8.09518,3162,24.57831
5,10754,11.96311,5088,39.54916
6,9385,10.44019,3438,26.72367
7,8029,8.93173,4094,31.82277
8,8575,9.53912,4159,32.32802
9,6584,7.32426,3016,23.44345
10,7829,8.70924,3781,29.38982
