Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
breaking,1645,1637,1.82105,1269,9.86397
last,1644,1606,1.78657,1335,10.37699
supply,1636,1453,1.61637,1173,9.11776
job,1623,1473,1.63861,1219,9.47532
also,1614,1585,1.76321,1294,10.0583
died,1605,1469,1.63417,1152,8.95453
march,1598,1289,1.43393,1079,8.3871
lockdown,1591,1506,1.67533,1166,9.06335
america,1583,1478,1.64418,1089,8.46483
well,1571,1508,1.67755,1289,10.01943
bill,1565,1432,1.59301,1118,8.69024
global,1554,1508,1.67755,1236,9.60746
official,1502,1453,1.61637,1152,8.95453
working,1498,1442,1.60413,1206,9.37427
much,1494,1415,1.57409,1200,9.32763
fight,1488,1441,1.60302,1170,9.09444
may,1487,1397,1.55407,1173,9.11776
community,1478,1410,1.56853,1133,8.80684
thank,1463,1389,1.54517,1177,9.14885
put,1448,1395,1.55184,1172,9.10999
italy,1443,1292,1.43726,1025,7.96735
report,1436,1388,1.54406,1123,8.72911
come,1426,1392,1.54851,1183,9.19549
ontario,1425,1342,1.49289,992,7.71084
due,1425,1398,1.55518,1195,9.28877
minister,1424,1334,1.48399,1082,8.41042
never,1422,1353,1.50512,1135,8.82239
risk,1409,1307,1.45395,1106,8.59697
friend,1409,1291,1.43615,1109,8.62029
update,1406,1354,1.50624,1067,8.29382
border,1396,1222,1.35939,968,7.52429
look,1378,1343,1.494,1145,8.90012
city,1375,1266,1.40834,1026,7.97513
ventilator,1371,1215,1.35161,960,7.46211
read,1365,1328,1.47731,1139,8.85348
house,1361,1291,1.43615,1047,8.13836
safe,1348,1300,1.44616,1106,8.59697
great,1345,1303,1.4495,1113,8.65138
sick,1344,1221,1.35828,1002,7.78857
really,1344,1274,1.41724,1103,8.57365
use,1343,1275,1.41835,1094,8.50369
show,1334,1278,1.42169,1081,8.40264
face,1328,1287,1.4317,1098,8.53478
3,1311,1228,1.36607,1050,8.16168
give,1303,1278,1.42169,1091,8.48037
symptom,1290,1196,1.33047,1028,7.99067
order,1290,1228,1.36607,1020,7.92849
measure,1278,1206,1.3416,1031,8.01399
together,1276,1239,1.37831,1052,8.17723
enough,1275,1124,1.25038,956,7.43101
part,1254,1210,1.34604,1028,7.99067
got,1245,1202,1.33715,1025,7.96735
hand,1230,1107,1.23146,946,7.35328
confirmed,1229,1118,1.2437,899,6.98795
die,1226,1153,1.28264,922,7.16673
service,1225,1137,1.26484,972,7.55538
healthcare,1220,1177,1.30933,985,7.65643
tell,1219,1194,1.32825,1029,7.99845
total,1214,1067,1.18697,849,6.5993
live,1213,1180,1.31267,987,7.67198
protect,1209,1169,1.30043,998,7.75748
around,1194,1178,1.31045,1021,7.93626
economy,1191,1124,1.25038,944,7.33774
power,1180,1037,1.15359,859,6.67703
coming,1177,1152,1.28152,1001,7.7808
question,1164,1097,1.22034,930,7.22892
nurse,1158,1052,1.17028,875,6.8014
york,1157,1074,1.19475,857,6.66148
leader,1155,1091,1.21367,930,7.22892
pay,1147,1053,1.17139,906,7.04236
anyone,1145,1105,1.22924,940,7.30665
watch,1140,1109,1.23369,951,7.39215
next,1140,1105,1.22924,940,7.30665
another,1123,1094,1.217,957,7.43879
ago,1119,1048,1.16583,887,6.89468
important,1105,1073,1.19364,929,7.22114
others,1104,1066,1.18585,924,7.18228
wuhan,1102,1012,1.12578,783,6.08628
told,1084,1023,1.13802,874,6.79363
without,1076,1038,1.15471,893,6.94131
federal,1072,1042,1.15916,887,6.89468
plan,1065,995,1.10687,862,6.70035
fact,1065,1007,1.12022,876,6.80917
national,1061,1021,1.13579,869,6.75476
made,1059,1021,1.13579,886,6.8869
pm,1053,993,1.10465,821,6.38166
already,1053,1033,1.14914,888,6.90245
getting,1052,1039,1.15582,911,7.08123
act,1051,961,1.06905,833,6.47493
across,1045,1031,1.14692,878,6.82472
money,1039,987,1.09797,850,6.60707
hour,1039,1003,1.11577,874,6.79363
place,1030,992,1.10353,876,6.80917
bc,1030,955,1.06237,681,5.29343
system,1029,975,1.08462,866,6.73144
video,1028,1000,1.11243,905,7.03459
justintrudeau,1025,1014,1.12801,789,6.13292
mean,1021,994,1.10576,874,6.79363
end,1018,981,1.0913,846,6.57598
briefing,1008,958,1.06571,762,5.92305
since,1007,983,1.09352,854,6.63817
company,1006,940,1.04569,829,6.44384
ableg,1005,1005,1.118,481,3.73883
line,1003,960,1.06794,838,6.5138
using,998,963,1.07127,853,6.63039
story,996,948,1.05459,820,6.37388
open,995,961,1.06905,848,6.59153
information,994,959,1.06682,828,6.43607
close,992,953,1.06015,839,6.52157
staff,991,947,1.05347,831,6.45939
flu,990,794,0.88327,687,5.34007
best,990,959,1.06682,864,6.7159
man,987,937,1.04235,833,6.47493
lie,986,886,0.98562,724,5.62767
expert,979,951,1.05792,810,6.29615
done,979,942,1.04791,825,6.41275
saying,978,934,1.03901,812,6.3117
called,976,930,1.03456,794,6.17178
trying,968,943,1.04902,820,6.37388
et,966,761,0.84656,432,3.35795
liberal,963,898,0.99897,650,5.05247
province,960,924,1.02789,793,6.16401
governor,960,905,1.00675,708,5.5033
ever,960,927,1.03123,821,6.38166
un,959,856,0.95224,557,4.32958
flight,957,783,0.87104,619,4.8115
better,957,935,1.04013,830,6.45161
party,955,899,1.00008,780,6.06296
away,951,935,1.04013,829,6.44384
stock,949,850,0.94557,683,5.30898
continue,945,915,1.01788,811,6.30393
travel,944,878,0.97672,757,5.88418
hope,943,896,0.99674,792,6.15624
amid,940,933,1.0379,756,5.87641
united,938,896,0.99674,739,5.74427
sure,937,917,1.0201,836,6.49825
nothing,933,892,0.99229,783,6.08628
real,930,913,1.01565,808,6.28061
socialdistancing,929,918,1.02121,760,5.9075
toronto,925,841,0.93556,652,5.06801
taking,924,909,1.0112,810,6.29615
rate,907,797,0.88661,699,5.43335
4,907,859,0.95558,768,5.96969
yet,906,891,0.99118,804,6.24951
action,903,867,0.96448,756,5.87641
equipment,897,848,0.94334,758,5.89195
far,896,864,0.96114,767,5.96191
2020,893,863,0.96003,642,4.99028
lot,887,843,0.93778,754,5.86086
economic,885,842,0.93667,728,5.65876
save,878,840,0.93444,744,5.78313
tax,875,756,0.841,635,4.93587
quarantine,871,839,0.93333,755,5.86864
daily,868,836,0.92999,738,5.73649
alberta,866,798,0.88772,577,4.48504
someone,863,840,0.93444,769,5.97746
person,863,802,0.89217,721,5.60435
thanks,858,838,0.93222,744,5.78313
nation,857,841,0.93556,710,5.51885
infected,856,809,0.89996,707,5.49553
14,854,817,0.90886,726,5.64322
food,852,757,0.84211,679,5.27789
cant,848,813,0.90441,735,5.71318
asked,843,811,0.90218,728,5.65876
result,840,789,0.87771,711,5.52662
big,839,810,0.90107,734,5.7054
member,838,798,0.88772,720,5.59658
making,838,821,0.91331,733,5.69763
essential,834,787,0.87549,707,5.49553
shut,832,786,0.87437,681,5.29343
press,830,804,0.8944,684,5.31675
democrat,830,753,0.83766,543,4.22075
including,828,820,0.9122,731,5.68208
5,828,792,0.88105,703,5.46444
full,827,808,0.89885,740,5.75204
start,821,799,0.88883,727,5.65099
calling,816,795,0.88438,709,5.51108
drug,813,731,0.81319,634,4.9281
share,812,782,0.86992,701,5.44889
disease,811,764,0.8499,688,5.34784
might,810,776,0.86325,685,5.32452
white,807,774,0.86102,638,4.95919
team,807,753,0.83766,685,5.32452
thats,798,761,0.84656,669,5.20016
relief,795,761,0.84656,643,4.99806
free,790,751,0.83544,671,5.2157
long,787,757,0.84211,689,5.35562
hard,785,767,0.85324,705,5.47998
lost,781,740,0.8232,663,5.15352
local,771,711,0.79094,639,4.96696
bad,767,716,0.7965,621,4.82705
donald,759,725,0.80651,615,4.78041
point,758,742,0.82543,653,5.07579
early,757,736,0.81875,644,5.00583
child,750,685,0.76202,616,4.78818
seriously,749,734,0.81653,662,5.14574
instead,747,732,0.8143,663,5.15352
senator,746,683,0.75979,555,4.31403
10,744,708,0.7876,635,4.93587
infection,743,696,0.77425,633,4.92033
possible,742,722,0.80318,659,5.12243
remember,741,720,0.80095,658,5.11465
least,739,730,0.81208,665,5.16906
flattenthecurve,739,739,0.82209,609,4.73377
change,738,709,0.78872,654,5.08356
data,737,643,0.71529,560,4.3529
aid,737,704,0.78315,622,4.83482
word,734,693,0.77092,641,4.98251
sent,733,700,0.7787,630,4.89701
per,733,633,0.70417,580,4.50836
effort,731,716,0.7965,636,4.94365
leadership,730,710,0.78983,637,4.95142
thought,729,720,0.80095,657,5.10688
find,729,712,0.79205,651,5.06024
reported,728,690,0.76758,603,4.68714
political,725,701,0.77982,613,4.76487
thousand,721,696,0.77425,630,4.89701
love,719,663,0.73754,614,4.77264
check,717,704,0.78315,640,4.97474
fighting,716,707,0.78649,560,4.3529
woman,715,646,0.71863,579,4.50058
message,715,698,0.77648,645,5.0136
believe,715,675,0.75089,609,4.73377
war,714,649,0.72197,584,4.53945
store,713,667,0.74199,610,4.74155
follow,711,692,0.7698,624,4.85037
administration,710,701,0.77982,571,4.4384
stayhome,707,702,0.78093,606,4.71045
racist,706,636,0.70751,552,4.29071
govt,702,655,0.72864,565,4.39176
something,699,678,0.75423,635,4.93587
dying,696,670,0.74533,578,4.49281
old,694,641,0.71307,586,4.55499
control,694,652,0.72531,572,4.44617
tweet,691,665,0.73977,601,4.67159
w,690,610,0.67858,537,4.17412
clear,690,677,0.75312,630,4.89701
uk,687,620,0.68971,489,3.80101
threat,685,665,0.73977,590,4.58609
kid,685,626,0.69638,574,4.46172
12,685,660,0.73421,600,4.66382
cdc,684,636,0.70751,534,4.1508
he,683,599,0.66635,539,4.18966
closed,683,654,0.72753,596,4.63272
warning,681,671,0.74644,599,4.65604
feel,681,657,0.73087,594,4.61718
cnn,678,642,0.71418,527,4.09639
hit,673,663,0.73754,600,4.66382
deal,673,642,0.71418,585,4.54722
anything,670,651,0.72419,589,4.57831
human,669,622,0.69193,562,4.36844
100,669,640,0.71196,586,4.55499
fauci,668,604,0.67191,499,3.87874
latest,667,661,0.73532,574,4.46172
january,667,613,0.68192,534,4.1508
everything,667,652,0.72531,607,4.71823
billion,664,606,0.67413,548,4.25962
front,662,654,0.72753,612,4.75709
republican,661,617,0.68637,501,3.89429
pour,659,554,0.61629,320,2.48737
needed,658,653,0.72642,595,4.62495
20,656,620,0.68971,534,4.1508
cut,655,616,0.68526,528,4.10416
problem,654,621,0.69082,548,4.25962
yesterday,653,631,0.70195,566,4.39953
youre,652,590,0.65634,533,4.14302
school,652,576,0.64076,519,4.0342
prime,650,634,0.70528,570,4.43063
increase,650,612,0.68081,554,4.30626
critical,650,621,0.69082,562,4.36844
always,650,623,0.69305,552,4.29071
treatment,646,615,0.68415,558,4.33735
three,645,618,0.68748,568,4.41508
employee,643,609,0.67747,549,4.26739
isolation,640,609,0.67747,570,4.43063
guy,639,615,0.68415,549,4.26739
15,639,604,0.67191,537,4.17412
package,635,615,0.68415,553,4.29848
protective,633,622,0.69193,567,4.40731
icu,633,559,0.62185,489,3.80101
hoax,633,588,0.65411,491,3.81656
here,633,629,0.69972,585,4.54722
ppe,632,597,0.66412,521,4.04975
force,631,611,0.6797,547,4.25185
6,630,613,0.68192,566,4.39953
yes,629,581,0.64632,548,4.25962
south,626,559,0.62185,487,3.78546
ask,624,600,0.66746,551,4.28294
vote,622,572,0.63631,498,3.87097
actually,621,601,0.66857,552,4.29071
gov,620,574,0.63854,505,3.92538
dead,620,592,0.65856,523,4.06529
30,619,597,0.66412,528,4.10416
soon,617,609,0.67747,552,4.29071
du,617,519,0.57735,275,2.13758
listen,616,587,0.653,537,4.17412
try,614,598,0.66524,546,4.24407
nyc,613,562,0.62519,489,3.80101
group,613,587,0.653,534,4.1508
contact,612,599,0.66635,557,4.32958
conservative,612,565,0.62853,476,3.69996
took,611,542,0.60294,487,3.78546
rt,611,586,0.65189,509,3.95647
senate,609,576,0.64076,465,3.61446
seen,609,599,0.66635,557,4.32958
citizen,608,586,0.65189,538,4.18189
provide,607,597,0.66412,537,4.17412
left,607,596,0.66301,533,4.14302
announced,607,602,0.66969,540,4.19743
onpoli,606,603,0.6708,414,3.21803
situation,603,594,0.66079,536,4.16634
justin,601,584,0.64966,506,3.93315
step,600,583,0.64855,540,4.19743
student,598,527,0.58625,479,3.72328
morning,597,583,0.64855,533,4.14302
serious,596,575,0.63965,527,4.09639
premier,596,584,0.64966,513,3.98756
officer,595,571,0.6352,507,3.94092
else,595,589,0.65522,548,4.25962
korea,592,504,0.56067,450,3.49786
wrong,588,551,0.61295,509,3.95647
market,587,556,0.61851,491,3.81656
reason,586,572,0.63631,528,4.10416
issue,585,567,0.63075,533,4.14302
n95,584,542,0.60294,486,3.77769
knew,583,534,0.59404,466,3.62223
gop,583,564,0.62741,440,3.42013
almost,583,577,0.64187,520,4.04197
small,581,553,0.61518,505,3.92538
failure,581,540,0.60071,477,3.70773
worst,579,561,0.62408,512,3.97979
feb,579,358,0.39825,319,2.4796
resident,578,554,0.61629,494,3.83988
blame,578,514,0.57179,449,3.49009
idea,577,566,0.62964,520,4.04197
leave,576,551,0.61295,498,3.87097
used,573,564,0.62741,504,3.91761
usa,572,518,0.57624,433,3.36572
set,570,541,0.60183,500,3.88651
grocery,570,550,0.61184,506,3.93315
asking,570,553,0.61518,510,3.96424
fox,569,484,0.53842,384,2.98484
despite,569,555,0.6174,517,4.01866
lying,568,546,0.60739,481,3.73883
ottawa,567,506,0.56289,394,3.06257
online,564,546,0.60739,490,3.80878
likely,564,553,0.61518,502,3.90206
decision,564,541,0.60183,504,3.91761
impact,563,545,0.60628,505,3.92538
conference,563,544,0.60516,476,3.69996
god,561,540,0.60071,481,3.73883
law,560,541,0.60183,493,3.8321
middle,559,557,0.61963,488,3.79324
went,558,524,0.58292,497,3.86319
understand,557,547,0.6085,504,3.91761
advice,556,543,0.60405,508,3.9487
history,555,551,0.61295,503,3.90983
worse,552,539,0.5996,495,3.84765
top,552,542,0.60294,501,3.89429
vulnerable,549,528,0.58736,454,3.52895
true,549,524,0.58292,486,3.77769
50,549,532,0.59181,498,3.87097
answer,544,519,0.57735,480,3.73105
office,543,514,0.57179,465,3.61446
thread,542,532,0.59181,478,3.71551
iran,541,469,0.52173,307,2.38632
fear,541,522,0.58069,484,3.76215
benefit,541,484,0.53842,442,3.43568
isnt,539,524,0.58292,476,3.69996
learn,538,526,0.58514,480,3.73105
claim,538,518,0.57624,465,3.61446
twitter,537,510,0.56734,474,3.68442
matter,537,511,0.56845,479,3.72328
able,536,528,0.58736,492,3.82433
telling,535,531,0.5907,481,3.73883
kill,534,516,0.57402,464,3.60668
concern,534,518,0.57624,465,3.61446
population,532,503,0.55955,457,3.55227
air,532,501,0.55733,464,3.60668
taken,531,525,0.58403,494,3.83988
resource,530,507,0.564,460,3.57559
helping,530,510,0.56734,475,3.69219
curve,530,500,0.55622,465,3.61446
24,530,496,0.55177,434,3.37349
safety,529,517,0.57513,474,3.68442
talk,528,505,0.56178,478,3.71551
stayathome,528,521,0.57958,466,3.62223
looking,528,522,0.58069,486,3.77769
available,526,513,0.57068,479,3.72328
doesnt,524,505,0.56178,462,3.59114
communist,523,501,0.55733,387,3.00816
send,521,507,0.564,472,3.66887
police,521,476,0.52952,431,3.35017
let,520,493,0.54843,456,3.5445
dangerous,519,511,0.56845,458,3.56005
putting,516,481,0.53508,461,3.58337
ill,516,502,0.55844,473,3.67664
fucking,516,487,0.54176,447,3.47454
didnt,515,482,0.53619,446,3.46677
maybe,514,493,0.54843,468,3.63778
epidemic,513,500,0.55622,445,3.459
truth,511,493,0.54843,450,3.49786
outside,511,492,0.54732,462,3.59114
13,510,494,0.54954,451,3.50564
pelosi,509,465,0.51728,348,2.70501
kind,509,497,0.55288,460,3.57559
theyre,508,478,0.53174,436,3.38904
past,508,504,0.56067,470,3.65332
little,504,487,0.54176,456,3.5445
jan,504,286,0.31816,259,2.01321
frontline,503,472,0.52507,429,3.33463
fuck,501,473,0.52618,432,3.35795
april,501,479,0.53286,458,3.56005
sign,500,476,0.52952,450,3.49786
head,500,498,0.55399,470,3.65332
practice,499,489,0.54398,460,3.57559
personal,499,492,0.54732,457,3.55227
mayor,496,476,0.52952,428,3.32686
post,494,484,0.53842,450,3.49786
folk,494,488,0.54287,448,3.48232
vaccine,492,440,0.48947,403,3.13253
there,492,478,0.53174,438,3.40459
minute,492,446,0.49615,416,3.23358
info,492,478,0.53174,433,3.36572
failed,491,474,0.52729,432,3.35795
funding,490,452,0.50282,421,3.27244
florida,490,448,0.49837,385,2.99262
cost,490,462,0.51394,417,3.24135
cbc,490,470,0.52284,411,3.19471
fund,489,455,0.50616,420,3.26467
february,488,475,0.52841,425,3.30354
started,485,469,0.52173,445,3.459
rule,485,466,0.51839,432,3.35795
single,484,479,0.53286,452,3.51341
propaganda,484,472,0.52507,409,3.17917
break,484,478,0.53174,442,3.43568
16,484,481,0.53508,446,3.46677
spreading,483,478,0.53174,438,3.40459
access,483,473,0.52618,430,3.3424
become,482,478,0.53174,448,3.48232
trust,480,418,0.465,389,3.02371
night,480,471,0.52396,453,3.52118
vancouver,478,439,0.48836,355,2.75942
high,478,465,0.51728,411,3.19471
whole,477,468,0.52062,443,3.44345
toll,476,453,0.50393,404,3.1403
l,476,406,0.45165,289,2.2464
according,476,471,0.52396,426,3.31131
talking,475,456,0.50727,418,3.24913
handling,475,466,0.51839,423,3.28799
giving,475,464,0.51617,431,3.35017
prevent,473,461,0.51283,425,3.30354
wont,472,455,0.50616,416,3.23358
entire,472,467,0.51951,431,3.35017
chief,472,466,0.51839,432,3.35795
hear,471,449,0.49948,427,3.31908
tonight,470,463,0.51506,427,3.31908
room,469,445,0.49503,408,3.1714
hell,468,457,0.50838,431,3.35017
rest,467,461,0.51283,432,3.35795
age,467,381,0.42384,362,2.81384
deadly,465,447,0.49726,414,3.21803
current,464,458,0.50949,424,3.29576
pas,463,446,0.49615,418,3.24913
hold,463,451,0.50171,431,3.35017
ny,456,430,0.47835,379,2.94598
attack,456,437,0.48613,401,3.11698
second,455,447,0.49726,415,3.22581
staying,454,439,0.48836,413,3.21026
spain,454,417,0.46388,368,2.86047
campaign,453,443,0.49281,401,3.11698
source,452,421,0.46833,386,3.00039
move,452,441,0.49058,414,3.21803
jkenney,452,447,0.49726,321,2.49514
100000,452,380,0.42272,341,2.6506
biden,450,368,0.40938,297,2.30859
lead,449,442,0.4917,410,3.18694
private,448,432,0.48057,398,3.09366
8,445,399,0.44386,348,2.70501
18,444,435,0.48391,385,2.99262
7,443,410,0.4561,376,2.92266
run,442,435,0.48391,412,3.20249
especially,442,441,0.49058,414,3.21803
demand,442,437,0.48613,412,3.20249
study,440,403,0.44831,371,2.88379
shortage,439,427,0.47501,405,3.14808
happening,438,429,0.47723,407,3.16362
bed,438,404,0.44942,379,2.94598
low,436,416,0.46277,388,3.01593
young,433,413,0.45944,388,3.01593
later,432,430,0.47835,396,3.07812
given,432,430,0.47835,406,3.15585
1000,432,409,0.45499,375,2.91489
policy,430,415,0.46166,395,3.07035
course,430,423,0.47056,398,3.09366
level,429,405,0.45054,372,2.89157
international,426,416,0.46277,385,2.99262
tv,425,418,0.465,379,2.94598
healthy,425,404,0.44942,378,2.9382
25,425,407,0.45276,368,2.86047
congress,424,394,0.4383,343,2.66615
au,424,384,0.42717,248,1.92771
visit,423,408,0.45387,370,2.87602
turn,423,417,0.46388,387,3.00816
seems,423,421,0.46833,380,2.95375
article,423,417,0.46388,366,2.84493
street,421,409,0.45499,382,2.9693
inside,421,413,0.45944,387,3.00816
senior,420,382,0.42495,347,2.69724
reality,420,403,0.44831,370,2.87602
happen,420,389,0.43274,364,2.82938
found,419,412,0.45832,394,3.06257
est,419,367,0.40826,244,1.89662
slow,418,416,0.46277,386,3.00039
reporter,418,391,0.43496,366,2.84493
key,417,414,0.46055,384,2.98484
treat,416,406,0.45165,376,2.92266
ban,416,406,0.45165,375,2.91489
albertans,416,389,0.43274,291,2.26195
fine,415,403,0.44831,382,2.9693
came,415,400,0.44497,369,2.86825
lack,413,402,0.4472,370,2.87602
fake,411,386,0.4294,355,2.75942
cause,411,406,0.45165,385,2.99262
plankthecurve,410,410,0.4561,334,2.59619
india,410,361,0.40159,270,2.09872
behind,410,410,0.4561,394,3.06257
allowed,409,402,0.4472,382,2.9693
mar,407,329,0.36599,176,1.36805
wow,406,392,0.43607,353,2.74388
wait,406,396,0.44052,379,2.94598
major,406,398,0.44275,377,2.93043
wash,404,379,0.42161,349,2.71279
reporting,404,394,0.4383,365,2.83716
facility,404,387,0.43051,357,2.77497
professional,403,402,0.4472,372,2.89157
protection,402,373,0.41494,343,2.66615
false,400,388,0.43162,359,2.79052
nearly,399,395,0.43941,360,2.79829
hey,398,396,0.44052,372,2.89157
hero,398,390,0.43385,367,2.8527
condition,398,390,0.43385,372,2.89157
cuomo,397,369,0.41049,335,2.60396
kit,396,372,0.41383,349,2.71279
moment,395,388,0.43162,359,2.79052
physical,394,380,0.42272,355,2.75942
shit,393,385,0.42829,358,2.78274
distance,393,380,0.42272,351,2.72833
longer,392,383,0.42606,356,2.7672
lied,392,352,0.39158,316,2.45628
forget,392,376,0.41828,358,2.78274
bcpoli,392,392,0.43607,209,1.62456
restriction,391,378,0.4205,359,2.79052
zero,390,373,0.41494,344,2.67392
scientist,390,377,0.41939,343,2.66615
immediately,390,385,0.42829,365,2.83716
ford,390,362,0.4027,308,2.39409
agree,390,377,0.41939,360,2.79829
tomorrow,389,387,0.43051,368,2.86047
stand,389,382,0.42495,356,2.7672
mass,389,381,0.42384,360,2.79829
plus,388,356,0.39603,289,2.2464
late,388,377,0.41939,352,2.73611
hydroxychloroquine,388,362,0.4027,315,2.4485
return,387,380,0.42272,359,2.79052
ensure,387,383,0.42606,350,2.72056
self,386,370,0.4116,355,2.75942
evidence,386,368,0.40938,349,2.71279
strong,385,375,0.41716,352,2.73611
responsible,385,374,0.41605,348,2.70501
park,385,316,0.35153,297,2.30859
continues,385,380,0.42272,359,2.79052
phone,384,350,0.38935,328,2.54955
panic,384,361,0.40159,332,2.58065
literally,384,378,0.4205,355,2.75942
name,383,365,0.40604,345,2.68169
following,383,381,0.42384,363,2.82161
game,382,365,0.40604,352,2.73611
colleague,382,372,0.41383,344,2.67392
term,381,352,0.39158,340,2.64283
rent,381,321,0.35709,303,2.35523
passed,381,379,0.42161,354,2.75165
paid,381,363,0.40381,330,2.5651
gave,381,373,0.41494,347,2.69724
cover,381,376,0.41828,356,2.7672
ppl,378,328,0.36488,287,2.23086
half,378,363,0.40381,341,2.6506
tried,377,371,0.41271,347,2.69724
production,377,357,0.39714,331,2.57287
join,377,364,0.40493,346,2.68947
alone,377,362,0.4027,344,2.67392
stimulus,376,362,0.4027,328,2.54955
potus,376,354,0.3938,301,2.33968
list,376,360,0.40048,326,2.53401
along,376,373,0.41494,350,2.72056
weekend,375,324,0.36043,311,2.41741
warned,375,361,0.40159,335,2.60396
lab,375,337,0.37489,313,2.43296
avoid,375,358,0.39825,331,2.57287
running,374,362,0.4027,344,2.67392
covid2019,374,369,0.41049,230,1.7878
play,373,367,0.40826,350,2.72056
sending,372,367,0.40826,344,2.67392
bank,372,338,0.376,318,2.47182
raise,371,353,0.39269,328,2.54955
politician,371,363,0.40381,337,2.61951
general,370,361,0.40159,338,2.62728
buy,370,352,0.39158,331,2.57287
provincial,369,360,0.40048,325,2.52623
lose,369,359,0.39936,340,2.64283
monday,368,361,0.40159,330,2.5651
heart,366,334,0.37155,316,2.45628
statement,364,353,0.39269,332,2.58065
