Word,2020-01-21_2020-02-03,2020-02-04_2020-02-17,2020-02-18_2020-03-03,2020-03-04_2020-03-17,2020-03-18_2020-03-31,2020-04-01_2020-04-14,2020-04-15_2020-04-28,2020-04-29_2020-05-12,2020-05-13_2020-05-26,2020-05-27_2020-06-09,2020-06-10_2020-06-23,2020-06-24_2020-07-07,2020-07-08_2020-07-21,2020-07-22_2020-08-04,2020-08-05_2020-08-18,2020-08-19_2020-09-01,2020-09-02_2020-09-15,2020-09-16_2020-09-29,2020-09-30_2020-10-13,2020-10-14_2020-10-27,2020-10-28_2020-11-10,2020-11-11_2020-11-24,2020-11-25_2020-12-08,2020-12-09_2020-12-22,2020-12-23_2021-01-05,2021-01-06_2021-01-19,2021-01-20_2021-02-02,2021-02-03_2021-02-16,2021-02-17_2021-03-02,2021-03-03_2021-03-16,2021-03-17_2021-03-30,2021-03-31_2021-04-13,2021-04-14_2021-04-27,2021-04-28_2021-05-12,2021-05-13_2021-05-26,2021-05-28_2021-06-10,2021-06-11_2021-06-25,2021-06-26_2021-07-09,2021-07-10_2021-07-23
positive,0.020748629936106013,0.02147782376525694,0.022341041316912676,0.023277455731365537,0.024173701369097945,0.025051285659356416,0.026172728008795026,0.027657584151188058,0.029519507318042607,0.03188952062246954,0.034804866504856445,0.03804189775855165,0.0417406302733926,0.04561278716878056,0.050736601146333334,0.0566567772673788,0.06272070982026662,0.06741395724948832,0.0690008899587672,0.06857178749248215,0.06399872350671465,0.05652689019071836,0.04903015025345547,0.04257466504785017,0.03663054867651409,0.031481290337965366,0.027046487479540304,0.023616999683887505,0.021203081833690785,0.019552488762848465,0.01841464073251069,0.01769164694708246,0.01718811388352367,0.016719607094888587,0.01627360771198852,0.015878798473477326,0.015545774353248313,0.01526944412154587,0.015072373166422674
tested,0.019426781104008715,0.02016742849978873,0.021055865050679363,0.021840886598248243,0.022388743419055012,0.022879086755828705,0.02361935377766542,0.024702337634902757,0.026015913412316315,0.02756954901457083,0.029216138604626834,0.03047492334654542,0.031646971693155376,0.03276934011931,0.035262105536145415,0.03910870021539591,0.04396541923529812,0.04854188405049309,0.05026837162454519,0.04812239944512014,0.042818280710710796,0.03628143709516263,0.030131301638346868,0.024876618486083326,0.01992892061356962,0.015502409902126878,0.011780860840309859,0.008953960517181822,0.006940919586098379,0.005521929688252392,0.004507331681676671,0.003783277796169804,0.003256941750704302,0.0,0.0,0.0,0.0,0.0,0.0
de,0.018875170849390405,0.019758994781140765,0.02107467352802313,0.02291088838666832,0.025183706302632565,0.02759441103315174,0.029986045054166906,0.03199873775843029,0.0331943754853211,0.033165972274933744,0.031717010877676796,0.029240406616475704,0.026559739203542935,0.023677590265572566,0.021117496464991163,0.0183585031893199,0.015569342191600942,0.01316227812162995,0.011565548133453316,0.011529876852164367,0.012007885677434636,0.012875299447901677,0.014550441968604604,0.01706735455132666,0.019831419623714142,0.0223309689261844,0.02408001090241632,0.02480003882240476,0.024594141408382755,0.02376554642585622,0.022608690582525598,0.02141495611212286,0.020293329087283662,0.019279431098358096,0.018422475327383236,0.017724300971097905,0.017163242981007,0.0167236584254964,0.016426166619221624
test,0.01438704837784284,0.014848570219809436,0.015346144751582313,0.01577521283002195,0.016111245580496734,0.016469078357406457,0.017074717111543437,0.018041439574935852,0.01945901706314074,0.021501850005037154,0.024414823413660944,0.028410893389206313,0.033832497048718026,0.04045473939267584,0.048960986598402596,0.0581429366046982,0.06614277840832294,0.07086740494553198,0.06986715045031289,0.0673752018864474,0.06202591851681788,0.055179509758031126,0.04877776963422228,0.04347142192463459,0.038727436844845774,0.03464712493663826,0.031023612389397152,0.027795696970476402,0.025072585789186613,0.0229091190832983,0.021322203823028584,0.02030230076586102,0.01964528190413859,0.01912039667543747,0.01865169097290129,0.01822624246632328,0.017858515110633376,0.01754812578157448,0.017321383381462458
negative,0.01247645130230867,0.011856954560091906,0.01069646133802072,0.009335331722982782,0.00809211842245695,0.0070850010784514654,0.006331367501324348,0.005778209330567136,0.0053597661923254145,0.005034801941193545,0.00484179338078179,0.0047607918840961655,0.0049330031061527516,0.00533832065458579,0.006228030352848203,0.007648054646841698,0.009851382670872643,0.012889054638522654,0.015675281500338686,0.014939424079454354,0.012053516008706218,0.009137925087325038,0.006875929392150305,0.005299558906998497,0.0041208196915193986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broadcaster,0.01030304401634846,0.005199279614444191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,0.009789460895705973,0.008286963253937086,0.005835267140206727,0.0038544215495768205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
los,0.007490668852859653,0.007637127323692718,0.00776584679506849,0.0078727393592721,0.00794406602426613,0.007988943999444404,0.008063314374720907,0.008129320159021325,0.008106654714596765,0.007918033046535709,0.0075302799272980725,0.006968031785639634,0.006292627746765966,0.005501542366356267,0.004779581841580777,0.004041887825698486,0.0033729487621809613,0.0,0.0,0.0,0.0,0.0037872734368301214,0.004662592712424955,0.005713645252916448,0.006544504793334716,0.006758292939811566,0.006385216928120713,0.0057591354412879735,0.005200205114938599,0.0048285941730667175,0.004640108472233057,0.004625989633610967,0.0047679269734139575,0.0050377178942552754,0.005414736500577027,0.005863203791920462,0.006326801191004171,0.006718343447567805,0.0069353035889856765
dog,0.0065700937299426766,0.006209174072534841,0.005447889482881149,0.004433602759901812,0.0034533358248941895,0.00266093777894758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carolina,0.006490484621670963,0.006390113477752972,0.0056459785176924465,0.003791281413794557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
