Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,going,12515,11948,2.45194,4361,27.4225
1,make,14556,13932,2.85909,4868,30.61058
1,way,9858,9510,1.95162,4084,25.68069
1,people,59041,50949,10.45562,8053,50.63824
1,thing,10686,10111,2.07495,4134,25.9951
1,know,17529,16576,3.40168,5221,32.83028
1,look,7276,7106,1.45828,3381,21.26014
1,better,6439,6045,1.24054,3047,19.15991
1,getting,7614,7382,1.51492,3390,21.31673
1,work,14425,13430,2.75607,4849,30.4911
1,stop,9260,8660,1.77718,3704,23.2912
1,mean,5261,4877,1.00085,2600,16.34912
1,lot,5283,5160,1.05892,2806,17.64447
1,control,5090,4951,1.01603,2517,15.8272
1,coming,5100,4972,1.02034,2646,16.63837
2,case,52636,40014,8.21157,6118,38.47073
2,new,40110,34145,7.00715,6210,39.04924
2,number,13341,12311,2.52643,4076,25.63038
2,death,33076,26944,5.52938,5293,33.28303
2,record,7368,6670,1.3688,2588,16.27366
2,ontario,20194,18872,3.87286,3740,23.51758
2,total,6443,5620,1.15332,2294,14.42495
2,reported,5230,4816,0.98833,1997,12.55738
2,active,6034,5172,1.06138,1660,10.43828
2,daily,5422,5055,1.03737,2285,14.36836
2,report,11094,10796,2.21553,3476,21.85751
2,today,22938,21960,4.50658,5733,36.0498
2,reporting,4382,4243,0.87074,1795,11.28718
2,breaking,8868,8751,1.79586,3051,19.18506
2,bc,8538,7856,1.61219,2078,13.06672
3,mask,28276,24781,5.08549,5924,37.25083
3,wear,14228,12937,2.6549,4253,26.74338
3,people,59041,50949,10.45562,8053,50.63824
3,life,15737,14774,3.03188,4675,29.39697
3,social,6450,6219,1.27625,3153,19.82645
3,face,4561,4397,0.90234,2419,15.21097
3,love,3690,3463,0.71067,2213,13.91561
3,wearing,4198,3911,0.80261,2201,13.84016
3,hand,4163,4026,0.82621,2305,14.49412
3,wearamask,2767,2690,0.55203,1295,8.14312
3,save,4189,4025,0.826,2118,13.31824
3,distancing,3825,3695,0.75828,2210,13.89675
3,listen,3103,3000,0.61565,1792,11.26831
3,youre,3278,3002,0.61606,1852,11.6456
3,god,2381,2214,0.45435,1438,9.04232
4,vaccine,52266,42534,8.72872,6826,42.92272
4,canada,31550,28109,5.76846,5753,36.17556
4,line,6779,6353,1.30375,3010,18.92725
4,pfizer,5007,4375,0.89783,2192,13.78356
4,dos,4931,4251,0.87238,2107,13.24907
4,uk,3783,3578,0.73427,1781,11.19914
4,vaccination,4015,3798,0.77942,2011,12.64541
4,country,13448,12653,2.59662,4310,27.1018
4,early,3907,3654,0.74986,2120,13.33082
4,receive,2874,2829,0.58056,1749,10.99792
4,moderna,2266,2176,0.44655,1307,8.21858
4,ready,2358,2192,0.44984,1496,9.40703
4,distribution,2356,2172,0.44573,1307,8.21858
4,vaccinated,2433,2307,0.47344,1406,8.8411
4,begin,2083,2071,0.42501,1436,9.02974
5,alberta,22282,20314,4.16879,3157,19.8516
5,ableg,19594,19547,4.01139,1701,10.6961
5,kenney,10111,9353,1.9194,1718,10.80299
5,jkenney,8223,8063,1.65467,1592,10.01069
5,covid19ab,7038,7023,1.44124,1238,7.78469
5,abpoli,6701,6695,1.37393,1133,7.12444
5,albertans,5973,5338,1.09545,1273,8.00478
5,ucp,5313,4849,0.9951,817,5.1374
5,jason,4564,4434,0.90993,1262,7.93561
5,province,12858,12373,2.53916,3363,21.14695
5,yyc,3952,3915,0.80343,855,5.37634
5,premier,11388,10449,2.14432,2957,18.59398
5,pandemic,70645,68492,14.05575,9424,59.25926
5,calgary,3641,3486,0.71539,1145,7.1999
5,abhealth,3590,3590,0.73673,695,4.37024
6,health,37156,33490,6.87273,6586,41.41357
6,public,20855,19330,3.96685,5184,32.59762
6,official,6217,6066,1.24485,2621,16.48117
6,city,5940,5462,1.1209,2546,16.00956
6,dr,10647,9959,2.04376,3346,21.04006
6,medical,7155,6773,1.38994,2959,18.60655
6,community,9545,8862,1.81864,3438,21.61856
6,spread,11285,10955,2.24816,3897,24.50481
6,follow,3489,3402,0.69815,2050,12.89065
6,officer,3305,3193,0.65526,1671,10.50745
6,learn,3114,3077,0.63145,1641,10.31881
6,local,4230,4007,0.82231,2278,14.32434
6,chief,3147,3063,0.62858,1691,10.63321
6,order,7712,7266,1.49111,3124,19.64409
6,provide,3092,3040,0.62386,1775,11.16142
7,pandemic,70645,68492,14.05575,9424,59.25926
7,crisis,6168,5726,1.17508,2686,16.88989
7,woman,5199,4438,0.91076,2418,15.20468
7,global,4514,4372,0.89721,2283,14.35578
7,tax,3656,3250,0.66696,1844,11.5953
7,employee,2838,2340,0.48021,1526,9.59567
7,middle,2493,2481,0.50914,1506,9.46991
7,pay,5801,5514,1.13157,2671,16.79557
7,end,6944,6717,1.37845,3231,20.31692
7,amid,2360,2354,0.48308,1302,8.18713
7,stock,2281,1972,0.40469,1055,6.63397
7,challenge,2104,1998,0.41002,1344,8.45124
7,violence,2237,1650,0.33861,1066,6.70314
7,cut,2103,2016,0.41372,1331,8.36949
7,war,2382,2162,0.44368,1405,8.83481
8,lockdown,24602,22688,4.65597,5247,32.99377
8,business,15638,13772,2.82625,4491,28.23995
8,toronto,9879,9333,1.91529,2805,17.63818
8,open,7008,6617,1.35792,3083,19.38628
8,restaurant,5679,5347,1.0973,2720,17.10369
8,rule,5693,5415,1.11125,2729,17.16028
8,police,5686,5017,1.02958,2323,14.60731
8,protest,4240,3656,0.75027,1757,11.04823
8,politician,3712,3622,0.7433,1865,11.72735
8,owner,4252,4110,0.84344,2170,13.64522
8,store,3690,3328,0.68296,1949,12.25555
8,lock,2967,2809,0.57646,1553,9.76545
