Tweet ID,Weight,Total Times Tweeted,Tweet Text
1302227033141817350,0.02539,94,"Rise in health care premiums due to coronavirus:

Australia 0%
Belgium 0%
Canada 0%
Chile 0%
Denmark 0%
Finland 0%
France 0%
Germany 0%
Greece 0%
Hungary 0%
Italy 0%
Japan 0%
N Zealand 0%
Norway 0%
Portugal 0%
S Korea 0%
Spain 0%
Sweden 0%
Turkey 0%
UK 0%
.
.
.
USA: Up to 40%"
1304276618093895681,0.0223,116,"A limited number of fans attend a football game during a pandemic, and a majority of those fans LOUDLY BOO during “A moment of silence dedicated to the ongoing fight for equality in our country. “  All on the night before the 19th anniversary of 9/11. That’s where We are at."
1304082671228813313,0.02188,3,"In 🇨🇦’s corner of 🌎, COVID 19 experience so far is 242 deaths 😔 per million population, lower than Belgium (855), Spain, UK (612), USA (589), Italy, Sweden (578), France, Netherlands, and Ireland (360). 🌎 is at 117."
1304382695267536896,0.02188,4,"In 🇨🇦’s corner of 🌎, COVID 19 experience so far is 242 deaths 😔 per million population, lower than Belgium (855), Spain, UK (612), USA (592), Italy, Sweden (578), France, Netherlands, and Ireland (360). 🌎 is at 117."
1300948973423919104,0.02165,91,"Mark Zuckerberg has raked in $40,800,000,000 since the pandemic began.

That's 136 times the $300 million donation he hopes will distract us from all the ways he's allowed fascism and misinformation to erode our democracy.

Billionaire philanthropy won't save us.

Tax the rich."
1304197479584292864,0.02159,1,"@OANN #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 195,259

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/xjTl4OlzCv"
1304607142691745792,0.02159,1,"@OANN #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/cRxLyGkM40"
1304834076315066368,0.02159,1,"@OANN #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/QSOK2II1k0"
1305515676002652160,0.02158,1,"Worldwide there are 13 countries that have suffered a cumulative death rate higher than 500 per million.

5 countries in Europe:
UK
Sweden
Belgium
Italy
Spain

and 8 countries in the Americas:
Peru
Bolivia
USA
Chile
Brazil
Ecuador
Mexico
Panama

[Source https://t.co/MItgbuJVEC] https://t.co/tAX3PtlNKk"
1303385412526800896,0.02124,23,The US now slightly exceeds Sweden in per capita deaths from COVID. The difference — govt dictates destroyed the US economy with lockdown. Sweden did not suffer the economic depression from lockdown. Will nanny staters learn from their terrible mistake? https://t.co/qaLw6s7Mtc
1304193672041304064,0.02095,1,"@AZGOP #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 195,259

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/xCjf8g6pNs"
1304607437308084225,0.02095,1,"@UtahGOP #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/krL5FxuvHn"
1304619112367226881,0.02095,1,"@KansasGOP #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/ypvFCHFjqc"
1304619309914750976,0.02095,1,"@NDGOP #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/pYZNoCS1R6"
1304625796313563136,0.02095,1,"@akgop #COVID19 deaths:
New Zealand: 24
South Korea: 346
Austria: 748
Japan: 1,393
Canada: 9,155
Germany: 9,412
→ USA (tRump'merika): 197,395

Globally, Americans now ≈ SEVEN TIMES more like to die of COVID than nonAmericans!
#RepublicansCannotGovern
#RepublicanMassMurder
#GOPGenocide https://t.co/Caib2tRc1a"
