Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,15147,14647,14.48176,5643,45.18376
1,need,4784,4493,4.44231,2823,22.60389
1,government,4101,3892,3.84809,2398,19.2009
1,time,5125,4832,4.77749,3051,24.4295
1,health,5655,5161,5.10278,2896,23.18841
1,help,2879,2661,2.63098,1890,15.13332
1,canadian,3540,3212,3.17576,1994,15.96605
1,worker,2656,2362,2.33535,1675,13.4118
1,work,3156,2964,2.93056,2132,17.07102
1,support,2418,2283,2.25724,1678,13.43582
1,canada,5124,4617,4.56491,2648,21.20266
1,business,2121,1916,1.89439,1403,11.23389
1,read,1559,1510,1.49297,1194,9.56041
1,cdnpoli,3205,3196,3.15995,1605,12.85131
1,people,11363,9938,9.82589,4476,35.83954
2,new,7318,6515,6.4415,3451,27.63232
2,case,6974,5453,5.39148,2828,22.64393
2,death,8067,6330,6.25859,3093,24.76579
2,number,2654,2463,2.43521,1736,13.90023
2,ontario,2719,2588,2.5588,1463,11.71431
2,report,1991,1884,1.86275,1369,10.96165
2,test,2508,2063,2.03973,1490,11.9305
2,day,5334,4504,4.45319,2711,21.7071
2,week,3213,2917,2.88409,2049,16.40644
2,testing,2561,2222,2.19693,1513,12.11466
2,rate,1389,1282,1.26754,1007,8.0631
2,positive,1503,1421,1.40497,1040,8.32733
2,outbreak,1982,1898,1.87659,1390,11.12979
2,state,4177,3836,3.79273,2065,16.53455
2,reopening,1417,1361,1.34565,1055,8.44743
3,trump,10932,9412,9.30582,2728,21.84322
3,american,3913,3578,3.53764,1790,14.33261
3,pandemic,15147,14647,14.48176,5643,45.18376
3,president,3118,2905,2.87223,1578,12.63512
3,realdonaldtrump,2508,2461,2.43324,1304,10.44119
3,america,1730,1606,1.58788,1107,8.8638
3,response,2945,2806,2.77434,1866,14.94115
3,state,4177,3836,3.79273,2065,16.53455
3,dead,1309,1239,1.22502,882,7.06221
3,obama,1283,1122,1.10934,756,6.05333
3,vote,1272,1096,1.08364,808,6.46969
3,say,6402,5979,5.91155,3204,25.65458
3,house,1541,1501,1.48407,1085,8.68765
3,death,8067,6330,6.25859,3093,24.76579
3,republican,1088,1010,0.99861,701,5.61294
4,home,5650,5072,5.01478,2960,23.70086
4,people,11363,9938,9.82589,4476,35.83954
4,mask,4228,3504,3.46447,2249,18.00785
4,social,3110,3022,2.98791,2141,17.14309
4,distancing,2731,2654,2.62406,1928,15.43759
4,stay,2504,2276,2.25032,1720,13.77212
4,lockdown,4369,4134,4.08736,2249,18.00785
4,order,1721,1610,1.59184,1177,9.42429
4,nursing,1282,1144,1.13109,753,6.02931
4,wear,1230,1037,1.0253,852,6.822
4,life,3149,2973,2.93946,2037,16.31035
4,wearing,1007,927,0.91654,788,6.30955
4,family,1934,1792,1.77178,1393,11.15382
4,rule,1046,975,0.964,784,6.27752
4,hand,938,885,0.87502,774,6.19745
5,china,4473,3555,3.5149,1906,15.26143
5,vaccine,2993,2442,2.41445,1612,12.90736
5,virus,4524,4144,4.09725,2465,19.73737
5,canada,5124,4617,4.56491,2648,21.20266
5,le,2195,1727,1.70752,1022,8.1832
5,trudeau,2497,2300,2.27405,1295,10.36912
5,chinese,1404,1217,1.20327,841,6.73393
5,cdnpoli,3205,3196,3.15995,1605,12.85131
5,canadian,3540,3212,3.17576,1994,15.96605
5,hydroxychloroquine,1448,1378,1.36245,967,7.74281
5,et,1288,1029,1.01739,512,4.09961
5,wuhan,852,808,0.79888,626,5.01241
5,flu,858,717,0.70891,596,4.7722
5,trial,710,646,0.63871,556,4.45192
5,youtube,492,479,0.4736,327,2.6183
