Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
since,1746,1685,1.66599,1332,10.66539
well,1743,1702,1.6828,1382,11.06574
risk,1732,1609,1.59085,1267,10.14493
america,1730,1606,1.58788,1107,8.8638
order,1721,1610,1.59184,1177,9.42429
due,1716,1661,1.64226,1328,10.63336
great,1709,1622,1.6037,1305,10.4492
job,1684,1561,1.54339,1225,9.80863
much,1680,1621,1.60271,1312,10.50524
call,1680,1574,1.55624,1245,9.96877
city,1671,1440,1.42375,1074,8.59957
cdc,1637,1492,1.47517,1007,8.0631
data,1627,1434,1.41782,1090,8.72768
doctor,1616,1528,1.51076,1201,9.61646
really,1612,1509,1.49198,1216,9.73657
come,1611,1592,1.57404,1289,10.32108
made,1607,1553,1.53548,1238,9.91272
medium,1601,1512,1.49494,1119,8.95988
open,1572,1518,1.50088,1219,9.76059
read,1559,1510,1.49297,1194,9.56041
another,1552,1522,1.50483,1226,9.81664
last,1547,1512,1.49494,1236,9.89671
house,1541,1501,1.48407,1085,8.68765
community,1522,1423,1.40695,1104,8.83978
child,1509,1324,1.30906,1033,8.27128
positive,1503,1421,1.40497,1040,8.32733
federal,1482,1402,1.38618,1107,8.8638
update,1477,1430,1.41387,989,7.91897
global,1475,1418,1.402,1108,8.87181
question,1469,1372,1.35652,1136,9.096
live,1468,1408,1.39212,1078,8.6316
safe,1466,1396,1.38025,1131,9.05597
minister,1464,1391,1.37531,1026,8.21523
without,1460,1397,1.38124,1120,8.96789
hydroxychloroquine,1448,1378,1.36245,967,7.74281
everyone,1445,1422,1.40596,1183,9.47234
onpoli,1439,1439,1.42277,816,6.53375
working,1425,1389,1.37333,1157,9.26415
face,1425,1339,1.32389,1082,8.66362
reopening,1417,1361,1.34565,1055,8.44743
3,1413,1359,1.34367,1090,8.72768
school,1408,1164,1.15087,913,7.31043
chinese,1404,1217,1.20327,841,6.73393
end,1400,1366,1.35059,1117,8.94387
rate,1389,1282,1.26754,1007,8.0631
long,1388,1326,1.31104,1101,8.81576
official,1381,1328,1.31302,1003,8.03107
stop,1379,1318,1.30313,1072,8.58355
national,1370,1305,1.29028,998,7.99103
medical,1361,1320,1.30511,1035,8.28729
study,1345,1275,1.26062,978,7.83089
tested,1338,1145,1.13208,910,7.28641
story,1332,1280,1.26556,982,7.86292
taking,1319,1265,1.25073,1037,8.30331
yet,1311,1293,1.27841,1079,8.6396
dead,1309,1239,1.22502,882,7.06221
protect,1302,1216,1.20228,990,7.92698
use,1298,1248,1.23392,1040,8.32733
got,1293,1268,1.2537,1032,8.26327
service,1291,1218,1.20426,1005,8.04708
province,1290,1260,1.24579,977,7.82288
watch,1288,1250,1.2359,911,7.29442
et,1288,1029,1.01739,512,4.09961
obama,1283,1122,1.10934,756,6.05333
nursing,1282,1144,1.13109,753,6.02931
un,1277,1110,1.09748,644,5.15654
ago,1274,920,0.90962,797,6.38162
vote,1272,1096,1.08364,808,6.46969
trying,1261,1202,1.18844,973,7.79086
done,1251,1195,1.18152,1017,8.14317
total,1249,1076,1.06386,788,6.30955
money,1245,1152,1.139,942,7.54264
expert,1235,1175,1.16174,967,7.74281
wear,1230,1037,1.0253,852,6.822
getting,1229,1196,1.18251,1009,8.07911
better,1224,1173,1.15977,976,7.81488
democrat,1216,1115,1.10242,708,5.66899
away,1207,1178,1.16471,974,7.79886
bill,1199,1127,1.11429,843,6.74994
give,1194,1148,1.13505,971,7.77484
put,1193,1171,1.15779,976,7.81488
place,1188,1159,1.14592,979,7.8389
5,1185,1119,1.10638,930,7.44655
2020,1185,1131,1.11824,893,7.15029
bc,1176,1055,1.0431,705,5.64497
nation,1173,1129,1.11626,906,7.25438
lost,1162,1118,1.10539,910,7.28641
infection,1157,1094,1.08166,856,6.85403
pay,1154,1087,1.07474,942,7.54264
anyone,1145,1120,1.10736,936,7.4946
part,1143,1116,1.10341,940,7.52662
die,1139,1061,1.04903,848,6.78998
white,1134,1089,1.07671,815,6.52574
governor,1133,1080,1.06782,756,6.05333
tell,1132,1103,1.09056,911,7.29442
next,1125,1093,1.08067,949,7.59869
mean,1123,1039,1.02728,888,7.11026
told,1121,1067,1.05496,881,7.05421
around,1119,1083,1.07078,916,7.33445
100000,1115,1085,1.07276,723,5.78909
thousand,1112,1081,1.0688,892,7.14229
woman,1107,1002,0.9907,853,6.83001
second,1105,1075,1.06287,891,7.13428
find,1105,1091,1.07869,947,7.58267
company,1099,1021,1.00948,846,6.77396
reopen,1098,1077,1.06485,871,6.97414
leader,1098,1065,1.05299,870,6.96613
others,1091,1065,1.05299,898,7.19033
republican,1088,1010,0.99861,701,5.61294
enough,1083,1001,0.98971,858,6.87005
thank,1077,1047,1.03519,866,6.9341
change,1075,1023,1.01146,878,7.03019
real,1074,1028,1.0164,865,6.92609
cant,1071,993,0.9818,841,6.73393
4,1067,1016,1.00454,832,6.66186
economic,1065,1041,1.02926,860,6.88606
sick,1061,978,0.96697,790,6.32557
daily,1061,1024,1.01245,820,6.56578
continue,1061,1028,1.0164,859,6.87805
toronto,1060,987,0.97587,733,5.86916
ford,1058,984,0.9729,668,5.34871
drug,1055,967,0.95609,774,6.19745
rule,1046,975,0.964,784,6.27752
thats,1043,984,0.9729,828,6.62983
across,1033,1022,1.01047,841,6.73393
far,1029,1005,0.99366,850,6.80599
pm,1026,971,0.96005,774,6.19745
fact,1021,970,0.95906,788,6.30955
left,1020,960,0.94917,808,6.46969
party,1017,957,0.9462,780,6.2455
lot,1016,958,0.94719,831,6.65386
man,1010,901,0.89084,792,6.34158
wearing,1007,927,0.91654,788,6.30955
liberal,1007,953,0.94225,722,5.78109
important,1002,986,0.97488,833,6.66987
system,998,968,0.95708,809,6.4777
administration,998,973,0.96202,689,5.51685
using,997,970,0.95906,815,6.52574
disease,996,966,0.9551,794,6.35759
10,995,964,0.95312,796,6.37361
fight,989,949,0.93829,820,6.56578
justintrudeau,983,967,0.95609,686,5.49283
alberta,983,897,0.88688,602,4.82024
united,981,967,0.95609,781,6.2535
making,975,967,0.95609,837,6.7019
lie,970,845,0.83547,672,5.38074
video,969,887,0.87699,775,6.20546
nothing,968,941,0.93038,817,6.54176
saying,967,954,0.94324,804,6.43767
ever,965,941,0.93038,805,6.44567
wave,959,864,0.85425,752,6.0213
bad,954,883,0.87304,750,6.00528
wrong,948,869,0.8592,723,5.78909
food,948,812,0.80284,697,5.58091
donald,946,927,0.91654,643,5.14853
member,945,905,0.89479,785,6.28553
hand,938,885,0.87502,774,6.19745
big,935,912,0.90171,781,6.2535
full,931,918,0.90764,807,6.46169
problem,924,868,0.85821,752,6.0213
ableg,923,919,0.90863,406,3.25086
reported,921,847,0.83744,692,5.54088
kid,921,835,0.82558,705,5.64497
human,921,876,0.86612,758,6.06934
premier,919,880,0.87007,677,5.42077
least,918,879,0.86908,758,6.06934
believe,914,883,0.87304,773,6.18945
free,909,862,0.85228,747,5.98126
fordnation,907,900,0.88985,560,4.48395
per,904,814,0.80482,692,5.54088
already,900,878,0.8681,753,6.02931
senior,890,776,0.76725,685,5.48483
election,887,823,0.81372,657,5.26063
start,886,860,0.8503,769,6.15742
together,884,863,0.85326,736,5.89319
measure,882,866,0.85623,740,5.92521
including,882,857,0.84733,739,5.91721
gov,881,853,0.84338,637,5.10049
policy,880,854,0.84437,727,5.82112
best,880,860,0.8503,770,6.16543
hard,878,864,0.85425,764,6.11738
resident,873,796,0.78702,646,5.17255
fear,873,825,0.81569,697,5.58091
sure,867,851,0.8414,739,5.91721
increase,866,804,0.79493,680,5.44479
infected,863,824,0.8147,695,5.5649
action,860,838,0.82855,707,5.66098
pour,859,702,0.69408,309,2.47418
flu,858,717,0.70891,596,4.7722
point,857,844,0.83448,719,5.75707
nearly,856,839,0.82954,688,5.50885
early,854,818,0.80877,680,5.44479
wuhan,852,808,0.79888,626,5.01241
hit,850,842,0.8325,738,5.9092
friend,848,804,0.79493,703,5.62895
coming,845,832,0.82261,740,5.92521
person,843,813,0.80383,697,5.58091
church,841,699,0.69111,573,4.58804
political,840,812,0.80284,690,5.52486
border,839,760,0.75143,640,5.12451
6,836,810,0.80086,703,5.62895
weekend,834,802,0.79295,680,5.44479
amid,833,831,0.82163,656,5.25262
issue,832,804,0.79493,727,5.82112
confirmed,831,791,0.78208,632,5.06045
line,830,795,0.78603,709,5.677
thanks,828,821,0.81174,729,5.83714
called,828,816,0.80679,722,5.78109
park,826,742,0.73363,648,5.18857
emergency,824,791,0.78208,656,5.25262
essential,822,752,0.74352,658,5.26864
check,822,798,0.789,695,5.5649
population,820,760,0.75143,647,5.18056
healthcare,819,755,0.74648,631,5.05245
hope,815,787,0.77812,702,5.62095
restriction,814,795,0.78603,694,5.55689
feel,813,798,0.789,714,5.71703
remember,812,798,0.789,710,5.685
decision,812,759,0.75044,661,5.29266
control,811,780,0.7712,660,5.28465
science,801,725,0.71682,614,4.91633
gop,801,705,0.69705,504,4.03555
closed,801,736,0.7277,656,5.25262
toll,799,780,0.7712,590,4.72416
something,799,787,0.77812,695,5.5649
group,799,746,0.73758,653,5.2286
govt,798,737,0.72869,585,4.68412
conservative,797,722,0.71385,579,4.63608
contact,796,732,0.72374,637,5.10049
fauci,792,683,0.67529,547,4.37985
result,791,745,0.7366,637,5.10049
he,791,700,0.6921,590,4.72416
actually,788,777,0.76823,690,5.52486
close,784,755,0.74648,672,5.38074
thought,779,763,0.75439,663,5.30867
high,779,747,0.73857,643,5.14853
doesnt,777,757,0.74846,670,5.36472
despite,777,765,0.75637,649,5.19657
safety,776,747,0.73857,662,5.30066
uk,774,713,0.70496,513,4.10761
used,773,748,0.73956,660,5.28465
three,772,763,0.75439,681,5.4528
latest,772,767,0.75835,637,5.10049
w,767,663,0.65552,546,4.37185
small,761,724,0.71583,648,5.18857
local,760,735,0.72671,639,5.1165
recovery,759,717,0.70891,606,4.85227
reason,758,748,0.73956,664,5.31668
history,757,737,0.72869,649,5.19657
100,755,733,0.72473,656,5.25262
found,754,748,0.73956,660,5.28465
staff,752,696,0.68815,610,4.8843
march,751,718,0.7099,598,4.78821
cut,749,689,0.68123,605,4.84426
everything,748,727,0.7188,646,5.17255
someone,746,720,0.71188,646,5.17255
york,745,717,0.70891,603,4.82825
student,743,659,0.65157,519,4.15566
almost,742,738,0.72967,634,5.07647
team,741,692,0.68419,621,4.97238
du,737,606,0.59916,293,2.34606
symptom,734,673,0.66541,583,4.66811
12,733,715,0.70693,621,4.97238
travel,731,668,0.66046,586,4.69213
research,730,652,0.64464,553,4.4279
evidence,728,695,0.68716,608,4.86828
effort,728,715,0.70693,620,4.96437
leave,727,700,0.6921,603,4.82825
love,726,693,0.68518,623,4.98839
force,724,707,0.69902,627,5.02042
fighting,723,695,0.68716,456,3.65121
seen,721,688,0.68024,611,4.89231
claim,721,706,0.69804,606,4.85227
voting,719,621,0.61399,519,4.15566
anything,715,708,0.70001,632,5.06045
information,714,690,0.68222,604,4.83626
trial,710,646,0.63871,556,4.45192
tax,710,629,0.6219,537,4.29978
instead,707,701,0.69309,616,4.93234
cost,706,670,0.66244,591,4.73216
true,705,693,0.68518,613,4.90832
voter,704,647,0.6397,502,4.01954
top,704,692,0.68419,609,4.87629
program,701,663,0.65552,582,4.6601
answer,701,689,0.68123,608,4.86828
learn,700,692,0.68419,566,4.53199
always,700,653,0.64563,604,4.83626
shut,699,683,0.67529,616,4.93234
morning,698,643,0.63575,583,4.66811
hour,697,663,0.65552,594,4.75619
might,695,683,0.67529,619,4.95636
billion,695,617,0.61004,534,4.27576
fund,694,653,0.64563,571,4.57202
florida,694,625,0.61795,491,3.93146
yesterday,693,674,0.6664,595,4.76419
ppe,693,641,0.63377,565,4.52398
power,692,653,0.64563,580,4.64409
15,692,662,0.65453,595,4.76419
middle,691,660,0.65255,574,4.59604
likely,691,679,0.67134,600,4.80423
relief,688,666,0.65849,564,4.51597
funding,688,631,0.62388,564,4.51597
citizen,688,641,0.63377,563,4.50797
cause,688,674,0.6664,605,4.84426
possible,683,674,0.6664,601,4.81223
failed,683,646,0.63871,541,4.33181
impact,682,663,0.65552,565,4.52398
dangerous,677,661,0.65354,577,4.62007
share,668,655,0.64761,584,4.67611
benefit,667,641,0.63377,543,4.34783
future,665,633,0.62586,567,4.54
leadership,664,651,0.64366,574,4.59604
act,664,637,0.62981,545,4.36384
normal,662,610,0.60312,539,4.3158
old,660,630,0.62289,570,4.56402
security,655,633,0.62586,536,4.29178
little,655,637,0.62981,577,4.62007
yes,654,635,0.62784,565,4.52398
behind,654,597,0.59027,526,4.21171
worse,653,630,0.62289,531,4.25174
cnn,653,621,0.61399,503,4.02754
didnt,649,604,0.59719,535,4.28377
able,648,631,0.62388,586,4.69213
rt,646,630,0.62289,529,4.23573
killed,646,612,0.6051,536,4.29178
folk,646,642,0.63476,577,4.62007
20,646,637,0.62981,566,4.53199
theyre,644,598,0.59125,523,4.18769
reporting,642,627,0.61993,526,4.21171
au,640,532,0.526,266,2.12987
calling,638,625,0.61795,563,4.50797
dying,636,609,0.60213,530,4.24373
campaign,636,620,0.61301,532,4.25975
supply,635,579,0.57247,521,4.17167
longterm,635,624,0.61696,521,4.17167
treatment,632,613,0.60608,532,4.25975
follow,630,623,0.61597,548,4.38786
continues,630,624,0.61696,548,4.38786
prison,629,542,0.53589,441,3.53111
youre,628,576,0.5695,520,4.16366
went,626,586,0.57939,537,4.29978
store,626,576,0.5695,527,4.21971
soon,626,622,0.61498,546,4.37185
level,626,583,0.57642,516,4.13164
justin,625,597,0.59027,491,3.93146
article,624,611,0.60411,474,3.79534
employee,622,569,0.56258,515,4.12363
office,621,585,0.5784,537,4.29978
deal,621,598,0.59125,531,4.25174
clear,621,609,0.60213,558,4.46793
facility,620,569,0.56258,503,4.02754
especially,619,615,0.60806,554,4.4359
sign,617,595,0.58829,534,4.27576
lead,616,610,0.60312,533,4.26776
tweet,612,591,0.58433,523,4.18769
truth,610,561,0.55467,490,3.92345
restaurant,609,588,0.58137,533,4.26776
save,608,595,0.58829,527,4.21971
police,608,564,0.55764,493,3.94747
join,608,597,0.59027,532,4.25975
scientist,605,592,0.58532,497,3.9795
past,605,601,0.59422,544,4.35583
tracing,604,563,0.55665,476,3.81135
according,604,602,0.59521,527,4.21971
guy,603,594,0.5873,532,4.25975
took,602,593,0.58631,533,4.26776
post,602,584,0.57741,534,4.27576
l,602,474,0.46865,263,2.10585
front,602,593,0.58631,545,4.36384
failure,602,577,0.57049,491,3.93146
handling,601,591,0.58433,532,4.25975
biden,601,552,0.54577,427,3.41901
allowed,601,597,0.59027,539,4.3158
threat,600,584,0.57741,519,4.15566
looking,598,590,0.58334,552,4.41989
nurse,597,535,0.52896,467,3.73929
golf,597,540,0.53391,435,3.48307
concern,597,581,0.57445,506,4.05157
mail,596,494,0.48843,432,3.45904
law,593,564,0.55764,481,3.85139
else,593,587,0.58038,530,4.24373
course,591,575,0.56851,533,4.26776
word,589,574,0.56752,517,4.13964
released,588,559,0.55269,497,3.9795
provide,588,575,0.56851,478,3.82737
asked,588,560,0.55368,502,4.01954
war,586,517,0.51117,446,3.57114
military,586,540,0.53391,471,3.77132
worst,584,560,0.55368,508,4.06758
talk,583,571,0.56456,514,4.11562
record,583,554,0.54775,475,3.80335
given,581,577,0.57049,534,4.27576
needed,580,574,0.56752,522,4.17968
warning,579,551,0.54478,472,3.77933
stayathome,579,566,0.55961,450,3.60317
idea,576,567,0.5606,522,4.17968
brazil,574,513,0.50721,404,3.23485
wont,573,557,0.55072,509,4.07559
become,573,563,0.55665,514,4.11562
visit,572,561,0.55467,501,4.01153
entire,572,568,0.56159,516,4.13164
living,571,536,0.52995,493,3.94747
paid,568,521,0.51512,441,3.53111
8,568,546,0.53984,501,4.01153
prime,567,553,0.54676,457,3.65922
ottawa,565,546,0.53984,399,3.19481
isnt,565,546,0.53984,498,3.98751
14,562,533,0.52699,482,3.8594
vulnerable,561,550,0.5438,470,3.76331
prevent,561,554,0.54775,484,3.87541
run,559,547,0.54083,512,4.09961
god,558,503,0.49733,444,3.55513
maybe,557,522,0.51611,473,3.78733
seems,555,544,0.53786,499,3.99552
low,555,541,0.5349,478,3.82737
usa,554,515,0.50919,395,3.16278
curve,554,516,0.51018,463,3.70726
trust,553,505,0.4993,463,3.70726
plus,550,506,0.50029,377,3.01866
move,549,536,0.52995,497,3.9795
michigan,549,517,0.51117,423,3.38698
24,549,514,0.5082,453,3.62719
india,548,461,0.4558,311,2.49019
quebec,546,507,0.50128,396,3.17079
protest,546,531,0.52501,462,3.69926
matter,546,527,0.52105,480,3.84338
guideline,545,527,0.52105,462,3.69926
attack,545,511,0.50524,449,3.59516
fall,543,534,0.52798,475,3.80335
ask,543,536,0.52995,494,3.95548
sur,542,449,0.44393,242,1.93771
organization,542,531,0.52501,455,3.64321
kill,541,532,0.526,473,3.78733
situation,540,516,0.51018,448,3.58716
cuomo,540,467,0.46173,359,2.87453
7,539,532,0.526,450,3.60317
cbc,537,519,0.51315,389,3.11474
heart,536,515,0.50919,459,3.67523
former,536,533,0.52699,465,3.72328
black,536,457,0.45184,406,3.25086
announced,536,530,0.52402,474,3.79534
south,535,514,0.5082,451,3.61118
related,535,517,0.51117,456,3.65121
message,535,527,0.52105,482,3.8594
poll,533,495,0.48942,444,3.55513
rest,531,525,0.51908,478,3.82737
here,531,530,0.52402,490,3.92345
sent,529,517,0.51117,465,3.72328
gate,525,491,0.48546,384,3.07471
single,524,511,0.50524,467,3.73929
name,523,475,0.46964,438,3.50709
bcpoli,522,520,0.51413,247,1.97774
huge,521,516,0.51018,468,3.7473
let,520,495,0.48942,453,3.62719
est,520,457,0.45184,267,2.13788
50,519,507,0.50128,457,3.65922
politician,518,511,0.50524,458,3.66723
texas,517,482,0.47656,393,3.14677
active,517,446,0.44097,353,2.82649
air,515,484,0.47854,447,3.57915
four,514,506,0.50029,466,3.73128
deadly,514,510,0.50425,462,3.69926
term,513,495,0.48942,446,3.57114
court,513,467,0.46173,402,3.21883
serious,510,501,0.49535,464,3.71527
fake,510,461,0.4558,400,3.20282
among,508,499,0.49337,454,3.6352
half,507,500,0.49436,454,3.6352
doug,507,484,0.47854,385,3.08271
current,506,502,0.49634,469,3.7553
remain,505,498,0.49238,456,3.65121
mother,504,483,0.47755,449,3.59516
different,504,490,0.48447,452,3.61918
racist,503,476,0.47063,413,3.30691
access,503,486,0.48052,420,3.36296
november,502,493,0.48744,412,3.2989
available,502,487,0.48151,441,3.53111
area,502,486,0.48052,432,3.45904
fox,501,434,0.4291,361,2.89054
online,500,477,0.47162,426,3.411
mass,500,492,0.48645,440,3.5231
highest,500,478,0.47261,429,3.43502
senate,498,455,0.44987,362,2.89855
effect,498,486,0.48052,444,3.55513
charge,495,428,0.42317,387,3.09873
twitter,494,468,0.46272,430,3.44303
condition,494,478,0.47261,427,3.41901
youtube,492,479,0.4736,327,2.6183
society,492,462,0.45679,426,3.411
set,492,482,0.47656,437,3.49908
physical,492,477,0.47162,410,3.28289
blame,492,443,0.438,401,3.21083
outside,491,479,0.4736,436,3.49107
25,491,464,0.45877,436,3.49107
cure,490,458,0.45283,405,3.24285
return,489,471,0.46569,428,3.42702
agency,488,470,0.4647,433,3.46705
wait,487,477,0.47162,448,3.58716
advice,487,467,0.46173,430,3.44303
understand,484,474,0.46865,443,3.54712
provincial,484,453,0.44789,389,3.11474
try,482,477,0.47162,437,3.49908
industry,482,463,0.45778,425,3.40299
30,481,475,0.46964,433,3.46705
quarantine,479,455,0.44987,416,3.33093
epidemic,479,468,0.46272,404,3.23485
une,478,418,0.41328,219,1.75354
started,477,446,0.44097,430,3.44303
thread,475,469,0.46371,394,3.15478
11,475,468,0.46272,422,3.37897
listen,474,457,0.45184,411,3.2909
age,474,441,0.43602,401,3.21083
taiwan,471,337,0.3332,269,2.1539
june,471,458,0.45283,410,3.28289
happen,471,462,0.45679,421,3.37097
account,471,459,0.45382,418,3.34695
step,470,451,0.44591,416,3.33093
communist,470,459,0.45382,356,2.85051
county,469,403,0.39845,346,2.77044
weve,468,459,0.45382,430,3.44303
hold,468,463,0.45778,416,3.33093
longer,467,460,0.45481,419,3.35495
key,467,460,0.45481,411,3.2909
spreading,466,453,0.44789,409,3.27488
april,466,451,0.44591,400,3.20282
officer,465,447,0.44196,395,3.16278
kind,465,458,0.45283,421,3.37097
summer,464,447,0.44196,404,3.23485
release,464,451,0.44591,396,3.17079
elderly,464,415,0.41032,366,2.93058
space,463,435,0.43009,389,3.11474
icu,463,427,0.42218,361,2.89054
responsible,462,458,0.45283,414,3.31492
stand,459,445,0.43998,406,3.25086
freedom,459,430,0.42515,370,2.96261
fired,459,437,0.43207,358,2.86652
turn,458,455,0.44987,414,3.31492
reality,458,441,0.43602,390,3.12275
play,458,451,0.44591,409,3.27488
hear,458,445,0.43998,417,3.33894
bright,458,426,0.42119,342,2.73841
stupid,457,420,0.41526,384,3.07471
university,456,446,0.44097,399,3.19481
unemployment,456,440,0.43504,389,3.11474
talking,456,441,0.43602,409,3.27488
taken,456,454,0.44888,415,3.32292
major,456,451,0.44591,418,3.34695
chance,456,431,0.42614,412,3.2989
zero,454,420,0.41526,385,3.08271
large,454,449,0.44393,421,3.37097
hell,452,446,0.44097,414,3.31492
plant,451,396,0.39153,357,2.85852
moment,450,446,0.44097,421,3.37097
later,450,447,0.44196,414,3.31492
market,449,419,0.41427,358,2.86652
lab,448,426,0.42119,377,3.01866
demand,448,431,0.42614,398,3.1868
whether,447,438,0.43306,405,3.24285
there,447,426,0.42119,396,3.17079
agree,447,442,0.43701,404,3.23485
interview,446,423,0.41823,377,3.01866
hoax,446,407,0.40241,362,2.89855
13,445,429,0.42416,395,3.16278
seeing,444,435,0.43009,398,3.1868
parent,444,407,0.40241,353,2.82649
son,442,402,0.39746,343,2.74642
parliament,442,361,0.35693,318,2.54624
event,441,414,0.40933,383,3.0667
debt,441,379,0.37472,334,2.67435
based,440,424,0.41922,400,3.20282
strategy,439,431,0.42614,394,3.15478
keeping,439,417,0.4123,359,2.87453
higher,439,428,0.42317,377,3.01866
finally,439,435,0.43009,408,3.26687
came,439,428,0.42317,403,3.22684
opening,438,425,0.42021,396,3.17079
friday,438,433,0.42812,388,3.10673
lack,437,428,0.42317,394,3.15478
helping,437,431,0.42614,387,3.09873
ensure,436,433,0.42812,372,2.97862
begin,436,434,0.4291,395,3.16278
source,435,418,0.41328,390,3.12275
challenge,434,420,0.41526,380,3.04268
frontline,433,416,0.41131,365,2.92257
centre,433,415,0.41032,364,2.91456
hundred,432,414,0.40933,378,3.02666
mental,431,397,0.39252,325,2.60229
imagine,430,401,0.39648,366,2.93058
tam,429,407,0.40241,346,2.77044
spending,429,406,0.40142,372,2.97862
shit,429,413,0.40834,372,2.97862
cover,429,418,0.41328,378,3.02666
push,428,420,0.41526,380,3.04268
international,428,425,0.42021,373,2.98663
asking,428,354,0.35001,327,2.6183
body,427,417,0.4123,378,3.02666
mayor,426,408,0.4034,370,2.96261
financial,426,413,0.40834,352,2.81848
recovered,425,391,0.38659,317,2.53823
gone,425,420,0.41526,392,3.13876
absolutely,425,423,0.41823,391,3.13076
hong,424,373,0.36879,262,2.09785
california,424,396,0.39153,332,2.65834
resource,423,398,0.39351,370,2.96261
researcher,422,417,0.4123,378,3.02666
ready,422,417,0.4123,380,3.04268
count,422,397,0.39252,358,2.86652
wonder,421,418,0.41328,378,3.02666
