Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
1,pandemic,15147,14647,5643
1,need,4784,4493,2823
1,government,4101,3892,2398
1,time,5125,4832,3051
1,health,5655,5161,2896
1,help,2879,2661,1890
1,canadian,3540,3212,1994
1,worker,2656,2362,1675
1,work,3156,2964,2132
1,support,2418,2283,1678
1,canada,5124,4617,2648
1,business,2121,1916,1403
1,read,1559,1510,1194
1,cdnpoli,3205,3196,1605
1,people,11363,9938,4476
2,new,7318,6515,3451
2,case,6974,5453,2828
2,death,8067,6330,3093
2,number,2654,2463,1736
2,ontario,2719,2588,1463
2,report,1991,1884,1369
2,test,2508,2063,1490
2,day,5334,4504,2711
2,week,3213,2917,2049
2,testing,2561,2222,1513
2,rate,1389,1282,1007
2,positive,1503,1421,1040
2,outbreak,1982,1898,1390
2,state,4177,3836,2065
2,reopening,1417,1361,1055
3,trump,10932,9412,2728
3,american,3913,3578,1790
3,pandemic,15147,14647,5643
3,president,3118,2905,1578
3,realdonaldtrump,2508,2461,1304
3,america,1730,1606,1107
3,response,2945,2806,1866
3,state,4177,3836,2065
3,dead,1309,1239,882
3,obama,1283,1122,756
3,vote,1272,1096,808
3,say,6402,5979,3204
3,house,1541,1501,1085
3,death,8067,6330,3093
3,republican,1088,1010,701
4,home,5650,5072,2960
4,people,11363,9938,4476
4,mask,4228,3504,2249
4,social,3110,3022,2141
4,distancing,2731,2654,1928
4,stay,2504,2276,1720
4,lockdown,4369,4134,2249
4,order,1721,1610,1177
4,nursing,1282,1144,753
4,wear,1230,1037,852
4,life,3149,2973,2037
4,wearing,1007,927,788
4,family,1934,1792,1393
4,rule,1046,975,784
4,hand,938,885,774
5,china,4473,3555,1906
5,vaccine,2993,2442,1612
5,virus,4524,4144,2465
5,canada,5124,4617,2648
5,le,2195,1727,1022
5,trudeau,2497,2300,1295
5,chinese,1404,1217,841
5,cdnpoli,3205,3196,1605
5,canadian,3540,3212,1994
5,hydroxychloroquine,1448,1378,967
5,et,1288,1029,512
5,wuhan,852,808,626
5,flu,858,717,596
5,trial,710,646,556
5,youtube,492,479,327
