User ID	Screen Name	Number of Tweets	Number of Topics	Topics Discussed
2557859383	MEEKSVS	271	5	1, 2, 3, 4, 5
831695714056953856	IAmJoeTrudeau	203	5	1, 2, 3, 4, 5
16272844	johangreg	198	5	1, 2, 3, 4, 5
765296237331357696	olynikbjcanada	186	5	1, 2, 3, 4, 5
280082481	Ez4u2say_Janis	169	5	1, 2, 3, 4, 5
495066576	GadflyQuebec	165	5	1, 2, 3, 4, 5
241640955	jmhamiltonblog	164	5	1, 2, 3, 4, 5
274369575	wavetop	157	5	1, 2, 3, 4, 5
23823808	Snicklefrits	152	5	1, 2, 3, 4, 5
20891968	VIRBOY21	145	5	1, 2, 3, 4, 5
2433516463	RachaelAHancock	145	5	1, 2, 3, 4, 5
34507278	souljahsingh	144	5	1, 2, 3, 4, 5
27068599	womanatmile0	141	5	1, 2, 3, 4, 5
714477321953140736	BregmanPs	141	5	1, 2, 3, 4, 5
15677734	mig30m6	141	5	1, 2, 3, 4, 5
2653909938	bonillal1	138	5	1, 2, 3, 4, 5
138418838	Pairsonnalites	135	5	1, 2, 3, 4, 5
1223950760	KSP_Libs	133	5	1, 2, 3, 4, 5
735878842519289856	LawsEris	132	5	1, 2, 3, 4, 5
1924904623	MooseMan1956	131	5	1, 2, 3, 4, 5
394245906	1loriking	126	5	1, 2, 3, 4, 5
851751855487148032	Jinxy_Minxy	126	5	1, 2, 3, 4, 5
778018011722551297	lott_hayley	123	5	1, 2, 3, 4, 5
351686967	smcenturff	121	5	1, 2, 3, 4, 5
824450408	JoanneCangal	119	5	1, 2, 3, 4, 5
704798725747531776	allan_crawshaw	116	5	1, 2, 3, 4, 5
44416770	rumijulie	115	5	1, 2, 3, 4, 5
2821395707	DoyenneSolace	115	5	1, 2, 3, 4, 5
43998427	Frazzling	114	5	1, 2, 3, 4, 5
897599384413765634	SouzaEluam	113	5	1, 2, 3, 4, 5
292407186	rstrok71	112	5	1, 2, 3, 4, 5
1031691314536935424	BCWildfireWkly	111	5	1, 2, 3, 4, 5
58361723	katydogcrazy	110	5	1, 2, 3, 4, 5
2828301327	SalVadacchino1	109	5	1, 2, 3, 4, 5
37552089	suestroud	109	5	1, 2, 3, 4, 5
932975444	tomcox60	109	5	1, 2, 3, 4, 5
881648104797339648	karendevine84	108	5	1, 2, 3, 4, 5
961979311895932928	Melanie36427738	107	5	1, 2, 3, 4, 5
22307579	snw106	107	5	1, 2, 3, 4, 5
1245666272290975744	LlardnerC	107	5	1, 2, 3, 4, 5
1036816881347219457	NorthBelle4	106	5	1, 2, 3, 4, 5
110194870	PaulCogan	105	5	1, 2, 3, 4, 5
49608394	matange2	104	5	1, 2, 3, 4, 5
191092262	pairsonnalitesN	102	5	1, 2, 3, 4, 5
848973710916689920	charbone1	101	5	1, 2, 3, 4, 5
706036914	lbastura	100	5	1, 2, 3, 4, 5
1281392407	chispasos9	99	5	1, 2, 3, 4, 5
299626127	desicool21	99	5	1, 2, 3, 4, 5
2337446900	patrickmajor56	99	5	1, 2, 3, 4, 5
154498853	GArchibaldCTV	99	5	1, 2, 3, 4, 5
534929951	kelownascott	99	5	1, 2, 3, 4, 5
1200754801316941826	Stephen43854803	98	5	1, 2, 3, 4, 5
525857359	GeoffyPJohnston	98	5	1, 2, 3, 4, 5
999392118115356673	rose_bellamy	98	5	1, 2, 3, 4, 5
621164749	DebGraham7	96	5	1, 2, 3, 4, 5
3133488306	TassajaraRd	96	5	1, 2, 3, 4, 5
710088641243123712	MMjustified	95	5	1, 2, 3, 4, 5
1140318085	xscoutie	94	5	1, 2, 3, 4, 5
1246239509638979584	DrKatie2	94	5	1, 2, 3, 4, 5
1182947209	DennisKoch10	93	5	1, 2, 3, 4, 5
222987791	deBeauxOs1	93	5	1, 2, 3, 4, 5
1199259601	takhar_	92	5	1, 2, 3, 4, 5
539660884	GalindoSherry	92	5	1, 2, 3, 4, 5
1110190934329716736	BruceHPlante	91	5	1, 2, 3, 4, 5
928941890711388160	808oceangirl	91	5	1, 2, 3, 4, 5
897179512437428224	KingofDaddys	91	5	1, 2, 3, 4, 5
4827705102	CharmaxHutt	91	5	1, 2, 3, 4, 5
510774743	FirstWish42	91	5	1, 2, 3, 4, 5
18811949	katrinabest	91	5	1, 2, 3, 4, 5
633072635	roysheppard50	90	5	1, 2, 3, 4, 5
4894794579	031_666_003_BN	90	2	1, 5
898508679393271810	makyosunim	89	5	1, 2, 3, 4, 5
467016100	albertan48	89	5	1, 2, 3, 4, 5
4885405884	SusanIverach	87	5	1, 2, 3, 4, 5
956620773057232898	EinarsonNan	87	5	1, 2, 3, 4, 5
22279004	MurfAD	87	5	1, 2, 3, 4, 5
1955466174	MrChelseaBoss	85	5	1, 2, 3, 4, 5
1016486686958739457	BeHappyandCivil	85	5	1, 2, 3, 4, 5
2905260526	SammyBytes	84	5	1, 2, 3, 4, 5
245750555	mutalabala	83	5	1, 2, 3, 4, 5
785546413274914816	rohaniroop	82	5	1, 2, 3, 4, 5
786738726466707460	GolehIran	82	5	1, 2, 3, 4, 5
1053063936172421120	KellyTurberfie1	82	5	1, 2, 3, 4, 5
25571455	DidiM47	82	5	1, 2, 3, 4, 5
