Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,67218,65448,14.07172,9912,59.81173
1,election,8851,8158,1.75402,3096,18.68211
1,help,11701,10998,2.36464,4658,28.10765
1,support,9515,8643,1.8583,3814,23.01472
1,tax,5217,4674,1.00494,2456,14.82018
1,crisis,5869,5427,1.16684,2789,16.82959
1,billion,4948,4144,0.89099,2248,13.56505
1,economy,6091,5898,1.26811,2870,17.31837
1,make,12768,12331,2.65124,4901,29.57398
1,need,22883,21298,4.5792,6411,38.68573
1,right,13472,12729,2.73681,4642,28.0111
1,year,15761,13860,2.97999,5392,32.53681
1,great,5231,5077,1.09159,2964,17.88559
1,time,20345,19331,4.15628,6376,38.47454
1,economic,4660,4485,0.9643,2470,14.90466
2,case,59499,44595,9.5882,7271,43.87521
2,new,42129,36277,7.79978,7269,43.86314
2,ontario,25679,24162,5.19498,4744,28.6266
2,report,9626,9403,2.0217,3674,22.16993
2,number,14455,13148,2.8269,4796,28.94038
2,today,20558,19519,4.1967,5898,35.59015
2,toronto,10848,10072,2.16554,3156,19.04417
2,reported,6212,5830,1.25349,2666,16.08738
2,infection,6699,6434,1.38335,2926,17.65629
2,ottawa,8624,7987,1.71725,2575,15.53826
2,reporting,5311,4901,1.05375,2260,13.63746
2,breaking,10435,10309,2.2165,3728,22.49578
2,total,6130,5315,1.14276,2390,14.42192
2,day,22163,19865,4.2711,6040,36.44702
2,daily,5258,4981,1.07095,2453,14.80208
3,mask,34186,28494,6.12638,6848,41.32271
3,wear,13228,11981,2.57599,4710,28.42143
3,social,10358,9966,2.14275,4318,26.056
3,stay,7935,7521,1.61706,3904,23.55781
3,distancing,6318,6187,1.33024,3215,19.40019
3,face,6052,5707,1.22704,2955,17.83128
3,wearing,5421,5138,1.1047,2775,16.74511
3,safe,8203,7786,1.67404,3695,22.29664
3,rule,5160,4713,1.01332,2594,15.65291
3,people,55639,48513,10.43059,8550,51.59305
3,spread,10110,9753,2.09695,4115,24.83104
3,work,12926,12116,2.60501,4894,29.53174
3,home,14036,12892,2.77186,5082,30.66618
3,hand,5106,4733,1.01762,2716,16.38909
3,app,5597,4808,1.03375,2393,14.44002
4,trump,49230,41729,8.97199,4418,26.65943
4,american,20768,19183,4.12446,3490,21.05962
4,200000,9992,9861,2.12018,2407,14.5245
4,realdonaldtrump,7374,7217,1.5517,2117,12.77456
4,biden,7766,6913,1.48634,2209,13.32971
4,president,15205,13939,2.99697,3366,20.31137
4,died,12015,10971,2.35883,3601,21.72942
4,donald,4916,4786,1.02902,1686,10.17379
4,dead,4786,4628,0.99505,2086,12.5875
4,life,13530,12993,2.79357,4592,27.70939
4,lie,4249,3828,0.82304,1823,11.00048
4,death,32450,26656,5.7312,5618,33.90056
4,million,17084,15225,3.27347,4587,27.67922
4,campaign,4211,3949,0.84906,2059,12.42457
4,herd,3480,2627,0.56482,1411,8.51436
5,test,24504,20981,4.51104,5742,34.64881
5,positive,15392,14364,3.08835,4701,28.36713
5,testing,17317,15093,3.24509,4620,27.87835
5,tested,11104,9938,2.13673,3998,24.12503
5,house,6727,6371,1.3698,2913,17.57784
5,symptom,5817,5303,1.14018,2746,16.57012
5,result,5732,5524,1.18769,3014,18.1873
5,contact,6040,5402,1.16146,2671,16.11755
5,leader,8078,7654,1.64566,3398,20.50447
5,line,5757,5520,1.18683,2838,17.12527
5,member,4649,4474,0.96194,2490,15.02534
5,white,4274,4015,0.86325,1803,10.8798
5,centre,4319,3909,0.84046,1971,11.89356
5,hour,5356,5172,1.11201,2908,17.54767
5,erin,3421,3337,0.71748,1436,8.66522
6,people,55639,48513,10.43059,8550,51.59305
6,death,32450,26656,5.7312,5618,33.90056
6,world,11672,10732,2.30745,4273,25.78446
6,country,13197,12804,2.75294,4462,26.92493
6,million,17084,15225,3.27347,4587,27.67922
6,lockdown,15539,14408,3.09781,4159,25.09655
6,rate,8352,7559,1.62523,3248,19.59932
6,died,12015,10971,2.35883,3601,21.72942
6,fear,3843,3716,0.79896,1810,10.92204
6,population,3824,3607,0.77553,2039,12.30389
6,year,15761,13860,2.97999,5392,32.53681
6,politician,3286,3191,0.68608,1773,10.69877
6,number,14455,13148,2.8269,4796,28.94038
6,month,13023,12493,2.68607,4720,28.48178
6,virus,20033,18559,3.9903,5216,31.47478
7,wave,12696,11198,2.40764,4033,24.33623
7,second,11480,10779,2.31755,4090,24.68018
7,news,11669,11158,2.39904,4258,25.69394
7,canada,24047,22176,4.76798,5609,33.84625
7,trudeau,10510,9764,2.09932,2812,16.96838
7,minister,6287,5961,1.28165,2582,15.5805
7,say,29263,27212,5.85075,6316,38.11248
7,premier,6780,6296,1.35368,2412,14.55467
7,plan,14045,12214,2.62608,4208,25.39223
7,live,6140,5903,1.26918,3002,18.11489
7,fall,3671,3626,0.77961,2144,12.93748
7,worse,3471,3371,0.72479,2159,13.028
7,province,9086,8843,1.9013,3272,19.74415
7,update,6247,6132,1.31842,2351,14.18658
7,wont,3647,3551,0.76349,2148,12.96162
8,school,25616,19904,4.27948,5101,30.78084
8,outbreak,9818,8762,1.88388,3301,19.91914
8,state,11963,10690,2.29842,3450,20.81825
8,student,7612,6729,1.44678,2891,17.44509
8,alberta,5653,5177,1.11309,1763,10.63843
8,child,8158,6986,1.50203,3223,19.44847
8,2020,5452,5272,1.13351,2735,16.50374
8,kid,6964,6277,1.34959,3003,18.12093
8,ableg,4077,4071,0.87529,936,5.64808
8,teacher,4035,3466,0.74521,1775,10.71084
8,united,3312,3240,0.69662,1782,10.75308
8,bc,7275,6551,1.40851,2356,14.21675
8,death,32450,26656,5.7312,5618,33.90056
8,closed,2912,2840,0.61062,1869,11.27806
8,parent,3847,3530,0.75897,1999,12.06252
9,fordnation,10758,10500,2.25756,2416,14.57881
9,onpoli,12024,12019,2.58416,2594,15.65291
9,people,55639,48513,10.43059,8550,51.59305
9,ontario,25679,24162,5.19498,4744,28.6266
9,ford,10219,9233,1.98515,2392,14.43399
9,hospital,8139,7577,1.6291,3294,19.8769
9,open,5451,5127,1.10234,2864,17.28216
9,home,14036,12892,2.77186,5082,30.66618
9,stop,8016,7469,1.60588,3571,21.54839
9,celliottability,2968,2938,0.63169,1020,6.15496
9,bar,5021,4763,1.02407,2442,14.7357
9,thing,10072,9262,1.99139,4116,24.83707
9,gathering,5438,5057,1.08729,2610,15.74946
9,doug,5420,5097,1.09589,1641,9.90224
9,seriously,2178,2146,0.4614,1489,8.98503
10,cdc,15219,13713,2.94838,3446,20.79411
10,vaccine,14839,12170,2.61662,3969,23.95004
10,science,4895,4454,0.95764,2336,14.09607
10,read,5601,5501,1.18275,3025,18.25368
10,dr,11904,11134,2.39388,4080,24.61984
10,fauci,3818,3324,0.71468,1601,9.66087
10,director,3274,3213,0.69081,1631,9.8419
10,say,29263,27212,5.85075,6316,38.11248
10,study,3576,3405,0.7321,1926,11.62201
10,scientist,3356,3133,0.67361,1847,11.14531
10,information,4297,4114,0.88454,2353,14.19865
10,trust,3010,2533,0.54461,1575,9.50398
10,expert,5234,5064,1.08879,2667,16.09341
10,wow,2167,2127,0.45732,1556,9.38933
10,important,5121,5010,1.07718,2884,17.40285
11,health,32919,30016,6.45362,6803,41.05117
11,care,17075,14859,3.19478,4645,28.02921
11,public,19115,18043,3.87936,5599,33.7859
11,worker,6911,6408,1.37776,2959,17.85542
11,away,7468,6829,1.46828,3086,18.62177
11,pandemic,67218,65448,14.07172,9912,59.81173
11,condition,4515,4379,0.94151,2009,12.12286
11,healthcare,4752,4523,0.97247,2292,13.83056
11,court,4420,4169,0.89636,1827,11.02462
11,vote,9289,7990,1.7179,2932,17.69249
11,republican,3990,3809,0.81896,1457,8.79194
11,act,4058,3951,0.84949,2133,12.87111
