Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
1,pandemic,56518,54717,9462
1,vaccine,11737,9493,3514
1,canadian,12007,11063,3743
1,government,13711,12689,4513
1,canada,18553,17054,5171
1,cdnpoli,10539,10530,2801
1,trudeau,9235,7966,2436
1,time,16165,15277,5760
1,people,39411,34447,7290
1,economy,8090,7667,3326
1,need,16656,15292,5461
1,job,8251,7537,3510
1,going,10198,9681,4268
1,right,10557,10006,4008
1,know,11648,10917,4385
2,case,33556,25420,5625
2,new,29378,25361,6395
2,positive,8404,7892,3425
2,test,11403,9944,3949
2,report,7704,7460,3159
2,update,5537,5436,2266
2,state,12011,10376,3500
2,death,29203,23539,5258
2,tested,6073,5617,2767
2,today,12870,12338,4645
2,canada,18553,17054,5171
2,le,8463,6854,2889
2,reported,4696,4322,2253
2,day,16161,14762,5152
2,number,10486,9823,3941
3,mask,27503,22988,6234
3,school,23554,19656,5222
3,wear,10725,9825,4088
3,child,10246,8795,3663
3,social,9457,9074,4072
3,kid,7808,6932,3116
3,distancing,7474,7257,3469
3,student,8396,7430,3158
3,home,10586,9822,4359
3,teacher,6462,5598,2485
3,need,16656,15292,5461
3,stay,5264,4978,2929
3,class,5964,5199,2349
3,spread,7090,6800,3214
3,health,20114,18076,5498
4,death,29203,23539,5258
4,people,39411,34447,7290
4,died,12194,10822,3629
4,cdc,11769,11072,2992
4,american,17226,15353,3646
4,number,10486,9823,3941
4,virus,15215,14179,4580
4,dead,4545,4358,2026
4,die,4352,4087,2147
4,republican,5704,5092,1937
4,realdonaldtrump,7428,7123,2226
4,actually,3706,3651,2117
4,testing,8046,7096,2950
4,world,10657,9603,4077
4,america,7814,7267,2672
5,trump,40451,32996,4280
5,president,9638,8953,2763
5,biden,5788,5232,2030
5,pandemic,56518,54717,9462
5,house,5628,5213,2308
5,vote,5485,4890,2245
5,white,5253,4779,2000
5,donald,4464,4268,1696
5,response,8226,8043,3474
5,american,17226,15353,3646
5,america,7814,7267,2672
5,fda,3877,3289,1498
5,failed,3514,3199,1667
5,said,9876,9315,3805
5,joe,3115,2761,1400
