Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
catturd2,5,5,0.01724,5,0.08153
cataract,5,5,0.01724,5,0.08153
carrietait,5,5,0.01724,5,0.08153
carney,5,5,0.01724,5,0.08153
carlson,5,5,0.01724,5,0.08153
carbontax,5,5,0.01724,2,0.03261
captured,5,5,0.01724,5,0.08153
capitalisent,5,5,0.01724,5,0.08153
cannabis,5,5,0.01724,5,0.08153
canal,5,5,0.01724,5,0.08153
canadatime,5,5,0.01724,5,0.08153
canadachrispc,5,5,0.01724,5,0.08153
campagne,5,5,0.01724,5,0.08153
calphonso,5,5,0.01724,1,0.01631
calculation,5,5,0.01724,5,0.08153
butt,5,5,0.01724,4,0.06522
burned,5,5,0.01724,5,0.08153
bungled,5,4,0.0138,4,0.06522
bui,5,5,0.01724,5,0.08153
bud,5,5,0.01724,5,0.08153
brutalizing,5,5,0.01724,5,0.08153
broadcasting,5,5,0.01724,5,0.08153
bretsears,5,5,0.01724,5,0.08153
breathing,5,5,0.01724,5,0.08153
bramptonfirees,5,5,0.01724,4,0.06522
brady,5,3,0.01035,3,0.04892
boylondon402,5,5,0.01724,1,0.01631
bout,5,5,0.01724,5,0.08153
boston,5,5,0.01724,5,0.08153
bonus,5,5,0.01724,5,0.08153
bolster,5,5,0.01724,5,0.08153
boggling,5,5,0.01724,5,0.08153
bluejays,5,4,0.0138,3,0.04892
bloomberg,5,5,0.01724,5,0.08153
blocking,5,5,0.01724,5,0.08153
blockade,5,5,0.01724,5,0.08153
bird5ca,5,5,0.01724,5,0.08153
biotech,5,4,0.0138,4,0.06522
biontechpfizer,5,5,0.01724,5,0.08153
biomanufacturing,5,5,0.01724,5,0.08153
billy,5,5,0.01724,4,0.06522
bhadeliamd,5,5,0.01724,1,0.01631
betting,5,5,0.01724,5,0.08153
benito,5,5,0.01724,5,0.08153
belonging,5,5,0.01724,5,0.08153
bccovid,5,5,0.01724,5,0.08153
bayobserver,5,5,0.01724,4,0.06522
battons,5,5,0.01724,5,0.08153
bassaintlaurent,5,5,0.01724,5,0.08153
baseballthree,5,5,0.01724,5,0.08153
bartenderwaiter,5,5,0.01724,5,0.08153
barrel,5,5,0.01724,5,0.08153
banning,5,5,0.01724,5,0.08153
bang,5,5,0.01724,5,0.08153
banalisent,5,5,0.01724,5,0.08153
balanced,5,5,0.01724,5,0.08153
bail,5,5,0.01724,5,0.08153
awhile,5,5,0.01724,5,0.08153
awarded,5,5,0.01724,5,0.08153
avoiding,5,5,0.01724,5,0.08153
avenue,5,5,0.01724,5,0.08153
automatically,5,5,0.01724,5,0.08153
auto,5,5,0.01724,5,0.08153
autant,5,5,0.01724,5,0.08153
austinsaral,5,5,0.01724,4,0.06522
atlas,5,5,0.01724,5,0.08153
ate,5,5,0.01724,5,0.08153
así,5,5,0.01724,3,0.04892
asu,5,5,0.01724,5,0.08153
asset,5,5,0.01724,5,0.08153
aspphysician,5,5,0.01724,5,0.08153
ashishanand,5,5,0.01724,1,0.01631
appearing,5,5,0.01724,5,0.08153
apologizing,5,5,0.01724,5,0.08153
apologizes,5,5,0.01724,5,0.08153
aoda,5,5,0.01724,3,0.04892
antivaxxing,5,5,0.01724,5,0.08153
anticipation,5,5,0.01724,5,0.08153
anticipating,5,5,0.01724,5,0.08153
anniekidder,5,5,0.01724,1,0.01631
anita,5,5,0.01724,3,0.04892
animaux,5,5,0.01724,5,0.08153
angleonfire63,5,5,0.01724,4,0.06522
angeles,5,5,0.01724,5,0.08153
and…,5,5,0.01724,4,0.06522
andrewsheer,5,5,0.01724,1,0.01631
andresills373,5,5,0.01724,5,0.08153
amp038,5,5,0.01724,4,0.06522
amis,5,3,0.01035,3,0.04892
amended,5,5,0.01724,5,0.08153
amazingly,5,5,0.01724,5,0.08153
amaramarasingam,5,5,0.01724,3,0.04892
alzheimers,5,5,0.01724,2,0.03261
alteration,5,5,0.01724,3,0.04892
alsowhats,5,5,0.01724,5,0.08153
alot,5,5,0.01724,5,0.08153
allianceon,5,5,0.01724,3,0.04892
allesopen,5,5,0.01724,5,0.08153
alisonuncles⁩,5,5,0.01724,5,0.08153
alien,5,5,0.01724,5,0.08153
alex,5,5,0.01724,5,0.08153
albertaucp,5,5,0.01724,5,0.08153
alberta4all,5,5,0.01724,3,0.04892
alancane604,5,5,0.01724,5,0.08153
airplane,5,5,0.01724,5,0.08153
agir,5,5,0.01724,5,0.08153
aggressive,5,5,0.01724,5,0.08153
agebased,5,5,0.01724,3,0.04892
again🐥🐥🐥🐥,5,5,0.01724,5,0.08153
aetiology,5,5,0.01724,1,0.01631
ado,5,5,0.01724,3,0.04892
administrées,5,5,0.01724,5,0.08153
adjusted,5,5,0.01724,4,0.06522
addie1122,5,5,0.01724,1,0.01631
activated,5,3,0.01035,3,0.04892
acquired,5,5,0.01724,5,0.08153
accuracy,5,5,0.01724,5,0.08153
accord,5,5,0.01724,5,0.08153
accompanied,5,5,0.01724,5,0.08153
accepting,5,5,0.01724,5,0.08153
acarterglobal,5,5,0.01724,4,0.06522
9059749848,5,5,0.01724,4,0.06522
811,5,5,0.01724,5,0.08153
8085,5,5,0.01724,5,0.08153
8000,5,5,0.01724,5,0.08153
773403,5,5,0.01724,5,0.08153
710,5,5,0.01724,5,0.08153
66000,5,5,0.01724,5,0.08153
640,5,5,0.01724,5,0.08153
593,5,5,0.01724,5,0.08153
570news,5,5,0.01724,5,0.08153
51yearold,5,5,0.01724,5,0.08153
464,5,5,0.01724,5,0.08153
42300,5,5,0.01724,5,0.08153
416perp,5,5,0.01724,1,0.01631
4100,5,5,0.01724,4,0.06522
4049,5,5,0.01724,5,0.08153
39000,5,5,0.01724,5,0.08153
389,5,5,0.01724,5,0.08153
380,5,5,0.01724,5,0.08153
3634,5,5,0.01724,5,0.08153
34y,5,5,0.01724,5,0.08153
30somethings,5,5,0.01724,5,0.08153
303,5,5,0.01724,5,0.08153
27th,5,5,0.01724,5,0.08153
260,5,5,0.01724,5,0.08153
255,5,5,0.01724,5,0.08153
2500,5,5,0.01724,5,0.08153
249,5,5,0.01724,5,0.08153
233,5,5,0.01724,5,0.08153
2319,5,5,0.01724,4,0.06522
21m💉,5,5,0.01724,5,0.08153
2192253,5,5,0.01724,5,0.08153
213,5,5,0.01724,5,0.08153
211,5,4,0.0138,4,0.06522
203,5,5,0.01724,5,0.08153
201819,5,5,0.01724,5,0.08153
20155,5,5,0.01724,5,0.08153
19th,5,5,0.01724,5,0.08153
186,5,5,0.01724,4,0.06522
17294,5,5,0.01724,5,0.08153
162610,5,5,0.01724,4,0.06522
159,5,5,0.01724,5,0.08153
15597,5,5,0.01724,5,0.08153
1546,5,5,0.01724,5,0.08153
1521,5,5,0.01724,5,0.08153
1520,5,5,0.01724,5,0.08153
147,5,5,0.01724,5,0.08153
140,5,5,0.01724,5,0.08153
13922,5,5,0.01724,5,0.08153
1306,5,5,0.01724,5,0.08153
1233,5,5,0.01724,5,0.08153
1230pm,5,5,0.01724,5,0.08153
1100,5,5,0.01724,5,0.08153
10plus3,5,5,0.01724,5,0.08153
1030,5,5,0.01724,5,0.08153
😷many,4,4,0.0138,4,0.06522
😷for,4,4,0.0138,4,0.06522
🗞️kellygrant1,4,4,0.0138,4,0.06522
🔵systemic,4,4,0.0138,4,0.06522
🔵silent,4,4,0.0138,4,0.06522
🔵pc,4,4,0.0138,4,0.06522
🔵limited,4,4,0.0138,4,0.06522
📍unityhealthto,4,4,0.0138,4,0.06522
📍uhn,4,4,0.0138,4,0.06522
📍sunnybrook,4,4,0.0138,4,0.06522
📍shncares,4,4,0.0138,4,0.06522
📍nyghnews,4,4,0.0138,4,0.06522
📍mghtoronto,4,4,0.0138,4,0.06522
📍hrhospital,4,4,0.0138,4,0.06522
📍camhnews,4,4,0.0138,4,0.06522
💉512484,4,4,0.0138,4,0.06522
👎no,4,2,0.0069,2,0.03261
👇👇👇👇👇👇👇👇👇👇👇👇👇👇fordfailedontario,4,4,0.0138,4,0.06522
🎉thank,4,4,0.0138,4,0.06522
≥14,4,2,0.0069,1,0.01631
⁦latimerkendall⁩,4,4,0.0138,4,0.06522
⁦celliottability⁩,4,4,0.0138,4,0.06522
—with,4,4,0.0138,4,0.06522
óbitos,4,3,0.01035,2,0.03261
évolution,4,4,0.0138,4,0.06522
étendues,4,4,0.0138,4,0.06522
épidémiologique,4,4,0.0138,4,0.06522
élevé,4,4,0.0138,4,0.06522
également,4,4,0.0138,4,0.06522
écrivais,4,4,0.0138,4,0.06522
économiques,4,4,0.0138,4,0.06522
échapper,4,4,0.0138,4,0.06522
zéro,4,4,0.0138,4,0.06522
zoonotic,4,4,0.0138,3,0.04892
zeiten,4,4,0.0138,3,0.04892
zazzybritches,4,4,0.0138,2,0.03261
yzgiroux,4,4,0.0138,4,0.06522
yyccc,4,4,0.0138,4,0.06522
yvr,4,4,0.0138,4,0.06522
yungwu,4,4,0.0138,1,0.01631
yqg,4,4,0.0138,2,0.03261
yolalindayola,4,4,0.0138,2,0.03261
yearolds,4,4,0.0138,4,0.06522
xmeimspeaking,4,4,0.0138,3,0.04892
wto,4,4,0.0138,4,0.06522
wsj,4,4,0.0138,4,0.06522
wr,4,4,0.0138,3,0.04892
wout,4,4,0.0138,4,0.06522
worthy,4,4,0.0138,4,0.06522
work🤦‍♂️🤦‍♂️,4,4,0.0138,4,0.06522
worksafe,4,4,0.0138,4,0.06522
woodstock,4,4,0.0138,4,0.06522
wk,4,4,0.0138,4,0.06522
wjeffsammut,4,4,0.0138,3,0.04892
winnipegnews,4,4,0.0138,3,0.04892
wilde,4,2,0.0069,2,0.03261
wien,4,4,0.0138,3,0.04892
wicklumdan,4,4,0.0138,1,0.01631
whitby,4,4,0.0138,4,0.06522
whistleblower,4,4,0.0138,4,0.06522
wherever,4,4,0.0138,4,0.06522
wfh,4,4,0.0138,4,0.06522
wet,4,4,0.0138,4,0.06522
westphalia,4,4,0.0138,1,0.01631
welltolerated,4,4,0.0138,4,0.06522
wellingtoncounty,4,4,0.0138,3,0.04892
wellington,4,4,0.0138,4,0.06522
webpage,4,4,0.0138,4,0.06522
weakening,4,4,0.0138,4,0.06522
wcase,4,4,0.0138,4,0.06522
wateraidcanada,4,4,0.0138,3,0.04892
washed,4,4,0.0138,4,0.06522
warming,4,4,0.0138,3,0.04892
ward24,4,4,0.0138,2,0.03261
wannabe,4,4,0.0138,4,0.06522
walkin,4,3,0.01035,3,0.04892
waldersports,4,4,0.0138,3,0.04892
wajid,4,4,0.0138,4,0.06522
volunteering,4,4,0.0138,4,0.06522
voilà,4,4,0.0138,4,0.06522
viruswhy,4,4,0.0138,4,0.06522
virtanen,4,4,0.0138,4,0.06522
vip,4,4,0.0138,4,0.06522
violent,4,4,0.0138,4,0.06522
vies,4,4,0.0138,4,0.06522
viens,4,4,0.0138,4,0.06522
viennent,4,4,0.0138,4,0.06522
viele,4,4,0.0138,2,0.03261
vie,4,4,0.0138,4,0.06522
vidéo,4,4,0.0138,4,0.06522
vicious,4,4,0.0138,4,0.06522
vesnakrstanovi3,4,4,0.0138,1,0.01631
verschärft,4,4,0.0138,2,0.03261
verloren,4,4,0.0138,3,0.04892
verify,4,4,0.0138,4,0.06522
verified,4,3,0.01035,3,0.04892
vergt,4,2,0.0069,2,0.03261
ver,4,3,0.01035,2,0.03261
vbjens,4,4,0.0138,4,0.06522
vaw,4,3,0.01035,3,0.04892
vassykapelos,4,4,0.0138,4,0.06522
vary,4,4,0.0138,4,0.06522
variante,4,3,0.01035,3,0.04892
vacc,4,4,0.0138,4,0.06522
vaato5455,4,4,0.0138,2,0.03261
usatoday,4,4,0.0138,2,0.03261
urgence,4,4,0.0138,4,0.06522
ups,4,4,0.0138,4,0.06522
uow,4,3,0.01035,1,0.01631
uoftnews,4,4,0.0138,1,0.01631
uofgresearch,4,4,0.0138,2,0.03261
unresolved,4,4,0.0138,2,0.03261
unrelated,4,4,0.0138,4,0.06522
unproven,4,4,0.0138,4,0.06522
unlawful,4,4,0.0138,4,0.06522
unityhealthto,4,4,0.0138,4,0.06522
uniform,4,4,0.0138,4,0.06522
unicef,4,4,0.0138,4,0.06522
unhealthy,4,4,0.0138,4,0.06522
undocumented,4,4,0.0138,4,0.06522
understands,4,4,0.0138,4,0.06522
under60s,4,4,0.0138,3,0.04892
under50s,4,4,0.0138,1,0.01631
unclear,4,4,0.0138,4,0.06522
unchecked,4,4,0.0138,4,0.06522
unchanged,4,4,0.0138,4,0.06522
unblockcuba,4,4,0.0138,4,0.06522
umaine,4,4,0.0138,3,0.04892
ultra,4,4,0.0138,4,0.06522
uiterste,4,2,0.0069,2,0.03261
uit,4,4,0.0138,3,0.04892
uhh,4,4,0.0138,4,0.06522
ubi,4,4,0.0138,3,0.04892
twelve,4,4,0.0138,4,0.06522
tuent,4,4,0.0138,4,0.06522
tucson,4,4,0.0138,4,0.06522
tsk,4,2,0.0069,2,0.03261
tsf,4,4,0.0138,4,0.06522
trumpgenocide,4,4,0.0138,4,0.06522
trudeauvaccinefail,4,4,0.0138,3,0.04892
trop,4,4,0.0138,4,0.06522
tripswaiver,4,4,0.0138,4,0.06522
travelbanning,4,4,0.0138,4,0.06522
trash,4,4,0.0138,4,0.06522
transplant,4,4,0.0138,4,0.06522
transmitting,4,4,0.0138,4,0.06522
traitement,4,4,0.0138,4,0.06522
traduit,4,4,0.0138,4,0.06522
to⬆️,4,4,0.0138,4,0.06522
to…,4,4,0.0138,3,0.04892
touted,4,4,0.0138,4,0.06522
tot,4,2,0.0069,2,0.03261
toss,4,4,0.0138,3,0.04892
torus,4,4,0.0138,4,0.06522
torontopeel,4,4,0.0138,4,0.06522
torontonians,4,4,0.0138,4,0.06522
topline,4,4,0.0138,4,0.06522
tooth,4,3,0.01035,3,0.04892
tjnugent520,4,4,0.0138,2,0.03261
tirol,4,2,0.0069,2,0.03261
tilghmanchris,4,4,0.0138,2,0.03261
tienen,4,3,0.01035,3,0.04892
tide,4,4,0.0138,4,0.06522
thunderstorm,4,4,0.0138,4,0.06522
thunberg,4,4,0.0138,4,0.06522
thrilled,4,4,0.0138,4,0.06522
threeday,4,4,0.0138,4,0.06522
thomoneil1,4,4,0.0138,2,0.03261
tho,4,4,0.0138,4,0.06522
this👇,4,4,0.0138,4,0.06522
theresagiudice,4,4,0.0138,2,0.03261
thenationalnews,4,4,0.0138,1,0.01631
theft,4,2,0.0069,2,0.03261
thechowstyle,4,4,0.0138,4,0.06522
thebobert,4,4,0.0138,3,0.04892
theatrics,4,4,0.0138,4,0.06522
thankfully,4,4,0.0138,4,0.06522
thanked,4,4,0.0138,4,0.06522
thames,4,4,0.0138,4,0.06522
tf,4,4,0.0138,4,0.06522
terminated,4,4,0.0138,4,0.06522
teria,4,3,0.01035,1,0.01631
tendance,4,3,0.01035,3,0.04892
temperature,4,4,0.0138,4,0.06522
teamtoronto,4,4,0.0138,4,0.06522
tdov,4,4,0.0138,4,0.06522
tcell,4,4,0.0138,4,0.06522
tashakheiriddin,4,4,0.0138,4,0.06522
tank,4,4,0.0138,4,0.06522
tall,4,4,0.0138,4,0.06522
tale,4,4,0.0138,4,0.06522
tab,4,4,0.0138,4,0.06522
só,4,4,0.0138,3,0.04892
sérgio,4,4,0.0138,1,0.01631
systématiquement,4,4,0.0138,4,0.06522
systemwide,4,4,0.0138,4,0.06522
syringesneedles,4,4,0.0138,4,0.06522
sylvia,4,4,0.0138,4,0.06522
sydney,4,4,0.0138,4,0.06522
swimming,4,4,0.0138,4,0.06522
sweatpants,4,4,0.0138,4,0.06522
sweat,4,4,0.0138,3,0.04892
suspending,4,4,0.0138,4,0.06522
surtout,4,4,0.0138,4,0.06522
surreybc,4,4,0.0138,4,0.06522
surreal,4,4,0.0138,4,0.06522
surprisingly,4,4,0.0138,4,0.06522
supportlocal,4,4,0.0138,4,0.06522
supervision,4,4,0.0138,4,0.06522
supermarket,4,4,0.0138,4,0.06522
succumbed,4,4,0.0138,4,0.06522
substitute,4,4,0.0138,4,0.06522
subscriber,4,4,0.0138,4,0.06522
submitted,4,4,0.0138,4,0.06522
sub,4,4,0.0138,3,0.04892
sturgeon,4,4,0.0138,3,0.04892
stuffed,4,4,0.0138,3,0.04892
stubborn,4,4,0.0138,4,0.06522
struggled,4,4,0.0138,4,0.06522
stressor,4,4,0.0138,4,0.06522
stressed,4,4,0.0138,4,0.06522
straussmatt,4,4,0.0138,4,0.06522
stratégie,4,4,0.0138,4,0.06522
stockpile,4,4,0.0138,4,0.06522
stillunsigned,4,4,0.0138,4,0.06522
sti,4,4,0.0138,3,0.04892
stephenlecces,4,4,0.0138,4,0.06522
steal,4,4,0.0138,4,0.06522
staytuned,4,4,0.0138,4,0.06522
status—green,4,4,0.0138,4,0.06522
statistique,4,4,0.0138,4,0.06522
stateoftheart,4,4,0.0138,4,0.06522
star❤,4,4,0.0138,4,0.06522
staggering,4,4,0.0138,4,0.06522
spvm,4,4,0.0138,3,0.04892
spur,4,4,0.0138,3,0.04892
spreaker,4,4,0.0138,3,0.04892
spotty,4,4,0.0138,4,0.06522
spitting,4,4,0.0138,4,0.06522
spill,4,4,0.0138,4,0.06522
speedy,4,4,0.0138,4,0.06522
specie,4,4,0.0138,4,0.06522
spawned,4,4,0.0138,4,0.06522
sparked,4,4,0.0138,4,0.06522
spa,4,4,0.0138,4,0.06522
sounding,4,4,0.0138,3,0.04892
soul,4,4,0.0138,4,0.06522
sortir,4,4,0.0138,4,0.06522
solo,4,4,0.0138,4,0.06522
solicitor,4,4,0.0138,4,0.06522
soirs,4,4,0.0138,4,0.06522
socialist,4,4,0.0138,4,0.06522
snow,4,4,0.0138,4,0.06522
sniveling,4,4,0.0138,4,0.06522
snehduggal,4,4,0.0138,2,0.03261
smug,4,4,0.0138,4,0.06522
smes,4,4,0.0138,4,0.06522
smartphone,4,4,0.0138,4,0.06522
slur,4,4,0.0138,4,0.06522
slowmoe,4,4,0.0138,2,0.03261
sliver,4,4,0.0138,4,0.06522
sleepy,4,4,0.0138,4,0.06522
slangeneggercbc,4,4,0.0138,3,0.04892
skylucsimard1,4,4,0.0138,3,0.04892
singledose,4,4,0.0138,4,0.06522
simondonner,4,4,0.0138,1,0.01631
silentnomore21,4,4,0.0138,2,0.03261
sil,4,4,0.0138,4,0.06522
signaux,4,4,0.0138,4,0.06522
sich,4,4,0.0138,2,0.03261
shutoff,4,4,0.0138,4,0.06522
shtick,4,4,0.0138,4,0.06522
shock,4,4,0.0138,4,0.06522
shipping,4,4,0.0138,4,0.06522
shining,4,4,0.0138,4,0.06522
shell,4,4,0.0138,4,0.06522
shazmamithani,4,4,0.0138,4,0.06522
shashabrown12,4,4,0.0138,2,0.03261
sharonapple123,4,4,0.0138,1,0.01631
shameless,4,4,0.0138,4,0.06522
seu,4,3,0.01035,3,0.04892
setback,4,4,0.0138,2,0.03261
server,4,4,0.0138,4,0.06522
serf,4,4,0.0138,4,0.06522
serbia,4,4,0.0138,4,0.06522
sequencing,4,4,0.0138,4,0.06522
sensitivity,4,4,0.0138,4,0.06522
senatorhousakos,4,3,0.01035,3,0.04892
selfserving,4,4,0.0138,4,0.06522
selfies,4,4,0.0138,4,0.06522
selective,4,4,0.0138,4,0.06522
sein,4,4,0.0138,4,0.06522
sehealthsehc,4,4,0.0138,4,0.06522
sedition,4,4,0.0138,4,0.06522
secteur,4,4,0.0138,3,0.04892
secondaire,4,4,0.0138,4,0.06522
screwing,4,4,0.0138,4,0.06522
scourge,4,4,0.0138,4,0.06522
scolaire,4,4,0.0138,4,0.06522
scicommsara,4,2,0.0069,2,0.03261
schtick,4,4,0.0138,4,0.06522
schoolbased,4,4,0.0138,4,0.06522
scarce,4,4,0.0138,4,0.06522
scarboroughcan,4,4,0.0138,2,0.03261
sayers,4,3,0.01035,2,0.03261
sasklass,4,4,0.0138,3,0.04892
sarcasm,4,4,0.0138,4,0.06522
sara,4,4,0.0138,4,0.06522
sanka,4,4,0.0138,4,0.06522
sam,4,2,0.0069,2,0.03261
salvation,4,4,0.0138,4,0.06522
sallegue,4,4,0.0138,4,0.06522
salinetrick,4,4,0.0138,2,0.03261
salimmansurlnc,4,4,0.0138,3,0.04892
saintfrançois,4,4,0.0138,4,0.06522
sagt,4,4,0.0138,2,0.03261
safeism,4,4,0.0138,4,0.06522
saddle,4,2,0.0069,2,0.03261
résumé,4,4,0.0138,4,0.06522
récord,4,3,0.01035,3,0.04892
ryanstruyk,4,4,0.0138,4,0.06522
ryanmeili,4,4,0.0138,3,0.04892
rulespolicy,4,4,0.0138,4,0.06522
ruili,4,3,0.01035,3,0.04892
rubbish,4,4,0.0138,4,0.06522
rosiebarton,4,4,0.0138,4,0.06522
ronnilaurie,4,4,0.0138,2,0.03261
ronfilipkowski,4,4,0.0138,1,0.01631
roccogalatilaw,4,4,0.0138,3,0.04892
robin,4,3,0.01035,2,0.03261
robfoot,4,4,0.0138,3,0.04892
robertvosfrere,4,4,0.0138,2,0.03261
robertjenrick,4,4,0.0138,4,0.06522
roberta,4,3,0.01035,2,0.03261
rob,4,4,0.0138,4,0.06522
roadsbridgeshighways,4,2,0.0069,2,0.03261
ripping,4,4,0.0138,4,0.06522
rinse,4,4,0.0138,4,0.06522
riddle,4,4,0.0138,4,0.06522
richardgoatcher,4,4,0.0138,4,0.06522
rewritten,4,4,0.0138,4,0.06522
revocation,4,4,0.0138,4,0.06522
reupping,4,4,0.0138,3,0.04892
retweeting,4,4,0.0138,4,0.06522
retraining,4,4,0.0138,4,0.06522
retourner,4,4,0.0138,4,0.06522
rethink,4,4,0.0138,4,0.06522
retain,4,4,0.0138,4,0.06522
responder,4,4,0.0138,4,0.06522
respondent,4,3,0.01035,3,0.04892
respectively,4,4,0.0138,4,0.06522
resolution,4,4,0.0138,4,0.06522
resignlecce,4,4,0.0138,4,0.06522
resembles,4,4,0.0138,4,0.06522
represents,4,4,0.0138,4,0.06522
rennyronson,4,4,0.0138,3,0.04892
renfrew,4,4,0.0138,4,0.06522
rendered,4,4,0.0138,4,0.06522
relâchement,4,4,0.0138,4,0.06522
reluctance,4,4,0.0138,4,0.06522
relaxing,4,4,0.0138,4,0.06522
reinfection,4,3,0.01035,3,0.04892
rehabilitation,4,4,0.0138,4,0.06522
registering,4,4,0.0138,4,0.06522
region​,4,4,0.0138,4,0.06522
regionare,4,4,0.0138,4,0.06522
regionalize,4,2,0.0069,2,0.03261
refund,4,4,0.0138,4,0.06522
reflects,4,4,0.0138,4,0.06522
reflected,4,4,0.0138,4,0.06522
reenter,4,4,0.0138,4,0.06522
red…the,4,4,0.0138,4,0.06522
reduces,4,4,0.0138,4,0.06522
redman,4,4,0.0138,4,0.06522
reckoning,4,4,0.0138,4,0.06522
recevrons,4,2,0.0069,2,0.03261
receipt,4,4,0.0138,4,0.06522
rec,4,4,0.0138,4,0.06522
rebooking,4,4,0.0138,4,0.06522
realreporter,4,4,0.0138,4,0.06522
realjmitchell,4,4,0.0138,1,0.01631
rdv,4,2,0.0069,2,0.03261
rarity,4,4,0.0138,4,0.06522
rapide,4,4,0.0138,4,0.06522
randpaul,4,4,0.0138,4,0.06522
ramsay,4,4,0.0138,1,0.01631
rakowski,4,4,0.0138,4,0.06522
rajbhardwajmd,4,4,0.0138,4,0.06522
raincoat,4,4,0.0138,4,0.06522
raeofsunshine79,4,4,0.0138,1,0.01631
quà,4,4,0.0138,4,0.06522
quun,4,4,0.0138,3,0.04892
quits,4,4,0.0138,4,0.06522
quito,4,4,0.0138,4,0.06522
quils,4,4,0.0138,4,0.06522
questionable,4,4,0.0138,4,0.06522
quesnel,4,4,0.0138,1,0.01631
quel,4,4,0.0138,4,0.06522
quebecor,4,4,0.0138,4,0.06522
qualitative,4,4,0.0138,4,0.06522
purse,4,4,0.0138,4,0.06522
punishment,4,4,0.0138,4,0.06522
punch,4,4,0.0138,4,0.06522
publishing,4,4,0.0138,4,0.06522
publication,4,3,0.01035,3,0.04892
ptbohealth,4,4,0.0138,3,0.04892
psyop,4,3,0.01035,2,0.03261
psws,4,4,0.0138,4,0.06522
psw,4,4,0.0138,4,0.06522
prosperity,4,4,0.0138,4,0.06522
prospective,4,2,0.0069,2,0.03261
prosecution,4,4,0.0138,4,0.06522
proposing,4,4,0.0138,4,0.06522
prompt,4,4,0.0138,4,0.06522
productivity,4,4,0.0138,4,0.06522
procuring,4,4,0.0138,4,0.06522
proches,4,4,0.0138,4,0.06522
proceeds,4,4,0.0138,3,0.04892
privatelyowned,4,4,0.0138,4,0.06522
prisoncamp,4,4,0.0138,4,0.06522
primetime,4,4,0.0138,4,0.06522
preregistration,4,4,0.0138,4,0.06522
prepares,4,4,0.0138,3,0.04892
prefer,4,4,0.0138,4,0.06522
predictable,4,4,0.0138,4,0.06522
precarious,4,4,0.0138,3,0.04892
preaching,4,4,0.0138,4,0.06522
poultry,4,4,0.0138,4,0.06522
postpone,4,4,0.0138,4,0.06522
postmedia,4,2,0.0069,2,0.03261
postition,4,4,0.0138,3,0.04892
postcovid19,4,4,0.0138,4,0.06522
posing,4,4,0.0138,4,0.06522
portfolio,4,4,0.0138,4,0.06522
populism,4,4,0.0138,3,0.04892
popcorn,4,3,0.01035,3,0.04892
poorer,4,4,0.0138,4,0.06522
poopgate,4,4,0.0138,4,0.06522
politiolyc,4,4,0.0138,2,0.03261
politico,4,4,0.0138,4,0.06522
poisoning,4,4,0.0138,4,0.06522
plummeted,4,4,0.0138,4,0.06522
plexiglas,4,4,0.0138,4,0.06522
pleasant,4,4,0.0138,4,0.06522
platitude,4,4,0.0138,4,0.06522
plate,4,4,0.0138,4,0.06522
pitched,4,4,0.0138,4,0.06522
pinned,4,4,0.0138,4,0.06522
pietro,4,4,0.0138,4,0.06522
photograph,4,4,0.0138,4,0.06522
phased,4,4,0.0138,3,0.04892
pfizerbiontechs,4,4,0.0138,4,0.06522
peux,4,3,0.01035,3,0.04892
peterson,4,4,0.0138,4,0.06522
persistandresist,4,4,0.0138,4,0.06522
peril,4,4,0.0138,4,0.06522
performing,4,4,0.0138,4,0.06522
perdu,4,4,0.0138,3,0.04892
pension,4,4,0.0138,4,0.06522
pense,4,4,0.0138,4,0.06522
pedestrian,4,4,0.0138,4,0.06522
peaceful,4,4,0.0138,4,0.06522
países,4,4,0.0138,4,0.06522
paywalls,4,4,0.0138,4,0.06522
patty,4,4,0.0138,4,0.06522
pattibacchus,4,4,0.0138,3,0.04892
passiveincome,4,4,0.0138,1,0.01631
passer,4,4,0.0138,4,0.06522
passe,4,4,0.0138,4,0.06522
partygoer,4,4,0.0138,4,0.06522
partie,4,4,0.0138,4,0.06522
paramount,4,4,0.0138,4,0.06522
pandemic421,4,4,0.0138,4,0.06522
pal,4,4,0.0138,4,0.06522
paediatrician,4,4,0.0138,4,0.06522
oyakhilome,4,4,0.0138,4,0.06522
overcrowding,4,4,0.0138,4,0.06522
overcrowded,4,4,0.0138,4,0.06522
ouvre,4,3,0.01035,3,0.04892
outlandish,4,4,0.0138,4,0.06522
ottawans,4,4,0.0138,4,0.06522
ottawanewsbellmediaca,4,4,0.0138,4,0.06522
ottawahealths,4,4,0.0138,4,0.06522
ottawafoodbank,4,4,0.0138,2,0.03261
otros,4,4,0.0138,4,0.06522
oscar,4,4,0.0138,4,0.06522
orleans,4,4,0.0138,4,0.06522
opps,4,4,0.0138,4,0.06522
oppressed,4,4,0.0138,3,0.04892
oppose,4,4,0.0138,4,0.06522
opener,4,4,0.0138,4,0.06522
ontariohealthc,4,4,0.0138,4,0.06522
ontariofarms,4,4,0.0138,3,0.04892
ontariodoctors,4,4,0.0138,1,0.01631
onpse,4,4,0.0138,4,0.06522
oned,4,4,0.0138,4,0.06522
onda,4,3,0.01035,1,0.01631
oncoming,4,4,0.0138,4,0.06522
omarsachedina,4,4,0.0138,4,0.06522
