Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,yes,205,200,0.6898,177,2.88603
1,level,212,204,0.70359,190,3.09799
1,look,370,345,1.1899,303,4.94049
1,maybe,168,156,0.53804,147,2.39687
1,hit,273,271,0.93468,241,3.92956
1,use,239,227,0.78292,203,3.30996
1,point,349,332,1.14506,297,4.84265
1,problem,205,200,0.6898,186,3.03277
1,disease,230,218,0.75188,179,2.91864
1,impact,172,170,0.58633,156,2.54362
1,share,145,144,0.49665,129,2.10338
1,emergency,143,131,0.45182,124,2.02185
1,course,144,142,0.48976,130,2.11968
1,free,150,134,0.46216,123,2.00554
1,prevent,113,110,0.37939,105,1.71205
2,icu,1920,1724,5.94606,1063,17.33246
2,patient,1539,1298,4.47679,855,13.94098
2,ontario,3389,2986,10.29868,1413,23.0393
2,number,1228,1162,4.00773,838,13.66379
2,care,1167,1115,3.84562,800,13.04419
2,highest,614,593,2.04525,466,7.59824
2,high,618,604,2.08319,479,7.81021
2,hospital,960,915,3.15583,690,11.25061
2,critical,491,403,1.38994,317,5.16876
2,421,383,375,1.29337,298,4.85896
2,began,373,373,1.28647,312,5.08723
2,pandemic,4529,4404,15.18935,2322,37.86075
2,admission,331,311,1.07264,266,4.33719
2,bed,339,308,1.06229,278,4.53286
2,unit,243,232,0.80017,206,3.35888
3,case,3825,2878,9.92619,1510,24.6209
3,new,3075,2624,9.05015,1529,24.9307
3,death,1594,1357,4.68028,931,15.18017
3,active,425,362,1.24853,283,4.61438
3,reported,399,388,1.33821,298,4.85896
3,total,599,530,1.82796,429,6.99495
3,today,1560,1488,5.1321,1010,16.46829
3,record,408,393,1.35545,321,5.23398
3,reporting,266,260,0.89674,204,3.32627
3,2333,205,205,0.70704,172,2.8045
3,daily,229,208,0.71739,181,2.95125
3,report,863,834,2.87646,633,10.32121
3,15,509,507,1.74864,422,6.88081
3,variant,1359,1111,3.83183,774,12.62025
3,average,235,210,0.72429,192,3.1306
4,ford,1201,1123,3.87322,654,10.66362
4,premier,942,878,3.02821,586,9.55487
4,doug,526,515,1.77623,377,6.14707
4,onpoli,1482,1481,5.10795,729,11.88652
4,announcement,472,424,1.46237,334,5.44595
4,tomorrow,574,568,1.95903,437,7.12539
4,lockdown,3270,2764,9.53301,1423,23.20235
