Document ID,Weight,Is Retweet?,Document Text
1269845340632449025,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269851489503023104,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269856639256952833,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269857802597437440,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269861755540258822,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269864305450602498,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269884218802200576,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269933776785870849,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269964602856488961,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269985768807727105,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1269995279882702851,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1270017497383661568,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1270020429982371841,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1270022370930155522,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
1270029913119240192,0.03102,Retweet,"Remember: #UNAgenda21 is a comprehensive plan of action to disrupt the entire world. 
Domestic surveillance.
Militarization of the police. 
Civil unrest/violence. 
Vigilantes.
Lockdown.
Social breakdown. 
Terror. 
Transformative learning. 
#NewWorldDisorder."
