Document ID,Weight,Is Retweet?,Document Text
1331967271397429248,0.04451,Retweet,"@IMundebo @zazzybritches @IntoTheShitter @BernadetteNTF @kristyshl @CunningSq16 @McGeezer67 @HondoResists @bobbiejaneV @HalSaline @BandieraNancy @62WalterP @ThomONeil1 @BonJS0370 @TJNugent520 @keriRN @BlueWave_resist @GDThor1 @impinkestgirl @RegVickers @BlueTsuni @RonniLaurie @Ezim79 @MykeyCantona7 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @MilmadRn @TilghmanChris @212_artist @KeepsAtIt @KellyKurtz16 @MairScott3 @CirclesSpinning @doug_in_nc @patricia_millin @MarciaBunney @yolalindayola @ShashaBrown12 @alenesmiles @politiolyc @oldmanliver @HurricaneEve81 @nwTGcpvrO1h3BpH @StaryStaryNlght @zzcouch1gmailc3 @poppij @yoly54128913 Joe Biden will get this trump virus Covid-45 under control. 263,000 deaths. CDC said 210,000 people died unnecessarily due to the sheer Incompetence of This admin. That was 2 months ago they project 444,000 Dead by March . Trump gotta be held Criminally accountable. https://t.co/4dJA7w9bGs"
1333199146400976899,0.04294,Retweet,"@62WalterP @zazzybritches @GDThor1 @BonJS0370 @MarciaBunney @keriRN @HalSaline @JMaverickJacks1 @MillarBreen @RonniLaurie @Kieradee @politiolyc @MykeyCantona7 @UnionDude4 @BandieraNancy @kristyshl @RonPyke @IMundebo @HondoResists @impinkestgirl @MairScott3 @ldog562 @TJNugent520 @patricia_millin @RegVickers @ThomONeil1 @BernadetteNTF @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @bobbiejaneV @TilghmanChris @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @doug_in_nc @yolalindayola @ShashaBrown12 @CunningSq16 @alenesmiles @oldmanliver @HurricaneEve81 @BlueWave_resist Sunday Ignorance of #DopeyDon:

-Harming Americans as Millions are Starving,Broke&amp;Unemployed
-Damaging USA Reputation Everywhere
-Inciting White Supremacy in the Nation
-Carrying out Putin’s Will
-#COVID19 264K+Dead 13.2M+Infected

#UNMAGA
#HumptyTrumpty
#TrumpIsPathetic"
1335293643314188288,0.04236,Retweet,"@BubbaJoeJimBob1 @ldog562 @patricia_millin @MykeyCantona7 @HalSaline @TilghmanChris @62WalterP @ThomONeil1 @bobbiejaneV @theresagiudice @oldmanliver @BenevolusPF @RonniLaurie @zazzybritches @GDThor1 @HondoResists @doug_in_nc @IMundebo @RegVickers @MairScott3 @CunningSq16 @RonPyke @keriRN @BlueWave_resist @MarciaBunney @MillarBreen @Kieradee @politiolyc @UnionDude4 @BandieraNancy @kristyshl @impinkestgirl @TJNugent520 @BernadetteNTF @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @yolalindayola @ShashaBrown12 @alenesmiles Their lies, and repeated misinformation about COVID-19 I'm sure has increased the number of hospitalized, deaths, and positive tests.
I believe they and the entire trump family and Administration are COMPLICIT in the criminally negligent homicide, and disabling millions in USA!💔"
1335367700718051331,0.04227,Retweet,"@BubbaJoeJimBob1 @BernadetteNTF @vaato5455 @HalSaline @ThomONeil1 @yolalindayola @BonJS0370 @62WalterP @MykeyCantona7 @kristyshl @politiolyc @HondoResists @zazzybritches @BandieraNancy @oldmanliver @RonniLaurie @GDThor1 @bobbiejaneV @TilghmanChris @doug_in_nc @IMundebo @ldog562 @RegVickers @MairScott3 @CunningSq16 @RonPyke @keriRN @BlueWave_resist @MarciaBunney @impinkestgirl @TJNugent520 @patricia_millin @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @ShashaBrown12 @alenesmiles @Cha51brolll19 @McGeezer67 @poppij Tonight #DiaperDon is having another COVID-19 rally...
The My Pillow Guy 🤡 is telling fake news he is furious that Republican Gov. Brian Kemp not breaking the law to benefit #MrRigged
You Can’t make this sh*t up 🙄... https://t.co/vAZckNvCbF"
1334791513700618243,0.04192,Retweet,@ldog562 @62WalterP @bobbiejaneV @theresagiudice @oldmanliver @BenevolusPF @BubbaJoeJimBob1 @zazzybritches @ThomONeil1 @GDThor1 @HalSaline @TilghmanChris @HondoResists @doug_in_nc @IMundebo @RegVickers @MairScott3 @CunningSq16 @RonPyke @keriRN @BlueWave_resist @MarciaBunney @MillarBreen @Kieradee @politiolyc @MykeyCantona7 @UnionDude4 @BandieraNancy @kristyshl @impinkestgirl @TJNugent520 @BonJS0370 @patricia_millin @BernadetteNTF @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @yolalindayola @ShashaBrown12 @alenesmiles The #DeadlyDumbass &amp; His #TrumpIdiotNaziClownShow MUST be HELD ACCOUNTABLE for EVERY #DeadAmerican For Which They are RESPONSIBLE. They should be tried #Domestically for #DeadAmericanTroops &amp; #COVID19 Deaths but also TRIED at the #Hague for the #HumanRightsAbuses and #MassMurder! https://t.co/z9fTWRhvl3
1334792541472899072,0.04173,Retweet,"@ldog562 @bobbiejaneV @theresagiudice @62WalterP @oldmanliver @BenevolusPF @BubbaJoeJimBob1 @zazzybritches @ThomONeil1 @GDThor1 @HalSaline @TilghmanChris @HondoResists @doug_in_nc @IMundebo @RegVickers @MairScott3 @CunningSq16 @RonPyke @keriRN @BlueWave_resist @MarciaBunney @MillarBreen @Kieradee @politiolyc @MykeyCantona7 @UnionDude4 @BandieraNancy @kristyshl @impinkestgirl @TJNugent520 @BonJS0370 @patricia_millin @BernadetteNTF @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @yolalindayola @ShashaBrown12 @alenesmiles #ProsecuteJavanka
#IvankaTrump &amp; #JaredKushner have profited the MOST off of #DeadAmericans! Both from #COVID19 &amp; #DeadAmericanTroops targeted in #Afghanistan &amp; #Africa by #Putin. #Kushner was the Source who gave #ClassifiedMilitaryIntelligence to #Russia to target #USTroops. https://t.co/MUSj5OeXVS"
1335740426230190080,0.04167,Retweet,@zazzybritches @patricia_millin @MairScott3 @BubbaJoeJimBob1 @BernadetteNTF @vaato5455 @HalSaline @ThomONeil1 @yolalindayola @BonJS0370 @62WalterP @MykeyCantona7 @kristyshl @politiolyc @HondoResists @BandieraNancy @oldmanliver @RonniLaurie @GDThor1 @bobbiejaneV @TilghmanChris @doug_in_nc @IMundebo @ldog562 @RegVickers @CunningSq16 @RonPyke @keriRN @BlueWave_resist @MarciaBunney @impinkestgirl @TJNugent520 @BlueTsuni @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @ShashaBrown12 @alenesmiles @Cha51brolll19 @McGeezer67 @poppij https://t.co/NijHyt2ME5
1331855740139565057,0.04166,Retweet,@HalSaline @BandieraNancy @HondoResists @62WalterP @ThomONeil1 @BonJS0370 @zazzybritches @TJNugent520 @keriRN @BlueWave_resist @IntoTheShitter @GDThor1 @impinkestgirl @RegVickers @BernadetteNTF @BlueTsuni @RonniLaurie @Ezim79 @MykeyCantona7 @IMundebo @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @MilmadRn @bobbiejaneV @TilghmanChris @212_artist @KeepsAtIt @KellyKurtz16 @MairScott3 @CirclesSpinning @doug_in_nc @patricia_millin @MarciaBunney @yolalindayola @ldog562 @ShashaBrown12 @CunningSq16 @alenesmiles @politiolyc @oldmanliver @HurricaneEve81 @nwTGcpvrO1h3BpH @StaryStaryNlght @zzcouch1gmailc3 @poppij @yoly54128913 @McGeezer67 https://t.co/3ev0Se6Z2O
1332298785595084801,0.04166,Retweet,@kristyshl @StaryStaryNlght @RonniLaurie @62WalterP @ldog562 @McGeezer67 @zazzybritches @HalSaline @BlueTsuni @MFrance923 @IMundebo @BernadetteNTF @MykeyCantona7 @HopeVoteBiden @Betterw05759703 @ThomONeil1 @TJNugent520 @bettypge69 @RegVickers @BonJS0370 @IntoTheShitter @MilmadRn @bobbiejaneV @TilghmanChris @212_artist @KeepsAtIt @KellyKurtz16 @GDThor1 @MairScott3 @CirclesSpinning @impinkestgirl @doug_in_nc @patricia_millin @MarciaBunney @BandieraNancy @ShashaBrown12 @CunningSq16 @alenesmiles @Ezim79 @politiolyc @oldmanliver @HurricaneEve81 @HondoResists @BlueWave_resist @nwTGcpvrO1h3BpH @zzcouch1gmailc3 @poppij @yoly54128913 @vaato5455 https://t.co/wCVfp6fk53
1332867998307106816,0.04166,Retweet,@GDThor1 @JMaverickJacks1 @62WalterP @politiolyc @HalSaline @MykeyCantona7 @keriRN @UnionDude4 @BandieraNancy @kristyshl @RonPyke @IMundebo @HondoResists @impinkestgirl @MairScott3 @ldog562 @TJNugent520 @BonJS0370 @patricia_millin @RegVickers @ThomONeil1 @BernadetteNTF @BlueTsuni @RonniLaurie @Ezim79 @MFrance923 @HopeVoteBiden @Betterw05759703 @bettypge69 @IntoTheShitter @MilmadRn @bobbiejaneV @TilghmanChris @212_artist @KeepsAtIt @KellyKurtz16 @CirclesSpinning @doug_in_nc @MarciaBunney @yolalindayola @ShashaBrown12 @CunningSq16 @alenesmiles @oldmanliver @HurricaneEve81 @BlueWave_resist @nwTGcpvrO1h3BpH @StaryStaryNlght @zzcouch1gmailc3 @poppij A pandemic is more a failure of individual choices rather than a failure of the system. https://t.co/4hkuCxARJT
