Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
6,thanks,881,866,799
6,fordnation,745,724,505
6,longterm,796,755,612
7,people,11952,10697,4976
7,american,4280,3941,2116
7,died,2437,2229,1582
7,year,2833,2687,2070
7,life,3661,3377,2295
7,flu,1163,976,808
7,die,1351,1219,963
7,lost,1037,966,814
7,dead,998,935,740
7,dying,814,785,685
7,fear,776,726,644
7,thousand,1020,992,821
7,war,832,710,633
7,worse,793,775,674
7,sick,1149,1091,926
8,social,3621,3424,2426
8,distancing,3281,3150,2283
8,ago,1639,1134,945
8,death,8319,6361,3371
8,long,1439,1398,1170
8,week,4438,3761,2586
8,rule,852,794,706
8,fact,1551,1464,1182
8,matter,638,624,572
8,problem,908,856,769
8,month,2290,2176,1664
8,woman,1036,928,785
8,taken,568,561,517
8,follow,750,721,631
8,physical,479,468,422
9,health,7029,6433,3734
9,world,4646,4230,2787
9,public,3276,3095,2210
9,risk,1684,1556,1275
9,organization,1138,1069,930
9,funding,1329,1258,1081
9,community,1927,1779,1383
9,spread,2589,2512,1919
9,outbreak,3048,2929,2069
9,medical,2138,2038,1570
9,concern,686,651,579
9,safety,705,683,610
9,disease,1223,1179,982
9,chief,633,615,546
9,officer,642,619,554
10,pandemic,15358,14952,6231
10,global,1670,1591,1286
10,amid,1063,1061,873
10,middle,686,683,603
10,change,1156,1065,899
10,event,437,414,395
10,oil,578,487,422
10,hit,865,852,757
10,climate,491,430,382
10,leave,489,483,437
10,city,1734,1549,1181
10,playing,337,333,310
10,russia,306,275,248
10,midst,308,307,286
10,hong,309,275,157
11,test,2893,2431,1740
11,testing,2931,2588,1772
11,patient,2692,2389,1723
11,hospital,2460,2266,1685
11,positive,1706,1617,1250
11,tested,1534,1402,1117
11,second,870,847,751
11,symptom,751,684,614
11,study,977,920,776
11,wave,675,619,534
11,drug,935,852,716
11,hydroxychloroquine,641,616,488
11,ventilator,610,558,494
11,vaccine,2063,1749,1323
11,treatment,1045,1001,822
12,say,6963,6500,3547
12,doctor,2440,2276,1710
12,dr,3188,2857,2000
12,expert,1440,1397,1137
12,ford,752,705,566
12,premier,917,888,729
12,likely,792,776,690
12,fall,530,507,463
12,poll,451,425,369
12,bc,1075,994,702
12,absolutely,465,465,435
12,fauci,788,706,573
12,bcpoli,428,428,226
12,doug,405,395,335
12,homeless,396,370,323
13,drtedros,613,584,301
13,trust,689,562,509
13,dr,3188,2857,2000
13,tam,1032,970,755
13,criminal,392,383,346
13,resign,304,291,266
13,crime,371,349,310
13,los,348,283,139
13,nova,297,289,227
13,liar,281,267,251
13,cphocanada,273,272,228
13,scotia,261,257,207
13,shame,249,233,215
13,fired,302,297,267
13,star,231,217,208
14,lockdown,3999,3756,2303
14,order,2606,2499,1757
14,protest,1622,1511,1108
14,stayathome,1275,1264,960
14,reopen,1284,1264,1031
14,open,1629,1565,1284
14,governor,1436,1356,963
14,restriction,916,894,774
14,end,1617,1581,1305
14,state,4831,4392,2441
14,police,800,735,634
14,protester,613,603,517
14,michigan,566,524,444
14,florida,510,464,391
14,closed,768,753,690
15,realdonaldtrump,3226,3176,1748
15,alberta,1328,1238,808
15,ableg,1333,1323,577
15,tweet,801,770,677
15,stayhome,1008,1008,785
15,plant,848,722,577
15,close,943,932,832
15,usa,799,729,595
15,worst,643,633,564
15,canada,6037,5532,3073
15,jkenney,600,589,411
15,hell,474,467,431
15,dear,507,504,438
15,potus,603,571,452
15,abpoli,458,456,290
16,news,3334,3166,2165
16,watch,1700,1653,1296
16,medium,2046,1920,1448
16,live,1706,1644,1273
16,question,1846,1681,1360
16,good,2545,2440,1868
16,read,1484,1456,1217
16,story,1389,1318,1087
16,video,1286,1221,1014
16,press,998,957,797
16,cbc,778,714,573
16,youtube,637,616,435
16,cnn,773,739,601
16,fox,766,733,586
16,daily,1428,1383,1134
17,need,6069,5596,3519
17,right,3774,3547,2461
17,country,4285,3975,2566
17,crisis,3286,3131,2150
17,stop,2190,2036,1610
17,economy,2085,1981,1546
17,leader,1758,1686,1330
17,america,1966,1890,1343
17,plan,1811,1645,1317
17,economic,1046,1010,870
17,life,3661,3377,2295
17,time,6040,5734,3676
17,action,1105,1044,914
17,true,754,718,639
17,world,4646,4230,2787
18,state,4831,4392,2441
18,house,1946,1853,1362
18,federal,1615,1536,1189
18,white,1187,1132,859
18,united,1060,1014,813
18,force,1089,1037,848
18,supply,1074,995,844
18,company,1221,1113,928
18,law,854,801,693
18,tax,817,684,594
18,republican,841,814,624
18,government,4701,4460,2789
18,new,8258,7180,3922
18,task,579,553,476
18,million,3759,3290,2214
19,virus,5941,5457,3211
19,know,3927,3645,2514
19,wuhan,2120,1992,1295
19,vaccine,2063,1749,1323
19,lab,1329,1196,952
19,didnt,923,865,748
19,mean,1312,1259,1074
19,doesnt,854,832,736
19,research,846,754,662
19,national,1297,1258,1052
19,gate,734,641,498
19,wait,665,641,592
19,deadly,711,703,618
19,think,2770,2622,1932
19,gave,684,634,565
20,mask,2378,2094,1626
20,le,2403,1892,1152
20,face,1365,1317,1114
20,et,1439,1153,640
20,pour,1012,836,415
20,du,875,745,356
20,au,681,576,294
20,wear,490,441,414
20,est,596,536,308
20,plus,574,534,399
20,n95,467,453,430
20,une,526,471,268
20,sur,507,425,247
20,dans,519,467,247
20,pa,516,439,241
