Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,trump,59775,49436,11.92513,4760,29.21679
1,president,15872,14939,3.60364,3377,20.72796
1,american,22362,19982,4.82013,3769,23.13405
1,realdonaldtrump,10992,10566,2.54877,2600,15.95875
1,pandemic,61127,59327,14.31108,9532,58.50724
1,biden,7152,6295,1.5185,2036,12.49693
1,donald,5759,5486,1.32335,1830,11.23251
1,rally,7591,7163,1.72789,2391,14.67591
1,lie,5904,5322,1.28379,2185,13.41149
1,vote,5694,4998,1.20564,2105,12.92045
1,america,7748,7183,1.73271,2556,15.68868
1,threat,4074,3843,0.92702,1868,11.46575
1,woodward,6206,5758,1.38897,1932,11.85858
1,lied,4793,4419,1.06597,1830,11.23251
1,said,10750,10070,2.42912,3890,23.87675
2,case,47382,35698,8.6112,6790,41.6769
2,new,33007,28950,6.98343,6811,41.80579
2,ontario,12607,11822,2.85175,3473,21.31721
2,number,13026,11726,2.82859,4522,27.75595
2,today,15241,14463,3.48882,5201,31.92364
2,daily,5495,5267,1.27053,2720,16.69531
2,province,5687,5425,1.30864,2510,15.40633
2,bc,5556,5231,1.26184,2108,12.93887
2,day,25146,21410,5.1646,6260,38.42377
2,toronto,6394,6003,1.44807,2521,15.47385
2,reported,5879,5559,1.34096,2741,16.82421
2,death,30281,25454,6.14011,5429,33.3231
2,reporting,5554,4521,1.09057,2395,14.70047
2,report,11407,10525,2.53888,3821,23.45323
2,health,24281,22462,5.41837,6093,37.39872
3,mask,33589,28621,6.90406,6945,42.62828
3,wear,14561,13528,3.26327,5005,30.7206
3,social,10578,10177,2.45493,4334,26.60201
3,distancing,8637,8420,2.0311,3766,23.11564
3,wearing,5397,5185,1.25074,2808,17.23545
3,face,5483,5026,1.21239,2808,17.23545
3,hand,4473,4298,1.03678,2656,16.30248
3,stay,7012,6626,1.59835,3618,22.20722
3,rule,4000,3725,0.89856,2121,13.01866
3,follow,3104,3009,0.72584,2030,12.4601
3,pelosi,3307,2899,0.69931,1276,7.83206
3,spread,7400,7093,1.711,3373,20.70341
3,love,2469,2348,0.56639,1714,10.5205
3,home,12698,11701,2.82256,4762,29.22907
3,weekend,3359,3208,0.77385,2066,12.68107
4,pandemic,61127,59327,14.31108,9532,58.50724
4,need,19405,18026,4.3483,5796,35.57574
4,help,9238,8596,2.07356,4015,24.644
4,fordnation,5693,5477,1.32118,1682,10.32409
4,government,14107,13480,3.2517,4588,28.16106
4,worker,6797,5615,1.35447,2746,16.8549
4,support,6419,6057,1.46109,3201,19.64768
4,plan,8446,7767,1.87358,3428,21.041
4,work,10813,10011,2.41489,4532,27.81733
4,money,5490,5136,1.23892,2594,15.92192
4,federal,4995,4705,1.13496,2463,15.11785
4,onpoli,6289,6246,1.50668,1856,11.39209
4,working,4403,4234,1.02134,2548,15.63958
4,thank,3706,3576,0.86262,2338,14.3506
4,business,5975,5405,1.30381,2762,16.95311
5,world,12157,11238,2.71087,4377,26.86595
5,country,13061,12565,3.03098,4466,27.41223
5,lockdown,11621,10754,2.59412,3408,20.91824
5,death,30281,25454,6.14011,5429,33.3231
5,pandemic,61127,59327,14.31108,9532,58.50724
5,canada,24017,21927,5.28931,5973,36.66217
5,look,6953,6697,1.61547,3521,21.61183
5,think,11002,10283,2.4805,4194,25.7427
5,story,5195,4843,1.16825,2743,16.83648
5,united,3215,2950,0.71161,1706,10.4714
5,million,12343,11074,2.67131,3951,24.25117
5,china,9607,7996,1.92882,2739,16.81193
5,real,5674,5446,1.3137,2940,18.04567
5,time,21124,19740,4.76176,6351,38.98232
5,year,14059,12813,3.0908,5134,31.5124
6,school,32689,25831,6.23105,6022,36.96293
6,student,10576,9184,2.2154,3529,21.66094
6,death,30281,25454,6.14011,5429,33.3231
6,kid,10376,9214,2.22263,3811,23.39185
6,child,10601,8957,2.16064,3784,23.22612
6,ableg,7156,7154,1.72571,1127,6.91751
6,class,7388,6152,1.48401,2565,15.74392
6,parent,5424,4908,1.18393,2588,15.8851
6,zero,3953,3680,0.8877,2208,13.55266
6,teacher,6198,5355,1.29175,2555,15.68254
6,high,4851,4694,1.1323,2649,16.25951
6,canada,24017,21927,5.28931,5973,36.66217
6,abed,3460,3449,0.83198,750,4.60349
6,alberta,6949,5574,1.34458,1747,10.72305
6,week,13808,12715,3.06716,4764,29.24135
7,people,47428,41907,10.10896,7744,47.53253
7,died,12329,11108,2.67951,3567,21.89418
7,home,12698,11701,2.82256,4762,29.22907
7,die,5973,5362,1.29344,2394,14.69433
7,know,15774,14615,3.52548,5253,32.24282
7,fear,4754,4028,0.97165,1986,12.19003
7,virus,18640,17254,4.16207,4801,29.46845
7,symptom,3384,3140,0.75744,1873,11.49644
7,sick,5172,4576,1.10384,2547,15.63344
7,care,10169,8937,2.15582,3866,23.72944
7,hospital,6110,5501,1.32697,2776,17.03904
7,flu,7178,6164,1.4869,2876,17.65284
7,infected,2886,2711,0.65396,1714,10.5205
7,kill,2802,2692,0.64937,1605,9.85146
7,dying,3020,2898,0.69907,1795,11.01768
8,vaccine,17346,14392,3.47169,4037,24.77903
8,cdc,10230,9122,2.20044,2841,17.43801
8,say,22662,21243,5.12431,5716,35.0847
8,dr,8507,8044,1.9404,3424,21.01645
8,report,11407,10525,2.53888,3821,23.45323
8,fauci,3652,3371,0.81317,1684,10.33636
8,health,24281,22462,5.41837,6093,37.39872
8,trial,2623,2351,0.56712,1399,8.58704
