Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
8,scientist,2751,2623,0.63273,1634,10.02946
8,official,5399,5212,1.25726,2552,15.66413
8,available,2157,2123,0.51212,1572,9.64891
8,expert,4427,4306,1.03871,2341,14.36902
8,medical,4021,3923,0.94632,2189,13.43604
8,evidence,2554,2415,0.58256,1553,9.53229
8,virus,18640,17254,4.16207,4801,29.46845
9,knew,11584,8730,2.10588,2794,17.14952
9,cdnpoli,10148,10142,2.44649,2634,16.16744
9,canada,24017,21927,5.28931,5973,36.66217
9,canadian,12717,11898,2.87008,3995,24.52124
9,trudeau,7312,6486,1.56458,2035,12.49079
9,minister,6374,6022,1.45265,2622,16.09379
9,liberal,4896,4473,1.07899,1907,11.70513
9,deadly,7619,7470,1.80194,2595,15.92806
9,border,4451,4028,0.97165,2240,13.74908
9,flu,7178,6164,1.4869,2876,17.65284
9,tam,3333,3109,0.74996,1393,8.55021
9,february,2950,2786,0.67205,1552,9.52615
9,health,24281,22462,5.41837,6093,37.39872
9,justintrudeau,3208,3177,0.76637,1578,9.68574
9,downplayed,2799,2765,0.66698,1482,9.09649
10,test,12774,11249,2.71353,4127,25.33145
10,positive,10927,10342,2.49474,4022,24.68696
10,tested,7108,6449,1.55565,3213,19.72134
10,le,9268,7502,1.80966,2955,18.13774
10,day,25146,21410,5.1646,6260,38.42377
10,et,4730,3722,0.89783,965,5.92315
10,ago,3222,3194,0.77047,2049,12.57672
10,911,2490,2344,0.56543,1325,8.13283
10,wow,1394,1348,0.32517,1095,6.72109
10,tweet,2668,2573,0.62067,1686,10.34864
10,pour,2908,2421,0.584,594,3.64596
10,au,2811,2244,0.54131,518,3.17947
10,du,2781,2295,0.55361,624,3.8301
10,plus,2424,2176,0.5249,1064,6.53081
10,pas,1475,1463,0.35291,1062,6.51854
