Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,67892,16.37716,7471,45.85686
2,39110,9.43426,6901,42.35821
3,44623,10.76412,9447,57.98551
4,62936,15.18165,10332,63.41763
5,43106,10.39819,7490,45.97348
6,27370,6.60229,6201,38.06163
7,36931,8.90863,7224,44.34078
8,38475,9.28108,6708,41.17358
9,27608,6.6597,6029,37.00589
10,26502,6.39291,5665,34.77167
