User ID	Screen Name	Number of Tweets	Number of Topics	Topics Discussed
708908492359225345	lambert_pp	916	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
714477321953140736	BregmanPs	851	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
274369575	wavetop	802	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
3055684983	KWojtalik	795	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
241640955	jmhamiltonblog	778	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
765296237331357696	olynikbjcanada	741	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2557859383	MEEKSVS	706	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
280082481	Ez4u2say_Janis	685	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2339733614	LaceyLaceyp	655	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
43998427	Frazzling	650	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1172345379125260288	kathy19090674	645	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
15677734	mig30m6	625	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
191092262	pairsonnalitesN	623	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
898508679393271810	makyosunim	621	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
394245906	1loriking	617	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
138418838	Pairsonnalites	594	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1246239509638979584	DrKatie2	590	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
851751855487148032	Jinxy_Minxy	579	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
932975444	tomcox60	571	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
208056970	PairsonnalitesU	555	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
22307579	snw106	536	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1016486686958739457	BeHappyandCivil	528	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
102532798	bwtibbitts	526	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
791638976	lindahaslett	525	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
805080540114128896	s_2_th_honda	524	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
881648104797339648	karendevine84	515	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
110504574	michaelcozens	515	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
897599384413765634	SouzaEluam	514	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
4894794579	031_666_003_BN	514	7	1, 2, 3, 4, 5, 9, 10
2337446900	patrickmajor56	509	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
495066576	GadflyQuebec	507	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
824450408	JoanneCangal	506	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1223950760	KSP_Libs	498	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
4827705102	CharmaxHutt	497	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
621164749	DebGraham7	491	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
34375961	canukcookie	488	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
273107148	teach_n_travel	486	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1062357647066890241	caborradaileho1	475	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
143225212	DrSpockets	473	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
16272844	johangreg	470	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
291336460	PaulStewartII	468	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
271590345	KenRoberts112	464	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
19042993	Crof	450	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
154136730	JDignum	446	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
410870088	GregKOESTER	444	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
49608394	matange2	444	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
270921976	mog7546	443	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
525857359	GeoffyPJohnston	442	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1269990092	mcfslaw	440	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
381686932	clerysboy	439	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1128681056285155328	Patient_ZERO__	437	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
185789961	stigmabase	433	8	2, 3, 4, 5, 6, 7, 8, 10
1233159478121553921	lambe_johnny	427	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
13916472	elvisjj	423	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
831695714056953856	IAmJoeTrudeau	422	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
753278309597847552	surveyorX	419	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
704798725747531776	allan_crawshaw	415	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
3191478638	stanspak	414	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1246065743294332928	Milhouse_Van_Ho	411	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1058808528	TracyBaxter11	410	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1864637521	Letsfixit2019	408	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
999392118115356673	rose_bellamy	408	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
262522708	NoEasyBrushOff	398	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
3618354350	LndOntRetweets	395	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1587277334	bobittyboop	391	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
271989352	TorontoDDG	391	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
44416770	rumijulie	390	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
110194870	PaulCogan	388	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
14517394	touiter	387	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
502394586	JohnTartantrail	384	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1284184980	cherOMG50	384	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
25571455	DidiM47	382	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
23823808	Snicklefrits	381	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
3230917482	HamiltonJamesE	380	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1199151462745440256	FeysLeigh	379	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
17204460	JeffreyLuscombe	378	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2297571146	DogDuffy	375	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2245822809	mini_bubbly	372	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
386007819	MLGG2	371	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
306577270	GetMyGist	370	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
46512964	Bselected	365	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
34507278	souljahsingh	355	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1245666272290975744	LlardnerC	351	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1013158003485257731	WSS_Memorial	351	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
980168589754843136	feistsheindlin1	350	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2925571294	emgfind	350	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2828301327	SalVadacchino1	347	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
539660884	GalindoSherry	345	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
807865098	DennisKendel	343	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1895436799	jeannegodf	343	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
18360735	suepeac	342	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1248355574099709953	NetworkCmn	342	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
71080496	NEWS1130	338	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
513739938	chuddles11	338	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
3146336130	JudithNewing	335	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
833400816866201600	Lyndamathews25	333	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
413514250	ghostcatbce	333	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1215271759101882378	AlbertaYoda	332	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
961979311895932928	Melanie36427738	332	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1581712848	YuliyaInopinaPR	328	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
2730035464	lewing99	328	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
22279004	MurfAD	328	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1273248942	ElevatedMonkey	327	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
973302870874324992	RedDragonFly19	325	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
908133502096248832	Erinmat81855855	324	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
706036914	lbastura	322	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
314109491	hawkaye19	322	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1382793386	mtnbvan	321	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1191830143725010945	68ranger1	320	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
321448767	LakesPlace	320	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1230590841338638336	ZenFrq	318	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
244168348	PaulStats	318	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
895714832426520578	KenSoroka	318	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
739194238424862720	Deb10122	318	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
977204844	MerlinofCanada	316	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
724219435	lbpyyz	316	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
778018011722551297	lott_hayley	315	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
1105645631568150528	nlo03943761	315	10	1, 2, 3, 4, 5, 6, 7, 8, 9, 10
