Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
8,warn,542,537,0.50649,439,5.1315
8,tried,589,583,0.54988,467,5.4588
8,racist,777,669,0.63099,512,5.9848
8,sign,517,510,0.48102,340,3.97428
8,alarm,393,392,0.36973,352,4.11455
9,people,10677,9502,8.96212,3074,35.9322
9,make,1761,1723,1.6251,1082,12.64757
9,rate,901,778,0.7338,495,5.78609
9,far,1064,1040,0.98091,677,7.9135
9,food,697,659,0.62156,476,5.564
9,killed,646,612,0.57723,491,5.73933
9,die,667,609,0.5744,407,4.75745
9,theyre,632,615,0.58006,484,5.65751
9,thought,518,514,0.4848,420,4.90941
9,flu,1652,1436,1.35441,790,9.23437
9,want,1794,1727,1.62888,1090,12.74109
9,change,669,640,0.60364,515,6.01987
9,let,502,422,0.39802,352,4.11455
9,killing,438,432,0.40745,364,4.25482
9,shut,608,589,0.55553,430,5.0263
10,help,2727,2347,2.21365,1284,15.00877
10,important,1032,1019,0.9611,558,6.5225
10,usa,734,668,0.63005,404,4.72238
10,link,624,621,0.58572,264,3.08591
10,wont,498,487,0.45933,397,4.64056
10,folk,423,422,0.39802,354,4.13793
10,raise,515,514,0.4848,233,2.72355
10,suffering,420,419,0.39519,133,1.55465
10,hey,299,299,0.28201,263,3.07423
10,offer,315,307,0.28956,253,2.95733
10,china,42536,37732,35.58817,5378,62.86382
10,syria,315,313,0.29522,55,0.6429
10,awareness,322,322,0.3037,66,0.77148
10,prison,206,199,0.18769,176,2.05728
10,publishing,282,280,0.26409,28,0.32729
11,virus,8585,7862,7.4153,2744,32.07481
11,fear,1733,1694,1.59775,959,11.20982
11,market,1095,987,0.93092,637,7.44594
11,impact,756,729,0.68758,473,5.52893
11,spreading,1034,1013,0.95544,669,7.81999
11,major,609,602,0.5678,448,5.2367
11,cnn,405,393,0.37067,270,3.15605
11,warns,518,516,0.48668,362,4.23144
11,cause,589,578,0.54516,421,4.9211
11,stock,424,390,0.36784,271,3.16774
11,panic,538,523,0.49328,365,4.26651
11,china,42536,37732,35.58817,5378,62.86382
11,bat,495,445,0.41972,329,3.8457
11,break,308,293,0.27635,256,2.9924
11,fall,255,254,0.23957,205,2.39626
12,hong,2483,2254,2.12593,790,9.23437
12,kong,2357,2169,2.04576,769,8.9889
12,amid,954,951,0.89697,498,5.82116
12,close,831,814,0.76775,503,5.8796
12,hongkong,774,772,0.72814,217,2.53653
12,border,1003,946,0.89225,523,6.11338
12,medical,1975,1869,1.76281,912,10.66043
12,hk,631,541,0.51026,213,2.48977
12,mainland,1227,1198,1.12993,578,6.75628
12,open,552,528,0.498,382,4.46523
12,shortage,430,406,0.38293,281,3.28463
12,supply,1167,1102,1.03939,617,7.21216
12,equipment,375,354,0.33389,266,3.10929
12,protest,419,393,0.37067,227,2.65342
12,protective,384,368,0.34709,257,3.00409
13,new,8221,7321,6.90504,2202,25.73933
13,report,2929,2823,2.6626,1246,14.56458
13,outbreak,8429,8156,7.6926,2557,29.88895
13,order,664,638,0.60175,462,5.40035
13,epicenter,639,638,0.60175,405,4.73407
13,despite,455,445,0.41972,342,3.99766
13,used,618,605,0.57063,456,5.33022
13,china,42536,37732,35.58817,5378,62.86382
13,exposed,293,293,0.27635,235,2.74693
13,breaking,2414,2406,2.2693,1047,12.23846
13,york,283,281,0.26503,195,2.27937
13,development,267,261,0.24617,216,2.52484
13,disturbing,139,139,0.1311,124,1.44944
13,reveals,155,155,0.14619,135,1.57802
13,canceled,121,120,0.11318,90,1.05202
14,communist,1718,1655,1.56097,887,10.36821
14,mean,1075,1047,0.98751,736,8.60316
14,party,1126,1056,0.996,669,7.81999
14,better,856,831,0.78378,620,7.24722
14,china,42536,37732,35.58817,5378,62.86382
14,political,680,653,0.6159,516,6.03156
14,finally,352,348,0.32823,295,3.44828
14,doesnt,578,546,0.51498,432,5.04968
14,government,4025,3869,3.64917,1713,20.02338
14,trudeau,3181,2936,2.76918,1074,12.55406
14,law,511,475,0.44801,379,4.43016
14,sound,420,420,0.39614,357,4.173
14,office,381,379,0.35747,313,3.65868
14,trudeaumustgo,299,292,0.27541,191,2.23261
14,want,1794,1727,1.62888,1090,12.74109
15,canada,6943,6074,5.72889,2185,25.54062
15,cut,2163,1126,1.06202,759,8.872
15,cdc,1705,1572,1.48268,874,10.21625
15,plan,988,956,0.90168,689,8.05377
15,stand,781,605,0.57063,506,5.91467
15,budget,829,663,0.62533,471,5.50555
15,taiwan,918,797,0.75172,496,5.79778
15,program,641,630,0.59421,498,5.82116
15,trump,4200,3551,3.34924,1673,19.55582
15,small,464,463,0.43669,387,4.52367
15,clear,533,528,0.498,426,4.97954
15,facing,417,415,0.39142,353,4.12624
15,department,497,484,0.4565,372,4.34833
15,idiot,253,245,0.23108,233,2.72355
15,china,42536,37732,35.58817,5378,62.86382
16,outbreak,8429,8156,7.6926,2557,29.88895
16,fight,1133,1093,1.0309,696,8.13559
16,deadly,959,946,0.89225,640,7.48101
16,house,692,669,0.63099,512,5.9848
16,billion,906,847,0.79888,646,7.55114
16,oil,620,524,0.49423,393,4.5938
16,white,419,414,0.39048,330,3.85739
16,trump,4200,3551,3.34924,1673,19.55582
16,ready,438,431,0.40651,352,4.11455
16,cost,423,388,0.36595,301,3.51841
16,half,429,427,0.40274,357,4.173
16,price,399,375,0.35369,298,3.48334
16,industry,385,368,0.34709,288,3.36645
16,guess,244,242,0.22825,210,2.4547
16,thinking,304,269,0.25372,246,2.87551
17,time,3598,3379,3.18701,1675,19.57919
17,epidemic,3008,2956,2.78805,1475,17.24138
17,true,624,605,0.57063,444,5.18995
17,wrong,567,556,0.52441,441,5.15488
17,lie,685,633,0.59703,496,5.79778
17,point,716,707,0.66683,504,5.89129
17,friend,660,629,0.59326,484,5.65751
17,gun,481,413,0.38953,314,3.67037
17,list,429,411,0.38765,329,3.8457
17,treat,508,428,0.40368,344,4.02104
17,love,413,402,0.37916,330,3.85739
17,state,2558,2388,2.25232,1336,15.6166
17,governor,368,314,0.29616,233,2.72355
17,iran,859,773,0.72908,576,6.7329
17,violence,413,348,0.32823,276,3.22618
18,say,6194,5840,5.50819,2313,27.03682
18,expert,1515,1470,1.38648,824,9.63179
18,chinese,9031,8300,7.82842,2623,30.66043
18,zero,679,647,0.61024,364,4.25482
18,called,629,605,0.57063,476,5.564
18,word,552,543,0.51215,446,5.21333
18,allowed,483,478,0.45084,360,4.20807
18,weapon,444,412,0.38859,305,3.56517
18,hedge,352,349,0.32917,160,1.87025
18,biological,468,448,0.42255,328,3.83402
18,claim,698,676,0.63759,510,5.96143
18,china,42536,37732,35.58817,5378,62.86382
18,15,641,624,0.58855,439,5.1315
18,warfare,254,253,0.23863,204,2.38457
18,probably,471,458,0.43198,348,4.0678
19,beijing,1556,1485,1.40063,727,8.49795
19,xi,1270,1204,1.13559,679,7.93688
19,work,1414,1333,1.25726,839,9.80713
19,long,806,791,0.74606,565,6.60432
19,day,5026,4482,4.22734,1929,22.54822
19,crisis,1163,1140,1.07523,767,8.96552
19,chinese,9031,8300,7.82842,2623,30.66043
19,high,722,674,0.63571,463,5.41204
19,president,1183,1119,1.05542,792,9.25774
19,period,533,510,0.48102,347,4.05611
19,interesting,420,417,0.39331,329,3.8457
19,feel,465,461,0.43481,358,4.18469
19,study,491,467,0.44047,301,3.51841
19,jinping,391,389,0.3669,259,3.02747
19,ncov,448,430,0.40557,223,2.60666
20,day,5026,4482,4.22734,1929,22.54822
20,hospital,3398,3043,2.8701,1296,15.14904
20,patient,2838,2581,2.43435,1065,12.44886
20,sick,1223,1052,0.99223,751,8.77849
20,symptom,1220,1138,1.07334,594,6.94331
20,10,1567,1495,1.41006,846,9.88895
20,14,1150,1110,1.04693,658,7.69141
20,month,1140,1086,1.0243,730,8.53302
20,ago,747,742,0.69984,543,6.34717
20,feb,1346,1125,1.06108,553,6.46406
20,24,659,638,0.60175,412,4.8159
20,end,1043,1019,0.9611,741,8.6616
20,single,412,411,0.38765,347,4.05611
20,early,802,765,0.72153,531,6.2069
20,built,362,341,0.32163,283,3.30801
21,know,3276,3070,2.89557,1645,19.22852
21,need,2782,2562,2.41643,1475,17.24138
21,american,2327,2180,2.05614,1201,14.03857
21,trump,4200,3551,3.34924,1673,19.55582
21,sure,859,847,0.79888,667,7.79661
21,possible,861,851,0.80265,577,6.74459
21,response,1428,1370,1.29216,902,10.54354
21,realdonaldtrump,998,985,0.92903,627,7.32905
21,thats,747,726,0.68475,552,6.45237
21,jail,401,396,0.3735,347,4.05611
21,soon,633,625,0.58949,495,5.78609
21,administration,708,577,0.54422,463,5.41204
21,directly,315,310,0.29239,282,3.29632
21,trust,459,422,0.39802,308,3.60023
21,little,665,656,0.61873,536,6.26534
22,think,2081,1996,1.88259,1231,14.38925
22,2019ncov,2945,2879,2.71542,918,10.73057
22,thing,1475,1384,1.30536,937,10.95266
22,information,1087,1053,0.99317,704,8.22911
22,read,1047,1031,0.97242,682,7.97195
22,bad,717,689,0.64985,502,5.86791
22,lot,847,824,0.77718,569,6.65108
22,disease,2310,2223,2.0967,1275,14.90357
22,worse,610,598,0.56402,444,5.18995
22,transmission,839,762,0.71871,349,4.07949
22,likely,842,810,0.76398,480,5.61075
22,getting,836,820,0.77341,606,7.08358
22,thread,454,432,0.40745,286,3.34307
22,source,764,736,0.69418,512,5.9848
22,novel,2786,2760,2.60318,1203,14.06195
23,world,4850,4547,4.28865,2032,23.75219
23,life,1488,1443,1.36101,917,10.71888
23,ccp,1388,1242,1.17143,373,4.36002
23,truth,839,806,0.76021,565,6.60432
23,population,859,848,0.79982,610,7.13033
23,wow,375,368,0.34709,314,3.67037
23,save,507,491,0.4631,403,4.7107
23,lying,424,381,0.35935,308,3.60023
23,rest,481,475,0.44801,383,4.47691
23,telling,500,500,0.47159,410,4.79252
23,kind,477,476,0.44895,401,4.68732
23,biggest,393,387,0.36501,310,3.62361
23,example,374,373,0.35181,327,3.82233
23,60,462,461,0.43481,332,3.88077
23,course,382,381,0.35935,333,3.89246
24,news,3168,3050,2.87671,1402,16.38808
24,update,2532,2446,2.30702,997,11.654
24,live,1306,1278,1.20539,755,8.82525
24,youtube,801,794,0.74889,316,3.69375
24,latest,1303,1290,1.21671,702,8.20573
24,watch,985,976,0.92055,604,7.0602
24,cbc,631,614,0.57911,364,4.25482
24,toronto,672,642,0.60552,457,5.34191
24,bbc,360,355,0.33483,190,2.22092
24,follow,488,484,0.4565,355,4.14962
24,stupid,373,366,0.3452,315,3.68206
24,fake,581,511,0.48197,410,4.79252
24,provide,368,367,0.34615,293,3.4249
24,cbcnews,520,493,0.46499,290,3.38983
24,china,42536,37732,35.58817,5378,62.86382
25,question,1565,1523,1.43647,1025,11.9813
25,tell,1196,1179,1.11201,801,9.36295
25,story,1156,1086,1.0243,751,8.77849
25,ambassador,938,927,0.87433,603,7.04851
25,china,42536,37732,35.58817,5378,62.86382
25,multiple,510,500,0.47159,382,4.46523
25,remember,487,480,0.45273,395,4.61718
25,barton,439,399,0.37633,223,2.60666
25,investment,412,405,0.38199,324,3.78726
25,held,539,478,0.45084,364,4.25482
25,didnt,410,406,0.38293,336,3.92753
25,camp,653,613,0.57817,438,5.11981
25,asked,630,622,0.58666,475,5.55231
25,ask,407,399,0.37633,326,3.81064
25,twitter,381,362,0.34143,296,3.45996
26,spread,3474,3357,3.16626,1485,17.35827
26,state,2558,2388,2.25232,1336,15.6166
26,stop,1740,1660,1.56568,1048,12.25015
26,risk,1580,1501,1.41572,880,10.28638
26,united,886,845,0.79699,655,7.65634
26,measure,914,891,0.84038,514,6.00818
26,prevent,824,801,0.75549,553,6.46406
26,low,792,756,0.71305,529,6.18352
26,yes,640,625,0.58949,502,5.86791
26,effort,761,739,0.69701,502,5.86791
26,contain,625,620,0.58477,436,5.09643
26,place,1057,1044,0.98468,777,9.08241
26,continues,493,491,0.4631,357,4.173
26,remains,429,429,0.40463,339,3.96259
26,said,3012,2879,2.71542,1438,16.80888
27,journalist,714,694,0.65457,496,5.79778
27,testing,695,664,0.62627,379,4.43016
27,test,1784,1610,1.51852,759,8.872
27,citizen,2497,2423,2.28533,1272,14.8685
27,reporting,988,954,0.8998,602,7.03682
27,seen,810,801,0.75549,570,6.66277
27,post,688,664,0.62627,491,5.73933
27,free,612,554,0.52252,422,4.93279
27,thank,523,514,0.4848,414,4.83928
27,online,545,540,0.50932,407,4.75745
27,critical,531,528,0.498,388,4.53536
27,freedom,561,538,0.50743,411,4.80421
27,missing,464,462,0.43575,355,4.14962
27,daily,690,671,0.63288,403,4.7107
27,speech,516,497,0.46876,404,4.72238
28,away,1377,1215,1.14597,844,9.86558
28,economy,1312,1261,1.18935,796,9.3045
28,liberal,1436,1292,1.21859,701,8.19404
28,2020,1129,1106,1.04316,775,9.05903
28,trudeau,3181,2936,2.76918,1074,12.55406
28,real,1338,1299,1.22519,894,10.45003
28,economic,764,740,0.69796,535,6.25365
28,money,1122,1061,1.00072,768,8.97721
28,idea,599,589,0.55553,484,5.65751
28,job,816,771,0.72719,618,7.22385
28,problem,912,887,0.8366,700,8.18235
28,taking,1041,1035,0.97619,772,9.02396
28,run,671,654,0.61684,527,6.16014
28,failure,506,346,0.32634,285,3.33139
28,trudeaus,495,492,0.46405,382,4.46523
29,good,1685,1641,1.54776,1042,12.18001
29,woman,1364,1305,1.23085,733,8.56809
29,bc,1135,1011,0.95356,488,5.70427
29,business,1298,1186,1.11861,683,7.98364
29,big,822,799,0.7536,594,6.94331
29,uk,1050,969,0.91394,529,6.18352
29,breaking,2414,2406,2.2693,1047,12.23846
29,british,499,487,0.45933,322,3.76388
29,maybe,639,589,0.55553,458,5.35359
29,great,958,925,0.87244,701,8.19404
29,30,629,627,0.59138,434,5.07306
29,presumptive,253,253,0.23863,189,2.20923
29,london,296,279,0.26315,206,2.40795
29,headline,294,285,0.26881,249,2.91058
29,region,370,363,0.34238,267,3.12098
30,trade,1163,1050,0.99034,775,9.05903
30,child,879,801,0.75549,582,6.80304
30,war,662,591,0.55742,454,5.30684
30,deal,743,693,0.65363,537,6.27703
30,result,515,485,0.45744,338,3.95091
30,arrested,496,493,0.46499,396,4.62887
30,year,2172,2067,1.94956,1315,15.37113
30,april,394,350,0.33011,283,3.30801
30,drug,940,758,0.71493,500,5.84454
30,negative,363,330,0.31125,206,2.40795
30,fucking,305,298,0.28107,273,3.19112
30,recently,401,386,0.36407,314,3.67037
30,growing,403,399,0.37633,331,3.86908
30,moron,163,163,0.15374,155,1.81181
30,officially,249,242,0.22825,195,2.27937
31,video,2201,2060,1.94296,1104,12.90473
31,control,1839,1788,1.68641,1010,11.80596
31,actually,744,652,0.61496,517,6.04325
31,happening,553,544,0.51309,438,5.11981
31,using,718,701,0.66117,518,6.05494
31,worry,424,406,0.38293,308,3.60023
31,viral,479,474,0.44707,353,4.12624
31,china,42536,37732,35.58817,5378,62.86382
31,coronaviruscanada,614,614,0.57911,273,3.19112
31,shanghai,489,458,0.43198,256,2.9924
31,looking,406,392,0.36973,321,3.75219
31,whats,355,349,0.32917,298,3.48334
31,propaganda,352,349,0.32917,248,2.89889
31,image,335,329,0.31031,284,3.3197
31,starting,260,259,0.24428,210,2.4547
32,city,2174,2025,1.90994,980,11.45529
32,million,2735,2415,2.27779,1393,16.28288
32,lockdown,839,816,0.76964,464,5.42373
32,spraying,369,356,0.33577,285,3.33139
32,left,865,854,0.80548,627,7.32905
32,street,705,661,0.62344,465,5.43542
32,god,616,506,0.47725,346,4.04442
32,wonder,463,461,0.43481,360,4.20807
32,hell,618,601,0.56685,461,5.38866
32,china,42536,37732,35.58817,5378,62.86382
32,biden,527,345,0.3254,287,3.35476
32,locked,318,309,0.29144,231,2.70018
32,living,375,369,0.34803,310,3.62361
32,special,370,367,0.34615,323,3.77557
32,took,423,415,0.39142,334,3.90415
33,right,1805,1665,1.5704,1032,12.06312
33,got,1117,1061,1.00072,776,9.07072
33,hand,881,814,0.76775,635,7.42256
33,face,1097,1058,0.99789,694,8.11222
33,home,2394,2256,2.12782,1248,14.58796
33,racism,619,590,0.55648,457,5.34191
33,listen,518,510,0.48102,407,4.75745
33,stay,623,604,0.56968,448,5.2367
33,thanks,510,507,0.47819,388,4.53536
33,turn,516,515,0.48574,414,4.83928
33,wash,398,389,0.3669,346,4.04442
33,kid,405,384,0.36218,328,3.83402
33,avoid,421,402,0.37916,319,3.72881
33,check,397,391,0.36878,300,3.50672
33,cure,405,386,0.36407,302,3.5301
34,country,4357,4120,3.88591,1831,21.40269
34,citizen,2497,2423,2.28533,1272,14.8685
34,travel,1450,1368,1.29027,783,9.15254
34,coming,1247,1236,1.16577,824,9.63179
34,trying,909,899,0.84792,685,8.00701
34,thousand,942,920,0.86773,616,7.20047
34,ban,736,709,0.66872,486,5.68089
34,china,42536,37732,35.58817,5378,62.86382
34,australia,466,429,0.40463,306,3.57686
34,restriction,464,454,0.4282,339,3.96259
34,asian,329,320,0.30182,268,3.13267
34,history,451,438,0.41311,339,3.96259
34,bird,258,229,0.21599,201,2.3495
34,entry,256,252,0.23768,185,2.16248
34,rt,234,224,0.21127,207,2.41964
35,going,2066,1915,1.80619,1144,13.3723
35,pandemic,1869,1806,1.70339,969,11.32671
35,really,1521,1471,1.38742,973,11.37347
35,global,2406,2322,2.19007,1235,14.436
35,le,1510,1239,1.1686,622,7.2706
35,believe,1070,1010,0.95261,741,8.6616
35,du,714,596,0.56214,215,2.51315
35,et,797,693,0.65363,323,3.77557
35,chine,512,492,0.46405,151,1.76505
35,pour,569,483,0.45556,181,2.11572
35,au,476,400,0.37727,168,1.96376
35,est,449,406,0.38293,175,2.04559
35,plus,349,321,0.30276,201,2.3495
35,une,369,342,0.32257,134,1.56634
35,sur,331,307,0.28956,137,1.6014
36,coronavirusoutbreak,2479,2457,2.3174,884,10.33314
36,way,1701,1658,1.5638,1101,12.86967
36,wuhancoronavirus,1113,1096,1.03373,393,4.5938
36,coronaviruschina,964,964,0.90923,375,4.3834
36,protect,1061,1022,0.96393,624,7.29398
36,ncov2019,852,842,0.79416,251,2.93396
36,mask,1520,1284,1.21105,678,7.92519
36,province,2029,1906,1.79771,914,10.68381
36,covid2019,520,516,0.48668,238,2.782
36,hubei,1991,1859,1.75338,765,8.94214
36,wuhanvirus,531,530,0.49989,268,3.13267
36,gtgt,396,395,0.37256,12,0.14027
36,agnp,392,388,0.36595,6,0.07013
36,ltlt,388,388,0.36595,6,0.07013
36,protection,452,442,0.41689,230,2.68849
37,quarantine,3694,3473,3.27567,1386,16.20105
37,national,1704,1679,1.5836,969,11.32671
37,military,977,926,0.87339,647,7.56283
37,set,484,480,0.45273,339,3.96259
37,mass,369,361,0.34049,295,3.44828
37,wait,335,333,0.31408,279,3.26125
37,california,277,260,0.24523,181,2.11572
37,isolation,416,406,0.38293,268,3.13267
37,begin,232,232,0.21882,195,2.27937
37,russian,265,237,0.22353,205,2.39626
37,join,279,263,0.24806,211,2.46639
37,movie,231,226,0.21316,211,2.46639
37,self,252,238,0.22448,191,2.23261
37,san,312,309,0.29144,219,2.55991
37,dozen,342,342,0.32257,276,3.22618
38,lab,1517,1370,1.29216,757,8.84863
38,flu,1652,1436,1.35441,790,9.23437
38,scientist,1028,999,0.94224,630,7.36411
38,vaccine,982,825,0.77813,591,6.90824
38,person,924,850,0.80171,555,6.48743
38,infected,3314,3094,2.91821,1307,15.27762
38,dead,1263,1106,1.04316,730,8.53302
38,africa,757,696,0.65646,496,5.79778
38,kill,906,868,0.81868,673,7.86674
38,treatment,598,568,0.53573,382,4.46523
38,released,590,587,0.55365,460,5.37697
38,level,772,749,0.70644,534,6.24196
38,100,774,742,0.69984,567,6.6277
38,research,775,710,0.66966,470,5.49386
38,known,573,572,0.5395,423,4.94448
39,cdnpoli,2896,2895,2.73051,1091,12.75278
39,justintrudeau,1372,1350,1.2733,679,7.93688
39,look,1607,1544,1.45627,1021,11.93454
39,hope,893,864,0.81491,635,7.42256
39,korea,788,748,0.7055,519,6.06663
39,north,631,600,0.56591,463,5.41204
39,pm,609,598,0.56402,461,5.38866
39,america,1035,984,0.92809,739,8.63822
39,shit,519,511,0.48197,450,5.26008
39,south,568,559,0.52724,375,4.3834
39,bcpoli,452,452,0.42632,181,2.11572
39,pattyhajdu,409,403,0.3801,188,2.19755
39,press,358,340,0.32068,267,3.12098
39,arent,365,365,0.34426,333,3.89246
39,conference,288,283,0.26692,202,2.36119
40,medium,2382,2269,2.14008,1297,15.16072
40,man,1568,1511,1.42515,1000,11.68907
40,huawei,1336,1191,1.12333,727,8.49795
40,security,1237,1114,1.05071,843,9.85389
40,concern,890,883,0.83283,622,7.2706
40,conspiracy,680,643,0.60647,502,5.86791
40,dangerous,776,752,0.70927,599,7.00175
40,5g,560,503,0.47442,364,4.25482
40,china,42536,37732,35.58817,5378,62.86382
40,russia,1145,1069,1.00826,816,9.53828
40,policy,587,563,0.53101,457,5.34191
40,theory,430,407,0.38388,347,4.05611
40,social,963,948,0.89414,678,7.92519
40,actual,363,361,0.34049,327,3.82233
40,cotton,355,344,0.32445,285,3.33139
