Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
7,died,8185,7683,2999
7,die,4144,3861,2012
7,day,25588,22593,6138
7,sick,4098,3753,2155
7,year,12661,11446,4877
7,dying,3623,3424,1979
7,election,14464,13217,4192
7,getting,5780,5541,2974
7,infected,2711,2552,1534
7,fear,2664,2456,1443
7,going,11140,10554,4370
7,shit,1749,1668,1232
7,believe,4018,3594,2178
7,ago,3546,3386,2153
8,lockdown,19801,18159,4767
8,world,8992,8405,3740
8,second,5608,5441,2679
8,country,12181,11561,4272
8,wave,4396,4060,2092
8,china,4362,3767,1668
8,death,31115,26114,5587
8,canada,19095,17602,4944
8,virus,14802,13947,4534
8,cause,3227,2963,1885
8,great,5188,5025,2982
8,border,2293,2169,1496
8,uk,3063,2828,1384
8,national,4326,4249,2262
8,protest,1920,1805,1150
9,alberta,10699,9801,1998
9,cdnpoli,10700,10691,2487
9,ableg,8692,8671,1042
9,trudeau,7642,6808,2357
9,app,6420,5085,1593
9,government,14265,13524,4368
9,kenney,4366,3949,873
9,federal,5137,4809,2189
9,jkenney,3703,3652,896
9,contact,5954,5307,2424
9,canada,19095,17602,4944
9,covid19ab,3285,3276,725
9,abpoli,3220,3220,753
9,albertans,3435,3246,818
9,minister,5069,4860,2262
10,vote,15264,12245,3679
10,stop,7696,6902,3403
10,care,14745,13064,4354
10,worker,7088,6272,2664
10,healthcare,5356,4896,2150
10,ballot,4927,3728,1976
10,voter,3989,3662,1896
10,republican,4077,3927,1696
10,pandemic,58722,57071,9258
10,person,3359,3119,2052
10,right,11481,10705,4198
10,mail,2422,2194,1423
10,relief,2532,2468,1468
10,education,2024,1872,1120
10,make,11505,11080,4594
11,health,29045,26312,6270
11,public,14635,13812,4778
11,expert,5181,5069,2528
11,medical,4994,4787,2439
11,dr,9692,8963,3383
11,patient,6010,5577,2646
11,read,4382,4264,2501
11,yes,2892,2734,1905
11,official,4950,4832,2328
11,disease,3838,3503,1975
11,good,8111,7822,3853
11,cdc,2694,2543,1299
11,care,14745,13064,4354
11,say,21332,19870,5559
11,study,3850,3656,2030
12,vaccine,11652,9996,3830
12,ontario,16156,15111,3309
12,onpoli,9259,9243,1971
12,ford,6588,5933,1564
12,fordnation,6933,6373,1734
12,toronto,6006,5621,1984
12,say,21332,19870,5559
12,new,42701,36258,6835
12,doug,3641,3396,1107
12,pfizer,3154,2826,1721
12,thread,2619,2603,1351
12,ottawa,3794,3533,1246
12,effective,2802,2695,1764
12,peel,3046,2858,1059
12,early,2974,2882,1883
13,positive,9413,8704,3342
13,test,11676,10273,3701
13,canada,19095,17602,4944
13,news,11679,11254,4039
13,house,6799,6504,2568
13,white,6089,5808,2172
13,tested,5237,4880,2374
13,staff,5005,4665,2251
13,testing,6381,5654,2706
13,chief,3590,3391,1841
13,update,6623,6447,2195
13,meadow,2509,2113,954
13,mark,2529,2513,1267
13,latest,2642,2619,1498
13,watch,4387,4179,2235
14,biden,15958,14115,3664
14,plan,8770,7960,3486
14,joe,5812,5509,2241
14,outbreak,7722,6972,2660
14,force,3591,3441,1840
14,win,3143,3017,1901
14,school,11258,8867,3032
14,team,2992,2794,1774
14,thanks,2950,2824,1982
14,task,2653,2582,1407
14,wow,1501,1455,1158
14,family,8297,7850,3668
14,today,20437,19184,5545
14,member,2905,2757,1776
14,student,3169,2842,1631
15,home,14445,13139,4994
15,le,8132,6453,2678
15,stay,8332,7508,3780
15,et,3956,3065,812
15,resident,2714,2414,1327
15,ltc,2164,1904,823
15,senior,2552,2360,1471
15,pour,2556,2137,532
15,plus,2251,2070,1058
15,au,2073,1595,416
15,longterm,2075,1982,1128
15,du,1926,1649,409
15,est,1773,1517,553
15,ca,1529,1215,277
15,2020,5214,4921,2674
