Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
9,kenney,4366,3949,1.01167,873,5.43214
9,federal,5137,4809,1.23199,2189,13.62081
9,jkenney,3703,3652,0.93559,896,5.57526
9,contact,5954,5307,1.35957,2424,15.08307
9,canada,19095,17602,4.50937,4944,30.76349
9,covid19ab,3285,3276,0.83926,725,4.51123
9,abpoli,3220,3220,0.82492,753,4.68546
9,albertans,3435,3246,0.83158,818,5.08991
9,minister,5069,4860,1.24506,2262,14.07504
10,vote,15264,12245,3.13698,3679,22.89217
10,stop,7696,6902,1.76819,3403,21.17479
10,care,14745,13064,3.3468,4354,27.09228
10,worker,7088,6272,1.60679,2664,16.57644
10,healthcare,5356,4896,1.25428,2150,13.37813
10,ballot,4927,3728,0.95506,1976,12.29544
10,voter,3989,3662,0.93815,1896,11.79765
10,republican,4077,3927,1.00604,1696,10.55317
10,pandemic,58722,57071,14.62073,9258,57.60687
10,person,3359,3119,0.79904,2052,12.76834
10,right,11481,10705,2.74246,4198,26.12159
10,mail,2422,2194,0.56207,1423,8.85446
10,relief,2532,2468,0.63226,1468,9.13447
10,education,2024,1872,0.47958,1120,6.96907
10,make,11505,11080,2.83853,4594,28.58565
11,health,29045,26312,6.74074,6270,39.01437
11,public,14635,13812,3.53843,4778,29.73057
11,expert,5181,5069,1.2986,2528,15.7302
11,medical,4994,4787,1.22636,2439,15.1764
11,dr,9692,8963,2.29619,3383,21.05034
11,patient,6010,5577,1.42874,2646,16.46444
11,read,4382,4264,1.09237,2501,15.56219
11,yes,2892,2734,0.70041,1905,11.85365
11,official,4950,4832,1.23789,2328,14.48572
11,disease,3838,3503,0.89742,1975,12.28922
11,good,8111,7822,2.00388,3853,23.97486
11,cdc,2694,2543,0.65148,1299,8.08288
11,care,14745,13064,3.3468,4354,27.09228
11,say,21332,19870,5.09039,5559,34.59026
11,study,3850,3656,0.93661,2030,12.63145
12,vaccine,11652,9996,2.56082,3830,23.83175
12,ontario,16156,15111,3.87121,3309,20.58988
12,onpoli,9259,9243,2.36792,1971,12.26433
12,ford,6588,5933,1.51995,1564,9.73182
12,fordnation,6933,6373,1.63267,1734,10.78962
12,toronto,6006,5621,1.44002,1984,12.34522
12,say,21332,19870,5.09039,5559,34.59026
12,new,42701,36258,9.28875,6835,42.53002
12,doug,3641,3396,0.87,1107,6.88818
12,pfizer,3154,2826,0.72398,1721,10.70873
12,thread,2619,2603,0.66685,1351,8.40645
12,ottawa,3794,3533,0.9051,1246,7.7531
12,effective,2802,2695,0.69042,1764,10.97629
12,peel,3046,2858,0.73218,1059,6.58951
12,early,2974,2882,0.73833,1883,11.71676
13,positive,9413,8704,2.22983,3342,20.79522
13,test,11676,10273,2.63179,3701,23.02906
13,canada,19095,17602,4.50937,4944,30.76349
13,news,11679,11254,2.88311,4039,25.13223
13,house,6799,6504,1.66623,2568,15.97909
13,white,6089,5808,1.48792,2172,13.51503
13,tested,5237,4880,1.25018,2374,14.77195
13,staff,5005,4665,1.1951,2251,14.0066
13,testing,6381,5654,1.44847,2706,16.83778
13,chief,3590,3391,0.86872,1841,11.45542
13,update,6623,6447,1.65162,2195,13.65814
13,meadow,2509,2113,0.54132,954,5.93616
13,mark,2529,2513,0.64379,1267,7.88377
13,latest,2642,2619,0.67095,1498,9.32114
13,watch,4387,4179,1.0706,2235,13.90704
14,biden,15958,14115,3.61605,3664,22.79883
14,plan,8770,7960,2.03923,3486,21.69125
14,joe,5812,5509,1.41132,2241,13.94437
14,outbreak,7722,6972,1.78612,2660,16.55155
14,force,3591,3441,0.88153,1840,11.44919
14,win,3143,3017,0.77291,1901,11.82876
14,school,11258,8867,2.27159,3032,18.86628
14,team,2992,2794,0.71578,1774,11.03852
14,thanks,2950,2824,0.72347,1982,12.33277
14,task,2653,2582,0.66147,1407,8.7549
14,wow,1501,1455,0.37275,1158,7.20553
14,family,8297,7850,2.01105,3668,22.82372
14,today,20437,19184,4.91465,5545,34.50314
14,member,2905,2757,0.7063,1776,11.05096
14,student,3169,2842,0.72808,1631,10.14872
15,home,14445,13139,3.36601,4994,31.07461
15,le,8132,6453,1.65316,2678,16.66356
15,stay,8332,7508,1.92344,3780,23.52063
15,et,3956,3065,0.78521,812,5.05258
15,resident,2714,2414,0.61843,1327,8.25711
15,ltc,2164,1904,0.48778,823,5.12103
15,senior,2552,2360,0.6046,1471,9.15313
15,pour,2556,2137,0.54747,532,3.31031
15,plus,2251,2070,0.5303,1058,6.58329
15,au,2073,1595,0.40861,416,2.58851
15,longterm,2075,1982,0.50776,1128,7.01885
15,du,1926,1649,0.42245,409,2.54496
15,est,1773,1517,0.38863,553,3.44098
15,ca,1529,1215,0.31126,277,1.7236
15,2020,5214,4921,1.26069,2674,16.63867
