Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
4,ontario,22153,20641,5.04452,4124,27.26431
4,measure,5506,5261,1.28575,2585,17.08978
4,province,9049,8576,2.09591,3018,19.9524
4,open,4880,4710,1.15109,2478,16.38239
4,city,4396,4060,0.99224,2086,13.79082
4,small,4731,4396,1.07435,2298,15.19238
4,region,5128,4572,1.11736,1807,11.94632
4,restaurant,3014,2687,0.65668,1639,10.83565
4,ottawa,3740,3338,0.81578,1440,9.52003
4,christmas,10302,9370,2.28996,3988,26.3652
4,lock,2159,2095,0.512,1261,8.33664
5,mask,19504,17038,4.16397,4788,31.65411
5,wear,9691,9136,2.23277,3491,23.07947
5,social,5323,5182,1.26644,2800,18.51117
5,vaccinated,4091,3833,0.93676,2007,13.26854
5,distancing,3372,3294,0.80503,1983,13.10988
5,hand,3532,3373,0.82434,2056,13.59249
5,wearing,3287,3098,0.75713,1853,12.25043
5,face,3439,3258,0.79623,1977,13.07021
5,hoax,2539,2409,0.58874,1284,8.48869
5,called,3258,3144,0.76837,1883,12.44876
5,save,3316,3184,0.77815,1846,12.20415
5,fine,2083,2019,0.49343,1329,8.7862
5,gathering,2522,2453,0.5995,1525,10.08198
5,spread,9101,8789,2.14797,3560,23.53563
5,event,2342,2283,0.55795,1442,9.53325
6,canadian,12083,11133,2.72083,3682,24.34219
6,pandemic,57745,56020,13.6909,8775,58.01269
6,country,13107,12318,3.01043,4202,27.77998
6,cdnpoli,12338,12307,3.00774,2550,16.85839
6,canada,26361,23465,5.73468,5764,38.10657
6,world,9107,8503,2.07807,3576,23.64141
6,crisis,4302,4087,0.99883,2104,13.90982
6,change,4219,3977,0.97195,2341,15.47666
6,free,3892,3709,0.90645,2278,15.06016
6,global,3932,3674,0.8979,2007,13.26854
6,nation,4067,3909,0.95533,2024,13.38093
6,justintrudeau,3439,3403,0.83167,1455,9.6192
6,trudeau,7586,6840,1.67165,2055,13.58588
6,conservative,2821,2683,0.65571,1157,7.64908
6,border,2685,2457,0.60047,1431,9.46053
7,health,30303,27236,6.65629,6072,40.1428
7,care,17368,15631,3.82011,4721,31.21116
7,worker,15807,13751,3.36065,4331,28.63282
7,public,13074,12144,2.96791,4124,27.26431
7,healthcare,6053,5830,1.42481,2625,17.35422
7,community,6231,5831,1.42506,2696,17.82361
7,outbreak,7303,6653,1.62595,2380,15.7345
7,support,8469,7840,1.91604,3506,23.17863
7,resident,4456,3916,0.95704,1990,13.15615
7,service,3654,3399,0.83069,2054,13.57927
7,staff,5671,5374,1.31337,2529,16.71956
7,frontline,2800,2730,0.66719,1675,11.07365
7,longterm,2485,2429,0.59363,1434,9.48036
7,continue,4341,4216,1.03036,2312,15.28494
7,home,18220,16655,4.07037,5315,35.13817
8,people,50033,44138,10.78702,7616,50.35039
8,canada,26361,23465,5.73468,5764,38.10657
8,die,4781,4318,1.05529,2001,13.22888
8,dying,2952,2782,0.6799,1653,10.9282
8,thousand,3021,2894,0.70727,1715,11.33809
8,flight,3474,3026,0.73953,1688,11.15959
8,rest,2308,2283,0.55795,1557,10.29353
8,kill,2050,1984,0.48488,1281,8.46886
8,saw,1555,1514,0.37001,1139,7.53008
8,march,2875,2804,0.68528,1825,12.06532
8,1000,1428,1375,0.33604,980,6.47891
8,usa,1601,1531,0.37417,895,5.91696
8,cancer,1301,1144,0.27959,834,5.51369
8,approves,689,689,0.16839,570,3.76835
8,world,9107,8503,2.07807,3576,23.64141
9,death,28765,23940,5.85077,4759,31.46238
9,state,8208,7673,1.87523,2694,17.81039
9,far,4223,4013,0.98075,2145,14.18088
9,dead,3729,2910,0.71118,1447,9.56631
9,day,26550,23223,5.67554,5846,38.64868
9,single,3152,3056,0.74687,1778,11.75459
9,rate,5904,5394,1.31826,2433,16.08489
9,tweet,2476,2390,0.5841,1553,10.26709
9,died,11901,10512,2.56906,3359,22.2068
9,population,3328,3170,0.77473,1866,12.33637
9,toll,2463,2372,0.5797,1357,8.97131
9,30,2741,2554,0.62418,1477,9.76464
9,300000,2732,2682,0.65546,1336,8.83247
9,3000,2153,1819,0.44455,986,6.51858
9,infection,4244,3989,0.97488,1975,13.05699
10,home,18220,16655,4.07037,5315,35.13817
10,stay,9386,8492,2.07539,3830,25.32064
10,got,8558,8028,1.96199,3533,23.35713
10,holiday,7585,7113,1.73837,3161,20.89779
10,christmas,10302,9370,2.28996,3988,26.3652
10,safe,6876,6574,1.60664,3127,20.67301
10,sick,5424,4890,1.19508,2362,15.6155
10,food,3575,3178,0.77668,1848,12.21737
10,season,2991,2871,0.70165,1751,11.57609
10,wait,2860,2729,0.66695,1778,11.75459
10,leave,2458,2402,0.58703,1571,10.38609
10,fuck,1644,1487,0.36341,958,6.33347
10,pandemic,57745,56020,13.6909,8775,58.01269
10,happy,1684,1648,0.40276,1249,8.25731
10,visit,1756,1684,0.41156,1190,7.86725
11,trump,17292,15187,3.7116,2815,18.61034
11,house,6856,6516,1.59246,2411,15.93944
11,american,14987,13520,3.30419,3094,20.45485
11,white,4867,4608,1.12616,1730,11.43726
11,president,4723,4530,1.1071,1961,12.96443
11,biden,3979,3638,0.8891,1575,10.41253
11,realdonaldtrump,3022,2996,0.7322,1156,7.64247
11,election,4045,3714,0.90768,1779,11.76121
11,america,4262,4087,0.99883,1820,12.03226
11,infected,3266,3026,0.73953,1616,10.68359
11,official,6191,6032,1.47418,2540,16.79228
11,republican,4497,4228,1.03329,1325,8.75975
11,immunity,2426,2261,0.55257,1256,8.30358
11,gop,3589,3206,0.78352,1158,7.65569
11,administration,2031,1988,0.48585,999,6.60452
12,alberta,11469,10445,2.55269,2372,15.68161
12,ableg,9373,9357,2.28679,1378,9.11014
12,kenney,6394,5664,1.38424,1275,8.42919
12,question,5069,4667,1.14058,2490,16.46172
12,jkenney,4183,4033,0.98564,1125,7.43752
12,covid19ab,4156,4147,1.0135,1111,7.34497
12,albertans,3975,3693,0.90254,1150,7.6028
12,abpoli,3736,3719,0.9089,893,5.90374
12,leadership,3082,2949,0.72071,1592,10.52492
12,jason,2745,2625,0.64153,841,5.55996
12,yyc,2345,2324,0.56797,826,5.4608
12,failed,2677,2560,0.62565,1403,9.27542
12,calgary,2343,2194,0.5362,985,6.51197
12,ucp,2307,2058,0.50296,605,3.99974
12,yeg,1961,1909,0.46655,730,4.82613
13,relief,11463,10889,2.6612,2767,18.29301
13,money,6397,5582,1.3642,2563,16.94433
13,billion,5055,4555,1.11321,2160,14.28005
13,check,5039,4899,1.19728,2229,14.73622
13,vote,4199,3706,0.90572,1583,10.46542
13,mcconnell,4298,4128,1.00885,1224,8.09203
13,deal,3478,3327,0.8131,1832,12.1116
13,need,20974,19418,4.74562,5549,36.68518
13,congress,3355,3155,0.77106,1326,8.76636
13,million,11184,9873,2.41289,3451,22.81502
13,help,11773,10891,2.66168,4199,27.76015
13,american,14987,13520,3.30419,3094,20.45485
13,mitch,2936,2804,0.68528,1007,6.65741
13,stimulus,3057,2960,0.7234,1269,8.38953
13,senate,3090,2879,0.70361,1063,7.02763
14,onpoli,10357,10349,2.52922,2115,13.98255
14,ford,9285,8244,2.01478,2161,14.28666
14,fordnation,7773,7663,1.87278,1933,12.77932
14,uk,6922,6259,1.52966,2579,17.05011
14,ontario,22153,20641,5.04452,4124,27.26431
14,new,38019,32590,7.96477,6229,41.18075
14,doug,4572,4335,1.05944,1449,9.57953
14,premier,7474,7144,1.74594,2501,16.53444
14,strain,3734,3379,0.8258,1760,11.63559
14,variant,3141,2797,0.68357,1523,10.06876
14,action,3219,3046,0.74442,1763,11.65543
14,wave,4159,3926,0.95949,1833,12.11821
14,celliottability,1834,1818,0.44431,648,4.28401
14,covid19ontario,2694,2693,0.65815,857,5.66574
14,travel,4072,3744,0.91501,2105,13.91644
15,said,9666,9261,2.26332,3490,23.07285
15,dr,8466,7858,1.92044,3032,20.04496
15,virus,14284,13275,3.24432,4310,28.49398
15,told,4344,4105,1.00323,2169,14.33955
15,china,4372,3701,0.9045,1629,10.76954
15,expert,3459,3356,0.82018,1836,12.13804
15,lie,2966,2783,0.68015,1427,9.43409
15,say,20950,20015,4.89153,5090,33.65067
15,truth,1887,1789,0.43722,1159,7.6623
15,chief,2198,2109,0.51542,1280,8.46225
15,wonder,1564,1534,0.3749,1146,7.57636
15,cdc,4334,3744,0.91501,1532,10.12826
15,wuhan,1447,1314,0.32113,819,5.41452
15,fauci,1389,1289,0.31502,786,5.19635
15,scientist,3180,3101,0.75786,1783,11.78765
16,day,26550,23223,5.67554,5846,38.64868
16,come,6058,5952,1.45463,3070,20.29618
16,100,3783,3348,0.81823,1991,13.16277
16,morning,2501,2397,0.58581,1540,10.18115
16,pm,3433,3091,0.75542,1575,10.41253
16,reminder,1723,1718,0.41987,1270,8.39614
16,tomorrow,1916,1888,0.46141,1288,8.51514
16,tonight,1883,1834,0.44822,1241,8.20442
16,week,12854,12141,2.96718,4232,27.97832
16,early,3986,3822,0.93407,2159,14.27344
16,waiting,1771,1706,0.41693,1201,7.93997
16,british,1336,1329,0.3248,764,5.05091
16,hero,1208,1180,0.28838,871,5.7583
16,potential,1172,1150,0.28105,805,5.32196
16,bit,1344,1323,0.32333,1059,7.00119
17,know,14395,13568,3.31592,4737,31.31694
17,need,20974,19418,4.74562,5549,36.68518
17,make,11876,11425,2.79219,4391,29.02949
17,important,3852,3790,0.92625,2244,14.83538
17,doesnt,3646,3465,0.84682,1909,12.62065
17,stop,6782,6392,1.56216,2952,19.51607
17,science,4014,3790,0.92625,2030,13.4206
17,virus,14284,13275,3.24432,4310,28.49398
17,disease,3148,3010,0.73562,1683,11.12654
17,share,2440,2390,0.5841,1566,10.35303
17,work,12298,11528,2.81736,4405,29.12204
17,cause,2812,2684,0.65595,1639,10.83565
17,sense,1726,1686,0.41205,1225,8.09864
17,article,2057,2018,0.49319,1130,7.47058
17,exactly,1421,1413,0.34533,1029,6.80286
18,le,8796,6885,1.68265,2471,16.33611
18,et,4366,3474,0.84902,879,5.81119
18,du,2671,2246,0.54891,511,3.37829
18,pour,2760,2297,0.56137,538,3.55679
18,au,2565,2144,0.52398,540,3.57001
18,plus,2235,2044,0.49954,962,6.35991
18,est,1931,1666,0.40716,515,3.40473
18,une,1765,1559,0.38101,417,2.75684
18,sur,1667,1403,0.34288,360,2.38001
18,pa,1704,1478,0.36121,404,2.6709
18,dans,1603,1450,0.35437,412,2.72379
18,charley,1343,1008,0.24635,707,4.67407
18,horrible,1146,842,0.20578,687,4.54185
18,pride,1281,1224,0.29914,834,5.51369
18,qui,1327,1156,0.28252,341,2.2544
19,year,18474,16981,4.15004,5624,37.18101
19,family,12047,11297,2.76091,4243,28.05104
19,died,11901,10512,2.56906,3359,22.2068
19,month,13003,12422,3.03585,4282,28.30887
19,live,5539,5360,1.30995,2535,16.75922
19,watch,4991,4638,1.13349,2303,15.22544
19,friend,5351,5071,1.23932,2685,17.75089
19,lost,4932,4657,1.13814,2291,15.14611
19,2020,6660,6343,1.55018,3154,20.85151
19,flu,4063,3314,0.80992,1678,11.09348
19,10,5503,5024,1.22783,2528,16.71294
19,old,3340,3065,0.74906,1840,12.16448
19,today,20483,19513,4.76884,5314,35.13156
19,ago,3958,3834,0.937,2103,13.90321
19,update,6472,6317,1.54383,2171,14.35277
20,hospital,14027,12724,3.10966,3895,25.75036
20,patient,7971,7259,1.77405,2928,19.3574
20,dos,6735,5801,1.41772,2554,16.88483
20,vaccine,62749,52537,12.83968,7993,52.84279
20,coming,4227,4151,1.01448,2394,15.82705
20,icu,7428,6616,1.6169,2335,15.437
20,point,3954,3900,0.95313,2201,14.5511
20,canada,26361,23465,5.73468,5764,38.10657
20,pfizerbiontech,2643,2628,0.64226,1596,10.55137
20,arrived,1871,1867,0.45628,1382,9.13659
20,set,2667,2619,0.64007,1654,10.93481
20,soon,2592,2563,0.62638,1712,11.31826
20,surge,2148,2084,0.50932,1211,8.00608
20,capacity,2278,2180,0.53278,1352,8.93825
20,bed,2177,1886,0.46093,1146,7.57636
21,news,11454,10889,2.6612,3884,25.67764
21,right,13362,12319,3.01068,4410,29.1551
21,good,8433,8160,1.99425,3715,24.56036
21,great,5586,5416,1.32363,2989,19.76068
21,think,9389,8782,2.14626,3771,24.93058
21,really,5953,5664,1.38424,2946,19.4764
21,story,5135,4916,1.20144,2547,16.83856
21,love,3503,3370,0.8236,2165,14.3131
21,cbc,3150,3065,0.74906,1394,9.21592
21,bad,3150,2950,0.72096,1756,11.60915
21,wow,1287,1243,0.30378,974,6.43924
21,idea,1992,1920,0.46923,1365,9.0242
21,stayhome,1868,1845,0.45091,771,5.09718
21,sad,1527,1498,0.3661,1114,7.3648
21,talking,1851,1828,0.44675,1329,8.7862
22,say,20950,20015,4.89153,5090,33.65067
22,government,16989,16129,3.94181,4794,31.69377
22,big,4907,4620,1.1291,2567,16.97078
22,minister,4660,4344,1.06164,1989,13.14954
22,trudeau,7586,6840,1.67165,2055,13.58588
22,job,5856,5412,1.32265,2664,17.61206
22,federal,5402,5200,1.27084,2346,15.50972
22,wont,3186,3133,0.76568,1845,12.19754
22,company,3401,3203,0.78279,1889,12.48843
22,bc,7396,6792,1.65992,1855,12.26365
22,pay,4933,4564,1.11541,2445,16.16422
22,bcpoli,3505,3501,0.85562,567,3.74851
22,cost,2295,2104,0.5142,1381,9.12997
22,party,4748,4469,1.09219,2284,15.09983
22,prime,1915,1808,0.44186,1116,7.37802
23,positive,8259,7741,1.89185,2970,19.63507
23,test,10468,9138,2.23326,3105,20.52757
23,tested,4985,4660,1.13887,2313,15.29155
23,testing,5399,4850,1.18531,2120,14.0156
23,result,3530,3373,0.82434,1960,12.95782
23,symptom,2357,2200,0.53766,1331,8.79942
23,false,1792,1706,0.41693,953,6.30041
23,finally,1614,1596,0.39005,1136,7.51025
23,body,1961,1805,0.44113,1165,7.70197
23,pcr,1602,1373,0.33555,478,3.16012
23,youtube,1038,1031,0.25197,576,3.80801
23,rapid,1351,1298,0.31722,850,5.61946
23,exposed,1244,1221,0.2984,916,6.0558
23,app,1186,1060,0.25906,669,4.42285
23,win,1951,1757,0.4294,1123,7.4243
24,school,11664,9330,2.28019,2869,18.96734
24,child,5535,4807,1.1748,2207,14.59077
24,kid,4391,3806,0.93016,1957,12.93799
24,tell,5065,4899,1.19728,2639,17.44678
24,student,3422,3101,0.75786,1629,10.76954
24,shut,2525,2415,0.59021,1589,10.50509
24,break,2831,2719,0.6645,1735,11.47032
24,south,2209,2050,0.50101,1197,7.91353
24,study,2495,2369,0.57897,1417,9.36798
24,transmission,2253,2162,0.52838,1249,8.25731
24,teacher,2470,2125,0.51934,1255,8.29697
24,close,4156,4007,0.97928,2268,14.99405
24,parent,1991,1888,0.46141,1221,8.07219
24,folk,2576,2514,0.6144,1617,10.6902
24,education,1730,1605,0.39225,919,6.07563
25,time,18783,17938,4.38392,5626,37.19424
25,read,6014,5574,1.36225,2844,18.80206
25,thank,4586,4294,1.04942,2362,15.6155
25,thread,4423,4242,1.03672,2059,13.61232
25,real,5490,5269,1.28771,2736,18.08806
25,doctor,6493,5949,1.45389,2643,17.47322
25,yes,2900,2816,0.68821,1799,11.89343
25,best,2851,2784,0.68039,1864,12.32315
25,thanks,3090,3029,0.74027,1996,13.19582
25,true,2185,2137,0.52227,1471,9.72498
25,fact,4071,3955,0.96657,2084,13.7776
25,rt,1874,1815,0.44357,1064,7.03425
25,post,2075,2027,0.49538,1349,8.91842
25,pandemic,57745,56020,13.6909,8775,58.01269
25,long,6109,5896,1.44094,3041,20.10446
