Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,64777,17.27488,9657,66.69199
2,36075,9.62056,5613,38.76381
3,49473,13.19357,9399,64.91022
4,32711,8.72345,6350,43.85359
5,22398,5.97315,5440,37.56906
6,33660,8.97653,4986,34.4337
7,37294,9.94565,5549,38.32182
8,26585,7.08975,4921,33.98481
9,37714,10.05766,6569,45.36602
10,34291,9.1448,5299,36.5953
