Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,59253,57344,15.29263,9021,62.29972
1,great,5270,5101,1.36035,2815,19.44061
1,way,8287,7991,2.13106,3618,24.98619
1,world,8073,7621,2.03239,3263,22.53453
1,year,17496,16269,4.33865,5296,36.57459
1,news,9486,9135,2.43614,3564,24.61326
1,story,4651,4378,1.16754,2332,16.10497
1,health,28687,25869,6.8988,5841,40.3384
1,need,19818,18196,4.85255,5317,36.71961
1,time,18346,17335,4.62294,5496,37.9558
1,people,37787,33688,8.98399,6697,46.25
1,good,9076,8728,2.3276,3779,26.09807
1,community,8406,7818,2.08492,3157,21.80249
1,end,7050,6766,1.80437,3205,22.13398
1,question,3884,3636,0.96966,2116,14.61326
2,case,33756,25546,6.81267,4945,34.15055
2,new,32618,28847,7.69298,5839,40.32459
2,death,22357,19156,5.10857,4390,30.31768
2,number,8386,7666,2.04439,3107,21.45718
2,report,8761,8206,2.1884,2886,19.93094
2,update,5513,5413,1.44355,1988,13.72928
2,ontario,24608,23022,6.13956,3914,27.03039
2,jan,5451,4774,1.27314,1935,13.36326
2,rate,5272,4781,1.27501,2262,15.62155
2,today,17610,16925,4.5136,5098,35.20718
2,bc,6516,5941,1.58436,1710,11.80939
2,health,28687,25869,6.8988,5841,40.3384
2,total,4601,4070,1.0854,1766,12.19613
2,reported,3767,3643,0.97152,1672,11.54696
2,province,9504,9004,2.40121,2949,20.36602
3,pandemic,59253,57344,15.29263,9021,62.29972
3,life,13137,12555,3.3482,4532,31.29834
3,people,37787,33688,8.98399,6697,46.25
3,day,21740,19184,5.11603,5592,38.61878
3,family,9157,8327,2.22066,3491,24.10912
3,know,12265,11495,3.06551,4327,29.8826
3,mental,4831,4194,1.11847,2265,15.64227
3,think,8205,7783,2.07559,3364,23.23204
3,good,9076,8728,2.3276,3779,26.09807
3,time,18346,17335,4.62294,5496,37.9558
3,going,9768,9085,2.42281,3875,26.76105
3,thank,3565,3437,0.91659,2083,14.38536
3,child,6087,5172,1.37928,2268,15.66298
3,bellletstalk,3182,3066,0.81765,1488,10.27624
3,friend,4073,3989,1.0638,2328,16.07735
4,vaccine,54426,43891,11.70495,6661,46.00138
4,mask,16102,13168,3.51167,4264,29.44751
4,wear,7158,6601,1.76037,2989,20.64227
4,dos,8425,7351,1.96038,2814,19.4337
4,pfizer,5588,4957,1.32194,2280,15.74586
4,vaccination,8333,7946,2.11906,2979,20.5732
4,vaccinated,3985,3715,0.99072,1998,13.79834
4,million,11863,10441,2.78443,3864,26.68508
4,say,21610,20312,5.41685,5073,35.03453
4,week,13104,11885,3.16952,4297,29.67541
4,supply,3386,3211,0.85632,1825,12.60359
4,canada,28749,26424,7.04681,5286,36.50552
4,cdc,2855,2649,0.70644,1359,9.38536
4,moderna,2663,2506,0.66831,1520,10.49724
4,shot,3346,2991,0.79765,1699,11.73343
5,home,24685,21799,5.81341,5728,39.55801
5,stay,12237,10804,2.88124,4363,30.13122
5,care,16013,14401,3.84049,4220,29.14365
5,resident,7144,6030,1.60809,2268,15.66298
5,ltc,8802,7741,2.06439,2093,14.45442
5,outbreak,8358,7742,2.06465,2501,17.2721
5,longterm,4325,4209,1.12247,1796,12.40331
5,mean,3971,3853,1.02753,2362,16.31215
5,place,5536,5287,1.40995,2562,17.69337
5,staff,5481,5151,1.37368,2244,15.49724
5,worker,10689,9330,2.48815,3371,23.28039
5,essential,4248,3876,1.03366,2075,14.33011
5,senior,3407,3275,0.87338,1661,11.47099
5,safe,6462,5937,1.58329,2799,19.33011
5,nursing,1954,1838,0.49016,1064,7.34807
6,onpoli,14025,14010,3.73622,2471,17.06492
6,ontario,24608,23022,6.13956,3914,27.03039
6,fordnation,9525,9220,2.45881,2031,14.02624
6,ford,11407,10031,2.67509,2070,14.29558
6,school,14018,11313,3.01698,3205,22.13398
6,government,19824,18340,4.89095,4557,31.47099
6,doctor,5640,5381,1.43502,2404,16.60221
6,premier,6107,5866,1.56436,2088,14.41989
6,doug,5188,4814,1.28381,1549,10.69751
6,province,9504,9004,2.40121,2949,20.36602
6,billion,3956,3730,0.99473,1729,11.94061
6,student,4041,3583,0.95552,1848,12.76243
6,paid,4408,4031,1.075,1797,12.41022
6,sick,5888,5261,1.40302,2202,15.20718
6,teacher,3157,2770,0.73871,1523,10.51796
7,canada,28749,26424,7.04681,5286,36.50552
7,cdnpoli,17551,17520,4.67227,2845,19.64779
7,canadian,16393,15308,4.08237,4172,28.81215
7,trudeau,13455,12140,3.23752,2672,18.45304
7,justintrudeau,5477,5410,1.44275,1950,13.46685
7,government,19824,18340,4.89095,4557,31.47099
7,minister,6234,5812,1.54996,2526,17.44475
7,ableg,5202,5198,1.38621,1043,7.20304
7,travel,8175,7253,1.93425,3168,21.87845
7,liberal,4431,3993,1.06486,1280,8.83978
7,quarantine,3638,3266,0.87098,1835,12.67265
7,pandemic,59253,57344,15.29263,9021,62.29972
7,flight,2834,2568,0.68484,1344,9.28177
7,alberta,7035,6433,1.71557,1679,11.5953
7,international,2790,2656,0.70831,1623,11.20856
8,variant,16977,14808,3.94903,3812,26.32597
8,uk,7565,7094,1.89184,2634,18.19061
8,le,10041,7921,2.11239,2708,18.70166
8,spread,7361,7030,1.87478,3023,20.87707
8,virus,12080,11049,2.94657,3756,25.93923
8,south,4076,3830,1.02139,1913,13.21133
8,et,4666,3658,0.97552,978,6.75414
8,strain,2597,2446,0.6523,1419,9.79972
8,study,3060,2898,0.77285,1516,10.46961
8,wuhan,2108,2008,0.5355,1136,7.8453
8,pour,3195,2696,0.71898,627,4.33011
8,du,2949,2389,0.6371,533,3.68094
8,disease,2551,2426,0.64697,1429,9.86878
8,b117,2843,2749,0.73311,1145,7.90746
8,new,32618,28847,7.69298,5839,40.32459
9,lockdown,19163,17490,4.66427,4381,30.25552
9,people,37787,33688,8.98399,6697,46.25
9,test,12947,11300,3.01351,3755,25.93232
9,died,10049,9229,2.46121,3293,22.74171
9,positive,7357,6751,1.80037,2836,19.58564
9,police,3569,3333,0.88885,1636,11.29834
9,tested,4341,4112,1.0966,2114,14.59945
9,toronto,6536,6060,1.61609,2171,14.99309
9,said,8593,8336,2.22306,3247,22.42403
9,year,17496,16269,4.33865,5296,36.57459
9,die,3751,3533,0.94219,1863,12.86602
9,right,10855,10033,2.67562,3853,26.60912
9,flu,2293,1872,0.49923,1138,7.85912
9,protest,1771,1674,0.44643,963,6.65055
9,symptom,1865,1724,0.45976,1101,7.60359
10,biden,14674,13602,3.62741,3098,21.39503
10,trump,11258,9898,2.63962,2772,19.14365
10,plan,11365,10341,2.75776,3674,25.37293
10,president,8155,7406,1.97505,2598,17.94199
10,relief,8938,8342,2.22466,2382,16.45028
10,american,8006,7437,1.98332,2472,17.07182
10,china,4995,4204,1.12113,1745,12.0511
10,republican,4526,4228,1.12753,1319,9.10912
10,house,4421,4131,1.10166,2083,14.38536
10,administration,3378,3182,0.84858,1534,10.59392
10,joe,3396,3314,0.88379,1550,10.70442
10,white,3644,3427,0.91392,1699,11.73343
10,fauci,3467,3068,0.81818,1538,10.62155
10,office,3219,2991,0.79765,1765,12.18923
10,tax,2876,2639,0.70377,1515,10.46271
