Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,8373,25.60864,3227,50.61167
2,3651,11.1665,1558,24.43538
3,11881,36.33778,3924,61.54329
4,4287,13.1117,2036,31.93225
5,4504,13.77539,1979,31.03827
