Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
19,tokyo,347,327,0.63311,243,3.36379
19,olympics,314,298,0.57696,238,3.29457
19,testing,446,415,0.80348,339,4.69269
19,game,497,475,0.91965,371,5.13566
19,old,415,392,0.75895,340,4.70653
19,athlete,257,237,0.45886,195,2.69934
19,uk,754,701,1.35721,479,6.63068
19,result,299,294,0.56922,258,3.57143
19,sense,249,242,0.46854,227,3.1423
19,event,329,311,0.60213,276,3.8206
19,know,1777,1678,3.24879,1141,15.79457
20,work,1400,1318,2.55179,976,13.51052
20,right,1749,1587,3.0726,1046,14.47951
20,kid,1015,879,1.70184,654,9.05316
20,alberta,953,889,1.7212,497,6.87984
20,hospital,1507,1376,2.66409,908,12.56921
20,patient,1251,1165,2.25557,804,11.12957
20,want,1744,1632,3.15973,1138,15.75305
20,ableg,754,754,1.45983,330,4.56811
20,safe,896,797,1.54308,635,8.79014
20,school,1345,1129,2.18587,758,10.4928
20,care,1454,1358,2.62924,918,12.70764
20,jkenney,307,296,0.57309,183,2.53322
20,kenney,326,314,0.60794,216,2.99003
20,abpoli,279,279,0.54017,164,2.27021
20,believe,596,550,1.06486,453,6.27076
