Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,vaccinated,5104,4535,8.78025,2098,29.04208
1,people,6636,5882,11.38819,2550,35.299
1,getting,1274,1220,2.36205,903,12.5
1,virus,1358,1274,2.4666,873,12.08472
1,long,832,793,1.53533,598,8.27796
1,risk,1140,1041,2.01549,728,10.07752
1,lot,527,497,0.96225,421,5.8278
1,fact,536,514,0.99516,428,5.9247
1,story,567,540,1.0455,444,6.14618
1,thats,508,501,0.96999,441,6.10465
1,think,1266,1217,2.35624,889,12.3062
1,real,448,437,0.84608,377,5.21872
1,sick,554,517,1.00097,456,6.31229
1,need,2278,2158,4.17812,1370,18.96456
1,thing,911,886,1.71539,693,9.59302
2,case,5883,4709,9.11713,1975,27.33942
2,new,4645,3931,7.61084,1924,26.63344
2,number,1223,1141,2.2091,767,10.61739
2,week,1934,1788,3.46176,1142,15.80842
2,report,1226,1138,2.20329,762,10.54817
2,death,3190,2792,5.40561,1473,20.39037
2,bc,952,885,1.71346,467,6.46456
2,day,2167,1911,3.6999,1213,16.79125
2,daily,645,615,1.19071,468,6.47841
2,reported,536,511,0.98935,397,5.49557
2,state,1462,1322,2.55954,836,11.57254
2,increase,562,547,1.05905,399,5.52326
2,reporting,528,517,1.00097,378,5.23256
2,july,1521,1222,2.36592,761,10.53433
2,rate,1076,994,1.92449,727,10.06368
3,vaccine,9816,8225,15.92449,3052,42.24806
3,passport,761,700,1.35528,512,7.08749
3,shot,1035,957,1.85286,743,10.28516
3,pfizer,555,518,1.0029,416,5.75858
3,effective,363,339,0.65634,300,4.15282
3,mixing,289,282,0.54598,241,3.3361
3,use,557,532,1.03001,427,5.91085
3,booster,227,221,0.42788,197,2.72702
3,israel,227,209,0.40465,179,2.47785
3,dangerous,396,383,0.74153,332,4.59579
3,mrna,246,219,0.42401,172,2.38095
3,individual,451,403,0.78025,347,4.80343
3,trial,218,204,0.39497,145,2.0072
3,pas,277,274,0.53049,238,3.29457
3,dos,1299,1147,2.22072,757,10.47896
4,pandemic,7100,6829,13.22168,2939,40.68383
4,pay,827,687,1.33011,537,7.43355
4,support,819,769,1.48887,597,8.26412
4,global,488,476,0.92159,383,5.30177
4,job,675,572,1.10745,474,6.56146
4,money,439,416,0.80542,361,4.99723
4,working,466,454,0.87899,384,5.31561
4,help,993,955,1.84898,734,10.16058
4,billion,399,329,0.63698,281,3.88981
4,election,444,404,0.78219,352,4.87265
4,tax,314,290,0.56147,256,3.54374
4,economy,363,351,0.67957,295,4.08361
4,year,1959,1848,3.57793,1217,16.84662
4,climate,230,220,0.42594,195,2.69934
4,nurse,841,750,1.45208,508,7.03212
5,vaccination,3235,2955,5.7212,1630,22.56368
5,worker,1432,1263,2.4453,816,11.29568
5,healthcare,990,879,1.70184,587,8.12569
5,mandatory,750,715,1.38432,553,7.65504
5,health,3602,3308,6.40465,1793,24.82004
5,student,440,390,0.75508,329,4.55426
5,staff,719,667,1.29138,533,7.37818
5,fall,386,381,0.73766,337,4.66501
5,proof,372,351,0.67957,304,4.20819
5,france,346,325,0.62924,261,3.61296
5,make,1535,1482,2.86931,1048,14.5072
5,care,1454,1358,2.62924,918,12.70764
5,vaccinated,5104,4535,8.78025,2098,29.04208
5,ontario,2270,2150,4.16263,1107,15.32392
5,require,360,358,0.69313,304,4.20819
6,mask,2922,2480,4.80155,1374,19.01993
6,wear,969,909,1.75992,669,9.2608
6,restriction,900,863,1.67086,650,8.99779
6,good,1023,975,1.88771,781,10.81118
6,wearing,421,390,0.75508,338,4.67885
6,yes,387,366,0.70862,330,4.56811
6,face,474,461,0.89255,398,5.50941
6,cdc,920,855,1.65537,581,8.04264
6,mandate,639,597,1.15586,474,6.56146
6,social,566,545,1.05518,454,6.28461
6,stupid,215,181,0.35044,163,2.25637
6,distancing,268,265,0.51307,245,3.39147
6,shit,250,247,0.47822,222,3.07309
6,longer,276,274,0.53049,252,3.48837
6,remember,455,435,0.84221,390,5.39867
7,canada,2608,2353,4.55566,1355,18.75692
7,million,1457,1280,2.47822,914,12.65227
7,country,1528,1433,2.77444,1009,13.96733
7,end,958,892,1.72701,715,9.89756
7,cdnpoli,1079,1077,2.08519,656,9.08084
7,fully,1591,1538,2.97773,1070,14.81174
7,world,1345,1274,2.4666,913,12.63843
7,canadian,1441,1346,2.606,943,13.05371
7,pandemic,7100,6829,13.22168,2939,40.68383
7,vaccinated,5104,4535,8.78025,2098,29.04208
7,population,642,617,1.19458,494,6.83832
7,border,427,404,0.78219,344,4.7619
7,trudeau,490,458,0.88674,340,4.70653
7,travel,423,373,0.72217,329,4.55426
7,despite,356,350,0.67764,307,4.24972
8,people,6636,5882,11.38819,2550,35.299
8,look,766,751,1.45402,611,8.45792
8,die,580,559,1.08228,417,5.77243
8,great,519,497,0.96225,436,6.03544
8,maybe,323,315,0.60987,279,3.86213
8,question,645,590,1.1423,509,7.04596
8,watch,373,370,0.71636,315,4.36047
8,place,586,576,1.1152,497,6.87984
8,going,1376,1300,2.51694,904,12.51384
8,killed,292,273,0.52856,248,3.433
8,canada,2608,2353,4.55566,1355,18.75692
8,turn,260,251,0.48596,227,3.1423
8,happening,255,249,0.48209,230,3.18383
8,little,353,348,0.67377,317,4.38815
8,idea,278,269,0.52081,241,3.3361
9,variant,1816,1672,3.23717,1068,14.78405
9,delta,1667,1588,3.07454,953,13.19214
9,le,1167,940,1.81994,558,7.72425
9,et,594,457,0.8848,215,2.97619
9,pour,371,314,0.60794,150,2.07641
9,du,341,295,0.57115,134,1.85493
9,une,292,255,0.49371,115,1.59192
9,au,297,248,0.48015,119,1.64729
9,plus,353,313,0.606,233,3.22536
9,strain,158,155,0.3001,147,2.03488
9,pa,236,209,0.40465,107,1.48117
9,sur,216,185,0.35818,96,1.3289
9,sarscov2,174,163,0.31559,123,1.70266
9,est,220,194,0.37561,108,1.49502
9,dans,216,189,0.36592,106,1.46733
10,dose,1328,1067,2.06583,697,9.64839
10,12,1359,1271,2.46079,825,11.42027
10,second,750,694,1.34366,530,7.33666
10,vaccine,9816,8225,15.92449,3052,42.24806
10,clinic,746,624,1.20813,400,5.5371
10,received,699,616,1.19264,477,6.60299
10,community,739,706,1.36689,528,7.30897
10,dos,1299,1147,2.22072,757,10.47896
10,july,1521,1222,2.36592,761,10.53433
10,today,1826,1788,3.46176,1161,16.07143
10,available,579,553,1.07067,421,5.8278
10,appointment,494,403,0.78025,274,3.79291
10,city,482,434,0.84027,341,4.72038
10,book,404,383,0.74153,285,3.94518
10,age,581,540,1.0455,414,5.7309
11,time,2374,2238,4.33301,1456,20.15504
11,home,1321,1239,2.39884,895,12.38926
11,life,1542,1460,2.82672,1010,13.98117
11,stay,745,726,1.40561,583,8.07032
11,lockdown,1625,1488,2.88093,892,12.34773
11,family,1023,926,1.79284,700,9.68992
11,way,1109,1073,2.07744,836,11.57254
11,best,436,423,0.81897,368,5.09413
11,friend,546,517,1.00097,420,5.81395
11,rest,327,322,0.62343,272,3.76523
11,antivaxxers,251,245,0.47435,201,2.78239
11,love,261,238,0.46079,216,2.99003
11,deserve,211,207,0.40077,197,2.72702
11,save,346,310,0.60019,274,3.79291
11,lost,562,551,1.0668,463,6.40919
12,unvaccinated,2340,2159,4.18006,1269,17.56645
12,news,1424,1326,2.56728,863,11.94629
12,death,3190,2792,5.40561,1473,20.39037
12,died,1241,1120,2.16844,763,10.56202
12,folk,465,400,0.77444,345,4.77575
12,america,449,423,0.81897,355,4.91417
12,dying,570,527,1.02033,420,5.81395
12,seen,402,397,0.76864,344,4.7619
12,hospitalized,330,323,0.62536,261,3.61296
12,man,332,316,0.61181,288,3.98671
12,trump,889,792,1.5334,523,7.23976
12,100,422,418,0.80929,372,5.1495
12,usa,349,237,0.45886,203,2.81008
12,south,264,252,0.4879,214,2.96235
12,cbc,219,214,0.41433,158,2.18715
13,government,1982,1840,3.56244,1125,15.57309
13,ontario,2270,2150,4.16263,1107,15.32392
13,ford,814,750,1.45208,434,6.00775
13,science,716,669,1.29526,534,7.39203
13,onpoli,926,926,1.79284,547,7.57198
13,business,1065,968,1.87415,718,9.93909
13,fordnation,600,592,1.14618,345,4.77575
13,decision,431,418,0.80929,355,4.91417
13,doug,396,380,0.73572,272,3.76523
13,reopening,329,319,0.61762,281,3.88981
13,plan,680,623,1.2062,483,6.68605
13,premier,476,438,0.84802,354,4.90033
13,closed,294,292,0.56534,260,3.59911
13,table,248,228,0.44143,207,2.86545
13,star,246,243,0.47047,211,2.92082
14,health,3602,3308,6.40465,1793,24.82004
14,public,1759,1662,3.21781,1098,15.19934
14,child,1397,1200,2.32333,790,10.93577
14,young,458,440,0.85189,360,4.98339
14,official,804,773,1.49661,577,7.98726
14,study,537,512,0.99129,405,5.60631
14,death,3190,2792,5.40561,1473,20.39037
14,died,1241,1120,2.16844,763,10.56202
14,threat,269,260,0.50339,227,3.1423
14,india,277,230,0.4453,153,2.11794
14,fighting,296,296,0.57309,162,2.24252
14,data,880,796,1.54114,582,8.05648
14,canadian,1441,1346,2.606,943,13.05371
14,mental,213,181,0.35044,151,2.09025
14,according,466,465,0.90029,386,5.3433
15,say,2887,2726,5.27783,1556,21.53931
15,dr,1080,1002,1.93998,700,9.68992
15,expert,624,610,1.18103,504,6.97674
15,doctor,754,726,1.40561,571,7.90421
15,tell,638,616,1.19264,518,7.17054
15,read,631,619,1.19845,514,7.11517
15,england,296,283,0.54792,217,3.00388
15,late,300,274,0.53049,243,3.36379
15,lab,331,305,0.59051,223,3.08693
15,wuhan,330,314,0.60794,200,2.76855
15,scientist,286,277,0.5363,240,3.32226
15,china,487,416,0.80542,292,4.04208
15,chief,262,260,0.50339,235,3.25305
15,sorry,326,322,0.62343,293,4.05592
15,wow,162,160,0.30978,153,2.11794
16,misinformation,748,696,1.34753,489,6.7691
16,republican,724,661,1.27977,402,5.56478
16,biden,727,690,1.33591,453,6.27076
16,lie,566,530,1.02614,405,5.60631
16,american,871,830,1.60697,596,8.25028
16,trump,889,792,1.5334,523,7.23976
16,killing,382,320,0.61955,275,3.80676
16,twitter,397,375,0.72604,317,4.38815
16,thought,372,352,0.68151,319,4.41584
16,facebook,355,309,0.59826,240,3.32226
16,gop,433,407,0.788,279,3.86213
16,fauci,542,505,0.97773,373,5.16334
16,think,1266,1217,2.35624,889,12.3062
16,president,395,382,0.73959,312,4.31894
16,guy,272,254,0.49177,228,3.15615
17,live,589,571,1.10552,453,6.27076
17,breaking,708,703,1.36108,511,7.07364
17,county,397,363,0.70281,288,3.98671
17,low,374,354,0.68538,302,4.18051
17,vaccination,3235,2955,5.7212,1630,22.56368
17,los,324,275,0.53243,219,3.03156
17,status,448,424,0.82091,379,5.2464
17,amid,270,270,0.52275,231,3.19767
17,life,1542,1460,2.82672,1010,13.98117
17,angeles,222,197,0.38141,177,2.45017
17,order,399,384,0.74347,333,4.60963
17,high,492,455,0.88093,400,5.5371
17,regardless,206,205,0.3969,194,2.68549
17,based,241,230,0.4453,204,2.82392
17,spike,254,249,0.48209,212,2.93466
18,outbreak,810,737,1.42691,556,7.69657
18,house,563,522,1.01065,400,5.5371
18,florida,941,843,1.63214,487,6.74142
18,team,621,493,0.9545,397,5.49557
18,white,404,389,0.75315,320,4.42968
18,texas,481,452,0.87512,342,4.73422
18,desantis,362,345,0.66796,229,3.16999
18,account,318,306,0.59245,269,3.7237
18,getvaccinated,330,330,0.63892,245,3.39147
18,20,483,466,0.90223,396,5.48173
18,player,292,245,0.47435,197,2.72702
18,new,4645,3931,7.61084,1924,26.63344
18,ron,256,248,0.48015,173,2.3948
18,cruise,237,204,0.39497,177,2.45017
18,democrat,300,285,0.55179,204,2.82392
19,test,1480,1327,2.56922,931,12.8876
19,positive,936,897,1.73669,652,9.02547
19,make,1535,1482,2.86931,1048,14.5072
19,tested,549,507,0.98161,411,5.68937
