Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,people,36058,32235,9.72386,6399,47.3544
1,pandemic,55009,53394,16.10659,8347,61.77015
1,make,8595,8146,2.45729,3614,26.74462
1,really,5370,5081,1.53271,2646,19.58114
1,thing,6546,6287,1.89651,3038,22.48205
1,better,4994,4815,1.45247,2546,18.84112
1,way,6944,6813,2.05518,3254,24.08052
1,need,16823,15650,4.72091,4852,35.90616
1,know,10863,10180,3.07085,3882,28.72789
1,time,15592,14643,4.41714,4893,36.20958
1,want,8853,8247,2.48775,3476,25.72338
1,think,7904,7511,2.26573,3178,23.51809
1,important,3469,3399,1.02533,1964,14.53415
1,thank,3395,3291,0.99275,1888,13.97173
1,right,9094,8537,2.57523,3451,25.53837
2,case,33953,24923,7.51816,4412,32.65004
2,new,28150,24079,7.26356,5057,37.42322
2,death,20080,17407,5.25092,3931,29.09051
2,number,8389,7687,2.31883,2893,21.40901
2,report,6075,5871,1.77102,2323,17.19085
2,ontario,18985,17808,5.37188,3189,23.5995
2,feb,4816,4200,1.26695,1689,12.49907
2,total,4970,4285,1.29259,1784,13.2021
2,reported,3561,3363,1.01447,1457,10.78221
2,day,17542,15960,4.81442,4789,35.43995
2,today,16891,16242,4.89949,4667,34.53711
2,active,3492,3009,0.90768,1058,7.8295
2,reporting,3115,3055,0.92156,1208,8.93954
2,daily,2651,2527,0.76228,1417,10.4862
2,hospital,5262,4799,1.44764,2094,15.49619
3,vaccine,52881,44386,13.38928,6606,48.88626
3,dos,9004,7036,2.12245,2388,17.67187
3,vaccination,12240,11579,3.49287,3630,26.86302
3,canada,25046,22778,6.87111,4903,36.28358
3,shot,4486,4014,1.21085,1985,14.68956
3,vaccinated,5605,5242,1.58128,2478,18.3379
3,johnson,3669,2034,0.61357,1021,7.55569
3,astrazeneca,3513,3253,0.98129,1647,12.18826
3,dose,3218,2960,0.8929,1475,10.91541
3,pfizer,2903,2741,0.82684,1418,10.4936
3,effective,2734,2579,0.77797,1573,11.64064
3,million,11338,9429,2.84431,3365,24.90195
3,approved,2450,2308,0.69622,1502,11.11522
3,rollout,3526,3414,1.02985,1735,12.83949
3,use,4314,4146,1.25066,2260,16.72464
4,trump,6936,5822,1.75624,1897,14.03833
4,lost,6177,4955,1.4947,2243,16.59883
4,state,6435,5932,1.78942,2397,17.73847
4,died,6037,5628,1.69772,2255,16.68763
4,biden,7084,6633,2.00088,2015,14.91157
4,american,9583,8541,2.57644,2316,17.13905
4,500000,4675,4546,1.37133,1578,11.67764
4,death,20080,17407,5.25092,3931,29.09051
4,president,5062,4519,1.36318,1711,12.66188
4,people,36058,32235,9.72386,6399,47.3544
4,life,9973,9399,2.83526,3640,26.93702
4,america,3219,3006,0.90678,1451,10.73781
4,power,3346,3029,0.91371,1745,12.91349
4,dead,2676,2540,0.7662,1407,10.4122
4,texas,3107,2903,0.87571,1456,10.77481
5,pandemic,55009,53394,16.10659,8347,61.77015
5,cdnpoli,14191,14124,4.26058,2506,18.5451
5,canadian,13026,11997,3.61896,3329,24.63554
5,trudeau,8038,7394,2.23044,1947,14.40835
5,canada,25046,22778,6.87111,4903,36.28358
5,liberal,4403,3997,1.20572,1563,11.56664
5,justintrudeau,4058,4013,1.21054,1563,11.56664
5,global,4527,4391,1.32457,2177,16.11041
5,job,5773,5317,1.6039,2622,19.40354
5,government,15146,14216,4.28833,3929,29.0757
5,economy,3734,3520,1.06183,1885,13.94953
5,country,10617,9875,2.97885,3438,25.44217
5,crisis,3816,3649,1.10074,1983,14.67476
5,conservative,2668,2498,0.75354,1220,9.02834
5,change,4133,4011,1.20994,2204,16.31022
6,public,13871,13051,3.93691,3987,29.50492
6,relief,9265,8512,2.56769,2067,15.29638
6,health,27224,24828,7.4895,5270,38.99948
6,support,8454,7751,2.33813,3177,23.51069
6,official,5231,5086,1.53422,2136,15.807
6,plan,8849,7943,2.39605,3000,22.20084
6,republican,6020,5055,1.52487,1288,9.53156
6,vote,3517,3225,0.97284,1517,11.22623
6,house,5441,5024,1.51552,1869,13.83113
6,voted,3307,2814,0.84886,1293,9.56856
6,american,9583,8541,2.57644,2316,17.13905
6,business,7091,6105,1.84161,2637,19.51454
6,wage,3008,2687,0.81055,1208,8.93954
6,democrat,2557,2456,0.74087,1046,7.74069
6,check,3228,3116,0.93996,1818,13.45371
7,le,8386,6642,2.0036,2406,17.80508
7,canada,25046,22778,6.87111,4903,36.28358
7,et,4348,3485,1.05127,941,6.96366
7,pour,2744,2281,0.68808,498,3.68534
7,du,2304,1924,0.58039,435,3.21912
7,au,2225,1842,0.55565,424,3.13772
7,plus,2176,1976,0.59607,958,7.08947
7,church,1690,1529,0.46123,894,6.61585
7,allowed,1736,1591,0.47993,1106,8.18471
7,jail,1423,1236,0.37285,705,5.2172
7,cdnpoli,14191,14124,4.26058,2506,18.5451
7,sur,1705,1428,0.43076,338,2.5013
7,une,1697,1540,0.46455,373,2.7603
7,usa,1310,1291,0.38944,826,6.11263
7,est,1646,1466,0.44223,525,3.88515
8,ontario,18985,17808,5.37188,3189,23.5995
8,onpoli,9799,9787,2.9523,1987,14.70436
8,fordnation,6681,6566,1.98067,1664,12.31407
8,ford,6675,5976,1.80269,1555,11.50744
8,province,9169,8729,2.63315,2738,20.26197
8,doctor,4041,3849,1.16107,1885,13.94953
8,government,15146,14216,4.28833,3929,29.0757
8,ltc,3363,2913,0.87872,1084,8.0219
8,doug,3132,3049,0.91975,1164,8.61393
8,plan,8849,7943,2.39605,3000,22.20084
8,premier,3842,3728,1.12457,1540,11.39643
8,provincial,2706,2658,0.8018,1409,10.427
8,die,2895,2637,0.79547,1430,10.5824
8,vaccination,12240,11579,3.49287,3630,26.86302
8,celliottability,1424,1413,0.42624,578,4.27736
9,year,17565,15943,4.80929,5050,37.37142
9,today,16891,16242,4.89949,4667,34.53711
9,live,5042,4890,1.4751,2215,16.39162
9,ago,4152,4012,1.21024,2120,15.6886
9,watch,3635,3560,1.07389,1697,12.55828
9,dr,8939,8248,2.48805,2874,21.26841
9,update,5857,5644,1.70254,1970,14.57855
9,control,3043,2950,0.88988,1712,12.66928
9,alberta,7009,6476,1.95352,1593,11.78865
9,health,27224,24828,7.4895,5270,38.99948
9,old,2740,2603,0.78521,1685,12.46947
9,said,8343,7700,2.32275,3081,22.80027
9,join,2179,2149,0.64826,1313,9.71657
9,officer,2966,2883,0.86967,1535,11.35943
9,centre,2484,1970,0.59426,1172,8.67313
10,lockdown,17987,16053,4.84248,3914,28.9647
10,news,8684,8227,2.48172,3257,24.10272
10,good,7548,7266,2.19183,3299,24.41353
10,great,4757,4538,1.36891,2498,18.4859
10,world,8497,7862,2.37162,3107,22.99267
10,yes,2377,2259,0.68144,1492,11.04122
10,restriction,5291,5116,1.54327,2356,17.43506
10,think,7904,7511,2.26573,3178,23.51809
10,business,7091,6105,1.84161,2637,19.51454
10,read,4247,4099,1.23649,2218,16.41382
10,love,2124,2004,0.60452,1427,10.5602
10,video,2325,2216,0.66847,1131,8.36972
10,right,9094,8537,2.57523,3451,25.53837
10,going,8860,8456,2.5508,3430,25.38296
10,open,4992,4657,1.40481,2357,17.44246
11,test,9742,8630,2.60329,3057,22.62266
11,testing,5515,4831,1.4573,2111,15.62199
11,sick,4847,3950,1.19154,1801,13.32791
11,day,17542,15960,4.81442,4789,35.43995
11,quarantine,3682,3418,1.03106,1680,12.43247
11,paid,3759,3372,1.01718,1682,12.44727
11,worker,8108,7266,2.19183,2837,20.9946
11,hotel,3227,2911,0.87812,1454,10.76001
11,pay,4256,3937,1.18762,2113,15.63679
11,positive,4762,4431,1.33664,2063,15.26678
11,benefit,2954,2386,0.71975,1429,10.575
11,wait,2112,2074,0.62563,1442,10.67121
11,money,3387,3127,0.94328,1753,12.97269
11,federal,5091,4936,1.48897,2257,16.70243
11,hour,3224,3039,0.91673,1821,13.47591
12,mask,13127,11298,3.4081,3614,26.74462
12,wear,5470,5110,1.54146,2403,17.78288
12,question,4844,4514,1.36167,2311,17.10205
12,social,3892,3796,1.14508,2182,16.14741
12,medium,4428,4202,1.26756,1992,14.74136
12,flu,2719,2354,0.7101,1391,10.29379
12,hand,2656,2530,0.76319,1611,11.92185
12,answer,2254,2151,0.64886,1370,10.13839
12,distancing,2100,2066,0.62322,1422,10.5232
12,fauci,1957,1861,0.56138,983,7.27448
12,face,2969,2848,0.85911,1764,13.0541
12,wearing,2112,1996,0.6021,1291,9.55376
12,asked,2704,2541,0.76651,1643,12.15866
12,man,1867,1792,0.54057,1258,9.30955
12,hell,1356,1339,0.40392,964,7.13387
13,school,14393,11352,3.42439,3088,22.85207
13,variant,13401,11747,3.54355,3112,23.02968
13,child,6555,5511,1.66242,2152,15.92541
13,outbreak,6242,5651,1.70466,2040,15.09657
13,bcpoli,4313,4303,1.29802,724,5.3578
13,uk,4015,3724,1.12337,1535,11.35943
13,study,3464,3269,0.98611,1649,12.20306
13,kid,5038,4355,1.31371,1910,14.13454
13,concern,3455,3374,1.01779,1612,11.92925
13,bc,6661,6097,1.83919,1605,11.87745
13,student,3353,2913,0.87872,1540,11.39643
13,virus,9107,8677,2.61746,3123,23.11108
13,say,17077,16285,4.91246,4301,31.82861
13,rate,4801,4279,1.29078,2058,15.22978
13,parent,2551,2348,0.70829,1443,10.67861
14,home,14308,13171,3.9731,4400,32.56124
14,care,10198,8961,2.70313,3287,24.32472
14,stay,8246,7628,2.30103,3358,24.85014
14,safe,5270,5057,1.52547,2496,18.4711
14,spread,7058,6809,2.05397,2956,21.87523
14,know,10863,10180,3.07085,3882,28.72789
14,need,16823,15650,4.72091,4852,35.90616
14,worker,8108,7266,2.19183,2837,20.9946
14,stop,5830,5499,1.6588,2666,19.72915
14,work,9180,8694,2.62259,3643,26.95922
14,patient,3867,3515,1.06032,1715,12.69148
14,protect,3407,3251,0.98068,1808,13.37971
14,family,7627,7245,2.18549,3111,23.02227
14,jkenney,2065,2040,0.61538,692,5.12099
14,ableg,5440,5437,1.6401,934,6.91186
15,week,14755,13189,3.97853,4148,30.69637
15,toronto,8050,7487,2.25849,2336,17.28706
15,end,6415,5889,1.77645,2774,20.52838
15,order,4819,4723,1.42472,2335,17.27966
15,march,6277,5813,1.75352,2736,20.24717
15,million,11338,9429,2.84431,3365,24.90195
15,city,4782,4436,1.33814,2092,15.48139
15,pandemic,55009,53394,16.10659,8347,61.77015
15,100,2843,2516,0.75897,1579,11.68504
15,region,4688,4289,1.2938,1602,11.85525
15,cruz,2012,1877,0.56621,976,7.22267
15,peel,2456,2364,0.71311,955,7.06727
15,stayathome,1485,1474,0.44464,879,6.50485
15,night,2416,2077,0.62654,1319,9.76097
15,ted,1603,1557,0.46968,899,6.65285
