Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,trump,37457,31590,17.58478,3811,37.02516
1,know,5867,5344,2.97477,2402,23.33625
1,time,6854,6480,3.60713,2870,27.88303
1,make,4523,4437,2.46988,2166,21.04343
1,read,1868,1846,1.02759,1285,12.48421
1,need,7018,6492,3.61381,2618,25.43476
1,right,3768,3532,1.96611,1936,18.8089
1,america,3680,3495,1.94551,1750,17.00185
1,real,2447,2252,1.25359,1385,13.45575
1,plan,3036,2781,1.54806,1609,15.63198
1,thing,3553,3455,1.92325,1984,19.27524
1,problem,1958,1910,1.06321,1216,11.81385
1,want,4889,4385,2.44094,2126,20.65481
1,cdc,10095,9118,5.07559,2553,24.80326
1,deal,1543,1470,0.81829,1043,10.1331
2,case,26212,20672,11.5072,3999,38.85165
2,new,15272,13276,7.39017,3468,33.6928
2,report,5423,5262,2.92913,1862,18.08996
2,confirmed,5373,4972,2.7677,1901,18.46886
2,breaking,7053,7049,3.92387,2424,23.54999
2,death,10024,8507,4.73548,2667,25.91081
2,number,5226,4580,2.54949,1977,19.20723
2,total,2917,2692,1.49852,1162,11.28923
2,korea,4817,4589,2.5545,1772,17.21558
2,ontario,2213,2068,1.15117,1104,10.72574
2,italy,4076,3836,2.13533,1686,16.38006
2,update,3572,3453,1.92213,1525,14.81589
2,south,5145,4966,2.76436,1869,18.15797
2,reported,3417,3225,1.79522,1590,15.44739
2,iran,10018,8264,4.60021,2557,24.84213
3,hoax,12526,9243,5.14518,2253,21.88866
3,trump,37457,31590,17.58478,3811,37.02516
3,democrat,5987,5354,2.98034,1804,17.52647
3,called,2847,2674,1.4885,1512,14.68959
3,believe,2712,2641,1.47013,1485,14.42728
3,rally,2345,2198,1.22353,1117,10.85204
3,medium,4246,4023,2.23943,1852,17.99281
3,lie,2126,1927,1.07268,1082,10.512
3,donald,2486,2444,1.36047,1148,11.15321
3,word,1684,1664,0.92628,1053,10.23025
3,remember,1309,1262,0.7025,991,9.6279
3,calling,1630,1458,0.81161,974,9.46274
3,realdonaldtrump,8368,8268,4.60244,2154,20.92684
3,dems,1648,1502,0.8361,926,8.99641
3,new,15272,13276,7.39017,3468,33.6928
4,state,10090,9217,5.1307,2810,27.30011
4,washington,4360,4188,2.33128,1753,17.03099
4,death,10024,8507,4.73548,2667,25.91081
4,official,7793,7609,4.2356,2711,26.33829
4,died,3881,3676,2.04627,1774,17.23501
4,united,2376,2286,1.27252,1397,13.57233
4,woman,3352,3203,1.78297,1671,16.23433
4,person,3225,2909,1.61931,1607,15.61255
4,man,3634,3489,1.94217,1832,17.7985
4,health,17715,16107,8.96607,4187,40.67813
4,said,8147,7375,4.10534,2566,24.92956
4,department,1579,1357,0.75538,904,8.78267
4,emergency,2729,2599,1.44675,1441,13.99981
4,50,1720,1701,0.94687,1082,10.512
4,say,15073,13702,7.62731,3964,38.51161
5,china,31177,27861,15.50901,5196,50.48091
5,chinese,5084,4657,2.59235,1859,18.06082
5,wuhan,5204,4902,2.72873,1760,17.099
5,hong,1421,1302,0.72477,619,6.0138
5,amid,1904,1896,1.05542,1087,10.56058
5,kong,1336,1234,0.68691,592,5.75148
5,communist,1124,1076,0.59896,626,6.0818
5,india,1139,1032,0.57447,720,6.99505
5,ccp,1023,870,0.48429,283,2.74944
5,street,938,894,0.49765,612,5.94579
5,beijing,881,835,0.46481,447,4.34276
5,supply,1868,1735,0.9658,1019,9.89993
5,image,629,614,0.34179,533,5.17828
5,russia,1376,1118,0.62234,834,8.10259
5,pollution,521,512,0.28501,444,4.31361
