Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
6,usa,3592,3337,0.88421,1839,10.93601
6,fake,2152,1961,0.51961,1195,7.10633
7,american,22306,19892,5.2708,4308,25.61846
7,people,40844,36138,9.57552,7809,46.43792
7,realdonaldtrump,11698,11361,3.01033,2809,16.70433
7,million,12387,10980,2.90938,4053,24.10205
7,died,8195,7578,2.00795,3335,19.8323
7,life,12213,11294,2.99258,4491,26.70671
7,die,4805,4504,1.19343,2325,13.82612
7,dead,4630,4235,1.12215,2091,12.43459
7,kill,3560,3276,0.86804,1821,10.82897
7,vote,3946,3584,0.94966,1924,11.44148
7,stupid,2796,2320,0.61473,1458,8.67031
7,america,9261,8696,2.30419,3375,20.07017
7,black,3044,2762,0.73185,1762,10.47812
7,believe,3811,3600,0.9539,2238,13.30875
7,killed,3150,2815,0.74589,1702,10.12131
8,canada,19708,17977,4.76338,6154,36.5961
8,canadian,9361,8710,2.3079,3815,22.68673
8,cdnpoli,7714,7713,2.04372,2581,15.34848
8,trudeau,7548,6719,1.78034,2337,13.89748
8,border,4611,4215,1.11685,2497,14.84895
8,le,7494,6105,1.61765,2743,16.31185
8,justintrudeau,2775,2744,0.72708,1399,8.31946
8,program,3026,2773,0.73476,1785,10.61489
8,et,3608,2746,0.72761,881,5.23906
8,pm,2756,2487,0.65898,1561,9.28283
8,thread,2513,2482,0.65766,1554,9.2412
8,minister,3018,2892,0.7663,1743,10.36513
8,closed,2833,2771,0.73423,1952,11.60799
8,lie,4629,3827,1.01404,2231,13.26713
8,disaster,1603,1591,0.42157,1238,7.36204
9,virus,20580,18866,4.99894,5454,32.4334
9,lockdown,8175,7762,2.0567,3445,20.48644
9,spread,10882,10236,2.71224,4276,25.42816
9,vaccine,6024,5155,1.36592,2635,15.6696
9,dr,6701,6316,1.67356,3033,18.03639
9,expert,4918,4748,1.25808,2539,15.09872
9,fauci,4492,4146,1.09857,1959,11.64962
9,protest,3756,3286,0.87069,1926,11.45338
9,say,19581,18575,4.92183,5561,33.0697
9,science,3941,3516,0.93164,2071,12.31565
9,travel,3598,3316,0.87864,2108,12.53568
9,close,3756,3615,0.95787,2183,12.98168
9,bar,2990,2756,0.73026,1676,9.9667
9,need,15153,13842,3.66773,5335,31.72574
9,china,9774,8358,2.21463,3278,19.49334
10,distancing,9517,9296,2.46317,4143,24.63725
10,health,22229,20672,5.47748,6323,37.60109
10,social,10990,10657,2.82379,4521,26.88511
10,public,13288,12514,3.31585,4837,28.76427
10,worker,7763,6722,1.78113,3097,18.41698
10,ontario,6959,6473,1.71516,2559,15.21765
10,community,4692,4465,1.18309,2567,15.26522
10,toronto,4720,4367,1.15713,2210,13.14225
10,pandemic,54048,52507,13.91282,9403,55.91698
10,important,3240,3168,0.83943,2099,12.48216
10,care,13183,11779,3.12109,4620,27.47383
10,child,5365,4810,1.27451,2530,15.0452
10,support,5766,5380,1.42554,3091,18.3813
10,bc,3901,3520,0.9327,1580,9.39581
10,city,5834,5321,1.40991,2848,16.93625
