Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,46843,12.41203,7819,46.49738
2,42519,11.2663,9105,54.14486
3,54796,14.51934,9475,56.34515
4,32956,8.73238,4758,28.29448
5,29585,7.83916,7362,43.77973
6,28338,7.50874,6093,36.23335
7,34917,9.25199,6402,38.07088
8,27496,7.28564,6551,38.95695
9,33575,8.8964,7478,44.46955
10,46375,12.28802,9508,56.54139
