Tweet ID,Weight,Total Times Tweeted,Tweet Text
1223154363285114880,0.05121,1,"@manifesto2000 @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter @closertochina Yeah, I would reach out to them or anyone else who could talk about those institutions and how they could help both as an informative step and a practical step in the right direction! Certainly something I’ll be researching and figuring out a way if we can work with them"
1223151982359146502,0.05024,1,"@manifesto2000 @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter Awesome. I’ve enjoyed reading your responses. You seem like a very intelligent, informative and generally interesting comrade, humanist.
Today I’m attending ‘Picket for the Planet’ with EarthStrike Merseyside, giving a Castro speech to the public. These are serious issues we face"
1223153501796061184,0.05005,1,"@lumpen_radio @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter Much appreciation, and I hope I can hear your podcast of Jan 31. @jaarreaza @MaxBlumenthal @Moderate_Rebels @anyaparampil @BenjaminNorton"
1223149881637736449,0.0499,1,"@Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @lumpen_radio @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain Thanks @lumpen_radio I appreciate the like, +I would be very interested in advancing the #SDG4 idea for incorporating @UNESCO's @CultureOf_Peace project into advancing universal education. @sunrisemvmt @cdnntwrkoncuba @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter"
1223154407535079424,0.04952,1,"@manifesto2000 @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter @closertochina I really love the idea of working with or putting pressure on @UNESCO and their institutions available to tackle climate change, even as a revolutionary. I would love to learn more about these institutions and I *must* share their existence/potential with my Earth Strike comrades"
1223153015286140928,0.04937,1,"@manifesto2000 @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter I think I’ll make an episode for my podcast, recording the sounds and other speeches too. I hope they will be interesting also and raise awareness to the climate crisis brought on by and cannot be solved by: capitalism. I love what you do and again have peak curiosity with you https://t.co/RuBhZ88iRY"
1223152704739917825,0.04925,1,"@lumpen_radio @Miami_Rebelde @FernandoLeanme @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @UNESCO @CultureOf_Peace @WSWS_Updates @ECOWARRIORSS @GreenCambridge @GPCA @Chinagovt @SEP_Britain @China__Focus @ChinaFocusBlog @PeaceEduQuaker @PeaceEdCenter Thanks @lumpen_radio. I am looking forward to hearing your podcast and possibly subscribing via Patreon. If you could help find groups around the world who would be willing to focus on #SDG4 as the designated @CultureOf_Peace cadre, we should keep in touch. @UNESCO @closertochina"
1222852033457164289,0.04284,1,"@FernandoLeanme @ramonal47386001 @DougieG @Miami_Rebelde @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @lumpen_radio @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff Fernando, you are requiring a strict practice of deconstruction of your basic assumptions. Listen to Danny Haiphong who was in China recently. https://t.co/Row2Cduc6e"
1223373865922883585,0.04199,1,"@FernandoLeanme @Miami_Rebelde @ramonal47386001 @DougieG @Chaologistician @LTrotsky21 @CrimsonBoomer @niceprinter12 @lumpen_radio @TomWhatsoever @JuliePi31415926 @KeillerDon @ExtinctionR @XRVancouverBC @SombreGreen @cdnntwrkoncuba @CUBAONU @VanCuba_VCSC @NonAlignedWorld @jaarreaza @SenGillibrand @FreedomofPress @CultawarenessUK @ChrisLynnHedges @JaneMayerNYer @JenicaAtwin @paulmanly @sunrisemvmt @profwolff @1worker1vote @TheSandersInst You are very un-nuanced in your careless, slovenly throwing around the term ""Communist"" in an attempt to be derogatory. There are very positive things that would come from a Sanders Admin. Cuba and China would be way better understood and real team spirit could emerge. @Chinagovt"
1223042821302542336,0.03836,13,"Alternative medicine &amp; coronavirus: a bad mix.

Alt med/holistic/natural providers talk of boosting immune system, supplements, IV vitamin therapy, probiotics, etc. cc @picardonhealth @CBCHealth @DrJenGunter 

Fear + unknowns = market opportunity? Ignore this science-free noise. https://t.co/EsaV7NVpnn"
