Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,67544,65463,17.13189,9883,59.75212
1,come,6335,6178,1.6168,3404,20.58041
1,make,11533,10959,2.86801,4705,28.44619
1,best,3637,3550,0.92905,2344,14.1717
1,mean,4022,3849,1.0073,2393,14.46796
1,believe,3266,3097,0.8105,1955,11.81983
1,making,3457,3393,0.88796,2317,14.00846
1,important,3940,3812,0.99761,2413,14.58888
1,control,3994,3837,1.00416,2213,13.37969
1,check,2655,2598,0.67991,1862,11.25756
1,lot,3385,3279,0.85813,2237,13.52479
1,fear,3244,3078,0.80552,1728,10.4474
1,economy,5894,5525,1.44591,2774,16.77146
1,hard,2981,2924,0.76522,1954,11.81378
1,real,4457,4293,1.12349,2516,15.21161
2,case,37546,28012,7.33083,6326,38.24667
2,new,33261,28146,7.3659,6878,41.58404
2,number,10622,9524,2.49246,4040,24.42563
2,report,6736,6567,1.71861,3033,18.33736
2,death,26751,22366,5.85326,5183,31.33615
2,ontario,9580,8934,2.33806,3215,19.43773
2,day,21096,18656,4.88234,5843,35.32648
2,reported,4876,4470,1.16981,2350,14.20798
2,total,4818,4270,1.11747,2190,13.24063
2,bc,6837,6223,1.62858,2239,13.53688
2,active,3682,3417,0.89424,1640,9.91536
2,today,13507,13000,3.40214,5006,30.26602
2,million,14193,12256,3.20744,4368,26.40871
2,province,4795,4642,1.21483,2274,13.74849
2,daily,3425,3289,0.86074,1901,11.49335
3,mask,32494,26670,6.97963,6880,41.59613
3,wear,12222,11382,2.97871,4595,27.78114
3,face,5744,5327,1.39409,2872,17.36397
3,wearing,5346,4953,1.29622,2824,17.07376
3,hand,3895,3711,0.97118,2378,14.37727
3,mandatory,2897,2753,0.72047,1563,9.44982
3,listen,1781,1730,0.45275,1270,7.67836
3,wearamask,1498,1470,0.3847,920,5.56227
3,reason,3631,3478,0.9102,2289,13.83918
3,store,1927,1710,0.44751,1314,7.94438
3,share,2426,2350,0.615,1718,10.38694
3,mandate,1736,1662,0.43495,1129,6.82588
3,distance,1678,1657,0.43364,1215,7.34583
3,required,1471,1432,0.37476,1111,6.71705
3,outside,1486,1449,0.37921,1118,6.75937
4,school,28464,23559,6.16547,5643,34.11729
4,kid,12465,10698,2.7997,4191,25.33857
4,student,8752,7251,1.89761,3023,18.2769
