Tweet ID,Weight,Total Times Tweeted,Tweet Text
1235660092919472129,0.06175,4,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland Khamenei says #Coronavirus is ""not a big deal"" &amp; ""blessing"" and ""pray against the virus"" to solve the problem!
For @Khamenei_ir, the death of 1200+ innocent people due to #COVIDー19 outbreak is unimportant &amp; blessing. Is this compound ignorance &amp; hypocrisy or what..Pure Criminal? https://t.co/FLIb1ZquiZ"
1235660293016961024,0.06127,4,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland For Khamenei, the death of 1200+ innocent people due to #Coronavirus is unimportant &amp; blessing. Secrecy &amp; denial similar to downing #Flight752, IRGC's hoarding medical supplies to sell in black market...
What else is needed to constitute a crime against humanity?
#Iran #COVIDー19 https://t.co/0afaTbndpW"
1235660152910512128,0.05743,4,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland @khamenei_ir 🔞Depth of Catastrophe 😲
The corpses of many people, who died of #Coronavirus, wrapped in shroud or black covers in Behesht-e Masoumeh mortuary in Qom in #Iran (March 2).
Khamenei deliberately ordered to keep the #COVIDー19 outbreak a secret to draw people to his sham elections. https://t.co/iArhB6Zr1f"
1235660073164210177,0.05465,4,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland ✍️How Iran’s #Coronavirus Outbreak Began
Mullahs coverup ""for election purposes"" rendered a deadly #COVIDー19 epidemic in #Iran. Amid the regime officials’ continued denial, so far at least 1200 people have died of COVID19 outbreak. Crime Against Humanity?
https://t.co/2ozGnX4aKA"
1235770507892580352,0.05393,4,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland ✍️ The #IRGC is the Main Factor in #CoronaVirus Transmission in #Iran via IRGC's Mahan Air.
This shows once again the fact that Khamenei's IRGC that killed the passengers of #Flight752 by firing missiles at the plane would commit any crime for narrow economic interest.
#COVIDー19 https://t.co/Aogj2cixgx"
1236050631795892224,0.04985,4,"@WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran @CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @cafreeland ✍️ Causes of #Coronavirus Outbreak &amp; Spread
Regime's Criminal Cover-up, Deception, Incompetence, Theft &amp; Corruption 👉Full Report👈
Including Updated Videos
#Iran #COVIDー19 
.@FLOTUS @SenateCA @LindaFrum @SenatorHousakos @ElizabethMay @Baird .@Iran_Policy
https://t.co/bfnQEG7tsj"
1235609624264441862,0.04883,7,"@simasepehri95 @WHO @USAdarFarsi @JavaidRehman @mbachelet @UNHumanRights @MSF @GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran @stefanfjscholz @norvanke @JacquesWerner @DKAMBinIran @NordrumLars @HMATehran 🆘#Coronavirus #COVIDー19🆘
#Iran: Medical facilities &amp; supplies must be provided to physicians, hospitals &amp; the public. People are in urgent need of supplies but IRGC is hoarding them to sell in black market.
@CDNMinHealth @DrTedros @CP24 @CTVNews @CPC_HQ @CanadianPM @CaFreeland https://t.co/yWMvean1nI"
1235295598540185606,0.03644,23,"So next @realDonaldTrump will say that the virus was hidden in the DNC server that CrowdStrike hid in Ukraine, and that Hunter Biden, in cahoots with Lisa Page and Peter Strzok, released it to spite him and that they all should be impeached. https://t.co/vj0BKRHCvH"
1235546350886039557,0.03617,1,"#Coronavirus #COVID19 
 #کروناویروس #کرونا  @WHO @USAdarFarsi @javaidRehman  @MBachelet @UNHumanRights @MSF 
@GermanyinIran @UKinIran @UKRinIran @SwissEmbassyIr @ItalyinIran @CanadaIran @PLinIran @FranceenIran @FinEmbTehran @EmbEspIran https://t.co/r4lvxGfXWE"
1235005258742616066,0.0335,26,"holy shit — SecDef Esper warned our commanders not to take actions to protect their troops from coronavirus that would upset Trump’s PR effort to downplay the threat
https://t.co/JBZ4e4d0Ny"
