Tweet ID,Weight,Total Times Tweeted,Tweet Text
1237218086006050816,0.03942,5,"Celebrity chef José Andrés has mobilized his charity and set up near the Grand Princess, carrying at least 21 people who have tested positive for the novel coronavirus, to serve guests. Some passengers have begun to disembark, and thousands are on the ship https://t.co/vvMmpbfSrk"
1235737333145559040,0.03709,2,"Hossein Sheikholeslam, 1952-2020. Advisor to Iranian foreign minister Javad Zarif, interrogator of U.S. hostages in 1979, collaborator in Syrian genocide as Ayatollah Khamenei's envoy to Damascus, was pronounced dead today from the Coronavirus. 

https://t.co/0gG8toB5hQ https://t.co/VXA60t8Psw"
1235005786193113089,0.03686,74,"Since this will never get reported by the media, I wanted to share a copy of this check. @realDonaldTrump is once again donating his salary back to the United States Government  — This quarter, it will be donated to @HHSGov to confront, contain, and combat #Coronavirus. 🇺🇸🇺🇸 https://t.co/hVZsm6z1zu"
1235963229882298368,0.03592,1,"🤥@realdonaldTrump @POTUS🤡
 #Coronavirus #CONVID19☹️@SenJohnKennedy @CDCgov @DHSgov @DHS_Wolf @HomelandKen ☹️@washingtonpost @WHO @CNN @foxandfriends @seanhannity @MittRomney @SenatorCollins @NIH @maddow @JoeBiden @HHSGov @US_FDA @CNBC @SpeakerPelosi @SecAzar @VP @BretBaier @AP https://t.co/zJjiBTEwmQ"
1236645857015054338,0.03574,27,The President of the United States is playing golf today while a cruise ship full remains off the California coast because Trump doesn’t want to let Americans with Coronavirus into the country. “I don't need to have the numbers double because of one ship that wasn't our fault.”
1236085057665843201,0.03568,3,"Wowzers-  “All of the 3,533 people aboard a cruise ship idling off San Francisco will be tested for the coronavirus, after 19 crew members and 2 passengers tested positive”. Halting Grand Princess🛳 from docking in SF was great move. But poor pax. #COVID19 https://t.co/M1KcptQTNP"
1235002809508036608,0.03554,25,"President @realDonaldTrump made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to @HHSGov to support the efforts being undertaken to confront, contain, and combat #Coronavirus. https://t.co/R6KUQmBRl1"
1236102249710944256,0.03553,5,"There are many Americans aboard the Grand Princess cruise ship quarantined off the coast of San Francisco. Knowing how the coronavirus spread like wildfire on the Diamond Princess cruise ship in Yokohama, it’s inhumane to keep them all on board. We must quarantine them on land."
1238630106643304448,0.03476,8,"Four people at Mar-a-Lago with Trump last weekend have now tested positive for coronavirus: Bolsonaro's lawyer Karina Kufa, his aide Fabio Wajngarten, Miami mayor Francis Suarez, and an unnamed Republican donor. Probably more."
1236687850944552960,0.0347,2,"For yet another perspective on the #coronavirus pandemic, Trump hauls out HUD Secretary Dr. Ben Carson. There’s a secret plan on how to handle the 3,500 people trapped aboard the Grand Princess Cruise ship where 21 passengers tested positive for #COVID19.
https://t.co/sqcIFXWRh3"
1236646470440357890,0.03414,2,"Pressed on plans to handle 3,500 people on board the Grand Princess Cruise ship where 21 passengers tested positive for COVID-19, Sec. Carson tells @GStephanopoulos he doesn't ""want to preview the plan right now."" https://t.co/c74UFGeHKd https://t.co/qYqC2sYBCJ"
1236681433986609152,0.03414,2,"Pressed on plans to handle 3,500 people on board the Grand Princess Cruise ship where 21 passengers tested positive for COVID-19, Sec. Carson tells @GStephanopoulos he doesn't ""want to preview the plan right now."" https://t.co/Nnmkn5yDtv https://t.co/oHChuUX1NB"
1236818063720353796,0.03414,1,"Pressed on plans to handle 3,500 people on board the Grand Princess Cruise ship where 21 passengers tested positive for COVID-19, Sec. Carson tells @GStephanopoulos he doesn't ""want to preview the plan right now."" https://t.co/sk3xGytf04 https://t.co/ryko0w52ml"
1237383069037969408,0.03338,1,"Canadian Foreign Affairs Minister François-Philippe Champagne says a 'handful' of Canadian crew aboard the Grand Princess cruise ship docked at Oakland, Calif. have tested positive for COVID-19 and thus did not board the evacuation plane to CFB Trenton."
1235003742635712513,0.03329,3,"Trump donates 100K paycheck to coronavirus fight
https://t.co/QPbwVE3an7

✔ PROMISES MADE
✔ PROMISES KEPT

President Trump promised to donate his salary &amp; that's exactly what he's done.

He's donating his 2019 fourth quarter salary @HHSGov to help with the coronavirus. https://t.co/EmShlM60mp"
