User ID	Screen Name	Number of Tweets	Number of Topics	Topics Discussed
1223950760	KSP_Libs	182	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
43998427	Frazzling	149	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
241640955	jmhamiltonblog	137	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15
1108357496471576576	onlyafewcows	114	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
1217831815219699712	TOB90284160	110	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
19042993	Crof	108	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
809552357763661824	JRTG13	106	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1096613561147764736	Cherylscotian1	105	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
16272844	johangreg	104	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
394245906	1loriking	103	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
37552089	suestroud	103	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
205371115	heathrodgirs	100	14	1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
208056970	PairsonnalitesU	97	10	1, 2, 3, 5, 6, 7, 9, 10, 12, 15
18360735	suepeac	97	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
191092262	pairsonnalitesN	96	11	1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 15
897599384413765634	SouzaEluam	95	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15
495066576	GadflyQuebec	94	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1160964450	kimber_1959	94	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1185531782952816640	The12fthOfNever	91	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
2849064914	happyfinko	82	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
17535691	rubic_ca	82	12	1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14
2245822809	mini_bubbly	81	12	1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14
635750362	BasuAshis	81	13	1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
273107148	teach_n_travel	81	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
951614969837060097	carrollev1	80	13	1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
977204844	MerlinofCanada	76	13	1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
1548449911	mountkidd	74	14	1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
718040551	towjoe	74	13	1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
1016486686958739457	BeHappyandCivil	73	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
791638976	lindahaslett	73	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
15333188	Real_Dr_Roy	73	14	1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
274369575	wavetop	72	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
2190688044	BorealJo	69	14	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15
1587277334	bobittyboop	69	13	1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15
988601164785635330	sqirlgirly	67	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1087134051914395648	BeverlyTymchuk	65	13	1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
3091880673	StutterLoudly	65	12	1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15
34507278	souljahsingh	65	13	1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
948223698649124870	raytoutofer	65	13	1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
271989352	TorontoDDG	64	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
513739938	chuddles11	64	14	2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
3375072193	jocelyne_jocey	63	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
12848262	TorontoStar	63	13	1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15
744635438711746560	Michael82150005	62	12	1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15
245750555	mutalabala	61	11	1, 2, 3, 6, 7, 8, 9, 11, 12, 13, 15
1103451206616150017	JackNationalist	60	14	1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
525857359	GeoffyPJohnston	60	14	1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15
2453484217	PaulSweeneyYYZ	60	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15
807865098	DennisKendel	60	13	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15
1067055181605437440	JayPetersenYT	59	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15
2255130686	brentwhite555	59	13	1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
257097577	wavetossed	58	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
139159502	Micropan44	58	12	1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15
16861429	canadian_stix	57	13	1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15
1693965810	WilliamJamesLe1	57	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
143225212	DrSpockets	56	14	1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
2558166399	forsyth_barb	56	13	1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15
538475365	bconnolly00	56	8	1, 3, 4, 6, 10, 11, 12, 14
15221598	jamesvgingerich	56	12	1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15
422773751	softgrasswalker	55	14	1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
413514250	ghostcatbce	55	13	1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15
19144321	CountryGardener	55	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
857464194626727936	AyanTrumpsIslam	54	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
2774966905	DarrenBurchill	54	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
15677734	mig30m6	54	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
138418838	Pairsonnalites	53	10	1, 2, 5, 6, 7, 8, 9, 10, 13, 15
3618354350	LndOntRetweets	53	12	1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14
2925571294	emgfind	53	12	1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15
2467367264	MandysTake	52	11	1, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15
2915954031	rexglacer	52	13	1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15
382957729	NoniTiwana	51	12	1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 15
232519990	nspector4	50	14	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15
22237383	wordsleadmeon	50	15	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
795412933631062016	fern_60	50	13	1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15
621164749	Debp197	50	13	1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
214492262	nisobel	50	13	2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1172345379125260288	kathy19090674	50	12	1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15
1110728904	plasercalgary	48	13	1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15
386007819	MLGG2	48	14	1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15
