Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,vaccine,6993,5799,13.99406,2600,36.3433
1,getting,881,811,1.95709,669,9.35141
1,country,1021,970,2.34079,737,10.30193
1,way,717,694,1.67475,597,8.34498
1,pandemic,6222,5962,14.38741,2830,39.55829
1,help,878,825,1.99088,640,8.94604
1,need,2048,1851,4.46681,1253,17.51468
1,work,1117,1044,2.51937,830,11.6019
1,big,456,430,1.03767,378,5.28376
1,question,588,538,1.29829,450,6.29019
1,spread,662,642,1.54927,527,7.36651
1,make,1111,1067,2.57487,828,11.57394
1,change,377,362,0.87357,305,4.26335
1,coming,419,403,0.97251,360,5.03215
1,better,513,498,1.20177,434,6.06654
2,case,4825,3443,8.3086,1591,22.23931
2,new,3792,3196,7.71254,1618,22.61672
2,death,2497,2151,5.19076,1197,16.7319
2,number,1066,970,2.34079,710,9.92452
2,icu,1001,844,2.03673,552,7.71596
2,ontario,3545,3251,7.84527,1494,20.88342
2,report,1041,967,2.33355,679,9.49119
2,day,2173,1900,4.58505,1291,18.04585
2,reporting,620,606,1.46239,380,5.31171
2,today,2108,1962,4.73467,1301,18.18563
2,total,654,562,1.35621,381,5.32569
2,reported,538,522,1.25968,404,5.64719
2,daily,467,444,1.07145,339,4.73861
2,active,553,510,1.23072,340,4.75259
2,rate,753,663,1.59994,515,7.19877
3,vaccine,6993,5799,13.99406,2600,36.3433
3,book,1139,989,2.38664,682,9.53313
3,appointment,978,864,2.08499,587,8.2052
3,12,1104,1024,2.4711,743,10.3858
3,18,815,697,1.68199,521,7.28264
3,dos,1380,1147,2.76792,789,11.0288
3,vaccination,1666,1567,3.78146,1053,14.71904
3,eligible,533,520,1.25486,393,5.49343
3,clinic,591,524,1.26451,389,5.43752
3,age,599,534,1.28864,433,6.05256
3,dose,1276,1081,2.60865,784,10.9589
3,pfizer,624,595,1.43585,504,7.04501
3,today,2108,1962,4.73467,1301,18.18563
3,ottawa,427,376,0.90736,252,3.5225
3,received,499,477,1.15109,391,5.46547
4,ford,1289,1167,2.81619,688,9.617
4,order,1011,946,2.28287,711,9.9385
4,onpoli,1393,1392,3.35915,732,10.23204
4,june,743,705,1.7013,553,7.72994
4,ontario,3545,3251,7.84527,1494,20.88342
4,premier,875,843,2.03432,611,8.54068
4,doug,633,616,1.48652,433,6.05256
4,stayathome,467,462,1.11489,362,5.06011
4,fordnation,1061,1037,2.50247,589,8.23316
4,government,1922,1830,4.41613,1138,15.90718
4,open,765,694,1.67475,584,8.16327
4,wave,614,575,1.38758,457,6.38803
4,breaking,805,799,1.92814,586,8.19122
4,extended,244,243,0.5864,224,3.13112
4,border,553,506,1.22107,407,5.68912
5,vaccinated,2101,1864,4.49818,1239,17.31898
5,mask,2175,1846,4.45474,1172,16.38244
5,cdc,1325,1263,3.04785,776,10.84708
5,wear,855,811,1.95709,644,9.00196
5,fully,791,730,1.76163,581,8.12133
5,people,4556,4042,9.7541,2168,30.30472
5,rule,423,408,0.98458,349,4.87839
5,guidance,284,279,0.67328,235,3.28488
5,wearing,311,283,0.68293,247,3.45261
5,longer,280,268,0.64673,245,3.42466
5,distancing,240,236,0.56951,215,3.00531
5,social,525,506,1.22107,451,6.30417
5,science,648,576,1.38999,473,6.61169
5,face,270,257,0.62019,227,3.17305
5,say,2420,2275,5.49,1436,20.07269
6,pandemic,6222,5962,14.38741,2830,39.55829
6,worker,873,786,1.89676,591,8.26111
6,job,509,457,1.10283,389,5.43752
6,business,591,544,1.31277,449,6.27621
6,pay,413,388,0.93632,343,4.79452
6,year,1767,1646,3.9721,1153,16.11686
6,thing,906,862,2.08017,695,9.71484
6,support,814,746,1.80024,602,8.41487
6,healthcare,383,370,0.89288,321,4.487
6,learned,167,157,0.37887,150,2.09673
6,paid,300,264,0.63708,229,3.20101
6,billion,438,347,0.83738,292,4.08163
6,tax,204,181,0.43679,158,2.20855
6,work,1117,1044,2.51937,830,11.6019
6,act,224,216,0.52125,200,2.79564
7,virus,1277,1187,2.86445,826,11.54599
7,lab,1089,985,2.37699,569,7.95359
7,wuhan,985,926,2.23461,530,7.40844
7,china,734,636,1.53479,442,6.17836
7,fauci,518,481,1.16074,322,4.50098
7,trump,568,489,1.18005,344,4.8085
7,biden,454,424,1.02319,301,4.20744
7,medium,677,635,1.53237,482,6.73749
7,theory,402,385,0.92908,302,4.22141
7,origin,337,318,0.76739,248,3.46659
7,scientist,298,293,0.70706,252,3.5225
7,came,290,281,0.67811,251,3.50853
7,chinese,296,277,0.66845,217,3.03327
7,president,268,259,0.62502,214,2.99133
7,research,301,278,0.67087,243,3.3967
8,people,4556,4042,9.7541,2168,30.30472
8,died,677,622,1.501,493,6.89125
8,protest,376,346,0.83496,270,3.77411
8,thousand,315,311,0.7505,273,3.81605
8,die,293,278,0.67087,248,3.46659
8,dying,238,222,0.53573,205,2.86553
8,life,982,935,2.25633,742,10.37182
8,think,944,914,2.20565,725,10.13419
8,folk,229,227,0.54779,211,2.9494
8,fine,203,194,0.46816,180,2.51607
8,police,290,270,0.65156,222,3.10316
8,really,652,625,1.50824,534,7.46436
8,antilockdown,255,253,0.61054,214,2.99133
8,dead,220,213,0.51401,197,2.7537
8,lockdown,1971,1793,4.32684,1025,14.32765
9,canada,2748,2489,6.00642,1420,19.84904
9,trudeau,784,731,1.76404,458,6.40201
9,watch,371,368,0.88805,323,4.51496
9,canadian,1569,1422,3.43155,902,12.60833
9,update,690,654,1.57822,468,6.54179
9,minister,433,406,0.97975,309,4.31926
9,cdnpoli,1522,1522,3.67287,825,11.53201
9,happening,179,177,0.42713,163,2.27845
9,live,574,542,1.30795,433,6.05256
9,justin,192,182,0.4392,158,2.20855
9,prime,141,139,0.33543,110,1.5376
9,flight,188,149,0.35956,129,1.80319
9,pandemic,6222,5962,14.38741,2830,39.55829
9,info,227,225,0.54297,194,2.71177
9,vaccination,1666,1567,3.78146,1053,14.71904
10,health,2947,2647,6.3877,1515,21.17696
10,public,1556,1442,3.47981,1011,14.13195
10,child,1131,919,2.21772,628,8.77831
10,school,1289,1058,2.55315,686,9.58904
10,dr,1005,941,2.27081,701,9.79871
10,variant,840,740,1.78576,542,7.57618
10,care,1202,1082,2.61107,811,11.33632
10,outbreak,694,603,1.45515,445,6.2203
10,say,2420,2275,5.49,1436,20.07269
10,official,474,456,1.10041,362,5.06011
10,hospital,1197,1080,2.60624,785,10.97288
10,india,829,734,1.77128,440,6.15041
10,bc,944,878,2.11878,476,6.65362
10,medical,545,517,1.24762,429,5.99665
10,home,1254,1132,2.73173,860,12.02125
11,test,1443,1210,2.91995,789,11.0288
11,ontario,3545,3251,7.84527,1494,20.88342
11,testing,536,463,1.1173,386,5.39558
11,positive,588,535,1.29105,421,5.88482
11,fordnation,1061,1037,2.50247,589,8.23316
11,doctor,682,633,1.52755,487,6.80738
11,free,526,499,1.20418,412,5.75902
11,tested,364,343,0.82772,285,3.98379
11,rapid,311,278,0.67087,224,3.13112
11,used,467,457,1.10283,386,5.39558
11,celliottability,210,207,0.49953,135,1.88706
11,drug,246,234,0.56469,206,2.87951
11,result,380,335,0.80842,293,4.09561
11,buy,221,202,0.48746,182,2.54403
11,support,814,746,1.80024,602,8.41487
12,know,1500,1394,3.36398,1009,14.104
12,want,1170,1080,2.60624,829,11.58792
12,right,1270,1194,2.88134,896,12.52446
12,lockdown,1971,1793,4.32684,1025,14.32765
12,kid,1084,897,2.16463,644,9.00196
12,need,2048,1851,4.46681,1253,17.51468
12,year,1767,1646,3.9721,1153,16.11686
12,going,1120,1062,2.5628,833,11.64384
12,make,1111,1067,2.57487,828,11.57394
12,day,2173,1900,4.58505,1291,18.04585
12,feel,333,315,0.76015,298,4.1655
12,time,1861,1757,4.23997,1290,18.03187
12,wrong,301,279,0.67328,251,3.50853
12,thought,239,234,0.56469,218,3.04725
12,think,944,914,2.20565,725,10.13419
13,le,928,717,1.73025,505,7.05899
13,shot,1017,841,2.02949,669,9.35141
13,dose,1276,1081,2.60865,784,10.9589
13,second,729,684,1.65062,527,7.36651
13,2nd,497,456,1.10041,393,5.49343
13,et,466,361,0.87116,191,2.66984
13,million,1076,937,2.26115,694,9.70087
13,dos,1380,1147,2.76792,789,11.0288
13,1st,271,258,0.6226,228,3.18703
13,population,391,365,0.88081,303,4.23539
13,plus,268,228,0.55021,158,2.20855
13,14,392,373,0.90012,321,4.487
13,du,255,215,0.51883,113,1.57954
13,pour,282,245,0.59123,143,1.99888
13,au,246,207,0.49953,113,1.57954
14,canadian,1569,1422,3.43155,902,12.60833
14,cdnpoli,1522,1522,3.67287,825,11.53201
14,news,1161,1113,2.68588,822,11.49008
14,good,976,879,2.12119,694,9.70087
14,ableg,899,890,2.14774,313,4.37517
14,alberta,1153,1039,2.5073,545,7.61812
14,government,1922,1830,4.41613,1138,15.90718
14,jkenney,412,392,0.94597,250,3.49455
14,abpoli,376,375,0.90494,217,3.03327
14,kenney,439,417,1.0063,271,3.78809
14,covid19ab,369,369,0.89047,194,2.71177
14,justintrudeau,359,356,0.85909,283,3.95583
14,cbc,266,263,0.63467,202,2.8236
14,conservative,380,356,0.85909,275,3.844
14,albertans,374,351,0.84703,225,3.14509
15,death,2497,2151,5.19076,1197,16.7319
15,lockdown,1971,1793,4.32684,1025,14.32765
15,zero,288,269,0.64915,226,3.15907
15,texas,281,226,0.54538,192,2.68381
15,level,386,369,0.89047,322,4.50098
15,heart,249,241,0.58158,209,2.92144
15,half,254,247,0.59606,217,3.03327
15,toll,197,190,0.45851,166,2.32038
15,young,366,349,0.8422,310,4.33324
15,state,655,608,1.46722,468,6.54179
15,restriction,831,795,1.91848,623,8.70841
15,criminal,179,177,0.42713,155,2.16662
15,uk,449,393,0.94838,292,4.08163
15,child,1131,919,2.21772,628,8.77831
15,vaccine,6993,5799,13.99406,2600,36.3433
