Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,want,8876,7983,2.19923,3401,24.47819
1,know,11846,11125,3.06481,4100,29.50914
1,time,16830,15833,4.36182,5163,37.15993
1,thing,7927,7661,2.11052,3343,24.06075
1,pandemic,58210,56349,15.52353,8707,62.66734
1,really,5864,5573,1.5353,2730,19.64877
1,think,8344,8111,2.23449,3383,24.34864
1,need,17830,16464,4.53565,5018,36.11631
1,look,5852,5726,1.57745,2839,20.43328
1,people,35976,32084,8.83879,6434,46.30776
1,great,4735,4594,1.2656,2523,18.15892
1,going,10230,9574,2.63753,3794,27.30675
1,way,7650,7431,2.04716,3415,24.57895
1,long,4354,4219,1.16229,2326,16.74104
1,make,10753,10294,2.83588,4023,28.95494
2,case,36310,27222,7.49936,4810,34.61926
2,new,32233,28107,7.74317,5531,39.80855
2,death,18641,16454,4.53289,3903,28.09126
2,number,8766,8031,2.21245,3114,22.41255
2,report,6916,6648,1.83145,2667,19.19534
2,ontario,24977,23136,6.37371,3808,27.40751
2,feb,6365,5750,1.58406,2225,16.01411
2,today,16379,15440,4.25355,4779,34.39614
2,reported,4011,3812,1.05016,1633,11.75327
2,day,20465,18056,4.97423,5311,38.22513
2,total,4531,3970,1.09369,1657,11.92601
2,hospital,6246,5641,1.55403,2299,16.54671
2,reporting,3668,3563,0.98157,1532,11.02634
2,active,3664,3207,0.88349,1178,8.47848
2,rate,4966,4577,1.26091,2144,15.43112
3,vaccine,49716,41231,11.35868,6045,43.50799
3,canada,28810,26003,7.16354,4929,35.47574
3,dos,8915,7356,2.0265,2500,17.99338
3,vaccination,9135,8751,2.4108,3110,22.38376
3,cdnpoli,19999,19944,5.49435,2810,20.22456
3,million,11100,9703,2.67307,3529,25.39945
3,country,10491,9793,2.69786,3316,23.86642
3,vaccinated,4645,4345,1.197,2110,15.18641
3,pfizer,3590,3332,0.91793,1668,12.00518
3,shot,3472,3043,0.83831,1732,12.46581
3,supply,3284,3108,0.85622,1713,12.32906
3,received,3280,2907,0.80085,1676,12.06276
3,rollout,2705,2666,0.73445,1481,10.65928
3,delivery,2377,2308,0.63583,1357,9.76681
3,moderna,2337,2236,0.61599,1243,8.94631
4,mask,18677,14977,4.126,4403,31.68994
4,wear,7422,6531,1.79922,2879,20.72117
4,cdc,4722,4403,1.21298,1909,13.73974
4,social,4508,4294,1.18295,2406,17.31683
4,face,3713,3393,0.93473,1992,14.33712
4,wearing,2839,2719,0.74905,1682,12.10595
4,distancing,2363,2290,0.63087,1515,10.90399
4,hand,2202,2113,0.58211,1448,10.42176
4,outside,2202,2143,0.59037,1473,10.6017
4,store,1997,1831,0.50442,1290,9.28458
4,offer,1704,1638,0.45125,1146,8.24816
4,people,35976,32084,8.83879,6434,46.30776
4,protect,4019,3730,1.02757,2058,14.81215
4,double,1427,1370,0.37742,977,7.03181
4,air,2089,1903,0.52426,1257,9.04707
5,pandemic,58210,56349,15.52353,8707,62.66734
5,year,15788,14710,4.05244,4971,35.77803
5,woman,3630,3075,0.84713,1847,13.29351
5,global,3824,3729,1.0273,1964,14.1356
5,recovery,3167,3042,0.83804,1688,12.14913
5,crisis,4534,4247,1.17,2154,15.50309
5,economic,3160,3043,0.83831,1709,12.30027
5,change,4751,4503,1.24053,2484,17.87822
5,hit,2506,2473,0.68128,1646,11.84684
5,worse,2390,2273,0.62619,1443,10.38578
5,course,2290,2274,0.62646,1483,10.67367
5,tax,2688,2430,0.66944,1440,10.36419
5,economy,5013,4774,1.31518,2318,16.68346
5,world,8031,7609,2.0962,3048,21.93753
5,middle,1976,1937,0.53362,1313,9.45012
6,variant,21520,18586,5.12024,3934,28.31438
6,restriction,6036,5831,1.60638,2584,18.59796
6,wave,5898,5347,1.47304,2053,14.77616
6,news,9299,8910,2.45461,3447,24.80927
6,alberta,7672,7113,1.95955,1704,12.26429
6,province,11722,11256,3.1009,3266,23.50655
6,measure,5215,4924,1.35651,2316,16.66907
6,order,7172,6634,1.82759,2851,20.51965
6,travel,4438,3964,1.09204,2060,14.82654
6,ontario,24977,23136,6.37371,3808,27.40751
6,reopening,4277,4011,1.10499,1845,13.27911
6,canada,28810,26003,7.16354,4929,35.47574
6,border,3222,2964,0.81655,1574,11.32863
6,expert,4516,4402,1.2127,2063,14.84814
6,stayathome,2747,2644,0.72839,1315,9.46452
7,virus,11205,9990,2.75213,3397,24.4494
7,variant,21520,18586,5.12024,3934,28.31438
7,uk,6394,5983,1.64825,2347,16.89218
7,study,4197,4021,1.10774,1902,13.68936
7,china,5214,4471,1.23171,1711,12.31467
7,vaccine,49716,41231,11.35868,6045,43.50799
7,wuhan,2764,2631,0.72481,1172,8.4353
7,south,2947,2721,0.74961,1429,10.28502
7,infection,3817,3657,1.00746,1755,12.63135
7,scientist,2460,2360,0.65015,1396,10.0475
7,say,19785,18840,5.19021,4721,33.9787
7,evidence,2481,2322,0.63969,1360,9.7884
7,disease,2706,2598,0.71572,1418,10.20584
7,likely,2819,2727,0.75126,1532,11.02634
7,new,32233,28107,7.74317,5531,39.80855
8,health,27262,24390,6.71917,5452,39.23996
8,public,13061,12165,3.35132,3991,28.72463
8,care,11107,9938,2.73781,3630,26.12639
8,dr,7956,7515,2.0703,2857,20.56283
8,official,5349,5139,1.41574,2274,16.36678
