Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
5,cure,2705,2423,0.50072,1454,9.05637
5,superspreader,3150,3091,0.63876,1360,8.47088
5,cnn,3293,3234,0.66831,1644,10.2398
5,treatment,6107,5758,1.1899,2601,16.20056
5,photo,2607,2450,0.5063,1468,9.14357
6,work,12351,11344,2.34425,4688,29.19963
6,canadian,10230,9473,1.95761,3363,20.94675
6,help,9627,9140,1.88879,4112,25.61196
6,business,8319,7450,1.53955,3602,22.43538
6,pandemic,53999,52514,10.85209,9100,56.68016
6,canada,17070,15129,3.12643,4768,29.69791
6,job,8393,7504,1.55071,3514,21.88726
6,support,7916,7443,1.53811,3663,22.81532
6,trudeau,6848,6096,1.25975,1998,12.44472
6,need,20196,18945,3.91501,5852,36.4497
6,money,4473,4094,0.84603,2374,14.78667
6,thanksgiving,3959,3627,0.74952,2082,12.96792
6,safe,6537,5991,1.23805,3169,19.7384
6,family,13790,12559,2.59533,4310,26.84522
6,pay,5812,5131,1.06033,2767,17.23451
7,test,31931,27701,5.72445,5964,37.14731
7,result,7965,7577,1.5658,3328,20.72874
7,question,5576,5301,1.09546,2754,17.15353
7,negative,8215,7780,1.60775,2624,16.34382
7,testing,12750,11781,2.43456,4206,26.19745
7,thank,3801,3712,0.76709,2346,14.61227
7,information,3470,3213,0.66397,1951,12.15198
7,free,3772,3580,0.73981,2209,13.75895
7,canada,17070,15129,3.12643,4768,29.69791
7,wont,4118,3927,0.81152,2155,13.42261
7,answer,2500,2424,0.50092,1584,9.86609
7,rapid,2467,2327,0.48088,1518,9.455
7,president,36499,33477,6.91806,5011,31.21146
7,minute,2253,2198,0.45422,1527,9.51106
7,release,2260,2215,0.45773,1523,9.48614
8,people,54183,48273,9.97568,7951,49.52351
8,president,36499,33477,6.91806,5011,31.21146
8,risk,9448,8931,1.8456,3480,21.67549
8,america,6177,5845,1.20788,2307,14.36936
8,life,17101,15887,3.28307,4796,29.87231
8,die,4979,4693,0.96981,2359,14.69324
8,infected,8495,8105,1.67491,3038,18.92245
8,trump,114433,95870,19.81166,7114,44.31018
8,service,6342,6136,1.26801,3001,18.692
8,american,22009,20038,4.14088,3886,24.2043
8,thousand,4635,4374,0.90389,2352,14.64964
8,secret,4375,4256,0.87951,1958,12.19558
8,yes,3342,3170,0.65508,2001,12.46341
8,state,10937,10170,2.10164,3435,21.3952
8,wish,2762,2673,0.55238,1748,10.88757
9,pandemic,53999,52514,10.85209,9100,56.68016
9,state,10937,10170,2.10164,3435,21.3952
9,fight,3698,3557,0.73506,2124,13.22952
9,ableg,3555,3551,0.73382,841,5.23824
9,government,14894,13962,2.88527,4723,29.41763
9,worker,5801,5191,1.07273,2665,16.59919
9,governor,2981,2891,0.59743,1565,9.74774
9,global,5204,4890,1.01052,2629,16.37496
9,recovery,5469,5043,1.04214,2745,17.09748
9,benefit,2234,1840,0.38024,1280,7.97259
9,economic,3664,3522,0.72783,2109,13.13609
9,alberta,3654,3323,0.6867,1185,7.38088
9,giving,2435,2401,0.49617,1610,10.02803
9,michigan,1853,1700,0.35131,1152,7.17533
9,cdnpoli,9094,9083,1.87701,2392,14.89879
10,pandemic,53999,52514,10.85209,9100,56.68016
10,vote,10644,9271,1.91586,2952,18.3868
10,million,12377,11318,2.33888,4079,25.40642
10,graham,4652,4282,0.88488,1337,8.32762
10,american,22009,20038,4.14088,3886,24.2043
10,administration,5023,4887,1.0099,2168,13.50358
10,lindsey,3765,3469,0.71687,1188,7.39956
10,woman,4474,4038,0.83446,2412,15.02336
10,national,4188,3984,0.8233,2149,13.38524
10,trump,114433,95870,19.81166,7114,44.31018
10,failed,3837,3372,0.69683,1891,11.77826
10,response,9865,9518,1.96691,3768,23.46932
10,condition,3452,3218,0.665,1731,10.78169
10,middle,2954,2921,0.60363,1800,11.21146
10,trying,4268,4145,0.85657,2277,14.1825
11,biden,15908,14050,2.90345,3314,20.64154
11,joe,7209,6873,1.42031,2373,14.78044
11,trump,114433,95870,19.81166,7114,44.31018
11,campaign,9321,8434,1.7429,2581,16.07599
11,plan,8393,7494,1.54864,3357,20.90937
11,app,4338,3347,0.69166,1713,10.66957
11,today,19378,18383,3.79887,5710,35.56524
11,alert,3412,3203,0.6619,1722,10.72563
11,god,2761,2615,0.54039,1605,9.99689
11,florida,3333,3102,0.64103,1537,9.57334
11,wrong,3041,2938,0.60714,1934,12.04609
11,joebiden,3516,3438,0.71047,1493,9.29928
11,debate,15098,13335,2.75569,3174,19.76954
11,literally,2067,2044,0.4224,1373,8.55185
11,able,2951,2604,0.53812,1851,11.52912
12,republican,9001,8557,1.76831,2408,14.99844
12,election,7079,6710,1.38663,2755,17.15976
12,court,6906,6502,1.34365,2380,14.82404
12,relief,6345,5929,1.22524,2256,14.0517
12,senate,6879,6193,1.27979,1919,11.95266
12,hearing,5610,5088,1.05144,1910,11.89661
12,member,6606,6323,1.30666,2718,16.92931
12,gop,6175,5815,1.20168,1807,11.25506
12,supreme,5042,5022,1.0378,1903,11.85301
12,barrett,4657,4533,0.93675,1705,10.61974
12,family,13790,12559,2.59533,4310,26.84522
12,amy,4118,4079,0.84293,1698,10.57614
12,senator,5014,4764,0.98449,1675,10.43289
12,democrat,4210,3972,0.82082,1646,10.25226
12,coney,3362,3342,0.69063,1488,9.26814
13,say,32250,29654,6.12804,6162,38.38057
13,dr,10174,9376,1.93756,3591,22.36686
13,vaccine,7957,6908,1.42755,3004,18.71068
13,doctor,10933,10183,2.10433,3691,22.98972
13,fauci,5001,4008,0.82826,1749,10.8938
13,word,3269,3182,0.65756,2045,12.73746
13,trump,114433,95870,19.81166,7114,44.31018
13,taken,3020,2998,0.61954,1793,11.16786
13,illness,2569,2510,0.51869,1600,9.96574
13,hell,2122,2081,0.43004,1484,9.24323
13,asked,2992,2917,0.6028,1806,11.24883
13,trust,2463,2278,0.47075,1505,9.37403
13,pretty,1894,1878,0.38809,1353,8.42728
13,attention,1720,1708,0.35296,1309,8.15322
13,comment,1980,1917,0.39615,1420,8.8446
14,health,29513,26575,5.49176,6438,40.09966
14,care,16238,14480,2.99231,4604,28.67642
14,public,16346,15209,3.14296,5059,31.51043
14,medical,9276,9011,1.86213,3598,22.41046
14,expert,6273,5995,1.23887,2835,17.65805
14,best,4565,4240,0.8762,2591,16.13827
14,official,6739,6478,1.33869,2810,17.50234
14,issue,4063,3840,0.79354,2354,14.6621
14,act,3402,3275,0.67678,1909,11.89038
14,safety,3112,3015,0.62305,1854,11.5478
14,learn,2765,2731,0.56436,1754,10.92495
14,mental,2891,2480,0.5125,1674,10.42666
14,officer,2668,2576,0.53233,1579,9.83494
14,access,2819,2730,0.56416,1803,11.23015
14,outbreak,9579,9040,1.86813,3377,21.03395
15,virus,22129,20648,4.26694,5331,33.20461
15,lockdown,16095,14122,2.91833,3694,23.00841
15,world,11116,10167,2.10102,4138,25.7739
15,china,7848,6400,1.32257,2549,15.87667
15,stop,9110,8566,1.77017,3767,23.4631
15,end,5596,5341,1.10372,2801,17.44628
15,control,5318,5015,1.03636,2711,16.88571
15,science,4512,4060,0.839,2203,13.72158
15,leader,5893,5647,1.16696,2884,17.96325
15,spread,9908,9557,1.97497,4029,25.09499
15,fear,3557,3263,0.6743,1837,11.44192
15,scientist,2842,2655,0.54866,1688,10.51386
15,kill,2505,2420,0.5001,1581,9.8474
15,immunity,2792,2378,0.49142,1435,8.93803
15,human,2905,2793,0.57718,1828,11.38586
16,realdonaldtrump,14344,13923,2.87721,3215,20.02491
16,died,12513,11785,2.43539,3712,23.12052
16,american,22009,20038,4.14088,3886,24.2043
16,man,5340,4883,1.00908,2586,16.10713
16,afraid,4270,3884,0.80263,2136,13.30427
16,hospital,14376,13027,2.69205,4309,26.83899
16,dead,4130,4019,0.83053,1957,12.18935
16,potus,5019,4422,0.91381,2008,12.50701
16,paid,2812,2228,0.46042,1540,9.59203
16,great,6385,6092,1.25892,3269,20.36126
16,tax,6709,5822,1.20312,2684,16.71753
16,trump,114433,95870,19.81166,7114,44.31018
16,feeling,2131,2003,0.41392,1502,9.35534
16,lost,4926,4674,0.96589,2449,15.25382
16,reminder,3300,3297,0.68133,1954,12.17066
17,debate,15098,13335,2.75569,3174,19.76954
17,penny,9414,8278,1.71066,2352,14.64964
17,good,9574,9079,1.87619,4163,25.92962
17,watch,4891,4754,0.98242,2481,15.45313
17,force,5215,5143,1.06281,2267,14.12021
17,kid,5204,4681,0.96733,2520,15.69604
17,know,18530,17396,3.59491,5198,32.37621
17,look,6962,6667,1.37774,3418,21.28932
17,thought,3913,3843,0.79416,2356,14.67456
17,head,3826,3735,0.77184,2075,12.92432
17,failure,3764,3556,0.73485,1909,11.89038
17,task,3321,3265,0.67472,1505,9.37403
17,refused,3399,2985,0.61685,1626,10.12769
17,mike,5455,5388,1.11344,1878,11.69729
17,vp,2751,2585,0.53419,1399,8.7138
18,day,27611,24647,5.09333,6098,37.98194
18,cdc,9670,8785,1.81543,2897,18.04422
18,symptom,6825,6420,1.3267,2901,18.06914
18,coming,5031,4942,1.02127,2888,17.98817
18,ago,5853,5698,1.1775,2815,17.53348
18,study,4389,4154,0.85843,2273,14.15758
18,disease,5297,5005,1.03429,2510,15.63376
18,matter,3490,3272,0.67616,2058,12.81844
18,20,3717,3377,0.69786,2115,13.17347
18,guideline,2982,2871,0.5933,1614,10.05294
18,likely,3243,3162,0.65343,1827,11.37963
18,10,5308,5141,1.06239,2850,17.75148
18,knew,4998,4279,0.88426,1941,12.08969
18,wow,1630,1589,0.32837,1219,7.59265
18,infectious,2346,2234,0.46166,1392,8.6702
19,home,14406,13175,2.72263,5054,31.47929
19,onpoli,9068,9058,1.87185,2250,14.01433
19,fordnation,7445,7305,1.50959,2026,12.61912
19,ontario,19512,18016,3.72303,4032,25.11367
19,ford,6882,6203,1.28186,2037,12.68764
19,read,4898,4794,0.99069,2800,17.44005
19,stay,7656,7152,1.47797,3821,23.79944
19,restriction,5897,5638,1.1651,2722,16.95422
19,doug,3720,3550,0.73361,1560,9.7166
19,new,38317,33118,6.84388,6930,43.16412
19,open,4876,4510,0.932,2679,16.68639
19,wave,7340,6863,1.41825,3096,19.28371
19,premier,3927,3761,0.77722,1784,11.1118
19,restaurant,2993,2810,0.58069,1749,10.8938
19,bar,2834,2720,0.56209,1693,10.545
20,death,21903,18754,3.87554,4885,30.42666
20,le,9154,7428,1.53501,2957,18.41794
20,flu,7112,6018,1.24363,2850,17.75148
20,year,14090,13218,2.73152,5120,31.89038
20,old,3626,3488,0.7208,2231,13.89598
20,et,4970,3874,0.80057,1062,6.61476
20,2020,4357,4168,0.86132,2425,15.10433
20,pour,2948,2501,0.51683,647,4.0299
20,du,2530,2179,0.45029,578,3.60012
20,plus,2703,2433,0.50278,1229,7.65494
20,au,2544,2003,0.41392,520,3.23887
20,season,1729,1639,0.3387,1277,7.95391
20,est,2388,1978,0.40876,602,3.74961
20,pa,2104,1770,0.36577,492,3.06447
20,une,1844,1654,0.3418,480,2.98972
