Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,81058,77467,17.78708,9855,61.6747
1,people,48283,42280,9.70785,7746,48.47612
1,world,9976,9412,2.16107,3889,24.33819
1,good,8080,7787,1.78796,3787,23.69986
1,business,9120,8014,1.84008,3488,21.82865
1,make,12452,11957,2.74543,4762,29.80161
1,think,11322,10775,2.47403,4115,25.75255
1,need,19921,18594,4.26934,5867,36.71694
1,know,15693,14676,3.36973,5042,31.55391
1,thing,9146,8726,2.00356,4009,25.08918
1,right,13417,12679,2.91121,4509,28.21829
1,life,14133,13073,3.00167,4388,27.46104
1,look,7410,7072,1.62379,3539,22.14782
1,way,9881,9642,2.21388,4278,26.77264
1,end,6149,5783,1.32783,2926,18.31153
2,case,55603,42192,9.68764,6661,41.68596
2,new,40449,34191,7.85054,6822,42.69354
2,death,27029,22872,5.2516,5159,32.28613
2,number,12991,12033,2.76288,4253,26.61618
2,ontario,15207,14104,3.2384,3357,21.00882
2,report,8470,8265,1.89771,3195,19.99499
2,record,7897,7442,1.70875,2967,18.56812
2,day,23492,20603,4.73062,5861,36.67939
2,rate,7067,6448,1.48052,2980,18.64948
2,total,6679,5655,1.29844,2535,15.86457
2,reported,5745,5134,1.17881,2385,14.92584
2,daily,5793,5552,1.27479,2657,16.62807
2,high,5179,4966,1.14024,2566,16.05858
2,today,17661,16785,3.85398,5344,33.4439
2,infection,6359,6035,1.38569,2669,16.70317
3,mask,32547,27139,6.23134,6445,40.33419
3,wear,12744,11814,2.71259,4502,28.17448
3,social,6581,6422,1.47455,3319,20.77101
3,hand,5587,5347,1.22772,2941,18.40541
3,distancing,4895,4833,1.1097,2738,17.13499
3,wearing,4958,4687,1.07617,2583,16.16497
3,rule,4458,4230,0.97124,2409,15.07604
3,spread,8625,8382,1.92458,3674,22.99268
3,face,4141,3897,0.89478,2315,14.48777
3,people,48283,42280,9.70785,7746,48.47612
3,wearamask,2560,2550,0.5855,1406,8.79905
3,cdc,7011,6273,1.44033,2412,15.09481
3,stay,6803,6204,1.42449,3341,20.90869
3,twitter,3032,2922,0.67092,1824,11.41498
3,protect,5927,5476,1.25734,2787,17.44164
4,trump,59018,51253,11.76812,4950,30.97816
4,american,20098,18405,4.22594,3611,22.59841
4,president,17606,16599,3.81127,3513,21.98511
4,biden,12474,10584,2.43018,2838,17.76081
4,realdonaldtrump,9276,9099,2.08921,2375,14.86326
4,america,7466,6971,1.6006,2545,15.92715
4,donald,6382,6224,1.42908,2074,12.97954
4,rally,6900,5992,1.37581,2169,13.57407
4,joe,5655,4973,1.14184,1962,12.27862
4,lie,5303,4735,1.0872,2161,13.524
4,fauci,5691,5044,1.15815,1988,12.44133
4,campaign,6486,6027,1.38385,2431,15.21372
4,pandemic,81058,77467,17.78708,9855,61.6747
4,plan,10860,9503,2.18197,3782,23.66856
4,debate,3985,3642,0.83623,1793,11.22098
5,le,8561,6875,1.57856,2810,17.58558
5,people,48283,42280,9.70785,7746,48.47612
5,die,5347,4930,1.13197,2278,14.25621
5,immunity,4817,4212,0.96711,1952,12.21603
5,lockdown,16326,14820,3.4028,3790,23.71863
5,herd,3965,3554,0.81603,1706,10.67651
5,et,4685,3655,0.83922,949,5.93904
5,kill,2678,2458,0.56438,1563,9.78159
5,cause,2963,2879,0.66104,1854,11.60273
5,virus,18159,16555,3.80117,4706,29.45115
5,patient,7597,6713,1.54136,3040,19.02497
5,protest,2257,2107,0.48379,1232,7.71012
