Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,77590,17.81532,10910,68.27711
2,44895,10.30827,7009,43.86382
3,35742,8.20667,7999,50.05945
4,52669,12.09325,5701,35.67808
5,34014,7.8099,6410,40.11515
6,40527,9.30534,7367,46.10426
7,37736,8.66451,7089,44.36448
8,28679,6.58494,6225,38.95738
9,43999,10.10254,6497,40.65962
10,39673,9.10926,8618,53.93329
