Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
9,president,5133,4952,1.32916,1854,13.06186
9,pandemic,54909,53398,14.33253,8115,57.17204
9,sign,3688,3523,0.94561,1684,11.86417
9,eve,4024,3895,1.04546,2209,15.56291
9,republican,4428,4122,1.10638,1335,9.40538
9,house,4767,4489,1.20489,2211,15.577
9,vote,3602,3189,0.85596,1538,10.83556
9,million,11744,10300,2.76462,3470,24.44695
9,georgia,2550,2292,0.61519,945,6.65774
10,mask,13742,11819,3.17233,3999,28.17388
10,wear,6963,6310,1.69366,2826,19.90982
10,social,4786,4664,1.25186,2498,17.59899
10,line,3905,3684,0.98882,2032,14.31591
10,lie,3085,2818,0.75638,1567,11.03988
10,hand,2993,2857,0.76685,1778,12.52642
10,face,3734,3571,0.95849,2066,14.55545
10,distancing,2578,2509,0.67344,1588,11.18783
10,protect,4570,4320,1.15953,2307,16.25335
10,wearing,2392,2131,0.57198,1455,10.25081
10,man,2954,2748,0.73759,1718,12.10371
10,head,2010,1978,0.53091,1314,9.25743
10,fucking,1639,1519,0.40771,1009,7.10864
10,said,8251,7833,2.10245,3082,21.7134
10,died,12847,11825,3.17394,3437,24.21446
