Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,69102,18.54764,9829,69.24757
2,39706,10.65747,5968,42.04593
3,33405,8.96622,5954,41.9473
4,31480,8.44953,5471,38.54446
5,40388,10.84052,5694,40.11554
6,34624,9.29341,6367,44.85698
7,44101,11.83713,7758,54.6569
8,26411,7.08896,5819,40.9962
9,30231,8.11429,5236,36.88883
10,23117,6.20482,5556,39.1433
