Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,vaccine,6667,5507,13.283,2478,34.9753
1,help,873,816,1.96821,631,8.90614
1,risk,930,832,2.0068,629,8.87791
1,young,369,335,0.80803,288,4.06493
1,important,330,326,0.78632,286,4.0367
1,child,1030,889,2.14429,610,8.60974
1,far,409,402,0.96963,331,4.67184
1,effect,296,282,0.68019,236,3.33098
1,group,350,342,0.82491,291,4.10727
1,work,1095,1014,2.44579,789,11.1362
1,year,2033,1903,4.59008,1295,18.27805
1,study,551,514,1.23978,384,5.4199
1,level,357,342,0.82491,286,4.0367
1,taking,295,293,0.70672,263,3.71207
1,heart,208,201,0.48482,180,2.54058
2,case,4221,3147,7.59063,1589,22.42766
2,new,3598,3033,7.31566,1599,22.56881
2,death,2374,2029,4.89399,1190,16.79605
2,number,928,845,2.03816,644,9.08963
2,report,1038,1005,2.42408,710,10.02117
2,today,1960,1881,4.53701,1224,17.27594
2,active,554,498,1.20119,323,4.55893
2,total,629,543,1.30973,352,4.96824
2,reporting,511,486,1.17224,351,4.95413
2,reported,567,534,1.28802,390,5.50459
2,hospital,942,853,2.05745,616,8.69442
2,daily,405,397,0.95757,336,4.74241
2,bc,916,817,1.97062,409,5.77276
2,lowest,324,295,0.71155,244,3.4439
2,day,1892,1727,4.16556,1217,17.17713
3,pandemic,6883,6555,15.8108,3019,42.61115
3,family,785,719,1.73424,603,8.51094
3,political,367,353,0.85144,305,4.30487
3,support,620,584,1.40862,507,7.15596
3,business,577,518,1.24943,431,6.08327
3,life,1058,993,2.39514,776,10.95272
3,year,2033,1903,4.59008,1295,18.27805
3,worker,702,630,1.51957,490,6.91602
3,deadly,214,201,0.48482,169,2.38532
3,understand,210,206,0.49688,192,2.70995
3,left,276,269,0.64883,244,3.4439
3,economy,336,306,0.73808,270,3.81087
3,crisis,408,394,0.95034,318,4.48836
3,point,365,361,0.87074,309,4.36133
3,people,3866,3460,8.34559,1852,26.13973
4,lab,1455,1321,3.18628,705,9.9506
4,wuhan,1339,1285,3.09945,629,8.87791
4,china,1066,963,2.32278,601,8.48271
4,virus,1482,1387,3.34547,873,12.32181
4,fauci,1310,1170,2.82207,562,7.93225
4,theory,507,444,1.07094,338,4.77064
4,origin,455,432,1.04199,327,4.61538
4,chinese,472,437,1.05405,325,4.58716
4,research,495,468,1.12883,343,4.84121
4,leak,436,406,0.97928,289,4.07904
4,scientist,501,466,1.124,384,5.4199
4,email,468,437,1.05405,306,4.31898
4,conspiracy,284,243,0.58612,219,3.09104
4,truth,355,326,0.78632,270,3.81087
4,investigation,245,237,0.57165,202,2.85109
5,school,2174,1779,4.29099,1054,14.8765
5,kid,962,795,1.91756,576,8.12985
5,science,699,664,1.60158,510,7.19831
5,ford,931,852,2.05504,556,7.84757
5,doug,540,513,1.23737,384,5.4199
5,education,430,359,0.86592,270,3.81087
5,student,531,483,1.16501,394,5.56104
5,ontario,2517,2359,5.68996,1233,17.40296
5,reopening,416,406,0.97928,345,4.86944
5,onpoli,1253,1253,3.02226,685,9.66831
5,learning,290,262,0.63195,230,3.24629
5,reopen,289,270,0.65125,233,3.28864
5,onted,407,407,0.98169,240,3.38744
5,premier,781,705,1.70048,534,7.53705
5,parent,292,275,0.66331,230,3.24629
6,canada,2939,2653,6.39909,1408,19.87297
6,2021,553,540,1.30249,386,5.44813
6,response,611,592,1.42792,494,6.97248
6,latest,409,405,0.97687,322,4.54481
6,june,1164,1108,2.67252,759,10.71277
6,soon,269,266,0.6416,252,3.55681
6,pandemic,6883,6555,15.8108,3019,42.61115
6,cbc,218,214,0.51617,156,2.20183
6,coming,378,372,0.89727,338,4.77064
6,national,347,344,0.82974,297,4.19195
6,global,494,476,1.14812,388,5.47636
6,source,272,259,0.62471,224,3.16161
6,economic,209,193,0.46552,176,2.48412
6,date,338,324,0.78149,285,4.02258
6,lower,178,177,0.42693,157,2.21595
7,people,3866,3460,8.34559,1852,26.13973
7,vaccinated,1642,1509,3.63974,1051,14.83416
7,getting,779,716,1.72701,597,8.42625
7,test,838,729,1.75836,538,7.59351
7,fully,634,598,1.44239,501,7.07128
7,reason,447,439,1.05888,363,5.1235
7,die,276,246,0.59336,203,2.86521
7,positive,437,419,1.01064,334,4.71418
7,quebec,207,201,0.48482,147,2.07481
7,immunity,244,218,0.52582,192,2.70995
7,sick,276,265,0.63919,237,3.3451
7,tested,268,260,0.62713,217,3.06281
7,testing,401,354,0.85386,300,4.2343
7,dying,177,169,0.40763,154,2.17361
7,vax,226,208,0.5017,164,2.31475
8,variant,1606,1325,3.19593,839,11.84192
8,wave,761,683,1.64741,505,7.12773
8,india,583,514,1.23978,325,4.58716
8,uk,633,590,1.42309,394,5.56104
8,delta,525,502,1.21083,369,5.20819
8,fighting,380,369,0.89004,133,1.87721
8,spread,648,630,1.51957,521,7.35356
8,new,3598,3033,7.31566,1599,22.56881
8,stigma,341,281,0.67778,34,0.47989
8,concern,243,236,0.56924,201,2.83698
8,indian,239,226,0.54512,174,2.45589
8,vietnam,151,135,0.32562,101,1.42555
8,expert,625,600,1.44721,486,6.85956
8,b1617,189,187,0.45105,156,2.20183
8,dangerous,244,242,0.58371,224,3.16161
9,dose,1803,1478,3.56497,954,13.46507
9,second,1201,1101,2.65564,759,10.71277
