User ID	Screen Name	Number of Tweets	Number of Topics	Topics Discussed
241640955	jmhamiltonblog	167	5	1, 2, 3, 4, 5
245750555	mutalabala	122	5	1, 2, 3, 4, 5
191092262	pairsonnalitesN	105	5	1, 2, 3, 4, 5
19042993	Crof	76	5	1, 2, 3, 4, 5
2557859383	MEEKSVS	75	5	1, 2, 3, 4, 5
1122898483181236226	MarkParalovos	74	5	1, 2, 3, 4, 5
208056970	PairsonnalitesU	74	5	1, 2, 3, 4, 5
2849064914	happyfinko	73	4	1, 2, 3, 4
635750362	BasuAshis	71	5	1, 2, 3, 4, 5
273107148	teach_n_travel	69	5	1, 2, 3, 4, 5
777722907145428992	MemphisMeteor	69	5	1, 2, 3, 4, 5
2339733614	LaceyLaceyp	69	5	1, 2, 3, 4, 5
1172345379125260288	kathy19090674	68	5	1, 2, 3, 4, 5
274369575	wavetop	67	5	1, 2, 3, 4, 5
15677734	mig30m6	66	5	1, 2, 3, 4, 5
52166639	n_weva	64	5	1, 2, 3, 4, 5
17535691	rubic_ca	59	4	1, 2, 3, 5
4440595215	mschleifer13	58	5	1, 2, 3, 4, 5
613802332	MelanieEresman	55	5	1, 2, 3, 4, 5
1692796112	PitRko	55	4	1, 3, 4, 5
1217831815219699712	TOB90284160	54	5	1, 2, 3, 4, 5
753278309597847552	surveyorX	53	5	1, 2, 3, 4, 5
621164749	Debp197	53	5	1, 2, 3, 4, 5
394245906	1loriking	53	5	1, 2, 3, 4, 5
2245822809	mini_bubbly	52	5	1, 2, 3, 4, 5
58361723	katydogcrazy	52	5	1, 2, 3, 4, 5
951614969837060097	carrollev1	51	5	1, 2, 3, 4, 5
1244198220366000128	PPEtoheros	51	5	1, 2, 3, 4, 5
138418838	Pairsonnalites	51	5	1, 2, 3, 4, 5
2915954031	rexglacer	51	4	1, 3, 4, 5
271590345	KenRoberts112	51	5	1, 2, 3, 4, 5
576275730	MtlSeb	50	5	1, 2, 3, 4, 5
897599384413765634	SouzaEluam	50	5	1, 2, 3, 4, 5
954029917812899840	Pick_A_Lane	50	5	1, 2, 3, 4, 5
12848262	TorontoStar	48	5	1, 2, 3, 4, 5
82241627	stewak2	48	5	1, 2, 3, 4, 5
18360735	suepeac	48	5	1, 2, 3, 4, 5
977204844	MerlinofCanada	48	5	1, 2, 3, 4, 5
829794339702325248	RealJoelGomes	47	5	1, 2, 3, 4, 5
3618354350	LndOntRetweets	47	5	1, 2, 3, 4, 5
20881930	oohussey	46	5	1, 2, 3, 4, 5
907646706895937536	LisaMar91564392	46	5	1, 2, 3, 4, 5
271989352	TorontoDDG	45	5	1, 2, 3, 4, 5
15333188	Real_Dr_Roy	45	5	1, 2, 3, 4, 5
2433516463	RachaelAHancock	43	5	1, 2, 3, 4, 5
1016486686958739457	BeHappyandCivil	42	5	1, 2, 3, 4, 5
884586449831686145	eendjekwakk	42	3	1, 2, 5
43998427	Frazzling	41	4	1, 3, 4, 5
1223950760	KSP_Libs	41	5	1, 2, 3, 4, 5
16272844	johangreg	40	4	1, 2, 3, 4
19144321	CountryGardener	39	5	1, 2, 3, 4, 5
22279004	MurfAD	39	5	1, 2, 3, 4, 5
1193520380998307842	onecrusader1	38	5	1, 2, 3, 4, 5
851751855487148032	Jinxy_Minxy	38	5	1, 2, 3, 4, 5
1236816024281976833	jkwan_md	38	4	1, 2, 3, 5
123926189	medical91	37	5	1, 2, 3, 4, 5
807865098	DennisKendel	37	5	1, 2, 3, 4, 5
1587277334	bobittyboop	37	4	1, 2, 3, 4
1180302456	kamransaghah	37	4	1, 2, 3, 4
879456547612614658	warlockthunder1	37	5	1, 2, 3, 4, 5
513739938	chuddles11	36	5	1, 2, 3, 4, 5
413514250	ghostcatbce	36	4	1, 2, 3, 4
1103451206616150017	JackNationalist	36	5	1, 2, 3, 4, 5
606598227	HodaAKamel	36	5	1, 2, 3, 4, 5
700350529	jaysrule22	36	4	1, 3, 4, 5
1105645631568150528	nlo_mph_mom_to3	35	4	1, 2, 3, 4
54034509	jipettes	34	4	1, 3, 4, 5
7922582	accrete	34	4	1, 2, 3, 5
2963417238	TerryPolevoy	33	5	1, 2, 3, 4, 5
1058808528	TracyBaxter11	33	4	1, 3, 4, 5
382957729	NoniTiwana	33	5	1, 2, 3, 4, 5
9898272	JoanVinallCox	33	5	1, 2, 3, 4, 5
818660875259277313	DawsonMdhoust	32	5	1, 2, 3, 4, 5
2467367264	MandysTake	32	5	1, 2, 3, 4, 5
13916472	elvisjj	32	3	1, 3, 4
517169019	Tagg13	31	5	1, 2, 3, 4, 5
549711933	747_s	31	5	1, 2, 3, 4, 5
2619827831	toodamnskippy	31	5	1, 2, 3, 4, 5
22673791	Macgyyver	31	5	1, 2, 3, 4, 5
841247046845779969	Gnosens	31	5	1, 2, 3, 4, 5
2653909938	bonillal1	31	5	1, 2, 3, 4, 5
1199151462745440256	FeysLeigh	31	5	1, 2, 3, 4, 5
31251948	woozleweasels	31	5	1, 2, 3, 4, 5
892863437071556608	Jhutch43945987	30	5	1, 2, 3, 4, 5
43545377	anniegirl1138	30	4	1, 2, 3, 4
35887395	Gym2Lift	30	4	1, 2, 3, 4
791638976	lindahaslett	30	5	1, 2, 3, 4, 5
69903520	TamaraAlexis	30	3	1, 2, 4
3191478638	stanspak	30	4	1, 3, 4, 5
19377913	cityoftoronto	30	2	1, 3
897179512437428224	KingofDaddys	30	5	1, 2, 3, 4, 5
1110728904	plasercalgary	30	3	1, 3, 4
36375825	GovCanHealth	30	4	1, 2, 3, 5
277219310	kmck085	30	5	1, 2, 3, 4, 5
37552089	suestroud	29	5	1, 2, 3, 4, 5
110194870	PaulCogan	29	5	1, 2, 3, 4, 5
1668828822	greg60328592	29	4	1, 2, 4, 5
34507278	souljahsingh	29	4	1, 3, 4, 5
291336460	PaulStewartII	29	5	1, 2, 3, 4, 5
704031546060234753	focusoncanadia1	29	5	1, 2, 3, 4, 5
1087134051914395648	BeverlyTymchuk	28	5	1, 2, 3, 4, 5
143225212	DrSpockets	28	5	1, 2, 3, 4, 5
112030336	ernestma	28	5	1, 2, 3, 4, 5
560707426	anik1968	28	5	1, 2, 3, 4, 5
1096613561147764736	Cherylscotian1	28	5	1, 2, 3, 4, 5
1007838595	guffynicola	28	4	1, 2, 3, 4
205371115	heathrodgirs	28	5	1, 2, 3, 4, 5
73873854	LindsayKempFan	28	5	1, 2, 3, 4, 5
768976342369071105	MoriartyLab	28	4	1, 2, 4, 5
154136730	JDignum	28	5	1, 2, 3, 4, 5
253688871	ONThealth	28	2	1, 3
1693965810	WilliamJamesLe1	28	5	1, 2, 3, 4, 5
770492281	ClaytonRobins	27	5	1, 2, 3, 4, 5
386007819	MLGG2	27	5	1, 2, 3, 4, 5
2762209956	MinisterOfHats	27	4	1, 2, 3, 4
262522708	NoEasyBrushOff	27	5	1, 2, 3, 4, 5
752482551944585216	michael_house9	27	5	1, 2, 3, 4, 5
888777108373340160	FugEmAllButSix	27	4	1, 2, 4, 5
971970133924102144	Freecanuck1	27	5	1, 2, 3, 4, 5
19478009	rgyatso	27	5	1, 2, 3, 4, 5
966495168	gkrad9	27	5	1, 2, 3, 4, 5
214213512	maverickcalgary	27	4	1, 3, 4, 5
212878119	Melhathnofury	26	5	1, 2, 3, 4, 5
824450408	JoanneCangal	26	5	1, 2, 3, 4, 5
359087790	IBAConservative	26	5	1, 2, 3, 4, 5
347203813	WillGrace96	26	5	1, 2, 3, 4, 5
381743098	MargyMacLibrary	26	5	1, 2, 3, 4, 5
301406703	Rakiko_Hime	26	5	1, 2, 3, 4, 5
1373991758	frawsy2010	26	5	1, 2, 3, 4, 5
786738726466707460	GolehIran	26	5	1, 2, 3, 4, 5
4487940026	SharonShepshan	26	4	1, 2, 3, 4
1013808600	JohnOCAP	26	5	1, 2, 3, 4, 5
15221598	jamesvgingerich	25	5	1, 2, 3, 4, 5
600234980	Tessier_X	25	2	1, 5
385678932	bee2216	25	4	1, 2, 3, 4
290641102	FiredUpNET	25	1	2
1308959575	Cricrifi	24	5	1, 2, 3, 4, 5
68599588	greenurlifenow	24	5	1, 2, 3, 4, 5
254695129	grandma_hockey	24	5	1, 2, 3, 4, 5
1087229905	RobinRobinalex	24	5	1, 2, 3, 4, 5
704798725747531776	allan_crawshaw	24	5	1, 2, 3, 4, 5
3091880673	StutterLoudly	24	4	1, 3, 4, 5
23847371	dave1agar	24	5	1, 2, 3, 4, 5
3226248627	DonnyoSpeaks	24	5	1, 2, 3, 4, 5
733297567237279744	TorontoKobus	24	2	2, 4
1060327777310670848	WM03000600	24	5	1, 2, 3, 4, 5
2924643174	leialululu	24	5	1, 2, 3, 4, 5
765296237331357696	proudCanadavet	24	4	1, 2, 4, 5
27925372	Tony_MacIntyre	23	3	1, 2, 3
139159502	Micropan44	23	5	1, 2, 3, 4, 5
214492262	nisobel	23	4	1, 2, 3, 4
1084754252	KraziKanuck	23	5	1, 2, 3, 4, 5
27646245	ottawasuncom	23	5	1, 2, 3, 4, 5
2558166399	forsyth_barb	23	5	1, 2, 3, 4, 5
17204460	JeffreyLuscombe	23	5	1, 2, 3, 4, 5
3151768079	funmidniterider	23	4	1, 2, 4, 5
949916615855886337	ImmortalSingh2	23	5	1, 2, 3, 4, 5
48036425	Deskprotestor	23	4	1, 3, 4, 5
46512964	Bselected	23	5	1, 2, 3, 4, 5
710983755163426817	ClimateMalware	23	4	1, 2, 4, 5
156314187	NoLore	23	5	1, 2, 3, 4, 5
715046844	AnnStew80895938	23	5	1, 2, 3, 4, 5
636597481	badassbkblog	22	3	1, 2, 5
967217147146457088	Gertrud29409036	22	4	1, 3, 4, 5
2255130686	brentwhite555	22	5	1, 2, 3, 4, 5
8736882	globeandmail	22	5	1, 2, 3, 4, 5
976078973418446848	Venilia13	22	5	1, 2, 3, 4, 5
35926848	CaptnJabberJaws	22	5	1, 2, 3, 4, 5
3375072193	jocelyne_jocey	22	5	1, 2, 3, 4, 5
1108357496471576576	onlyafewcows	22	4	1, 3, 4, 5
2263235551	inky_mark	22	5	1, 2, 3, 4, 5
2329359954	prutter_pat	22	4	1, 2, 3, 4
18924384	Nikhedonia11	22	4	1, 2, 4, 5
795412933631062016	fern_60	22	5	1, 2, 3, 4, 5
20554879	maggini_19	22	3	1, 4, 5
985938313784807425	mbohl07	22	5	1, 2, 3, 4, 5
1005474360168075265	Claired39497720	21	4	1, 2, 4, 5
295149380	StaceyOIrish	21	4	1, 3, 4, 5
1072715886	srduquette3	21	5	1, 2, 3, 4, 5
1232756300263522304	SunRisenShine7	21	5	1, 2, 3, 4, 5
25287690	CTVAtlantic	21	4	1, 2, 3, 4
3146336130	JudithNewing	21	5	1, 2, 3, 4, 5
405060077	lyndengill	21	5	1, 2, 3, 4, 5
22990085	dylanbould	21	4	1, 2, 3, 4
185789961	stigmabase	21	4	1, 2, 3, 4
14362766	imgrund	21	3	1, 2, 4
975128014517362689	Cabarfeidh59	21	4	1, 2, 3, 4
581833131	LeSlim19	21	4	1, 2, 4, 5
1113969682367672320	GardenMama1959	20	3	1, 2, 4
2841879259	BushinskiSusan	20	5	1, 2, 3, 4, 5
350045415	rogergumley	20	5	1, 2, 3, 4, 5
1106989053054869505	IRENEWA45168212	20	4	1, 3, 4, 5
1160964450	kimber_1959	20	4	1, 3, 4, 5
2905260526	SammyBytes	20	5	1, 2, 3, 4, 5
879506869529616384	ThesisPi	20	3	1, 4, 5
6634632	saskboy	20	4	1, 2, 4, 5
4803873902	donahugh216	20	4	1, 2, 4, 5
955803207040577539	TheSAOman	20	4	1, 3, 4, 5
744635438711746560	Michael82150005	20	3	1, 3, 4
349295868	hazydav	20	4	1, 2, 3, 4
720280075866779648	RW_Crank	20	5	1, 2, 3, 4, 5
1004022175	Nancy_Crouse	20	5	1, 2, 3, 4, 5
21212604	ctvottawa	20	4	1, 2, 3, 4
399637177	BookShann	20	5	1, 2, 3, 4, 5
1913054058	libphil_	20	3	1, 2, 5
282584884	RobACooper	20	5	1, 2, 3, 4, 5
40654708	Joyuslyfly	20	4	1, 3, 4, 5
