Topic Number,Normalized Token,Number of Occurences,Document Frequency,User Frequency
1,pandemic,65562,63622,9499
1,time,25313,23930,6734
1,start,5256,5112,2768
1,look,7796,7540,3648
1,month,12777,12261,4475
1,way,10437,10088,4261
1,change,5019,4742,2691
1,worse,3969,3780,2148
1,making,3906,3863,2287
1,medium,5777,5484,2468
1,going,16215,15104,5276
1,lot,5012,4873,2690
1,story,5203,4813,2579
1,come,8634,8268,3832
1,thing,11939,11335,4482
2,mask,36218,30533,6831
2,wear,16547,15345,4990
2,want,16438,15017,5063
2,know,18771,17677,5614
2,life,16981,16110,5123
2,right,15943,14923,4980
2,people,63747,56149,8769
2,social,8800,8548,4044
2,think,13096,12449,4574
2,really,8517,8116,3662
2,thing,11939,11335,4482
2,hand,6055,5823,3041
2,make,14295,13754,5032
2,distancing,5081,4960,2804
2,wearing,4891,4565,2605
3,case,62800,48970,7089
3,new,46538,39634,7194
3,death,31232,26136,5395
3,number,17376,15980,4857
3,day,31888,28375,6621
3,record,9214,8748,3136
3,report,8991,8679,3255
3,today,23856,22654,6137
3,ontario,21862,20380,4093
3,daily,7134,6663,2827
3,reported,5992,5599,2481
3,high,6023,5724,2801
3,nov,7899,5382,2355
3,rate,9462,8535,3390
3,total,6141,5247,2289
4,home,28014,24941,6701
4,stay,17590,15199,5445
4,safe,8015,7660,3507
4,thanksgiving,5627,5354,2217
4,people,63747,56149,8769
4,family,14073,13064,4658
4,christmas,4868,4565,2538
4,travel,4843,4448,2427
4,resident,4843,4232,2089
4,pay,6176,5511,2831
4,holiday,4327,4134,2284
4,work,17135,15996,5439
4,care,19698,17716,4997
4,march,3853,3788,2239
4,sick,7335,6767,2988
5,lockdown,34542,31423,6845
5,business,15960,14188,4757
5,toronto,11196,10554,3223
5,restriction,10351,10008,3883
5,open,7570,7127,3403
5,small,6845,6362,3129
5,city,6006,5505,2660
5,order,6735,6276,2880
5,second,7600,7170,3290
5,close,5599,5433,2984
5,restaurant,5156,4825,2638
5,measure,9062,8535,3505
5,rule,4462,4185,2362
5,wave,6767,6221,2635
5,peel,4364,4236,1626
6,trump,28700,25181,3933
6,american,13651,12303,3168
6,biden,9213,8576,2696
6,president,8118,7521,2587
6,realdonaldtrump,5246,5159,1823
6,election,7858,7289,2701
6,house,5505,5281,2495
6,america,5406,5151,2246
6,team,4533,4171,2313
6,said,11491,10794,4016
6,governor,4042,3842,1767
6,donald,3538,3365,1486
6,republican,5236,4954,1681
6,force,4317,4189,2183
6,joe,3038,2991,1657
7,people,63747,56149,8769
7,hospital,15665,14366,4230
7,died,11995,10998,3797
7,patient,10151,9231,3532
7,real,6792,6315,3187
7,dying,5391,5191,2564
7,die,6291,5962,2566
7,icu,9091,8044,2743
7,believe,4943,4696,2539
7,nurse,5176,4782,2432
7,person,5212,4950,2748
7,doctor,8509,8136,3307
7,risk,7390,6957,3242
7,bed,3725,3124,1749
7,care,19698,17716,4997
8,health,35086,31597,6753
8,public,18885,17564,5173
8,dr,10854,10175,3769
8,say,26455,24725,6075
8,medical,6692,6389,2915
8,expert,6100,5658,2699
8,official,5708,5594,2645
8,advice,4056,3789,1963
8,plan,10193,9372,3851
8,follow,3904,3816,2246
8,outbreak,8253,7563,2811
8,bcpoli,4068,4057,826
8,bc,7868,7107,2182
8,spread,12588,11989,4406
8,minister,6671,6370,2652
9,vaccine,23992,19907,5338
9,flu,6676,5343,2211
9,end,6396,6207,3134
9,effective,4373,4086,2327
9,news,12363,11947,4164
9,true,3031,2841,1917
9,study,3662,3299,1732
9,free,3726,3465,2204
9,pfizer,3162,2990,1718
9,exactly,2278,2258,1479
9,early,3192,3123,1978
9,company,2690,2592,1663
9,say,26455,24725,6075
9,research,2449,2209,1447
9,immunity,2288,2070,1263
10,alberta,18669,17083,2934
10,ableg,14371,14193,1480
10,jkenney,7167,7005,1467
10,kenney,7424,6807,1326
10,cdnpoli,15417,15376,2878
10,covid19ab,6184,6176,1222
10,app,5033,4091,1585
10,abpoli,5082,5079,1089
10,albertans,5129,4680,1164
10,contact,6286,5851,2709
10,jason,3744,3658,1014
10,ucp,4033,3743,751
10,yyc,3618,3564,842
10,leadership,4728,4647,2069
10,abhealth,3296,3212,664
11,test,16728,14039,4555
11,positive,13795,13027,4179
11,great,10265,9723,3891
11,tested,8762,8297,3378
11,reset,7321,6508,1735
11,testing,7720,6978,3145
11,yes,3933,3801,2269
11,global,5681,5473,2753
11,thought,4205,4137,2585
11,pandemic,65562,63622,9499
11,conspiracy,3493,3388,1857
11,opportunity,3445,3279,1773
11,trudeau,13053,11998,2911
11,kelly,2863,2490,974
11,came,2714,2324,1678
12,death,31232,26136,5395
12,million,13550,11439,3948
12,le,8410,6906,2901
12,2020,5385,5042,2690
12,dead,4278,3908,1982
12,population,4301,3915,2201
12,et,3838,3070,981
12,south,3383,3083,1697
12,20,4890,4677,2514
12,year,15077,13799,5253
12,tweet,4039,3782,2345
12,dakota,2375,2179,1148
12,age,2317,1973,1300
12,rest,2652,2550,1747
12,cause,3207,2963,1818
13,canada,24871,22260,5298
13,canadian,14139,13320,4055
13,trudeau,13053,11998,2911
13,country,13067,12512,4325
13,vote,5795,4804,2186
13,world,10981,10489,4118
13,leader,6580,6288,2906
13,national,4873,4688,2384
13,conservative,5025,4526,1668
13,china,4319,3694,1727
13,economy,7361,6825,2907
13,cdnpoli,15417,15376,2878
13,power,3819,3597,2002
13,liberal,3244,3062,1477
13,pm,5566,5105,2492
14,onpoli,13821,13778,2430
14,good,11261,10845,4609
14,fordnation,10452,10280,2343
14,ford,11370,10297,2337
14,read,6333,6228,3102
14,premier,13053,12283,3170
14,doug,6580,6137,1804
14,ontario,21862,20380,4093
14,thread,4191,4148,2001
14,government,21637,20441,5242
14,need,28978,25673,6643
