Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
4,american,10119,9331,3.9353,2325,18.27687
4,2000,4389,4218,1.77892,1520,11.94875
4,check,4268,4019,1.69499,1713,13.46592
4,president,4303,4157,1.75319,1655,13.00998
4,republican,3562,3329,1.40399,1186,9.32317
4,sign,3178,3028,1.27704,1430,11.24125
4,pandemic,34479,33491,14.12467,6682,52.52732
4,million,8759,7685,3.24111,2916,22.92273
4,congress,2447,2241,0.94513,1073,8.43487
4,house,3242,3015,1.27156,1566,12.31035
4,realdonaldtrump,2445,2352,0.99194,1124,8.83578
4,vote,2141,1897,0.80005,1062,8.3484
4,america,1956,1802,0.75998,1074,8.44273
5,ontario,18211,16401,6.91704,3768,29.62031
5,ford,7436,6332,2.67049,1771,13.92186
5,minister,5708,5315,2.24158,2147,16.8776
5,fordnation,7466,7284,3.07199,1999,15.71417
5,government,11214,10588,4.46544,3558,27.9695
5,vacation,3481,3402,1.43478,1693,13.3087
5,phillips,3553,3240,1.36645,1410,11.08403
5,onpoli,9601,9580,4.04032,2027,15.93428
5,premier,3932,3649,1.53895,1605,12.61693
5,finance,2617,2590,1.09232,1346,10.58093
5,doug,3398,3221,1.35844,1203,9.4568
5,rod,2628,2569,1.08346,1244,9.77911
5,st,2264,2203,0.9291,1242,9.76338
5,politician,3011,2854,1.20366,1603,12.60121
5,pandemic,34479,33491,14.12467,6682,52.52732
6,stay,9072,8479,3.57598,3681,28.9364
6,home,15630,14314,6.03686,4565,35.88554
6,travel,6023,5337,2.25085,2443,19.20447
6,public,6942,6483,2.73417,2834,22.27812
6,uk,7228,6574,2.77255,2582,20.29715
6,health,14560,13463,5.67796,4240,33.33071
6,variant,6640,6072,2.56084,2362,18.56772
6,canada,15471,13877,5.85256,4115,32.34809
6,say,11723,10941,4.61431,3750,29.47881
6,spread,6200,5886,2.48239,2852,22.41962
6,trudeau,4895,4582,1.93244,1374,10.80104
6,strain,2519,2342,0.98773,1321,10.3844
6,safe,4177,3970,1.67433,2160,16.9798
6,new,20234,17541,7.39783,4710,37.02539
6,canadian,7028,6464,2.72616,2674,21.02036
7,pandemic,34479,33491,14.12467,6682,52.52732
7,ableg,3736,3733,1.57437,751,5.90362
7,2020,6194,5979,2.52161,2927,23.0092
7,alberta,3473,3213,1.35507,1094,8.59995
7,global,2406,2354,0.99279,1466,11.52425
7,government,11214,10588,4.46544,3558,27.9695
7,response,3314,3214,1.35549,1795,14.11053
7,federal,3403,3195,1.34748,1671,13.13576
7,world,5334,5107,2.15385,2540,19.96698
7,kenney,1700,1530,0.64527,552,4.33928
7,jkenney,1423,1389,0.5858,540,4.24495
7,ucp,1698,1549,0.65328,477,3.74971
7,year,15498,13740,5.79478,4920,38.6762
7,economy,1872,1803,0.76041,1208,9.49611
7,abpoli,1269,1267,0.53435,392,3.08152
8,people,29416,25965,10.95061,5760,45.27946
8,sick,4313,3296,1.39007,1739,13.67031
8,virus,9135,8158,3.4406,3158,24.82509
8,work,7999,7211,3.0412,3170,24.91942
8,believe,2263,2186,0.92193,1456,11.44564
8,think,6297,6099,2.57222,2864,22.51395
8,leave,2099,1896,0.79963,1169,9.18953
8,disease,1887,1817,0.76631,1196,9.40178
8,seen,1874,1833,0.77306,1273,10.00707
8,life,7535,7156,3.01801,3093,24.31413
8,die,2390,2233,0.94176,1303,10.24291
8,understand,1411,1333,0.56219,996,7.82957
8,science,1976,1833,0.77306,1170,9.19739
8,spread,6200,5886,2.48239,2852,22.41962
8,normal,1397,1214,0.512,947,7.44438
9,lockdown,16154,14813,6.24731,4276,33.61371
9,year,15498,13740,5.79478,4920,38.6762
9,stop,4292,3730,1.57311,2142,16.8383
9,business,4577,4105,1.73126,2075,16.31161
9,open,2929,2757,1.16275,1677,13.18293
9,end,4830,4588,1.93497,2360,18.552
9,toronto,3945,3785,1.59631,1597,12.55404
9,shut,1987,1875,0.79077,1268,9.96777
9,restriction,2453,2361,0.99574,1444,11.35131
9,day,17474,15832,6.67707,4648,36.53801
9,new,20234,17541,7.39783,4710,37.02539
9,close,2298,2134,0.9,1464,11.50853
9,small,2755,2671,1.12648,1620,12.73485
9,store,1731,1608,0.67817,1095,8.60781
9,light,1460,1163,0.49049,913,7.17711
10,test,7348,6315,2.66332,2800,22.01085
10,le,5270,4267,1.79959,1928,15.15604
10,canada,15471,13877,5.85256,4115,32.34809
10,testing,3354,3028,1.27704,1656,13.01784
10,positive,4501,4234,1.78567,2103,16.53172
10,negative,2022,1924,0.81144,1360,10.69098
10,air,1649,1511,0.63726,1096,8.61567
10,et,2280,1844,0.7777,698,5.48699
10,result,1568,1517,0.63979,1085,8.5292
10,du,1554,1280,0.53983,368,2.89285
10,plus,1317,1235,0.52086,714,5.61277
10,tested,2898,2569,1.08346,1510,11.87014
10,justintrudeau,2017,1997,0.84223,964,7.57802
10,au,1478,1193,0.50314,386,3.03435
10,pour,1444,1241,0.52339,398,3.12868
11,mask,8711,7682,3.23985,3191,25.08451
11,wear,4444,4234,1.78567,2203,17.31782
11,social,3338,3252,1.37152,1948,15.31326
11,twitter,2152,1886,0.79541,1284,10.09355
11,protect,2798,2598,1.09569,1611,12.6641
11,face,2194,2109,0.88946,1443,11.34345
11,hand,1921,1842,0.77685,1276,10.03066
11,distancing,1796,1742,0.73468,1201,9.44108
11,post,1694,1671,0.70474,1220,9.59044
11,wearing,1628,1407,0.5934,1054,8.28551
11,ask,1361,1344,0.56683,1015,7.97893
11,account,1173,1150,0.48501,896,7.04347
11,god,975,910,0.38379,709,5.57346
11,covidiot,663,660,0.27835,398,3.12868
11,damn,739,698,0.29438,546,4.29212
12,care,9467,8400,3.54266,3137,24.66001
12,hospital,9064,7926,3.34275,2937,23.08781
12,worker,7483,6593,2.78057,2671,20.99678
12,patient,5122,4656,1.96365,2124,16.6968
12,staff,4447,4083,1.72199,1924,15.1246
12,doctor,4232,3911,1.64945,2020,15.87925
12,resident,3793,3134,1.32175,1431,11.24912
12,home,15630,14314,6.03686,4565,35.88554
12,outbreak,4746,4475,1.88731,1911,15.0224
12,health,14560,13463,5.67796,4240,33.33071
12,healthcare,2780,2671,1.12648,1500,11.79153
12,need,11665,10578,4.46122,3904,30.68941
12,nurse,2254,2115,0.89199,1304,10.25077
12,ltc,4368,4064,1.71397,1346,10.58093
12,help,6123,5778,2.43684,2690,21.14614
13,christmas,11691,10761,4.5384,4017,31.57771
13,family,9111,8443,3.56079,3369,26.48377
13,day,17474,15832,6.67707,4648,36.53801
13,holiday,8135,7572,3.19345,3110,24.44776
13,friend,3004,2793,1.17793,1705,13.40303
13,people,29416,25965,10.95061,5760,45.27946
13,merry,1502,1481,0.6246,1081,8.49776
13,season,1528,1474,0.62165,1113,8.74931
13,eve,2999,2899,1.22264,1816,14.27561
13,tonight,1864,1780,0.75071,1252,9.84199
13,safe,4177,3970,1.67433,2160,16.9798
13,hope,2241,2175,0.9173,1439,11.312
13,pandemic,34479,33491,14.12467,6682,52.52732
13,stayhome,1167,1158,0.48838,621,4.88169
13,loved,1776,1738,0.73299,1136,8.93012
14,died,8617,7902,3.33263,2784,21.88507
14,death,13842,11577,4.88254,3404,26.7589
14,year,15498,13740,5.79478,4920,38.6762
14,china,4675,3896,1.64312,1659,13.04143
14,american,10119,9331,3.9353,2325,18.27687
14,wuhan,2049,1982,0.8359,1098,8.6314
14,1000,1597,1574,0.66383,1044,8.2069
14,citizen,2116,2086,0.87976,1377,10.82462
14,flu,2227,1944,0.81987,1221,9.5983
14,old,2199,2007,0.84644,1370,10.76959
14,journalist,1516,1456,0.61406,944,7.4208
14,state,4207,3880,1.63637,1829,14.3778
14,man,1973,1878,0.79204,1323,10.40013
14,dead,1828,1774,0.74818,1101,8.65498
14,million,8759,7685,3.24111,2916,22.92273
15,onpoli,9601,9580,4.04032,2027,15.93428
15,time,11294,10273,4.33259,3951,31.05888
15,cdnpoli,7633,7618,3.21285,1859,14.61363
15,fordnation,7466,7284,3.07199,1999,15.71417
15,fauci,1372,1265,0.53351,800,6.28881
15,celliottability,1172,1138,0.47995,472,3.7104
15,fordfailedontario,768,768,0.3239,314,2.46836
15,dr,4594,4294,1.81097,2122,16.68108
15,covid19ontario,1571,1571,0.66256,606,4.76378
15,blame,1290,1113,0.4694,759,5.96651
15,trust,907,858,0.36186,688,5.40838
15,bcpoli,2044,2037,0.85909,435,3.41954
15,votefordout2022,951,721,0.30408,267,2.09889
15,randyhillier,538,532,0.22437,232,1.82376
15,lying,1419,1162,0.49007,822,6.46176
