Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
eho,25,25,0.01054,25,0.19653
eduqc,25,25,0.01054,11,0.08647
earning,25,25,0.01054,25,0.19653
drill,25,25,0.01054,24,0.18866
draft,25,23,0.0097,20,0.15722
doled,25,25,0.01054,22,0.17294
doivent,25,25,0.01054,21,0.16508
divorced,25,25,0.01054,25,0.19653
displayed,25,25,0.01054,25,0.19653
disgust,25,25,0.01054,22,0.17294
discredit,25,25,0.01054,25,0.19653
disclosetv,25,25,0.01054,22,0.17294
differentiate,25,25,0.01054,24,0.18866
diagram,25,25,0.01054,25,0.19653
dey,25,20,0.00843,17,0.13364
después,25,24,0.01012,17,0.13364
derecho,25,23,0.0097,13,0.10219
demoness,25,25,0.01054,25,0.19653
deficiency,25,23,0.0097,23,0.1808
defendant,25,23,0.0097,23,0.1808
defective,25,25,0.01054,23,0.1808
darn,25,24,0.01012,21,0.16508
czar,25,25,0.01054,19,0.14936
cushy,25,25,0.01054,25,0.19653
ctvkitchener,25,25,0.01054,16,0.12578
covod19ontario,25,25,0.01054,25,0.19653
counterproductive,25,25,0.01054,25,0.19653
cookie,25,25,0.01054,24,0.18866
consuming,25,25,0.01054,25,0.19653
consulter,25,25,0.01054,10,0.07861
consciousness,25,25,0.01054,25,0.19653
commie,25,23,0.0097,17,0.13364
climatestrikeonline,25,25,0.01054,24,0.18866
ckont,25,25,0.01054,5,0.03931
ciudad,25,24,0.01012,13,0.10219
cinema,25,25,0.01054,22,0.17294
churchill,25,21,0.00886,18,0.1415
chilling,25,25,0.01054,25,0.19653
childish,25,25,0.01054,25,0.19653
charlie,25,25,0.01054,22,0.17294
cco,25,25,0.01054,25,0.19653
cbcwindsor,25,25,0.01054,5,0.03931
cathmckenna,25,25,0.01054,22,0.17294
cater,25,25,0.01054,24,0.18866
carnage,25,25,0.01054,25,0.19653
campsthe,25,25,0.01054,25,0.19653
bullied,25,25,0.01054,25,0.19653
breakfast,25,24,0.01012,23,0.1808
borderline,25,25,0.01054,24,0.18866
boosting,25,24,0.01012,23,0.1808
boomer,25,18,0.00759,13,0.10219
bollock,25,25,0.01054,25,0.19653
bleep,25,9,0.0038,9,0.07075
bilingual,25,25,0.01054,24,0.18866
bei,25,21,0.00886,6,0.04717
bcnursesunion,25,25,0.01054,24,0.18866
bacterial,25,21,0.00886,21,0.16508
asuu,25,15,0.00633,10,0.07861
appliance,25,24,0.01012,24,0.18866
antivaccine,25,24,0.01012,23,0.1808
antibioticdoc,25,25,0.01054,21,0.16508
angle,25,25,0.01054,22,0.17294
alleging,25,25,0.01054,21,0.16508
aircraft,25,24,0.01012,24,0.18866
926,25,25,0.01054,23,0.1808
5day,25,25,0.01054,22,0.17294
570news,25,25,0.01054,11,0.08647
563,25,25,0.01054,24,0.18866
50th,25,25,0.01054,25,0.19653
4x,25,25,0.01054,25,0.19653
478,25,25,0.01054,12,0.09433
379,25,25,0.01054,24,0.18866
320,25,25,0.01054,25,0.19653
214,25,25,0.01054,24,0.18866
1er,25,25,0.01054,20,0.15722
1995,25,25,0.01054,25,0.19653
194400,25,24,0.01012,8,0.06289
193900,25,25,0.01054,6,0.04717
175,25,25,0.01054,24,0.18866
167,25,25,0.01054,21,0.16508
135,25,25,0.01054,23,0.1808
122,25,25,0.01054,24,0.18866
🚨in,24,24,0.01012,24,0.18866
📸2017,24,24,0.01012,22,0.17294
➡️new,24,24,0.01012,24,0.18866
⁦randyhillier⁩,24,24,0.01012,18,0.1415
•presymptomatic,24,24,0.01012,24,0.18866
•negative,24,24,0.01012,24,0.18866
•fever,24,24,0.01012,24,0.18866
•asymptomatic,24,24,0.01012,24,0.18866
—is,24,24,0.01012,24,0.18866
étude,24,24,0.01012,19,0.14936
éradiquée,24,24,0.01012,14,0.11005
zchagla,24,24,0.01012,22,0.17294
yonifreedhoff,24,24,0.01012,21,0.16508
wthe,24,24,0.01012,24,0.18866
workfromhome,24,24,0.01012,17,0.13364
wished,24,24,0.01012,24,0.18866
wieder,24,20,0.00843,3,0.02358
whoop,24,23,0.0097,23,0.1808
whistler,24,24,0.01012,23,0.1808
whale,24,18,0.00759,16,0.12578
wfriends,24,24,0.01012,24,0.18866
wellington,24,16,0.00675,9,0.07075
welcoming,24,24,0.01012,24,0.18866
vía,24,24,0.01012,13,0.10219
victimless,24,24,0.01012,24,0.18866
veille,24,24,0.01012,19,0.14936
valiant,24,24,0.01012,23,0.1808
vader,24,24,0.01012,24,0.18866
utiliser,24,24,0.01012,21,0.16508
usd,24,21,0.00886,10,0.07861
uptick,24,24,0.01012,23,0.1808
unroll,24,24,0.01012,19,0.14936
unitedkingdom,24,24,0.01012,23,0.1808
understandable,24,23,0.0097,23,0.1808
underscore,24,24,0.01012,24,0.18866
ukvariant,24,24,0.01012,22,0.17294
tweeps,24,24,0.01012,24,0.18866
troisième,24,24,0.01012,20,0.15722
trippin,24,24,0.01012,2,0.01572
tocouncil,24,24,0.01012,24,0.18866
thumb,24,24,0.01012,24,0.18866
thiscrying,24,24,0.01012,24,0.18866
therealkeean,24,24,0.01012,19,0.14936
theatlantic,24,24,0.01012,24,0.18866
tendercares,24,24,0.01012,24,0.18866
teammate,24,22,0.00928,17,0.13364
taverners,24,24,0.01012,24,0.18866
tallied,24,24,0.01012,10,0.07861
talented,24,24,0.01012,24,0.18866
tab,24,23,0.0097,22,0.17294
systematically,24,24,0.01012,24,0.18866
swag,24,22,0.00928,22,0.17294
supplémentaires,24,24,0.01012,16,0.12578
stockholm,24,24,0.01012,24,0.18866
stabilize,24,24,0.01012,21,0.16508
specialty,24,23,0.0097,23,0.1808
sifillldf,24,24,0.01012,24,0.18866
shirley😢,24,24,0.01012,24,0.18866
shean,24,24,0.01012,23,0.1808
selfies,24,22,0.00928,22,0.17294
seditious,24,24,0.01012,24,0.18866
scapegoat,24,24,0.01012,22,0.17294
savikataaq,24,24,0.01012,24,0.18866
sara,24,21,0.00886,20,0.15722
sanity,24,24,0.01012,23,0.1808
sandwich,24,24,0.01012,24,0.18866
safe💉🤢💉,24,24,0.01012,23,0.1808
safeathomemb,24,24,0.01012,17,0.13364
rugged,24,23,0.0097,22,0.17294
rogers,24,21,0.00886,20,0.15722
revelation,24,24,0.01012,22,0.17294
responsibilty,24,24,0.01012,24,0.18866
refuting,24,24,0.01012,24,0.18866
reap,24,24,0.01012,23,0.1808
rater,24,24,0.01012,18,0.1415
raisons,24,24,0.01012,21,0.16508
quo,24,24,0.01012,24,0.18866
pursued,24,24,0.01012,24,0.18866
puede,24,24,0.01012,15,0.11792
prière,24,24,0.01012,14,0.11005
postponing,24,24,0.01012,24,0.18866
polish,24,22,0.00928,21,0.16508
plight,24,24,0.01012,23,0.1808
perpetuating,24,24,0.01012,23,0.1808
passé,24,24,0.01012,17,0.13364
passe,24,24,0.01012,20,0.15722
parasite,24,23,0.0097,22,0.17294
pandemicprofiteers,24,24,0.01012,21,0.16508
paint,24,24,0.01012,24,0.18866
oxfordvacgroupastrazenecas,24,24,0.01012,24,0.18866
ouvrez,24,24,0.01012,2,0.01572
oppressed,24,24,0.01012,12,0.09433
onstorm,24,24,0.01012,21,0.16508
onflight,24,24,0.01012,24,0.18866
omission,24,24,0.01012,24,0.18866
olympic,24,24,0.01012,23,0.1808
ocfppresident,24,24,0.01012,8,0.06289
obese,24,24,0.01012,23,0.1808
northvan,24,24,0.01012,11,0.08647
northernhealth,24,24,0.01012,12,0.09433
newsletter,24,24,0.01012,22,0.17294
neonazi,24,24,0.01012,23,0.1808
naysayer,24,23,0.0097,23,0.1808
nashvillebombing,24,24,0.01012,23,0.1808
moreover,24,24,0.01012,23,0.1808
mindless,24,24,0.01012,24,0.18866
millennial,24,24,0.01012,22,0.17294
mf,24,24,0.01012,24,0.18866
mesure,24,24,0.01012,21,0.16508
macleodlisa,24,24,0.01012,23,0.1808
macdonald,24,24,0.01012,22,0.17294
lysol,24,24,0.01012,24,0.18866
ludicrous,24,24,0.01012,24,0.18866
lover,24,24,0.01012,20,0.15722
louisesquish,24,24,0.01012,3,0.02358
loi,24,23,0.0097,18,0.1415
lira,24,24,0.01012,21,0.16508
liberalcorruption,24,24,0.01012,24,0.18866
lha,24,12,0.00506,12,0.09433
lavish,24,24,0.01012,14,0.11005
lancet,24,24,0.01012,20,0.15722
lambejohnny,24,24,0.01012,20,0.15722
labeled,24,23,0.0097,22,0.17294
kkk,24,24,0.01012,23,0.1808
kenny,24,23,0.0097,22,0.17294
kashprime,24,24,0.01012,23,0.1808
kaitlancollins,24,24,0.01012,21,0.16508
janice,24,20,0.00843,19,0.14936
isolement,24,24,0.01012,19,0.14936
interviewing,24,24,0.01012,24,0.18866
installed,24,24,0.01012,24,0.18866
infirm,24,24,0.01012,24,0.18866
indépendant,24,24,0.01012,20,0.15722
index,24,23,0.0097,21,0.16508
illogical,24,24,0.01012,24,0.18866
illegals,24,21,0.00886,19,0.14936
hypothesis,24,23,0.0097,23,0.1808
hugging,24,24,0.01012,24,0.18866
highpriority,24,24,0.01012,24,0.18866
heeded,24,24,0.01012,24,0.18866
habitant,24,24,0.01012,19,0.14936
guérison,24,24,0.01012,14,0.11005
gullible,24,24,0.01012,23,0.1808
godsend,24,24,0.01012,24,0.18866
gifted,24,23,0.0097,22,0.17294
georgiaonmymind,24,24,0.01012,24,0.18866
geoffbuxcey,24,24,0.01012,18,0.1415
generating,24,24,0.01012,24,0.18866
gegen,24,20,0.00843,9,0.07075
fundraiser,24,24,0.01012,24,0.18866
freespeech,24,24,0.01012,6,0.04717
freely,24,24,0.01012,23,0.1808
franklin,24,14,0.0059,8,0.06289
forefront,24,24,0.01012,23,0.1808
flowing,24,23,0.0097,23,0.1808
fleeing,24,24,0.01012,24,0.18866
fiction,24,24,0.01012,24,0.18866
feedback,24,24,0.01012,24,0.18866
farmworkers,24,24,0.01012,22,0.17294
expires,24,24,0.01012,23,0.1808
everton,24,24,0.01012,19,0.14936
establishing,24,24,0.01012,24,0.18866
españa,24,24,0.01012,16,0.12578
embraced,24,24,0.01012,24,0.18866
elephant,24,21,0.00886,20,0.15722
electric,24,24,0.01012,24,0.18866
ein,24,23,0.0097,9,0.07075
egregious,24,24,0.01012,23,0.1808
effets,24,22,0.00928,20,0.15722
eaton,24,24,0.01012,24,0.18866
dû,24,24,0.01012,24,0.18866
détaillé,24,24,0.01012,9,0.07075
dyk,24,24,0.01012,23,0.1808
dug,24,24,0.01012,23,0.1808
dress,24,24,0.01012,20,0.15722
dragging,24,24,0.01012,23,0.1808
dondavies,24,24,0.01012,24,0.18866
doin,24,24,0.01012,24,0.18866
distinguish,24,24,0.01012,24,0.18866
dilemma,24,24,0.01012,23,0.1808
dijo,24,23,0.0097,16,0.12578
dignity,24,22,0.00928,22,0.17294
digit,24,22,0.00928,21,0.16508
digest,24,24,0.01012,14,0.11005
develops,24,24,0.01012,21,0.16508
darth,24,24,0.01012,24,0.18866
cuban,24,22,0.00928,21,0.16508
ctvottmornlive,24,24,0.01012,17,0.13364
couvrefeu,24,21,0.00886,14,0.11005
coordinate,24,24,0.01012,24,0.18866
contemplate,24,24,0.01012,23,0.1808
confirmé,24,21,0.00886,14,0.11005
comorbidity,24,24,0.01012,24,0.18866
colluded,24,24,0.01012,24,0.18866
cola,24,23,0.0097,21,0.16508
clearer,24,24,0.01012,24,0.18866
censored,24,24,0.01012,23,0.1808
celebs,24,24,0.01012,24,0.18866
cdcdirector,24,24,0.01012,13,0.10219
cbcnn,24,24,0.01012,14,0.11005
cancertuesday,24,24,0.01012,24,0.18866
californian,24,24,0.01012,24,0.18866
calgaryherald,24,24,0.01012,21,0.16508
buggering,24,24,0.01012,24,0.18866
broadway,24,23,0.0097,21,0.16508
boulevard,24,24,0.01012,22,0.17294
bone,24,23,0.0097,23,0.1808
boil,24,24,0.01012,23,0.1808
bloc,24,24,0.01012,21,0.16508
blinded,24,24,0.01012,24,0.18866
bigot,24,24,0.01012,24,0.18866
biasinmedicine,24,24,0.01012,24,0.18866
bharain,24,24,0.01012,24,0.18866
beit,24,24,0.01012,23,0.1808
begs,24,24,0.01012,23,0.1808
barblarochelle,24,24,0.01012,20,0.15722
backbone,24,24,0.01012,22,0.17294
azar,24,23,0.0097,22,0.17294
awe,24,24,0.01012,23,0.1808
averts,24,24,0.01012,24,0.18866
averted,24,24,0.01012,24,0.18866
avail,24,24,0.01012,23,0.1808
auto,24,23,0.0097,23,0.1808
ashleyfurniture,24,24,0.01012,20,0.15722
ashishkjha,24,24,0.01012,16,0.12578
arctic,24,17,0.00717,14,0.11005
anthropological,24,24,0.01012,24,0.18866
ano,24,24,0.01012,11,0.08647
ainsi,24,23,0.0097,20,0.15722
aggressively,24,24,0.01012,24,0.18866
adhering,24,24,0.01012,23,0.1808
actuellement,24,24,0.01012,21,0.16508
accomplish,24,24,0.01012,24,0.18866
796,24,24,0.01012,23,0.1808
56700,24,24,0.01012,24,0.18866
5550,24,24,0.01012,24,0.18866
50815,24,24,0.01012,24,0.18866
48609,24,24,0.01012,20,0.15722
44965,24,24,0.01012,24,0.18866
4059,24,24,0.01012,18,0.1415
376,24,24,0.01012,24,0.18866
32550,24,24,0.01012,24,0.18866
2924,24,24,0.01012,24,0.18866
2300,24,24,0.01012,23,0.1808
20202021,24,24,0.01012,22,0.17294
20201222,24,24,0.01012,2,0.01572
20201201,24,22,0.00928,17,0.13364
2010,24,24,0.01012,22,0.17294
195,24,24,0.01012,22,0.17294
17th,24,24,0.01012,22,0.17294
166,24,24,0.01012,22,0.17294
165110,24,24,0.01012,23,0.1808
15mins,24,24,0.01012,24,0.18866
14785,24,24,0.01012,23,0.1808
1046,24,24,0.01012,21,0.16508
🧵this,23,23,0.0097,22,0.17294
➡️hence,23,23,0.0097,23,0.1808
⁦realdonaldtrump⁩,23,23,0.0097,22,0.17294
—does,23,23,0.0097,23,0.1808
—810x,23,23,0.0097,23,0.1808
última,23,23,0.0097,13,0.10219
épidémie,23,23,0.0097,16,0.12578
yyccc,23,23,0.0097,19,0.14936
yah,23,23,0.0097,22,0.17294
yacht,23,23,0.0097,23,0.1808
wrenching,23,23,0.0097,23,0.1808
withdrew,23,23,0.0097,22,0.17294
witch,23,23,0.0097,15,0.11792
werden,23,18,0.00759,11,0.08647
webinars,23,23,0.0097,21,0.16508
wearamask2savelives,23,23,0.0097,9,0.07075
watereddown,23,23,0.0097,23,0.1808
watch👀,23,23,0.0097,23,0.1808
votingrights,23,23,0.0097,23,0.1808
vol,23,23,0.0097,21,0.16508
vit,23,22,0.00928,22,0.17294
vicious,23,23,0.0097,21,0.16508
veteranlivesmatter,23,23,0.0097,23,0.1808
vera,23,23,0.0097,21,0.16508
venir,23,22,0.00928,19,0.14936
vacuum,23,22,0.00928,21,0.16508
vaccinscovid,23,23,0.0097,14,0.11005
utica,23,23,0.0097,23,0.1808
urgence,23,22,0.00928,20,0.15722
upsetting,23,23,0.0097,23,0.1808
upenn,23,22,0.00928,19,0.14936
unproven,23,23,0.0097,22,0.17294
unequal,23,23,0.0097,22,0.17294
underfunded,23,23,0.0097,23,0.1808
uncontrolled,23,23,0.0097,21,0.16508
uk🇬🇧,23,23,0.0097,22,0.17294
treasonous,23,23,0.0097,21,0.16508
tras,23,23,0.0097,15,0.11792
torontolibrary,23,23,0.0097,22,0.17294
torontogracehc,23,22,0.00928,20,0.15722
toi,23,22,0.00928,21,0.16508
timtierney,23,23,0.0097,21,0.16508
the…,23,23,0.0097,9,0.07075
testimony,23,23,0.0097,15,0.11792
taylor,23,21,0.00886,20,0.15722
tatiana,23,23,0.0097,22,0.17294
tackling,23,22,0.00928,22,0.17294
surreyfraser,23,23,0.0097,5,0.03931
supplying,23,23,0.0097,22,0.17294
suitable,23,23,0.0097,23,0.1808
sub,23,21,0.00886,21,0.16508
strategizing,23,23,0.0097,23,0.1808
stir,23,23,0.0097,23,0.1808
statedeptspox,23,23,0.0097,9,0.07075
stasi,23,23,0.0097,22,0.17294
stalin,23,23,0.0097,22,0.17294
spy,23,23,0.0097,23,0.1808
socked,23,23,0.0097,23,0.1808
soccer,23,20,0.00843,20,0.15722
smdh,23,23,0.0097,15,0.11792
smallest,23,23,0.0097,23,0.1808
slipped,23,23,0.0097,22,0.17294
sincère,23,23,0.0097,13,0.10219
sieve,23,23,0.0097,22,0.17294
shark,23,16,0.00675,14,0.11005
sharia,23,13,0.00548,13,0.10219
shamed,23,23,0.0097,23,0.1808
sham,23,23,0.0097,23,0.1808
sest,23,23,0.0097,18,0.1415
sepsis,23,23,0.0097,23,0.1808
selfie,23,23,0.0097,22,0.17294
searching,23,23,0.0097,23,0.1808
seamusoregan,23,23,0.0097,20,0.15722
scheduling,23,21,0.00886,20,0.15722
scarbto,23,23,0.0097,20,0.15722
scaling,23,23,0.0097,23,0.1808
saramojtehedz,23,23,0.0097,22,0.17294
salvage,23,23,0.0097,22,0.17294
salt,23,23,0.0097,21,0.16508
sailed,23,23,0.0097,23,0.1808
rondesantisfl,23,23,0.0097,16,0.12578
robynurback,23,23,0.0097,21,0.16508
robertson,23,22,0.00928,20,0.15722
ripping,23,23,0.0097,23,0.1808
retiring,23,23,0.0097,23,0.1808
resignfullerton,23,23,0.0097,12,0.09433
requesting,23,23,0.0097,22,0.17294
reprimanded,23,23,0.0097,23,0.1808
repertoire,23,23,0.0097,23,0.1808
recruiting,23,23,0.0097,20,0.15722
reckoning,23,23,0.0097,23,0.1808
rbreich,23,23,0.0097,17,0.13364
quienes,23,23,0.0097,14,0.11005
quel,23,23,0.0097,19,0.14936
père,23,22,0.00928,21,0.16508
publicist,23,23,0.0097,23,0.1808
promedmail,23,21,0.00886,20,0.15722
procuring,23,23,0.0097,16,0.12578
probablement,23,22,0.00928,19,0.14936
probability,23,23,0.0097,23,0.1808
pretended,23,23,0.0097,22,0.17294
plateau,23,16,0.00675,16,0.12578
pierrearcand,23,23,0.0097,19,0.14936
perpetuated,23,23,0.0097,23,0.1808
perilous,23,23,0.0097,23,0.1808
paving,23,23,0.0097,22,0.17294
patrol,23,23,0.0097,21,0.16508
patrick,23,23,0.0097,23,0.1808
patch,23,23,0.0097,23,0.1808
parte,23,23,0.0097,16,0.12578
palace,23,23,0.0097,23,0.1808
oz7777,23,23,0.0097,23,0.1808
oy,23,23,0.0097,22,0.17294
oval,23,23,0.0097,23,0.1808
outdated,23,23,0.0097,23,0.1808
opining,23,23,0.0097,22,0.17294
oph,23,22,0.00928,20,0.15722
oncall4on,23,23,0.0097,14,0.11005
okanagan,23,22,0.00928,16,0.12578
occurrence,23,23,0.0097,23,0.1808
obstinance,23,23,0.0097,23,0.1808
obeying,23,23,0.0097,22,0.17294
nouvel,23,21,0.00886,17,0.13364
notjustavisitor,23,23,0.0097,20,0.15722
northwest,23,23,0.0097,23,0.1808
njoo,23,23,0.0097,21,0.16508
nearing,23,23,0.0097,23,0.1808
navigating,23,23,0.0097,20,0.15722
nathan,23,23,0.0097,22,0.17294
naive,23,23,0.0097,21,0.16508
mundial,23,22,0.00928,16,0.12578
multiply,23,23,0.0097,23,0.1808
mourir,23,21,0.00886,20,0.15722
modernapfizer,23,23,0.0097,23,0.1808
misc,23,23,0.0097,22,0.17294
milliers,23,23,0.0097,21,0.16508
miguel,23,23,0.0097,22,0.17294
membres,23,23,0.0097,19,0.14936
meded,23,23,0.0097,8,0.06289
measuring,23,23,0.0097,23,0.1808
marissanovetsky,23,23,0.0097,16,0.12578
malade,23,22,0.00928,21,0.16508
makeshift,23,23,0.0097,23,0.1808
madrid,23,23,0.0097,16,0.12578
lundi,23,23,0.0097,18,0.1415
lt19,23,23,0.0097,17,0.13364
lhsccanada,23,23,0.0097,13,0.10219
legislator,23,23,0.0097,23,0.1808
lackey,23,23,0.0097,21,0.16508
kyle,23,23,0.0097,19,0.14936
kook,23,23,0.0097,23,0.1808
koch,23,23,0.0097,23,0.1808
kissing,23,23,0.0097,23,0.1808
journaliste,23,23,0.0097,21,0.16508
josh,23,23,0.0097,21,0.16508
jill,23,22,0.00928,21,0.16508
jaccompagne,23,23,0.0097,13,0.10219
ir,23,16,0.00675,13,0.10219
introduces,23,23,0.0097,21,0.16508
interruption,23,23,0.0097,22,0.17294
institutionalized,23,23,0.0097,23,0.1808
initiated,23,23,0.0097,21,0.16508
infested,23,17,0.00717,17,0.13364
incorporate,23,23,0.0097,21,0.16508
ibtimesindia,23,23,0.0097,23,0.1808
hotline,23,22,0.00928,20,0.15722
homme,23,23,0.0097,23,0.1808
hometown,23,23,0.0097,23,0.1808
harbor,23,22,0.00928,21,0.16508
halifaxtoday,23,23,0.0097,9,0.07075
greatbarringtondeclaration,23,23,0.0097,23,0.1808
grandson,23,23,0.0097,23,0.1808
graduation,23,23,0.0097,23,0.1808
golikova,23,23,0.0097,23,0.1808
goggles,23,23,0.0097,22,0.17294
goc,23,23,0.0097,22,0.17294
gibraltar,23,23,0.0097,23,0.1808
getgo,23,23,0.0097,23,0.1808
georgiapeach,23,23,0.0097,23,0.1808
generated,23,23,0.0097,22,0.17294
fulfill,23,23,0.0097,23,0.1808
frontlineheroes,23,23,0.0097,18,0.1415
frikken,23,23,0.0097,23,0.1808
foment,23,23,0.0097,23,0.1808
folksy,23,23,0.0097,23,0.1808
flower,23,21,0.00886,21,0.16508
flourish,23,23,0.0097,23,0.1808
flatout,23,23,0.0097,23,0.1808
fiveday,23,23,0.0097,16,0.12578
finale,23,23,0.0097,15,0.11792
ferry,23,18,0.00759,15,0.11792
fasterspreading,23,23,0.0097,21,0.16508
falsified,23,21,0.00886,20,0.15722
extinction,23,23,0.0097,19,0.14936
exhaustion,23,22,0.00928,21,0.16508
examen,23,23,0.0097,18,0.1415
evade,23,23,0.0097,21,0.16508
euro,23,22,0.00928,17,0.13364
eternal,23,23,0.0097,23,0.1808
estão,23,20,0.00843,9,0.07075
erratic,23,23,0.0097,22,0.17294
emerg,23,22,0.00928,21,0.16508
elonmusk,23,23,0.0097,15,0.11792
ellie,23,23,0.0097,23,0.1808
element,23,23,0.0097,23,0.1808
eggnog,23,23,0.0097,23,0.1808
echoed,23,23,0.0097,23,0.1808
détectés,23,23,0.0097,18,0.1415
dwuhlfelderlaw,23,23,0.0097,18,0.1415
duterte,23,23,0.0097,17,0.13364
drkateto,23,23,0.0097,17,0.13364
drip,23,23,0.0097,23,0.1808
drfullertonmppnomoreliveslost,23,23,0.0097,23,0.1808
downward,23,23,0.0097,21,0.16508
dope,23,23,0.0097,23,0.1808
doorknocking,23,23,0.0097,21,0.16508
doctrine,23,23,0.0097,22,0.17294
doable,23,23,0.0097,23,0.1808
distillery,23,23,0.0097,23,0.1808
devraient,23,23,0.0097,22,0.17294
derided,23,23,0.0097,20,0.15722
dearly,23,23,0.0097,21,0.16508
dancer,23,23,0.0097,23,0.1808
crumbles,23,23,0.0097,23,0.1808
credulity,23,23,0.0097,22,0.17294
covid19😷,23,23,0.0097,7,0.05503
coronavirusvaccine,23,23,0.0097,7,0.05503
contrôle,23,22,0.00928,18,0.1415
compounded,23,23,0.0097,22,0.17294
communicator,23,23,0.0097,13,0.10219
combien,23,20,0.00843,18,0.1415
cohvedd,23,23,0.0097,23,0.1808
cobbcounty,23,23,0.0097,23,0.1808
coat,23,23,0.0097,22,0.17294
coached,23,23,0.0097,23,0.1808
co2,23,21,0.00886,21,0.16508
chuggin,23,23,0.0097,23,0.1808
chorus,23,23,0.0097,23,0.1808
choreograph,23,23,0.0097,23,0.1808
cholera,23,23,0.0097,23,0.1808
childcaregiver,23,23,0.0097,23,0.1808
chiffres,23,23,0.0097,17,0.13364
cbsa,23,20,0.00843,18,0.1415
caroler,23,21,0.00886,20,0.15722
captive,23,22,0.00928,22,0.17294
canisters—unable,23,23,0.0097,23,0.1808
cable,23,23,0.0097,22,0.17294
cabal,23,23,0.0097,21,0.16508
builder,23,23,0.0097,22,0.17294
buckle,23,23,0.0097,23,0.1808
breastfeeding,23,23,0.0097,20,0.15722
brantford,23,23,0.0097,23,0.1808
bookstore,23,23,0.0097,22,0.17294
blaise,23,23,0.0097,23,0.1808
blackdoctorsmatter,23,23,0.0097,23,0.1808
betteroffwithrachel,23,23,0.0097,20,0.15722
behaving,23,23,0.0097,23,0.1808
bayobserver,23,23,0.0097,3,0.02358
barthelemy,23,23,0.0097,23,0.1808
baffling,23,23,0.0097,23,0.1808
backdrop,23,23,0.0097,23,0.1808
avis,23,23,0.0097,20,0.15722
assembly,23,23,0.0097,23,0.1808
assemble,23,23,0.0097,23,0.1808
asleep,23,23,0.0097,23,0.1808
arrangement,23,23,0.0097,23,0.1808
aplicación,23,23,0.0097,10,0.07861
apartheid,23,22,0.00928,18,0.1415
antiviral,23,23,0.0097,22,0.17294
android,23,22,0.00928,17,0.13364
amplify,23,23,0.0097,22,0.17294
ambassador,23,23,0.0097,21,0.16508
allcause,23,14,0.0059,11,0.08647
allankgrillmd,23,23,0.0097,15,0.11792
alexiscossette,23,23,0.0097,14,0.11005
album,23,23,0.0097,22,0.17294
affirme,23,23,0.0097,19,0.14936
acid,23,22,0.00928,18,0.1415
8906,23,23,0.0097,22,0.17294
610cktb,23,23,0.0097,20,0.15722
55265,23,23,0.0097,22,0.17294
460,23,23,0.0097,23,0.1808
40k,23,23,0.0097,22,0.17294
3126,23,23,0.0097,23,0.1808
2023,23,23,0.0097,23,0.1808
20201229,23,23,0.0097,4,0.03144
20201228,23,23,0.0097,2,0.01572
18000,23,22,0.00928,20,0.15722
172,23,23,0.0097,23,0.1808
171416,23,23,0.0097,23,0.1808
134,23,23,0.0097,23,0.1808
1030,23,23,0.0097,19,0.14936
🧵the,22,22,0.00928,22,0.17294
😡onpoli,22,22,0.00928,22,0.17294
➡️would,22,22,0.00928,22,0.17294
zerocovid,22,22,0.00928,20,0.15722
yxe,22,22,0.00928,14,0.11005
wun,22,22,0.00928,22,0.17294
wdsu,22,22,0.00928,22,0.17294
vulnerability,22,22,0.00928,22,0.17294
viceadmiral,22,22,0.00928,21,0.16508
vaughan,22,22,0.00928,22,0.17294
tête,22,22,0.00928,20,0.15722
tylenol,22,16,0.00675,16,0.12578
tulsi,22,19,0.00801,19,0.14936
ttc,22,20,0.00843,15,0.11792
trumper,22,22,0.00928,20,0.15722
travers,22,22,0.00928,15,0.11792
todd,22,22,0.00928,21,0.16508
timmys,22,22,0.00928,22,0.17294
ti,22,22,0.00928,22,0.17294
thriving,22,22,0.00928,21,0.16508
thesocialctv,22,21,0.00886,21,0.16508
thereby,22,22,0.00928,22,0.17294
theofleury14,22,22,0.00928,20,0.15722
themed,22,22,0.00928,22,0.17294
thawed,22,22,0.00928,21,0.16508
teresa,22,16,0.00675,15,0.11792
tem,22,18,0.00759,12,0.09433
tehran,22,20,0.00843,10,0.07861
tapped,22,22,0.00928,22,0.17294
swearingin,22,22,0.00928,22,0.17294
sunshine,22,22,0.00928,22,0.17294
sucked,22,22,0.00928,21,0.16508
straussmatt,22,22,0.00928,18,0.1415
stepupandstayhome,22,22,0.00928,15,0.11792
spontaneous,22,22,0.00928,21,0.16508
spiralling,22,22,0.00928,21,0.16508
smarten,22,22,0.00928,22,0.17294
slovakia,22,22,0.00928,21,0.16508
silencing,22,22,0.00928,22,0.17294
sie,22,22,0.00928,5,0.03931
sidney,22,22,0.00928,6,0.04717
shone,22,22,0.00928,22,0.17294
shld,22,22,0.00928,22,0.17294
shashabrown12,22,22,0.00928,3,0.02358
seize,22,22,0.00928,22,0.17294
sect,22,22,0.00928,22,0.17294
secelainechao,22,22,0.00928,20,0.15722
scumbag,22,22,0.00928,22,0.17294
scrooge,22,20,0.00843,20,0.15722
runny,22,21,0.00886,19,0.14936
rochelle,22,22,0.00928,21,0.16508
robson,22,22,0.00928,18,0.1415
roaring,22,22,0.00928,19,0.14936
retain,22,22,0.00928,21,0.16508
