Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,30603,29648,12.92556,6568,52.64086
1,people,27853,24458,10.66289,5669,45.4356
1,know,7888,7382,3.21831,3165,25.36667
1,time,11245,10516,4.58463,4051,32.46774
1,thing,5614,5371,2.34158,2660,21.31923
1,think,5377,5071,2.21079,2481,19.88459
1,year,10520,9811,4.27728,3963,31.76244
1,going,6823,6431,2.80371,2951,23.65152
1,good,5729,5470,2.38474,2767,22.17681
1,really,3838,3636,1.58518,2023,16.21383
1,need,11894,10872,4.73984,3939,31.57009
1,way,5035,4912,2.14147,2595,20.79827
1,life,7195,6906,3.01079,2978,23.86792
1,right,7492,7076,3.0849,2980,23.88395
1,want,5353,5034,2.19466,2521,20.20518
2,case,27825,21348,9.30703,4684,37.54108
2,new,21671,18582,8.10114,4767,38.2063
2,death,10701,9184,4.00392,3070,24.60527
2,number,7939,7400,3.22616,3006,24.09233
2,report,4641,4518,1.9697,2094,16.78288
2,today,12208,11578,5.04763,3979,31.89068
2,day,14333,12495,5.44741,4149,33.25319
2,record,3296,3061,1.3345,1598,12.80757
2,ontario,24912,23064,10.05515,4473,35.84996
2,variant,12112,10586,4.61515,3278,26.27234
2,rate,4023,3654,1.59302,2007,16.0856
2,reported,3117,2904,1.26605,1478,11.8458
2,total,3280,2898,1.26343,1500,12.02212
2,april,5937,5562,2.42485,2572,20.61393
2,ottawa,2829,2579,1.12436,1045,8.37541
3,vaccine,34953,29148,12.70757,6199,49.68342
3,vaccination,8931,8378,3.65253,3375,27.04977
3,million,6274,5251,2.28926,2517,20.17312
3,dos,5286,4247,1.85155,1984,15.90126
3,vaccinated,7160,6721,2.93014,3026,24.25262
3,cdc,3203,2817,1.22812,1537,12.31867
3,shot,3181,2874,1.25297,1731,13.87353
3,age,3429,3201,1.39553,1779,14.25824
3,book,2948,2479,1.08076,1391,11.14851
3,appointment,2828,2503,1.09123,1304,10.45123
3,dose,2321,2128,0.92774,1340,10.73976
3,astrazeneca,2182,2131,0.92905,1280,10.25888
3,clinic,2236,1990,0.86757,1081,8.66394
3,eligible,2049,1933,0.84272,1256,10.06652
3,pfizer,2023,1915,0.83488,1252,10.03446
4,lockdown,21302,18781,8.1879,4700,37.66931
4,ontario,24912,23064,10.05515,4473,35.84996
4,ford,8646,8095,3.52916,2268,18.17745
4,restriction,5824,5553,2.42093,2501,20.04488
4,onpoli,11044,11033,4.81003,2404,19.26745
4,fordnation,8394,8231,3.58845,2230,17.87289
4,measure,4265,4148,1.80839,2088,16.73479
4,look,3507,3374,1.47095,1967,15.76501
4,shutdown,1551,1442,0.62866,965,7.73423
4,fordfailedontario,913,912,0.3976,310,2.48457
4,police,1729,1569,0.68403,978,7.83842
4,lock,1724,1621,0.7067,1060,8.49563
4,doug,4561,4423,1.92828,1582,12.67933
4,business,4846,4408,1.92174,2278,18.25759
4,week,9769,9004,3.92545,3457,27.70698
5,icu,11604,9834,4.2873,2934,23.51527
5,ontario,24912,23064,10.05515,4473,35.84996
5,patient,9540,8523,3.71575,2943,23.5874
5,hospital,8282,7509,3.27368,2747,22.01651
5,care,7295,6623,2.88741,2828,22.6657
5,doctor,4380,4089,1.78267,2017,16.16574
5,onpoli,11044,11033,4.81003,2404,19.26745
5,story,3011,2904,1.26605,1703,13.64911
5,wave,7197,6535,2.84905,2551,20.44562
5,covid19ontario,2297,2295,1.00054,1021,8.18306
5,capacity,2182,2095,0.91335,1285,10.29895
5,happening,1789,1593,0.6945,1063,8.51968
5,critical,2036,1907,0.83139,1153,9.241
5,morning,1805,1782,0.77689,1251,10.02645
5,people,27853,24458,10.66289,5669,45.4356
6,home,10453,9605,4.18747,3759,30.12743
6,stay,8971,8225,3.58583,3399,27.24213
6,mask,8302,7123,3.1054,2957,23.69961
6,open,5170,4878,2.12665,2460,19.71628
6,safe,5000,4666,2.03422,2342,18.77054
6,wear,3354,3219,1.40338,1864,14.93949
6,social,2809,2761,1.20371,1802,14.44257
6,people,27853,24458,10.66289,5669,45.4356
6,order,7685,7287,3.17689,3002,24.06027
6,easter,2842,2605,1.13569,1524,12.21447
6,restaurant,2264,2074,0.9042,1324,10.61153
6,weekend,2807,2644,1.1527,1619,12.97588
6,vaccinated,7160,6721,2.93014,3026,24.25262
6,want,5353,5034,2.19466,2521,20.20518
6,distancing,1435,1414,0.61646,1055,8.45556
7,pandemic,30603,29648,12.92556,6568,52.64086
7,government,12451,11747,5.12131,3703,29.67861
7,ableg,5079,5064,2.20774,896,7.18121
7,public,9128,8575,3.73842,3168,25.39072
7,premier,5875,5543,2.41657,2096,16.79891
7,health,17490,16029,6.98812,4393,35.20878
7,response,4101,3945,1.71989,2056,16.47832
7,order,7685,7287,3.17689,3002,24.06027
7,ford,8646,8095,3.52916,2268,18.17745
7,cdnpoli,7494,7480,3.26104,1974,15.82111
7,kenney,2841,2638,1.15008,848,6.79651
7,stayathome,3680,3578,1.55989,1756,14.0739
7,alberta,5973,5566,2.42659,1583,12.68734
7,minister,2740,2629,1.14616,1438,11.52521
7,doug,4561,4423,1.92828,1582,12.67933
8,worker,10151,8512,3.71095,2931,23.49122
8,essential,6565,5888,2.56698,2482,19.8926
8,fordnation,8394,8231,3.58845,2230,17.87289
8,sick,5888,5204,2.26877,2158,17.29582
8,paid,3381,3117,1.35891,1497,11.99808
8,support,4118,3944,1.71946,2154,17.26377
8,school,12517,9709,4.23281,2914,23.35497
8,need,11894,10872,4.73984,3939,31.57009
8,work,7612,7031,3.06529,3208,25.71131
8,protect,3290,3087,1.34583,1800,14.42654
8,teacher,2714,2363,1.03019,1298,10.40314
8,job,3524,3277,1.42866,1912,15.3242
8,community,4719,4405,1.92044,2248,18.01715
8,working,3540,3453,1.5054,2072,16.60656
8,pandemic,30603,29648,12.92556,6568,52.64086
9,school,12517,9709,4.23281,2914,23.35497
9,health,17490,16029,6.98812,4393,35.20878
9,child,4006,3320,1.44741,1717,13.76132
9,bcpoli,3545,3543,1.54463,666,5.33782
9,bc,6384,5777,2.51858,1643,13.16823
9,kid,4204,3671,1.60044,1822,14.60287
9,outbreak,5718,5294,2.30801,2186,17.52024
9,dr,4897,4617,2.01286,2130,17.07141
9,say,12966,12051,5.25384,3843,30.80067
9,public,9128,8575,3.73842,3168,25.39072
9,positive,3377,3173,1.38332,1721,13.79338
9,thread,1727,1686,0.73504,1012,8.11092
9,disease,2079,1939,0.84534,1237,9.91424
9,young,2525,2267,0.98834,1374,11.01226
9,canuck,1733,1625,0.70845,657,5.26569
10,canada,14837,13413,5.84763,3930,31.49796
10,variant,12112,10586,4.61515,3278,26.27234
10,le,4679,3740,1.63052,1625,13.02396
10,cdnpoli,7494,7480,3.26104,1974,15.82111
10,trudeau,4264,3949,1.72163,1349,10.81189
10,justintrudeau,2064,2021,0.88109,961,7.70217
10,p1,2448,2064,0.89984,947,7.58997
10,canadian,7653,7027,3.06354,2697,21.61577
10,et,2753,2101,0.91597,645,5.16951
10,brazil,1848,1716,0.74812,912,7.30945
