Topic Number,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
1,47722,20.80523,7853,62.93981
2,19575,8.53406,4272,34.239
3,26003,11.33646,5965,47.80797
4,18508,8.06888,4512,36.16254
5,15050,6.56131,3800,30.45604
6,19646,8.56501,5801,46.49355
7,25718,11.21221,5258,42.14154
8,19858,8.65744,5117,41.01146
9,21691,9.45657,5076,40.68286
10,15604,6.80283,3855,30.89685
