Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweets,Number of Users,Percentage of Users
fairmont,4,4,0.00174,4,0.03206
faint,4,4,0.00174,4,0.03206
failure😞,4,4,0.00174,4,0.03206
factorieslfg,4,4,0.00174,4,0.03206
factcheckingday,4,4,0.00174,4,0.03206
facilitating,4,4,0.00174,3,0.02404
facilement,4,4,0.00174,4,0.03206
facetheclimateemergency,4,4,0.00174,4,0.03206
facepalm,4,4,0.00174,4,0.03206
f1,4,4,0.00174,4,0.03206
eyeglass,4,4,0.00174,4,0.03206
extremelyshortmemory,4,4,0.00174,4,0.03206
extraordinarily,4,4,0.00174,4,0.03206
extracurriculars,4,4,0.00174,2,0.01603
extracurricular,4,4,0.00174,4,0.03206
expropriation,4,4,0.00174,3,0.02404
expires,4,4,0.00174,4,0.03206
expidited,4,4,0.00174,3,0.02404
experts—including,4,4,0.00174,4,0.03206
expertly,4,4,0.00174,3,0.02404
exorcise,4,4,0.00174,4,0.03206
exiting,4,4,0.00174,4,0.03206
existenzsorgen,4,4,0.00174,2,0.01603
exhalation,4,3,0.00131,3,0.02404
exemplified,4,4,0.00174,4,0.03206
excused,4,4,0.00174,4,0.03206
exclure,4,4,0.00174,4,0.03206
excelsior,4,4,0.00174,3,0.02404
evie1937,4,4,0.00174,1,0.00801
everyong,4,4,0.00174,4,0.03206
everyhombre,4,4,0.00174,3,0.02404
every1,4,4,0.00174,4,0.03206
eventos,4,4,0.00174,4,0.03206
evenly,4,4,0.00174,4,0.03206
evansolomonshow,4,4,0.00174,2,0.01603
evac,4,2,0.00087,2,0.01603
eulogy,4,4,0.00174,3,0.02404
eueeas,4,4,0.00174,2,0.01603
etsy,4,4,0.00174,1,0.00801
etou,4,4,0.00174,4,0.03206
etobicokecentre,4,4,0.00174,2,0.01603
ethiopia,4,4,0.00174,4,0.03206
etape,4,4,0.00174,1,0.00801
estou,4,4,0.00174,4,0.03206
estiment,4,4,0.00174,4,0.03206
estarán,4,4,0.00174,3,0.02404
essexwear,4,4,0.00174,1,0.00801
essentiellement,4,4,0.00174,4,0.03206
essayer,4,4,0.00174,4,0.03206
essais,4,4,0.00174,4,0.03206
espero,4,4,0.00174,4,0.03206
español,4,4,0.00174,4,0.03206
espaces,4,4,0.00174,4,0.03206
espace,4,4,0.00174,4,0.03206
escuelas,4,4,0.00174,3,0.02404
escuela,4,4,0.00174,4,0.03206
escooters,4,4,0.00174,4,0.03206
esas,4,4,0.00174,4,0.03206
erroneously,4,4,0.00174,4,0.03206
erreurs,4,4,0.00174,3,0.02404
erratically,4,4,0.00174,4,0.03206
ernesto,4,2,0.00087,2,0.01603
ernasolberg,4,4,0.00174,3,0.02404
erkrankungen,4,4,0.00174,2,0.01603
erkenning,4,4,0.00174,2,0.01603
erinotrump,4,4,0.00174,4,0.03206
erie,4,3,0.00131,3,0.02404
ericszeto,4,4,0.00174,4,0.03206
ericotoolemp,4,4,0.00174,4,0.03206
ericgreniercbc,4,4,0.00174,4,0.03206
ericengels,4,4,0.00174,4,0.03206
ericcarroll,4,4,0.00174,2,0.01603
erica,4,4,0.00174,3,0.02404
ereguly,4,4,0.00174,3,0.02404
erection,4,4,0.00174,4,0.03206
eps,4,4,0.00174,1,0.00801
epoch,4,4,0.00174,4,0.03206
epitomized,4,4,0.00174,4,0.03206
epitome,4,4,0.00174,4,0.03206
epidemiologists™,4,4,0.00174,4,0.03206
epidemiologically,4,4,0.00174,4,0.03206
epidemiologic,4,4,0.00174,4,0.03206
epicycle,4,4,0.00174,4,0.03206
epaultaylor,4,4,0.00174,4,0.03206
envoyés,4,4,0.00174,4,0.03206
envoyé,4,4,0.00174,4,0.03206
envisioned,4,4,0.00174,4,0.03206
environmentalist,4,4,0.00174,4,0.03206
envied,4,4,0.00174,4,0.03206
envelope,4,4,0.00174,4,0.03206
entrée,4,4,0.00174,4,0.03206
entretemps,4,4,0.00174,3,0.02404
entraîné,4,4,0.00174,4,0.03206
entraîneurs,4,4,0.00174,4,0.03206
entouré,4,4,0.00174,4,0.03206
entirely—if,4,4,0.00174,4,0.03206
enthusiastic,4,4,0.00174,4,0.03206
entero,4,4,0.00174,3,0.02404
ent,4,4,0.00174,4,0.03206
enseignement,4,4,0.00174,4,0.03206
ensayos,4,4,0.00174,3,0.02404
enorme,4,4,0.00174,4,0.03206
enlightened,4,4,0.00174,4,0.03206
enlarged,4,4,0.00174,4,0.03206
enigmaticjones,4,4,0.00174,3,0.02404
englishlanguage,4,4,0.00174,4,0.03206
engages,4,4,0.00174,4,0.03206
enfilade,4,4,0.00174,4,0.03206
enfermeras,4,4,0.00174,3,0.02404
enfermera,4,4,0.00174,4,0.03206
enfeksiyon,4,4,0.00174,1,0.00801
endogenous,4,4,0.00174,4,0.03206
encuentran,4,3,0.00131,3,0.02404
encuentra,4,4,0.00174,4,0.03206
encompasses,4,4,0.00174,4,0.03206
encierro,4,4,0.00174,4,0.03206
enbridge,4,4,0.00174,4,0.03206
emts,4,4,0.00174,4,0.03206
empresários,4,4,0.00174,3,0.02404
empress,4,4,0.00174,2,0.01603
employé,4,4,0.00174,4,0.03206
employeroperated,4,4,0.00174,4,0.03206
employerdelivered,4,4,0.00174,4,0.03206
empirically,4,4,0.00174,4,0.03206
empieza,4,4,0.00174,4,0.03206
emphatically,4,4,0.00174,4,0.03206
empauta,4,4,0.00174,1,0.00801
emgfind,4,4,0.00174,3,0.02404
emergencymeasuresact,4,4,0.00174,4,0.03206
emegency,4,2,0.00087,1,0.00801
embroiled,4,4,0.00174,4,0.03206
emboldens,4,4,0.00174,4,0.03206
embodies,4,4,0.00174,4,0.03206
ember,4,4,0.00174,4,0.03206
embellie,4,4,0.00174,4,0.03206
emanuelkarlsten,4,4,0.00174,1,0.00801
elsie,4,4,0.00174,4,0.03206
elsa,4,4,0.00174,4,0.03206
elriohealth,4,4,0.00174,4,0.03206
eloquent,4,4,0.00174,4,0.03206
elm,4,4,0.00174,3,0.02404
ellesmere,4,4,0.00174,4,0.03206
ellenroseman,4,4,0.00174,1,0.00801
ellen,4,2,0.00087,1,0.00801
elkaar,4,4,0.00174,2,0.01603
elisa,4,4,0.00174,4,0.03206
elhijodelrayo,4,4,0.00174,1,0.00801
elementally,4,4,0.00174,4,0.03206
elem,4,4,0.00174,4,0.03206
elegir,4,4,0.00174,4,0.03206
electionsab,4,4,0.00174,4,0.03206
eldest,4,4,0.00174,4,0.03206
einst,4,4,0.00174,2,0.01603
eieio,4,2,0.00087,2,0.01603
egyptian,4,4,0.00174,4,0.03206
eglintonlawrence,4,4,0.00174,4,0.03206
egalecanada,4,4,0.00174,1,0.00801
efficacysafety,4,4,0.00174,4,0.03206
effacer,4,4,0.00174,4,0.03206
eerlijke,4,4,0.00174,2,0.01603
educationincovid,4,4,0.00174,1,0.00801
educannotwait,4,4,0.00174,1,0.00801
edmontonsun,4,4,0.00174,3,0.02404
edinagerbear,4,4,0.00174,1,0.00801
edict,4,4,0.00174,4,0.03206
edi,4,4,0.00174,3,0.02404
edhollett,4,4,0.00174,4,0.03206
economicrecovery,4,4,0.00174,3,0.02404
econ,4,4,0.00174,3,0.02404
eclipsing,4,4,0.00174,4,0.03206
ecigarettes,4,4,0.00174,2,0.01603
eb,4,4,0.00174,2,0.01603
eazy,4,4,0.00174,4,0.03206
easttoronto,4,4,0.00174,4,0.03206
easternhealthnl,4,4,0.00174,4,0.03206
easterner,4,4,0.00174,4,0.03206
easteregghunt,4,4,0.00174,4,0.03206
easteregg,4,4,0.00174,4,0.03206
earthquake,4,4,0.00174,4,0.03206
earns,4,4,0.00174,3,0.02404
earnest,4,3,0.00131,3,0.02404
earlyontiontarioca,4,4,0.00174,2,0.01603
déterminant,4,4,0.00174,4,0.03206
désolant,4,4,0.00174,4,0.03206
désignée,4,4,0.00174,3,0.02404
désastre,4,4,0.00174,4,0.03206
déplore,4,4,0.00174,4,0.03206
déplacer,4,4,0.00174,4,0.03206
département,4,4,0.00174,4,0.03206
démontrent,4,4,0.00174,4,0.03206
démocratie,4,4,0.00174,4,0.03206
défié,4,4,0.00174,4,0.03206
défense,4,4,0.00174,4,0.03206
dédales,4,4,0.00174,4,0.03206
découverte,4,4,0.00174,4,0.03206
déclenchée,4,4,0.00174,4,0.03206
déclare,4,4,0.00174,4,0.03206
débute,4,4,0.00174,4,0.03206
dylan,4,4,0.00174,4,0.03206
dwpersian,4,4,0.00174,4,0.03206
dutifully,4,4,0.00174,4,0.03206
durham281,4,4,0.00174,4,0.03206
dur,4,4,0.00174,4,0.03206
duplication,4,4,0.00174,4,0.03206
duncankinney,4,4,0.00174,3,0.02404
dumbness,4,4,0.00174,4,0.03206
dumbfounded,4,4,0.00174,3,0.02404
drvictorialeefh,4,4,0.00174,4,0.03206
druhfarrell,4,4,0.00174,3,0.02404
druggie,4,4,0.00174,3,0.02404
drtoddlee,4,4,0.00174,3,0.02404
drstephaniecoo1,4,4,0.00174,4,0.03206
droz,4,4,0.00174,3,0.02404
drown,4,4,0.00174,4,0.03206
drouselle,4,4,0.00174,4,0.03206
droppings,4,4,0.00174,4,0.03206
dropletcontact,4,4,0.00174,4,0.03206
drmohammadosler,4,4,0.00174,4,0.03206
drmadej,4,4,0.00174,4,0.03206
drlabos,4,4,0.00174,3,0.02404
drjfrank,4,4,0.00174,1,0.00801
drjeffkwong,4,4,0.00174,4,0.03206
drivingwalking,4,4,0.00174,4,0.03206
driveling,4,4,0.00174,4,0.03206
drifted,4,4,0.00174,4,0.03206
driekwart,4,4,0.00174,2,0.01603
drfarihakhan,4,4,0.00174,4,0.03206
drewqjoseph,4,4,0.00174,4,0.03206
dreger,4,4,0.00174,4,0.03206
drchrissimpson,4,4,0.00174,4,0.03206
drcarolfenton,4,4,0.00174,4,0.03206
drbonniehenrylogic,4,4,0.00174,1,0.00801
drame,4,4,0.00174,4,0.03206
dragonfly,4,4,0.00174,4,0.03206
draaisma,4,4,0.00174,1,0.00801
downwards,4,4,0.00174,4,0.03206
downstream,4,4,0.00174,4,0.03206
douglasrtennant,4,4,0.00174,1,0.00801
dougfordfailedontario,4,4,0.00174,4,0.03206
doubter,4,4,0.00174,4,0.03206
dosani,4,4,0.00174,4,0.03206
dort,4,4,0.00174,4,0.03206
dormitory,4,4,0.00174,4,0.03206
dormant,4,4,0.00174,4,0.03206
doozy,4,4,0.00174,4,0.03206
doodle,4,4,0.00174,4,0.03206
donwood,4,4,0.00174,4,0.03206
donoyeg,4,4,0.00174,2,0.01603
donovanbailey,4,4,0.00174,4,0.03206
donnyospeaks,4,4,0.00174,2,0.01603
donnellystephen,4,4,0.00174,3,0.02404
donned,4,4,0.00174,2,0.01603
donnagillis,4,4,0.00174,3,0.02404
dominicfrisby,4,4,0.00174,2,0.01603
dominican,4,4,0.00174,3,0.02404
dollarstores,4,4,0.00174,3,0.02404
doled,4,4,0.00174,4,0.03206
doitil,4,4,0.00174,4,0.03206
dognell1,4,4,0.00174,4,0.03206
dodo,4,4,0.00174,4,0.03206
dodgy,4,4,0.00174,4,0.03206
dodger,4,4,0.00174,4,0.03206
dod,4,4,0.00174,3,0.02404
documentson,4,4,0.00174,4,0.03206
doctorate,4,4,0.00174,4,0.03206
docschmadia,4,4,0.00174,4,0.03206
docentes,4,4,0.00174,2,0.01603
docdominik,4,4,0.00174,4,0.03206
dobson,4,4,0.00174,4,0.03206
djjazzytone,4,4,0.00174,4,0.03206
djibouti,4,3,0.00131,2,0.01603
djbeefthief,4,4,0.00174,1,0.00801
diversify,4,4,0.00174,3,0.02404
diversified,4,4,0.00174,4,0.03206
diversification,4,4,0.00174,4,0.03206
divergence,4,4,0.00174,4,0.03206
div,4,4,0.00174,4,0.03206
diton,4,4,0.00174,4,0.03206
ditil,4,4,0.00174,4,0.03206
distancia,4,4,0.00174,3,0.02404
distancewear,4,4,0.00174,4,0.03206
dist,4,4,0.00174,4,0.03206
dissented,4,4,0.00174,4,0.03206
dissapear,4,4,0.00174,4,0.03206
disparition,4,4,0.00174,4,0.03206
dismay,4,4,0.00174,4,0.03206
dishonoring,4,4,0.00174,4,0.03206
dishonestly,4,4,0.00174,4,0.03206
dishing,4,4,0.00174,4,0.03206
disgustingdangerousheartless,4,4,0.00174,4,0.03206
disenfranchised,4,4,0.00174,4,0.03206
discuté,4,4,0.00174,4,0.03206
disclaimer,4,4,0.00174,4,0.03206
disciplined,4,4,0.00174,4,0.03206
disasterlevel,4,4,0.00174,4,0.03206
disais,4,4,0.00174,4,0.03206
disabilitytwitter,4,4,0.00174,4,0.03206
dirigés,4,4,0.00174,4,0.03206
dirfishertvdsb,4,4,0.00174,1,0.00801
directory,4,4,0.00174,4,0.03206
dinfo,4,4,0.00174,4,0.03206
dinefully,4,4,0.00174,4,0.03206
dimwit,4,4,0.00174,4,0.03206
dimcl2,4,4,0.00174,4,0.03206
dilma,4,4,0.00174,4,0.03206
digitaltrade,4,4,0.00174,4,0.03206
digitalpandemic,4,4,0.00174,1,0.00801
diffusé,4,2,0.00087,2,0.01603
diffusion,4,4,0.00174,4,0.03206
dietary,4,4,0.00174,4,0.03206
dieren,4,4,0.00174,2,0.01603
diener,4,4,0.00174,4,0.03206
dickinsfield,4,4,0.00174,4,0.03206
diarios,4,4,0.00174,4,0.03206
diannecbc,4,4,0.00174,2,0.01603
dhôpitaux,4,4,0.00174,4,0.03206
dhôpital,4,4,0.00174,4,0.03206
dh,4,4,0.00174,4,0.03206
dghisham,4,2,0.00087,1,0.00801
dfcms,4,4,0.00174,4,0.03206
dezzymay22,4,4,0.00174,4,0.03206
devolve,4,4,0.00174,4,0.03206
deviennent,4,4,0.00174,4,0.03206
dette,4,4,0.00174,4,0.03206
deteriorates,4,4,0.00174,4,0.03206
detat,4,4,0.00174,3,0.02404
detainment,4,4,0.00174,2,0.01603
detainee,4,4,0.00174,4,0.03206
detailsannouncement,4,4,0.00174,4,0.03206
destrucción,4,3,0.00131,2,0.01603
destino,4,4,0.00174,4,0.03206
destinationcan,4,3,0.00131,2,0.01603
dessus,4,3,0.00131,3,0.02404
dessertes,4,4,0.00174,4,0.03206
dessert,4,4,0.00174,4,0.03206
desensitized,4,4,0.00174,4,0.03206
descriptor,4,4,0.00174,4,0.03206
derrickokeefe,4,4,0.00174,3,0.02404
derrick,4,3,0.00131,3,0.02404
derision,4,4,0.00174,4,0.03206
derekchauvintrial,4,4,0.00174,4,0.03206
derecho,4,4,0.00174,4,0.03206
derby,4,4,0.00174,4,0.03206
depsite,4,4,0.00174,4,0.03206
deprioritize,4,4,0.00174,4,0.03206
deposit,4,4,0.00174,3,0.02404
dependant,4,4,0.00174,4,0.03206
denuncia,4,4,0.00174,4,0.03206
dentendre,4,2,0.00087,2,0.01603
dentalhygieneq1,4,4,0.00174,4,0.03206
denquête,4,4,0.00174,4,0.03206
denouncing,4,4,0.00174,4,0.03206
denigrate,4,4,0.00174,4,0.03206
demolished,4,4,0.00174,4,0.03206
democide,4,4,0.00174,3,0.02404
demeaned,4,4,0.00174,4,0.03206
demandant,4,4,0.00174,4,0.03206
deloitte,4,4,0.00174,3,0.02404
delilahswan1,4,4,0.00174,1,0.00801
delicate,4,4,0.00174,4,0.03206
dejaron,4,4,0.00174,3,0.02404
dehumanizes,4,4,0.00174,4,0.03206
degrading,4,4,0.00174,4,0.03206
degenerate,4,4,0.00174,4,0.03206
defiers,4,4,0.00174,4,0.03206
defenseless,4,4,0.00174,4,0.03206
defendant,4,4,0.00174,4,0.03206
defenceless,4,4,0.00174,4,0.03206
defamatory,4,4,0.00174,4,0.03206
decidedly,4,4,0.00174,4,0.03206
decesos,4,4,0.00174,3,0.02404
deceptively,4,4,0.00174,4,0.03206
debofthenorth,4,4,0.00174,3,0.02404
debmorris12,4,4,0.00174,4,0.03206
debilitated,4,4,0.00174,4,0.03206
debería,4,4,0.00174,4,0.03206
deaths⬆️1,4,4,0.00174,3,0.02404
deathspop,4,4,0.00174,1,0.00801
deathofnuance,4,4,0.00174,1,0.00801
deafening,4,4,0.00174,4,0.03206
deadpool,4,4,0.00174,3,0.02404
ddiamond,4,4,0.00174,4,0.03206
ddhh,4,4,0.00174,4,0.03206
dcadieux5,4,4,0.00174,1,0.00801
dbcurren,4,4,0.00174,4,0.03206
day…,4,4,0.00174,3,0.02404
dayaround,4,4,0.00174,4,0.03206
dawsonmdhoust,4,4,0.00174,3,0.02404
davidta69192197,4,4,0.00174,1,0.00801
davidson,4,4,0.00174,3,0.02404
davidmulroney,4,4,0.00174,2,0.01603
davidemastracci,4,4,0.00174,4,0.03206
daviddavismp,4,4,0.00174,3,0.02404
davidcorndc,4,4,0.00174,4,0.03206
dautrui,4,4,0.00174,3,0.02404
dautre,4,4,0.00174,4,0.03206
dattraper,4,4,0.00174,4,0.03206
datetime,4,2,0.00087,2,0.01603
darrenfisherns,4,4,0.00174,2,0.01603
darkmoney,4,4,0.00174,3,0.02404
darkangel75,4,4,0.00174,4,0.03206
daria,4,4,0.00174,1,0.00801
darakass,4,4,0.00174,3,0.02404
daprès,4,4,0.00174,4,0.03206
danxiété,4,4,0.00174,4,0.03206
danlett,4,4,0.00174,3,0.02404
danieltex18,4,3,0.00131,1,0.00801
danielle,4,4,0.00174,4,0.03206
danielharan,4,4,0.00174,2,0.01603
danbqc,4,4,0.00174,2,0.01603
danagee,4,3,0.00131,1,0.00801
dana,4,4,0.00174,3,0.02404
dampened,4,4,0.00174,4,0.03206
damp,4,4,0.00174,4,0.03206
dammed,4,4,0.00174,4,0.03206
dailyeditorial,4,4,0.00174,4,0.03206
daffaires,4,4,0.00174,4,0.03206
daccès,4,4,0.00174,2,0.01603
cœurs,4,4,0.00174,4,0.03206
côtés,4,4,0.00174,3,0.02404
côtenord⏸🟢,4,4,0.00174,3,0.02404
côte,4,4,0.00174,4,0.03206
célébré,4,4,0.00174,1,0.00801
célébrez,4,4,0.00174,4,0.03206
céline,4,4,0.00174,3,0.02404
cypressmedicine,4,4,0.00174,4,0.03206
cynicism,4,3,0.00131,3,0.02404
cylinder,4,4,0.00174,4,0.03206
cvspharmacy,4,4,0.00174,3,0.02404
cuzner,4,4,0.00174,3,0.02404
curtailing,4,4,0.00174,4,0.03206
curbsidepickup,4,4,0.00174,4,0.03206
cupenat,4,4,0.00174,2,0.01603
cunt,4,4,0.00174,4,0.03206
culpa,4,4,0.00174,4,0.03206
cui,4,4,0.00174,3,0.02404
cuesta,4,3,0.00131,3,0.02404
cuenta,4,4,0.00174,4,0.03206
cubrebocas,4,3,0.00131,3,0.02404
cuatro,4,4,0.00174,3,0.02404
cuarentena,4,4,0.00174,4,0.03206
cty,4,4,0.00174,4,0.03206
ctvjon,4,4,0.00174,4,0.03206
ctvchrisepp,4,4,0.00174,3,0.02404
ctvbeauchemin,4,4,0.00174,4,0.03206
csv,4,4,0.00174,3,0.02404
csub,4,4,0.00174,4,0.03206
cssd,4,4,0.00174,4,0.03206
cso,4,4,0.00174,4,0.03206
csagroup,4,4,0.00174,4,0.03206
crítica,4,4,0.00174,4,0.03206
cryptocurrency,4,4,0.00174,4,0.03206
crucifixion,4,4,0.00174,4,0.03206
croyais,4,4,0.00174,4,0.03206
crownindigenous,4,4,0.00174,4,0.03206
crowfoot,4,4,0.00174,4,0.03206
crock,4,4,0.00174,4,0.03206
crissake,4,4,0.00174,4,0.03206
criss,4,4,0.00174,4,0.03206
crisis—and,4,4,0.00174,4,0.03206
cringeworthy,4,4,0.00174,4,0.03206
crimp,4,4,0.00174,4,0.03206
criminelle,4,4,0.00174,4,0.03206
criminales,4,4,0.00174,4,0.03206
crespsante,4,4,0.00174,3,0.02404
cremerscindy,4,4,0.00174,1,0.00801
crazed,4,4,0.00174,4,0.03206
crane,4,4,0.00174,4,0.03206
cracker,4,4,0.00174,4,0.03206
cpso,4,4,0.00174,3,0.02404
cpr,4,4,0.00174,3,0.02404
cphaacsp,4,4,0.00174,4,0.03206
cpeck3,4,4,0.00174,3,0.02404
cpd,4,4,0.00174,4,0.03206
cpactv,4,4,0.00174,4,0.03206
coûteux,4,4,0.00174,3,0.02404
coyoacán,4,4,0.00174,3,0.02404
cox,4,4,0.00174,4,0.03206
cowaninsurance,4,4,0.00174,3,0.02404
covıd19,4,4,0.00174,1,0.00801
covunism,4,4,0.00174,3,0.02404
covilm,4,4,0.00174,2,0.01603
covid​patienten,4,4,0.00174,2,0.01603
covidverläufe,4,4,0.00174,2,0.01603
covidunknown,4,4,0.00174,4,0.03206
covidsucks,4,4,0.00174,3,0.02404
covidstricken,4,4,0.00174,4,0.03206
covidresponse,4,4,0.00174,4,0.03206
covidrehab,4,4,0.00174,1,0.00801
covidqc,4,4,0.00174,4,0.03206
covidpass,4,2,0.00087,2,0.01603
covidnazis,4,4,0.00174,3,0.02404
covidlies,4,4,0.00174,3,0.02404
covidkenneyfail,4,4,0.00174,4,0.03206
coviddestroyed,4,4,0.00174,3,0.02404
coviddeaths,4,4,0.00174,3,0.02404
covidcurbing,4,4,0.00174,4,0.03206
covidcult,4,4,0.00174,2,0.01603
covidavisé,4,4,0.00174,4,0.03206
covidalertapp,4,4,0.00174,3,0.02404
covid2021,4,4,0.00174,3,0.02404
covid19⚠️,4,4,0.00174,4,0.03206
covid19nl,4,3,0.00131,2,0.01603
covid19erkrankung,4,4,0.00174,2,0.01603
cousinslike,4,4,0.00174,4,0.03206
courtenaybc,4,4,0.00174,2,0.01603
courriel,4,4,0.00174,4,0.03206
counterpoint,4,4,0.00174,4,0.03206
counselor,4,4,0.00174,4,0.03206
coun,4,4,0.00174,4,0.03206
coulisse,4,4,0.00174,4,0.03206
coudonc,4,4,0.00174,4,0.03206
coucou,4,4,0.00174,4,0.03206
costo,4,4,0.00174,4,0.03206
corée,4,4,0.00174,3,0.02404
coryjudson,4,4,0.00174,3,0.02404
cory,4,4,0.00174,3,0.02404
corsiaq,4,4,0.00174,1,0.00801
corporates,4,4,0.00174,4,0.03206
coronavirus​,4,4,0.00174,4,0.03206
coronaviruspresident,4,4,0.00174,1,0.00801
coronavirusnb,4,4,0.00174,2,0.01603
coronasomnia,4,4,0.00174,4,0.03206
coronapeiling,4,4,0.00174,2,0.01603
cordelia555,4,4,0.00174,1,0.00801
corazon,4,4,0.00174,1,0.00801
convid,4,4,0.00174,4,0.03206
converging,4,4,0.00174,4,0.03206
convaincre,4,4,0.00174,4,0.03206
conundrum,4,4,0.00174,4,0.03206
control​,4,4,0.00174,4,0.03206
controller,4,4,0.00174,4,0.03206
controling,4,4,0.00174,4,0.03206
controle,4,4,0.00174,3,0.02404
contribué,4,4,0.00174,4,0.03206
contradictin,4,4,0.00174,4,0.03206
contracter,4,4,0.00174,4,0.03206
contortion,4,4,0.00174,4,0.03206
contiguous,4,4,0.00174,4,0.03206
contested,4,4,0.00174,4,0.03206
contd,4,4,0.00174,4,0.03206
contagio,4,4,0.00174,4,0.03206
contact—a,4,4,0.00174,4,0.03206
contacto,4,4,0.00174,4,0.03206
consumerism,4,4,0.00174,4,0.03206
consumed,4,4,0.00174,4,0.03206
consulta,4,4,0.00174,3,0.02404
consulate,4,4,0.00174,4,0.03206
constitutionalrights,4,4,0.00174,4,0.03206
constitutionally,4,4,0.00174,4,0.03206
constater,4,4,0.00174,4,0.03206
constate,4,4,0.00174,4,0.03206
const,4,4,0.00174,2,0.01603
conspiratorial,4,4,0.00174,4,0.03206
conspiracists,4,4,0.00174,3,0.02404
conspiracist,4,4,0.00174,4,0.03206
consortium,4,4,0.00174,4,0.03206
consolidating,4,4,0.00174,4,0.03206
consolar,4,4,0.00174,1,0.00801
considérés,4,4,0.00174,4,0.03206
consentis,4,4,0.00174,4,0.03206
consecuencia,4,4,0.00174,4,0.03206
conradmblack,4,4,0.00174,4,0.03206
connus,4,4,0.00174,4,0.03206
connie,4,4,0.00174,4,0.03206
connaissent,4,4,0.00174,4,0.03206
congreso,4,4,0.00174,4,0.03206
conglomerate,4,4,0.00174,4,0.03206
confusion—,4,4,0.00174,4,0.03206
confirment,4,4,0.00174,4,0.03206
confirmation🤬i,4,4,0.00174,4,0.03206
confidence—especially,4,4,0.00174,4,0.03206
confianza,4,4,0.00174,4,0.03206
conferred,4,4,0.00174,4,0.03206
conferencia,4,4,0.00174,2,0.01603
conestogac,4,4,0.00174,4,0.03206
concurrent,4,4,0.00174,4,0.03206
concrètes,4,4,0.00174,4,0.03206
concernent,4,4,0.00174,4,0.03206
conceptualjames,4,4,0.00174,3,0.02404
concentrating,4,4,0.00174,4,0.03206
conceived,4,4,0.00174,4,0.03206
conceals,4,4,0.00174,4,0.03206
conartist,4,4,0.00174,1,0.00801
compétences,4,4,0.00174,4,0.03206
comptent,4,4,0.00174,4,0.03206
comptable,4,4,0.00174,4,0.03206
compréhension,4,4,0.00174,4,0.03206
compounding,4,4,0.00174,4,0.03206
comportements,4,4,0.00174,4,0.03206
compliqué,4,4,0.00174,4,0.03206
complimentary,4,4,0.00174,2,0.01603
complicações,4,4,0.00174,2,0.01603
complainer,4,4,0.00174,4,0.03206
competently,4,4,0.00174,4,0.03206
compensated,4,4,0.00174,4,0.03206
compatible,4,4,0.00174,4,0.03206
comparto,4,4,0.00174,4,0.03206
comparatively,4,4,0.00174,4,0.03206
comparaison,4,4,0.00174,4,0.03206
comoxvalley,4,4,0.00174,4,0.03206
communs,4,4,0.00174,4,0.03206
communitydwelling,4,4,0.00174,4,0.03206
communistcanada,4,4,0.00174,2,0.01603
commun,4,4,0.00174,4,0.03206
commiserate,4,4,0.00174,4,0.03206
commencer,4,4,0.00174,4,0.03206
commande,4,4,0.00174,3,0.02404
comisión,4,4,0.00174,4,0.03206
coloring,4,4,0.00174,4,0.03206
colonne,4,4,0.00174,3,0.02404
colonialist,4,4,0.00174,4,0.03206
collingwood,4,4,0.00174,4,0.03206
collage,4,4,0.00174,4,0.03206
collaborent,4,4,0.00174,4,0.03206
collabore,4,4,0.00174,4,0.03206
colinsusan1,4,4,0.00174,4,0.03206
coleman,4,4,0.00174,2,0.01603
coldflu,4,4,0.00174,4,0.03206
coi,4,2,0.00087,2,0.01603
cofounded,4,4,0.00174,3,0.02404
coevolved,4,4,0.00174,4,0.03206
cocreators,4,4,0.00174,4,0.03206
cocky,4,4,0.00174,4,0.03206
cobbled,4,4,0.00174,4,0.03206
co2detective,4,4,0.00174,4,0.03206
cnt,4,4,0.00174,3,0.02404
cne,4,3,0.00131,3,0.02404
cmhaontario,4,4,0.00174,4,0.03206
cmariehs,4,4,0.00174,3,0.02404
cmaconthehill,4,4,0.00174,4,0.03206
clínicos,4,4,0.00174,3,0.02404
clés,4,4,0.00174,4,0.03206
clusterfck,4,4,0.00174,4,0.03206
clusterbomb,4,4,0.00174,4,0.03206
cltbrad1,4,4,0.00174,1,0.00801
clownworld,4,4,0.00174,4,0.03206
clout,4,4,0.00174,4,0.03206
cloudy,4,2,0.00087,2,0.01603
clos,4,4,0.00174,4,0.03206
clockwork,4,4,0.00174,4,0.03206
clobbered,4,4,0.00174,4,0.03206
cloaked,4,4,0.00174,4,0.03206
cllrrtylermorin,4,4,0.00174,3,0.02404
cllrmcrawford,4,4,0.00174,3,0.02404
clinics​,4,4,0.00174,4,0.03206
climatique,4,3,0.00131,3,0.02404
climatestrikeonline,4,4,0.00174,3,0.02404
climatestrike,4,4,0.00174,3,0.02404
climat,4,4,0.00174,3,0.02404
clifford,4,4,0.00174,4,0.03206
cliaglobal,4,4,0.00174,3,0.02404
clergy,4,4,0.00174,3,0.02404
clemency,4,4,0.00174,4,0.03206
cleavage,4,4,0.00174,4,0.03206
cld,4,4,0.00174,4,0.03206
claustrophobic,4,4,0.00174,4,0.03206
claudia11421506,4,4,0.00174,1,0.00801
claudia03024751,4,4,0.00174,1,0.00801
clatreil,4,4,0.00174,4,0.03206
classist,4,4,0.00174,4,0.03206
