Word,2020-01-21_2020-02-03,2020-02-04_2020-02-17,2020-02-18_2020-03-03,2020-03-04_2020-03-17,2020-03-18_2020-03-31,2020-04-01_2020-04-14,2020-04-15_2020-04-28,2020-04-29_2020-05-12,2020-05-13_2020-05-26,2020-05-27_2020-06-09,2020-06-10_2020-06-23,2020-06-24_2020-07-07,2020-07-08_2020-07-21,2020-07-22_2020-08-04,2020-08-05_2020-08-18,2020-08-19_2020-09-01,2020-09-02_2020-09-15,2020-09-16_2020-09-29,2020-09-30_2020-10-13,2020-10-14_2020-10-27,2020-10-28_2020-11-10,2020-11-11_2020-11-24,2020-11-25_2020-12-08,2020-12-09_2020-12-22,2020-12-23_2021-01-05,2021-01-06_2021-01-19,2021-01-20_2021-02-02,2021-02-03_2021-02-16,2021-02-17_2021-03-02,2021-03-03_2021-03-16,2021-03-17_2021-03-30,2021-03-31_2021-04-13,2021-04-14_2021-04-27,2021-04-28_2021-05-12,2021-05-13_2021-05-26,2021-05-28_2021-06-10,2021-06-11_2021-06-25,2021-06-26_2021-07-09,2021-07-10_2021-07-23
case,0.05108633513190957,0.052555554310293386,0.05370505089404816,0.05390149519347502,0.05328631112418128,0.05228917802303482,0.05140813092677738,0.050913010091892974,0.05080458094365848,0.0509725234972426,0.051312915630456514,0.05182530817541332,0.05243482650529954,0.0530930483601303,0.053973213798315475,0.055436159031711014,0.057583594544032154,0.059630365833922665,0.061172020937033666,0.06160137999513394,0.06047365288826436,0.058018031786058064,0.05512368484712094,0.05228541253325819,0.04998946471551732,0.04869159087527574,0.048215096822330925,0.04890807569471084,0.05020027618582374,0.050975294658977974,0.0510309572033631,0.050981545252079694,0.05135019066780911,0.05186543741028637,0.05231613515168823,0.05247211780964872,0.05223465933916259,0.051917702472552174,0.05174612438767675
china,0.024850064847874286,0.019017117082381317,0.01140225957872195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
death,0.020780381268280204,0.022222304393163125,0.024289661162863636,0.02665914845171009,0.029017520991459003,0.03095326239128957,0.032063581479528556,0.03217572861154811,0.03137534127714903,0.030061624221884534,0.028841982119049613,0.02828492888945785,0.028365919656118028,0.02867227225383138,0.02873444079980841,0.028500136471326452,0.027989426157863827,0.027418740068935823,0.02720144457547717,0.027459848942505825,0.02799115071391362,0.028542186654460067,0.02907775580234241,0.029120385088927166,0.028526215967333502,0.02755366681651866,0.026147590867833418,0.024867272281001534,0.023772341242606194,0.022467001176596838,0.02103075628318376,0.019969275562249148,0.01953804340411239,0.019513473666759464,0.019689812691429255,0.019876117419217715,0.01995127928302838,0.019975718204307394,0.019989884005097498
confirmed,0.018828062298573377,0.017451904391248163,0.01514467712318761,0.012612932164102057,0.010260697358540167,0.008314355412123577,0.006821185467971914,0.00572011180343799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new,0.01784465766531168,0.0189379242581556,0.02046516201576436,0.02214881158905505,0.023845155981145262,0.02544652183645666,0.026925444863079094,0.028245229534529875,0.029325387634392835,0.030047689028259463,0.030331774671748815,0.030293402595334237,0.030042662431199237,0.029620997890579124,0.029194209765679838,0.028961258810260505,0.029186622202984677,0.029747764010476622,0.030514307739720487,0.031062390055038594,0.031122239924006184,0.030737604337287425,0.030298105371834496,0.029829049787314536,0.02929810040425591,0.02887106350411132,0.028510580844522928,0.028557124365605757,0.028791910012971066,0.028689508852035795,0.028257376893803646,0.0279326732464126,0.028026473607619364,0.02838807595980627,0.028846305065206575,0.029204892482798273,0.02933894216467147,0.02937087425790305,0.029389364323429423
first,0.01298256555781199,0.012250909517099132,0.010905000887273515,0.009125178074000673,0.007355027900811708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wuhan,0.012306957193469534,0.00828892393816277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
number,0.009649949583804428,0.010169275836639806,0.010815492489170802,0.011422625716465712,0.011879515329336787,0.01214770195324542,0.01223495999913956,0.012178511866679148,0.012002249854107182,0.011737464296465605,0.011441624930717691,0.011209878212988389,0.011093271219377325,0.011041731269896226,0.011027674761128427,0.01107292491513587,0.011181729300390844,0.011283127471236467,0.011383797020578379,0.011392794603440993,0.011220411318262437,0.010853363290421175,0.010381521142945063,0.009885207326597572,0.009429004158353451,0.009091250615617328,0.008875484537451487,0.008915373897189773,0.00911960636421814,0.009272738927506184,0.009295626950605129,0.00924016908758221,0.009177456530663144,0.009100816540437375,0.008996144236949529,0.008850051561503935,0.008667802329254338,0.008517509596345842,0.008437348552754263
breaking,0.009152515564549074,0.009037646690262706,0.008628864193433233,0.007913443440548942,0.007079576045320251,0.006301847383471426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US,0.008743370749385571,0.009193775868434647,0.00976346919390535,0.0101897902747391,0.01040215553686762,0.010421642648625707,0.010316162308554344,0.010162079699495433,0.010024464120605396,0.009953335941921123,0.009990410055126436,0.010142197502591429,0.010142911509101165,0.009925709090380147,0.009462523916144097,0.008874326491365358,0.008314708115414586,0.007783719953119343,0.007366326577210873,0.006981043526609913,0.006507839219964199,0.005909318941592463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
