Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,50199,48640,15.43181,8503,60.52388
1,people,32014,28493,9.03986,6300,44.84305
1,make,8348,7895,2.50481,3628,25.8239
1,going,8145,7524,2.38711,3496,24.88433
1,way,6775,6520,2.06857,3261,23.21162
1,really,5174,4955,1.57205,2672,19.01915
1,long,4728,4431,1.40581,2417,17.20407
1,think,6809,6452,2.047,3050,21.70973
1,thing,6546,6278,1.9918,3205,22.81301
1,business,5808,4982,1.58062,2475,17.61691
1,need,16593,15259,4.84116,4911,34.95622
1,right,9087,8331,2.64314,3535,25.16193
1,job,5325,4879,1.54794,2577,18.34294
1,better,4819,4571,1.45022,2440,17.36778
1,story,3993,3753,1.1907,2116,15.06157
2,case,27653,20992,6.66005,4556,32.42935
2,new,27397,24196,7.67657,5432,38.66467
2,death,19595,16785,5.32531,4174,29.7103
2,number,7265,6627,2.10252,2860,20.35732
2,ontario,20791,19540,6.19938,3686,26.23674
2,report,7537,7067,2.24212,2678,19.06185
2,rate,4456,4057,1.28715,2045,14.5562
2,jan,4991,4394,1.39407,1842,13.11125
2,total,3846,3391,1.07585,1572,11.18941
2,bc,5515,4982,1.58062,1503,10.69827
2,reported,3144,3054,0.96893,1486,10.57727
2,today,14519,13915,4.41476,4693,33.40451
2,reporting,2993,2918,0.92578,1305,9.28892
2,january,3068,2757,0.8747,1526,10.86198
2,icu,3142,2843,0.90199,1379,9.81565
3,mask,13783,11198,3.55274,3924,27.93081
3,wear,6021,5536,1.75638,2685,19.11168
3,life,11231,10717,3.40014,4164,29.63912
3,save,2949,2901,0.92039,1759,12.52046
3,safe,5386,5004,1.5876,2490,17.72368
3,social,3598,3535,1.12154,2141,15.23952
3,yes,2182,1991,0.63168,1338,9.52381
3,stay,10567,9270,2.94106,4050,28.82767
3,stop,5404,5186,1.64534,2625,18.6846
3,youre,1943,1743,0.55299,1225,8.71948
3,hand,1875,1769,0.56124,1279,9.10385
3,distancing,1636,1621,0.51429,1159,8.2497
3,wearing,1803,1670,0.52983,1182,8.41341
3,people,32014,28493,9.03986,6300,44.84305
3,pandemic,50199,48640,15.43181,8503,60.52388
4,vaccine,43566,35483,11.25755,6189,44.05296
4,dos,6817,5903,1.87282,2441,17.3749
4,vaccination,7053,6716,2.13076,2726,19.40352
4,pfizer,5097,4500,1.4277,2112,15.0331
4,million,9193,7968,2.52797,3370,23.98747
4,100,3148,2983,0.9464,1850,13.1682
4,vaccinated,3269,3043,0.96544,1749,12.44928
4,week,10980,9995,3.17107,3937,28.02335
4,supply,2760,2600,0.82489,1563,11.12535
4,say,18297,17232,5.46713,4747,33.78888
4,company,2967,2820,0.89469,1698,12.08627
4,shot,2767,2482,0.78745,1512,10.76233
4,dose,2176,1950,0.61867,1216,8.65542
4,rollout,2059,2006,0.63644,1257,8.94726
4,moderna,2212,2057,0.65262,1281,9.11809
5,home,21462,18769,5.95476,5380,38.29454
5,care,13704,12325,3.9103,3905,27.79557
5,stay,10567,9270,2.94106,4050,28.82767
5,resident,6164,5185,1.64502,2064,14.69144
5,longterm,3756,3652,1.15866,1644,11.7019
5,ltc,7887,6968,2.21071,2010,14.30707
5,mean,3316,3227,1.02382,2082,14.81956
5,staff,4687,4381,1.38994,2005,14.27148
5,outbreak,7122,6612,2.09776,2329,16.57769
5,vaccine,43566,35483,11.25755,6189,44.05296
5,press,2156,1851,0.58726,1366,9.72311
5,wow,1358,1282,0.40673,1005,7.15353
5,worker,9308,8144,2.58381,3144,22.37882
5,ontario,20791,19540,6.19938,3686,26.23674
5,facility,2781,2597,0.82394,1573,11.19653
6,onpoli,12167,12158,3.85732,2348,16.71293
6,ontario,20791,19540,6.19938,3686,26.23674
6,fordnation,8503,8217,2.60697,1933,13.75899
6,ford,9787,8644,2.74245,1961,13.95829
6,government,15772,14641,4.64509,4192,29.83842
6,doug,4373,4075,1.29286,1428,10.16442
6,doctor,4736,4524,1.43531,2204,15.68795
6,premier,5542,5323,1.68881,1999,14.22877
6,province,8198,7739,2.45532,2746,19.54588
6,billion,3208,3054,0.96893,1531,10.89757
6,ltc,7887,6968,2.21071,2010,14.30707
6,fund,2521,2463,0.78143,1331,9.47398
6,response,7421,7141,2.2656,2906,20.68475
