Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,49962,48088,15.20641,7989,60.44946
1,government,14601,13888,4.39167,3844,29.08596
1,job,4294,3976,1.25729,2153,16.29086
1,help,8150,7603,2.40422,3212,24.30387
1,need,15570,14557,4.60322,4576,34.6247
1,plan,6495,6021,1.90396,2660,20.12712
1,year,19619,17964,5.68059,5450,41.23789
1,thank,3226,3097,0.97933,1826,13.81659
1,budget,2959,2516,0.79561,1328,10.04843
1,support,6053,5677,1.79518,2724,20.61138
1,business,5833,5218,1.65004,2464,18.64407
1,pay,3241,2982,0.94297,1748,13.22639
1,time,16310,15261,4.82584,4832,36.56174
1,tax,2768,2227,0.70422,1348,10.19976
1,work,8754,8330,2.63412,3559,26.92948
2,case,41332,29982,9.48092,4773,36.11531
2,new,31527,26596,8.4102,5247,39.70188
2,death,19405,16881,5.33812,3865,29.24485
2,number,10638,9718,3.07303,3320,25.12107
2,ontario,26324,24635,7.79009,3751,28.38226
2,variant,17771,14915,4.71643,3628,27.45157
2,today,17038,15878,5.02095,4503,34.07234
2,reported,4730,4377,1.3841,1871,14.15708
2,day,17648,15520,4.90774,4722,35.72942
2,report,8096,7813,2.47063,2721,20.58868
2,bc,7634,6850,2.16611,1771,13.40042
2,reporting,3992,3922,1.24022,1488,11.25908
2,active,4247,3638,1.15041,1323,10.01059
2,total,4283,3669,1.16021,1475,11.16071
2,daily,3593,3370,1.06566,1645,12.44703
3,vaccine,55283,45869,14.50472,6940,52.51211
3,dos,9370,7802,2.46715,2621,19.83202
3,million,9558,8012,2.53356,3072,23.24455
3,astrazeneca,4958,4765,1.50679,1967,14.88347
3,shot,5211,4812,1.52165,2292,17.34262
3,dose,4256,3755,1.18741,1787,13.52149
3,canada,22515,20096,6.35477,4566,34.54903
3,second,3794,3651,1.15452,1849,13.99062
3,week,13684,12620,3.9907,4094,30.9776
3,received,3344,3232,1.02202,1736,13.13559
3,rollout,2963,2857,0.90344,1554,11.75847
3,100,3843,3419,1.08116,1976,14.95157
3,study,4277,4044,1.2788,1990,15.05751
3,pfizer,2725,2493,0.78834,1427,10.79752
3,effective,2832,2628,0.83103,1542,11.66768
4,people,36055,31746,10.03874,6258,47.35169
4,know,9168,8643,2.73309,3585,27.12621
4,getting,6504,6235,1.97164,2901,21.95067
4,stay,6455,5985,1.89258,2929,22.16253
4,want,7652,7061,2.23283,3148,23.81961
4,think,6527,6231,1.97037,2826,21.38317
4,home,10995,9995,3.16062,3851,29.13892
4,vaccinated,8339,7740,2.44755,3065,23.19159
4,really,4565,4273,1.35121,2322,17.56961
4,got,5658,5363,1.69589,2765,20.92161
4,make,8766,8435,2.66732,3477,26.30902
4,sick,3902,3338,1.05554,1729,13.08263
4,need,15570,14557,4.60322,4576,34.6247
4,young,2852,2732,0.86391,1555,11.76604
4,year,19619,17964,5.68059,5450,41.23789
5,ontario,26324,24635,7.79009,3751,28.38226
5,onpoli,11835,11830,3.74089,2212,16.73729
5,wave,9086,8356,2.64234,2769,20.95188
5,fordnation,7850,7729,2.44407,1846,13.96792
5,ford,7913,7219,2.2828,1769,13.38529
5,premier,4480,4252,1.34457,1701,12.87076
5,doug,4416,4127,1.30504,1348,10.19976
5,lockdown,18761,16681,5.27487,3901,29.51725
5,hospital,8912,8263,2.61293,2810,21.26211
5,province,9840,9386,2.96805,2890,21.86743
5,restriction,7285,6971,2.20437,2747,20.78541
5,open,5361,4988,1.57731,2441,18.47004
5,table,2247,2099,0.66375,1139,8.61834
5,say,18496,17439,5.51457,4543,34.375
5,capacity,2597,2468,0.78043,1387,10.49485
6,school,14652,11097,3.5091,2987,22.60139
6,outbreak,6396,5966,1.88657,2372,17.94794
6,kid,5708,4550,1.4388,2055,15.54933
6,child,5980,5011,1.58458,2086,15.7839
6,staff,4343,4065,1.28544,1974,14.93644
6,teacher,3879,3429,1.08432,1542,11.66768
6,ableg,3845,3839,1.21397,756,5.72034
6,student,3800,3356,1.06124,1617,12.23517
6,close,3147,2985,0.94392,1692,12.80266
6,bcpoli,4686,4672,1.47738,825,6.24243
6,closed,2943,2729,0.86297,1568,11.86441
6,testing,4083,3578,1.13144,1824,13.80145
6,education,2332,2201,0.696,1088,8.23245
6,alberta,6218,5668,1.79234,1401,10.60079
6,parent,2353,2196,0.69442,1367,10.34352
7,canada,22515,20096,6.35477,4566,34.54903
7,cdnpoli,11733,11706,3.70168,2401,18.16737
7,trudeau,5038,4614,1.45904,1461,11.05478
7,restriction,7285,6971,2.20437,2747,20.78541
7,variant,17771,14915,4.71643,3628,27.45157
7,country,8214,7772,2.45767,3002,22.71489
7,canadian,9447,8801,2.78306,3020,22.85109
7,justintrudeau,2830,2808,0.88795,1187,8.98154
7,world,7030,6573,2.07852,2791,21.11834
7,uk,3755,3418,1.08084,1472,11.13801
7,travel,2398,2176,0.6881,1361,10.29812
7,government,14601,13888,4.39167,3844,29.08596
7,tam,1623,1483,0.46896,800,6.05327
7,happening,1519,1425,0.45061,1003,7.58929
7,rule,2739,2528,0.79941,1507,11.40285
8,health,24659,22324,7.05931,5003,37.85563
8,public,12549,11732,3.7099,3772,28.54116
8,worker,8723,7620,2.4096,2998,22.68462
8,care,9679,8845,2.79697,3226,24.40981
8,community,6876,6285,1.98745,2679,20.27088
8,official,4814,4701,1.48655,2130,16.11683
8,service,3438,3277,1.03625,1996,15.10291
8,essential,2528,2336,0.73869,1358,10.27542
8,medical,3973,3839,1.21397,1947,14.73214
8,pandemic,49962,48088,15.20641,7989,60.44946
8,healthcare,2307,2213,0.6998,1372,10.38136
8,variant,17771,14915,4.71643,3628,27.45157
8,area,2235,2106,0.66596,1258,9.51877
8,access,1923,1860,0.58817,1211,9.16314
8,mental,1861,1658,0.52429,1006,7.61199
9,pandemic,49962,48088,15.20641,7989,60.44946
9,control,3789,3678,1.16306,1945,14.71701
9,new,31527,26596,8.4102,5247,39.70188
9,going,7752,7364,2.32865,3133,23.70611
9,worse,2092,2025,0.64035,1300,9.83656
9,fear,2977,2696,0.85253,1306,9.88196
9,completely,1866,1837,0.5809,1227,9.2842
9,variant,17771,14915,4.71643,3628,27.45157
9,science,5311,4855,1.53525,2215,16.75999
9,key,1771,1745,0.5518,1126,8.51998
9,scientific,1327,1295,0.40951,912,6.90073
9,beginning,1510,1472,0.46548,1094,8.27785
9,amid,1107,1103,0.34879,698,5.28148
9,hell,1029,1013,0.32033,759,5.74304
9,handling,1167,1016,0.32128,758,5.73547
10,mask,13438,11385,3.60017,3642,27.55751
10,wear,5381,4881,1.54347,2370,17.93281
10,live,4394,4279,1.35311,2106,15.93523
10,watch,3239,3169,1.0021,1648,12.46973
10,social,4169,4006,1.26678,2173,16.44219
10,home,10995,9995,3.16062,3851,29.13892
10,follow,2471,2355,0.7447,1473,11.14558
10,update,5458,5313,1.68008,1879,14.21762
10,texas,1902,1701,0.53789,931,7.04449
10,report,8096,7813,2.47063,2721,20.58868
10,wearing,2135,1855,0.58659,1251,9.4658
10,distancing,2067,2007,0.63465,1307,9.88953
10,hand,2159,2068,0.65394,1373,10.38892
10,mandate,1560,1469,0.46453,894,6.76453
10,official,4814,4701,1.48655,2130,16.11683
11,lockdown,18761,16681,5.27487,3901,29.51725
11,florida,2627,2307,0.72952,1094,8.27785
11,city,4227,3967,1.25445,1881,14.23275
11,toronto,8009,7307,2.31062,2328,17.61501
11,end,6227,5988,1.89353,2872,21.73123
11,freedom,2171,1981,0.62643,960,7.26392
11,protest,1568,1459,0.46137,728,5.50847
11,desantis,1468,1402,0.44334,651,4.92585
11,video,1525,1454,0.45978,980,7.41525
11,police,1912,1730,0.54706,1131,8.55781
11,montreal,1257,1094,0.34595,535,4.04812
11,spring,2747,2664,0.84241,1502,11.36501
11,year,19619,17964,5.68059,5450,41.23789
11,beach,1107,1061,0.33551,670,5.06961
11,london,954,898,0.28397,519,3.92706
12,patient,8133,7013,2.21765,2500,18.91646
12,le,7095,5564,1.75945,2056,15.5569
12,icu,9514,7943,2.51174,2253,17.04752
12,et,3940,3138,0.9923,741,5.60684
12,plus,2244,1982,0.62675,864,6.53753
12,thread,2509,2483,0.78518,1247,9.43553
12,du,2280,1896,0.59955,449,3.3974
12,pour,2356,1933,0.61125,486,3.67736
12,au,2070,1767,0.55876,410,3.1023
12,reminder,1293,1293,0.40887,971,7.34715
12,wow,925,881,0.27859,681,5.15285
12,est,1711,1454,0.45978,441,3.33686
12,sur,1531,1286,0.40666,359,2.7164
12,une,1583,1400,0.44271,360,2.72397
12,hospital,8912,8263,2.61293,2810,21.26211
13,death,19405,16881,5.33812,3865,29.24485
13,virus,10187,9385,2.96773,3351,25.35563
13,trump,7462,6481,2.04943,1821,13.77875
13,china,4261,3712,1.17381,1728,13.07506
13,thousand,2841,2743,0.86739,1564,11.83414
13,flu,2442,2024,0.64003,1168,8.83777
13,risk,8430,6988,2.20975,2767,20.93674
13,human,2087,1957,0.61884,1316,9.95763
13,racism,1970,1599,0.50564,1053,7.96762
13,cause,2050,1988,0.62865,1296,9.8063
13,word,1824,1739,0.54991,1219,9.22367
13,maralago,1321,1250,0.39528,618,4.67615
13,stop,6106,5774,1.82586,2723,20.60381
13,violence,2114,1757,0.5556,1027,7.77088
13,evidence,1823,1730,0.54706,1066,8.06598
14,vaccination,13158,12508,3.95529,3774,28.5563
14,appointment,4459,3936,1.24464,1618,12.24274
14,age,4732,4334,1.3705,2095,15.852
14,read,4673,4563,1.44291,2252,17.03995
14,vaccine,55283,45869,14.50472,6940,52.51211
14,book,4057,3534,1.11752,1704,12.89346
14,2021,3734,3600,1.13839,1816,13.74092
14,clinic,3601,3210,1.01507,1439,10.88832
14,senior,3481,3222,1.01886,1722,13.02966
14,look,4774,4627,1.46315,2420,18.31114
14,march,8934,8239,2.60534,2946,22.29116
14,resident,3796,3491,1.10393,1640,12.4092
14,group,3142,2959,0.9357,1683,12.73456
14,eligible,2746,2547,0.80541,1448,10.95642
14,older,2485,2338,0.73932,1291,9.76846
15,news,7973,7509,2.3745,3035,22.96459
15,say,18496,17439,5.51457,4543,34.375
15,good,6709,6452,2.04025,3004,22.73002
15,american,6243,5536,1.7506,1909,14.44461
15,cdc,3498,3327,1.05207,1473,11.14558
15,biden,4400,4101,1.29682,1526,11.54661
15,ago,3623,3511,1.11025,1972,14.92131
15,dr,8108,7561,2.39094,2870,21.7161
15,said,7628,7107,2.24738,2820,21.33777
15,year,19619,17964,5.68059,5450,41.23789
15,cbc,2215,2153,0.68082,1052,7.96005
15,president,3461,3283,1.03815,1467,11.10018
15,story,3956,3751,1.18614,2084,15.76877
15,house,1983,1885,0.59608,1225,9.26907
15,white,1993,1844,0.58311,1133,8.57294
