Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
8,patient,7749,7121,1.89034,3083,18.50651
8,breaking,8288,8256,2.19164,3364,20.19329
8,thread,2489,2456,0.65197,1514,9.08818
8,information,3145,3048,0.80912,1859,11.15913
8,study,4172,3885,1.03131,2245,13.4762
8,longer,2104,1981,0.52588,1416,8.49991
8,condition,2562,2373,0.62994,1556,9.3403
8,icu,2385,2210,0.58667,1316,7.89963
8,research,2919,2704,0.7178,1682,10.09664
9,dr,10690,9932,2.63655,3545,21.27979
9,fauci,9271,8152,2.16403,2643,15.8653
9,house,7706,7349,1.95086,2811,16.87376
9,white,6660,6450,1.71222,2435,14.61672
9,expert,5533,5304,1.408,2680,16.0874
9,say,21522,20145,5.34769,5778,34.68395
9,read,4403,4297,1.14068,2617,15.70923
9,science,4966,4560,1.2105,2439,14.64073
9,said,9950,9236,2.45179,3729,22.3843
9,believe,3673,3427,0.90973,2074,12.44973
9,scientist,2986,2914,0.77355,1875,11.25518
9,listen,2394,2232,0.59251,1502,9.01615
9,trust,2370,2046,0.54313,1417,8.50591
9,truth,2750,2617,0.69471,1644,9.86854
9,fact,4121,3859,1.02441,2242,13.45819
10,canada,17221,15542,4.12577,5306,31.85065
10,canadian,11202,9928,2.63548,3877,23.27271
10,cdnpoli,9805,9765,2.59221,2775,16.65766
10,trudeau,6622,6032,1.60125,2329,13.98043
10,border,4529,4037,1.07166,2424,14.55069
10,le,7893,6387,1.69549,2875,17.25794
10,justintrudeau,3019,2946,0.78204,1401,8.40987
10,pm,3320,3099,0.82266,1781,10.69092
10,charity,2868,2235,0.5933,1226,7.35939
10,et,3327,2550,0.67692,789,4.73618
10,closed,3172,2982,0.7916,2032,12.19761
10,cbc,2098,1625,0.43137,1030,6.18284
10,travel,2435,2254,0.59835,1586,9.52038
10,flight,2590,2260,0.59994,1548,9.29227
10,minister,3953,3726,0.9891,2080,12.48574
11,day,21156,18299,4.85765,5775,34.66595
11,month,11595,11248,2.98589,4408,26.46017
11,country,14533,13315,3.5346,4648,27.90083
11,president,13619,12434,3.30073,3344,20.07323
11,america,7642,7276,1.93148,2832,16.99982
11,great,5254,4978,1.32146,2989,17.94225
11,life,11084,10327,2.7414,4195,25.18158
11,ago,3688,3517,0.93362,2164,12.98998
11,single,2925,2771,0.73559,1715,10.29474
11,year,10240,9323,2.47488,4346,26.088
11,say,21522,20145,5.34769,5778,34.68395
11,worst,2669,2587,0.68674,1670,10.02461
11,pandemic,56968,55511,14.73593,9414,56.50999
11,took,2736,2432,0.6456,1676,10.06063
11,tweet,2111,1984,0.52667,1390,8.34384
12,home,12867,11833,3.14118,4930,29.59361
12,stay,7503,7034,1.86724,3840,23.0506
12,social,8400,8158,2.16562,4004,24.03506
12,distancing,6734,6571,1.74434,3610,21.66997
12,need,18169,16811,4.46264,5759,34.5699
12,work,10859,10005,2.65592,4661,27.97887
12,help,9508,8772,2.32861,4026,24.16712
12,thank,3352,3251,0.86301,2138,12.8339
12,lockdown,7430,7035,1.86751,3401,20.41539
12,important,3476,3419,0.90761,2300,13.80635
12,family,8105,7640,2.02811,3668,22.01813
12,safe,6954,6627,1.7592,3503,21.02767
12,time,20295,19250,5.1101,6293,37.77538
12,love,2378,2270,0.60259,1689,10.13866
12,community,5061,4806,1.2758,2690,16.14743
13,case,45685,35303,9.37152,6849,41.11291
13,new,34864,29843,7.92211,6785,40.72874
13,health,22498,20559,5.45759,5982,35.90852
13,july,6652,5986,1.58904,3050,18.30842
13,bc,4819,4501,1.19483,1975,11.85545
13,alberta,4439,4142,1.09953,1590,9.54439
13,day,21156,18299,4.85765,5775,34.66595
13,today,14592,13868,3.6814,5054,30.33796
13,reported,6214,5481,1.45498,2644,15.8713
13,number,12491,11565,3.07004,4356,26.14803
13,total,4936,4378,1.16218,2289,13.74032
13,ontario,7544,7024,1.86459,2834,17.01183
13,public,15119,14201,3.76979,5153,30.93223
13,confirmed,3113,3006,0.79797,1750,10.50483
13,care,10813,9648,2.56116,4102,24.62333
14,virus,19513,18184,4.82712,5187,31.13632
14,world,10690,9977,2.64849,4256,25.54775
14,china,7566,6448,1.71168,2620,15.72723
14,control,6827,6259,1.66151,2966,17.80419
14,chinese,2558,2360,0.62648,1312,7.87562
14,lie,4041,3754,0.99654,2042,12.25764
14,disney,1438,1336,0.35465,957,5.74464
14,fake,2009,1704,0.45234,1142,6.85515
14,country,14533,13315,3.5346,4648,27.90083
14,spreading,1565,1529,0.40589,1108,6.65106
14,book,1801,1476,0.39182,1120,6.72309
14,organization,1625,1598,0.4242,1217,7.30536
14,wuhan,1312,1246,0.33076,804,4.82622
14,los,1299,1075,0.28537,427,2.56318
14,suffering,1122,1110,0.29466,908,5.45051
15,state,17114,15671,4.16002,4216,25.30764
15,new,34864,29843,7.92211,6785,40.72874
15,florida,11243,10179,2.70211,3254,19.53299
15,record,6164,5677,1.50701,2544,15.27102
15,live,4851,4696,1.2466,2695,16.17744
15,say,21522,20145,5.34769,5778,34.68395
15,governor,4379,4126,1.09529,1780,10.68492
15,order,4377,4233,1.12369,2382,14.29858
15,city,5254,4849,1.28721,2637,15.82928
15,government,11863,11214,2.97687,4527,27.1745
15,federal,4927,4731,1.25589,2443,14.66475
15,york,2992,2859,0.75895,1642,9.85653
15,case,45685,35303,9.37152,6849,41.11291
15,gov,3322,3116,0.82717,1733,10.40279
15,amid,2701,2692,0.71462,1518,9.11219
