Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,going,11888,11185,2.96917,4511,27.07846
1,good,8423,8090,2.14757,4042,24.26316
1,really,6074,5708,1.51524,3077,18.4705
1,right,11492,10675,2.83378,4329,25.98595
1,make,11161,10760,2.85635,4524,27.15649
1,come,6445,6322,1.67824,3421,20.53545
1,know,13051,12240,3.24923,4763,28.59115
1,thing,7881,7628,2.02493,3728,22.37829
1,people,39398,34986,9.28737,7766,46.61744
1,thats,4385,4159,1.10405,2525,15.15697
1,pandemic,56968,55511,14.73593,9414,56.50999
1,story,4375,4197,1.11413,2619,15.72123
1,way,9263,8832,2.34454,4150,24.91146
1,question,3557,3357,0.89115,2146,12.88193
1,better,4984,4733,1.25642,2875,17.25794
2,mask,52519,42664,11.32557,8444,50.68732
2,wear,27347,24117,6.40209,6734,40.42259
2,face,7373,6851,1.81866,3459,20.76355
2,wearing,7565,6916,1.83592,3517,21.11171
2,protect,4774,4532,1.20306,2665,15.99736
2,wearamask,2578,2548,0.67639,1510,9.06417
2,mandatory,3047,2912,0.77302,1840,11.04508
2,hand,4102,3879,1.02972,2522,15.13896
2,stop,6866,6430,1.70691,3250,19.50897
2,public,15119,14201,3.76979,5153,30.93223
2,people,39398,34986,9.28737,7766,46.61744
2,man,4645,4150,1.10166,2468,14.81481
2,damn,1824,1738,0.46137,1302,7.8156
2,refuse,2169,2075,0.55083,1456,8.74002
2,store,2234,2127,0.56463,1562,9.37631
3,pandemic,56968,55511,14.73593,9414,56.50999
3,crisis,6118,5871,1.55851,2808,16.85575
3,government,11863,11214,2.97687,4527,27.1745
3,economy,5784,5479,1.45445,2881,17.29396
3,job,6503,5973,1.58559,3106,18.64458
3,money,4726,4363,1.1582,2498,14.9949
3,fight,4388,4018,1.06662,2301,13.81235
3,middle,3451,3352,0.88982,1876,11.26118
3,pay,4193,3929,1.04299,2403,14.42464
3,support,6522,6133,1.62806,3151,18.9147
3,economic,4130,3937,1.04511,2388,14.33459
3,billion,3901,3383,0.89805,2094,12.56978
3,help,9508,8772,2.32861,4026,24.16712
3,global,4749,4555,1.20917,2572,15.4391
3,tax,3009,2717,0.72125,1732,10.39678
4,trump,47058,40672,10.79678,4776,28.66919
4,american,15773,14188,3.76634,3615,21.69998
4,testing,8922,7968,2.11518,3187,19.1308
4,administration,4917,4798,1.27368,1982,11.89747
4,want,14717,13196,3.50301,4689,28.14695
4,donald,4415,4373,1.16086,1579,9.47836
4,president,13619,12434,3.30073,3344,20.07323
4,kill,3588,2997,0.79558,1610,9.66445
4,vote,3508,3205,0.8508,1730,10.38478
4,biden,3236,2844,0.75497,1385,8.31382
4,cdc,12924,11790,3.12977,3320,19.92917
4,rally,2830,2651,0.70373,1357,8.14575
4,realdonaldtrump,9014,8744,2.32118,2511,15.07293
4,tracing,2364,2306,0.61215,1407,8.44589
4,campaign,2760,2686,0.71302,1601,9.61042
5,school,21783,18456,4.89932,4627,27.77478
5,child,10613,9064,2.40613,3554,21.33381
5,kid,9503,8038,2.13377,3281,19.69506
5,risk,6462,6074,1.6124,3147,18.89069
5,open,5891,5425,1.44012,3022,18.14034
5,reopening,5243,5006,1.32889,2530,15.18699
5,reopen,4610,4365,1.15873,2219,13.32013
5,teacher,4543,4033,1.0706,2008,12.05354
5,student,5044,4469,1.18634,2341,14.05246
5,parent,3224,2826,0.75019,1774,10.6489
5,plan,7075,6333,1.68116,3125,18.75863
5,fall,2914,2832,0.75178,1825,10.95504
5,safe,6954,6627,1.7592,3503,21.02767
5,want,14717,13196,3.50301,4689,28.14695
5,prison,2264,2060,0.54685,1287,7.72555
6,positive,11085,10136,2.6907,3832,23.00258
6,test,10610,9029,2.39684,3817,22.91254
6,tested,8015,7210,1.91396,3247,19.49097
6,people,39398,34986,9.28737,7766,46.61744
6,died,8027,7653,2.03156,3063,18.38646
6,result,4849,4607,1.22297,2638,15.83528
6,thought,3188,3097,0.82213,2093,12.56378
6,sick,4870,4428,1.17546,2552,15.31905
6,dying,3131,3000,0.79638,1761,10.57086
6,symptom,3215,2903,0.77063,1794,10.76895
6,patient,7749,7121,1.89034,3083,18.50651
6,hoax,2484,2329,0.61826,1483,8.90209
6,testing,8922,7968,2.11518,3187,19.1308
6,texas,5558,5139,1.3642,2064,12.3897
6,infected,4054,3942,1.04644,2202,13.21808
7,death,25317,20757,5.51015,5222,31.34642
7,rate,7238,6419,1.70399,3112,18.68059
7,realdonaldtrump,9014,8744,2.32118,2511,15.07293
7,flu,3623,3133,0.83169,1770,10.62489
7,infection,5024,4793,1.27235,2479,14.88085
7,population,3105,2907,0.77169,1888,11.33321
7,zero,2494,2227,0.59118,1564,9.38832
7,march,2803,2755,0.73134,1840,11.04508
7,toll,2342,2234,0.59304,1450,8.704
7,killed,2354,2221,0.58959,1483,8.90209
7,number,12491,11565,3.07004,4356,26.14803
7,people,39398,34986,9.28737,7766,46.61744
7,look,6847,6580,1.74672,3483,20.90762
7,case,45685,35303,9.37152,6849,41.11291
7,lower,1588,1499,0.39792,1141,6.84915
8,news,9852,9362,2.48523,3842,23.06261
8,vaccine,9729,8111,2.15314,3531,21.19575
8,hospital,10980,9992,2.65247,3904,23.43478
8,data,9691,8783,2.33153,3279,19.68305
8,cdc,12924,11790,3.12977,3320,19.92917
8,report,9183,8469,2.24818,3602,21.62195
