Word,2020-01-21_2020-02-03,2020-02-04_2020-02-17,2020-02-18_2020-03-03,2020-03-04_2020-03-17,2020-03-18_2020-03-31,2020-04-01_2020-04-14,2020-04-15_2020-04-28,2020-04-29_2020-05-12,2020-05-13_2020-05-26,2020-05-27_2020-06-09,2020-06-10_2020-06-23,2020-06-24_2020-07-07,2020-07-08_2020-07-21,2020-07-22_2020-08-04,2020-08-05_2020-08-18,2020-08-19_2020-09-01,2020-09-02_2020-09-15,2020-09-16_2020-09-29,2020-09-30_2020-10-13,2020-10-14_2020-10-27,2020-10-28_2020-11-10,2020-11-11_2020-11-24,2020-11-25_2020-12-08,2020-12-09_2020-12-22,2020-12-23_2021-01-05,2021-01-06_2021-01-19,2021-01-20_2021-02-02,2021-02-03_2021-02-16,2021-02-17_2021-03-02,2021-03-03_2021-03-16,2021-03-17_2021-03-30,2021-03-31_2021-04-13,2021-04-14_2021-04-27,2021-04-28_2021-05-12,2021-05-13_2021-05-26,2021-05-28_2021-06-10,2021-06-11_2021-06-25,2021-06-26_2021-07-09,2021-07-10_2021-07-23
china,0.025205126511758998,0.02035978550858643,0.011222168669537803,0.0046860488123250865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outbreak,0.01830336854905184,0.015211066046104208,0.01101795321329241,0.007269583071628131,0.004607751089650343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spread,0.012061342366995121,0.011054199420679294,0.009296518965732019,0.007112929386884543,0.0050820447059731775,0.003568559649018023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world,0.00926752886108692,0.009068759225734316,0.008596818675671008,0.00790082287439526,0.00708189313957618,0.006275640220443321,0.005555574178771024,0.0049374515473544715,0.004431181186172867,0.004026172829118628,0.003716582938217927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003394856580908227,0.0034685581314127076,0.003520861118380567,0.0035469130446825372
epidemic,0.007158818889151151,0.006252785235661543,0.0047966659932573135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
health,0.006640574116526448,0.006878833219383744,0.007221167667334415,0.007540282495453284,0.007765437358931171,0.007918347612830987,0.008031576353393168,0.008130386669826436,0.008220929376100793,0.008294537848465516,0.00833852974478663,0.008349344566959975,0.008298032268160197,0.008210280983838204,0.008148492968769079,0.008147254803513958,0.008212246247716319,0.008355062223405313,0.00852800539712576,0.008649752135868854,0.008712785109717874,0.00878048617881985,0.008894497067175648,0.009046278767261334,0.009212975399482076,0.009368904896254858,0.00945234499933031,0.009518743809482158,0.009599445287094787,0.009754450459922915,0.010013546982516197,0.010279003776632423,0.010501638660446174,0.010706346674569977,0.010887767198022154,0.011027289084006077,0.011121547468714774,0.011179310112206194,0.0112001390160991
global,0.006454491775927834,0.00633290186367507,0.006017791330554716,0.005519809094992535,0.004938337778621643,0.004382597562930741,0.003916060940594947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virus,0.006304563456943198,0.0055363115745339754,0.0043493786630881826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
country,0.005564603014791445,0.005636101096827059,0.005626481520116216,0.005402680157137877,0.005014294655412908,0.004567891328310534,0.004146175656989943,0.003796980766227309,0.0035343707399973375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003285015889949708,0.0034084015697496604,0.00352426622689788,0.0036235902486133026,0.003697323800247516,0.0037345801213025994
pandemic,0.005377829306448603,0.005878361303774246,0.006814464872545778,0.008141831540894184,0.00977138267630613,0.011554305878413156,0.013331084261404738,0.014954130588218742,0.01631242326610178,0.017359354285300534,0.0181077231749658,0.018633244162931356,0.018998936372260758,0.019301187421664045,0.01955451650262289,0.019755546239281458,0.019854969273955473,0.019916826918486508,0.020089134358590346,0.020432707735270075,0.02071066654425475,0.020998221932681395,0.02141822903718323,0.021853535822056326,0.02229086446002422,0.022759464972129367,0.023248937349998427,0.02374345623511658,0.02396425309911602,0.02380463560374556,0.023287432266511126,0.022560128234990227,0.021964216029057015,0.02166142387592542,0.02155382859901393,0.021531903536855083,0.021524268056859558,0.02151238951254668,0.021486592184557025
help,0.005030734632278569,0.0052783337015607145,0.00564553183278074,0.006034152350544573,0.006304903150631978,0.006375575163509627,0.006269924362090744,0.0060603829511941855,0.0058090762751936125,0.005561121303651957,0.005345410657164061,0.005181127358421479,0.005081839489635931,0.005027523856066376,0.004998347716979948,0.0049875132584611456,0.0050070572731624905,0.005065236364576916,0.005142536540408896,0.005243375918852545,0.0053396391942741395,0.005422097793035894,0.005476953844665464,0.0054582533036202354,0.0053870592397415665,0.005324697547369111,0.005266293733816441,0.0052528250840469925,0.005223206274097063,0.005174511453511876,0.005120356414282392,0.005050451041251089,0.004966550990856423,0.004861325135600467,0.004745653417280255,0.00463066815846974,0.004527274632797052,0.004447190103453335,0.004399318572526037
market,0.004830857857602648,0.004484342845920196,0.003853754943355193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
