Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,case,22934,18892,15.03709,4119,42.01775
1,confirmed,9619,9015,7.17549,2882,29.39916
1,breaking,6665,6660,5.30103,2335,23.81924
1,official,6670,6398,5.09249,2459,25.08416
1,presumptive,2837,2791,2.2215,1561,15.9237
1,health,20231,17138,13.64099,4626,47.18964
1,canada,14235,13251,10.54714,3671,37.44772
1,toronto,6580,5964,4.74705,2556,26.07365
1,bc,1620,1464,1.16527,768,7.83434
1,report,3582,3506,2.7906,1717,17.51505
1,reported,2231,2112,1.68105,1169,11.92492
1,new,11597,10625,8.45697,3299,33.65296
1,suspected,1400,1348,1.07294,776,7.91594
1,second,1810,1795,1.42873,1158,11.81271
1,woman,1518,1476,1.17482,966,9.85413
2,going,2093,2008,1.59827,1296,13.22044
2,china,48416,43467,34.59757,6069,61.90962
2,wuhan,25615,23738,18.89427,4484,45.7411
2,worse,885,874,0.69566,635,6.47761
2,life,1676,1638,1.30377,1110,11.32306
2,hope,655,647,0.51498,525,5.3555
2,happening,577,536,0.42663,431,4.39661
2,communist,642,627,0.49906,409,4.17219
2,right,1929,1858,1.47888,1243,12.67979
2,crisis,1624,1521,1.21064,1060,10.81302
2,ccp,604,554,0.44096,233,2.37682
2,coronoavirus,591,583,0.46404,424,4.32521
2,truth,629,620,0.49349,478,4.87606
2,saying,914,907,0.72193,690,7.03866
2,long,837,814,0.6479,589,6.00836
3,health,20231,17138,13.64099,4626,47.18964
3,emergency,5903,5273,4.19705,2452,25.01275
3,global,4986,4884,3.88742,2364,24.11507
3,public,7829,7017,5.58518,2962,30.21524
3,world,6643,6253,4.97708,2755,28.10364
3,concern,2540,2499,1.98908,1559,15.90329
3,international,2242,2170,1.72721,1312,13.38366
3,declares,1342,1340,1.06657,927,9.45629
3,organization,1717,1704,1.3563,1148,11.7107
3,declared,1626,1613,1.28387,1118,11.40467
3,outbreak,16098,15567,12.39056,4231,43.16026
3,breaking,6665,6660,5.30103,2335,23.81924
3,order,1241,879,0.69964,638,6.50821
3,declaring,791,521,0.41469,474,4.83525
3,new,11597,10625,8.45697,3299,33.65296
4,cdnpoli,3351,3349,2.66564,1262,12.87361
4,canada,14235,13251,10.54714,3671,37.44772
4,canadian,8399,7283,5.79691,2534,25.84923
4,toronto,6580,5964,4.74705,2556,26.07365
4,airport,1755,1690,1.34516,977,9.96634
4,passenger,2024,1915,1.52424,1116,11.38427
4,official,6670,6398,5.09249,2459,25.08416
4,health,20231,17138,13.64099,4626,47.18964
4,contact,1534,1455,1.15811,963,9.82352
4,coronarovirus,693,690,0.54921,482,4.91686
4,plane,2080,1992,1.58553,1203,12.27175
4,screening,1975,1893,1.50673,1047,10.6804
4,arrived,727,720,0.57308,537,5.47791
4,flight,7084,6311,5.02324,2286,23.31939
4,federal,906,898,0.71476,677,6.90605
5,flight,7084,6311,5.02324,2286,23.31939
5,china,48416,43467,34.59757,6069,61.90962
5,canada,14235,13251,10.54714,3671,37.44772
5,air,1601,1469,1.16925,944,9.62971
5,airline,1250,1175,0.93524,751,7.66092
5,screening,1975,1893,1.50673,1047,10.6804
5,zero,983,957,0.76172,648,6.61022
5,justintrudeau,1082,1053,0.83814,582,5.93696
5,medical,4324,4064,3.23474,1901,19.39202
5,arrival,713,710,0.56512,512,5.22289
5,suspend,500,494,0.3932,368,3.75395
5,direct,590,580,0.46165,464,4.73324
5,suspends,397,394,0.3136,313,3.1929
5,russia,1187,1134,0.90261,808,8.24237
5,british,762,738,0.58741,510,5.20249
6,wuhan,25615,23738,18.89427,4484,45.7411
6,hospital,6390,5506,4.3825,2310,23.56422
6,coronavirusoutbreak,2902,2893,2.30268,1239,12.63899
6,man,2571,2490,1.98192,1446,14.75059
6,china,48416,43467,34.59757,6069,61.90962
6,patient,5583,5238,4.16919,2225,22.69713
6,quarantine,2819,2703,2.15145,1321,13.47547
6,sunnybrook,1145,1137,0.905,799,8.15057
6,week,3008,2912,2.31781,1653,16.86219
6,50,1010,980,0.78003,762,7.77313
6,video,2114,2044,1.62692,1088,11.09864
6,day,6350,5323,4.23684,2435,24.83933
6,travelled,919,915,0.72829,687,7.00806
6,city,5058,4766,3.7935,1969,20.08569
