Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
12,clot,1231,1079,0.32395,730,5.41623
13,ontario,21498,19736,5.92546,3386,25.12242
13,read,5903,5777,1.73447,2690,19.95845
13,breaking,5925,5915,1.7759,2318,17.1984
13,onpoli,10294,10281,3.08673,2013,14.93545
13,thread,2283,2258,0.67793,1110,8.23564
13,covid19ontario,2191,2184,0.65572,755,5.60172
13,johnson,4798,2953,0.8866,1545,11.46313
13,entire,1949,1931,0.57976,1273,9.44502
13,ron,1673,1641,0.49269,719,5.33462
13,rt,1654,1613,0.48428,910,6.75174
13,page,1564,1351,0.40562,856,6.35109
13,60,1560,1530,0.45936,1033,7.66434
13,forced,1475,1429,0.42904,982,7.28595
13,line,3332,3063,0.91962,1814,13.45897
13,handling,1192,1095,0.32876,783,5.80947
14,death,19889,17390,5.22111,3943,29.25508
14,state,8288,7725,2.31933,2530,18.77133
14,rate,5493,4971,1.49247,2260,16.76807
14,latest,3107,3088,0.92713,1556,11.54474
14,thousand,2448,2378,0.71396,1496,11.09957
14,high,3262,3126,0.93854,1742,12.92477
14,governor,2829,2620,0.78662,1207,8.95533
14,higher,1927,1833,0.55033,1167,8.65855
14,gov,2377,2241,0.67283,1240,9.20018
14,nursing,1518,1416,0.42513,792,5.87624
14,home,10417,9606,2.88407,3691,27.38537
14,office,1770,1737,0.52151,1170,8.68081
14,toll,1307,1291,0.38761,846,6.2769
14,care,10285,9345,2.80571,3442,25.53791
14,opinion,1088,1070,0.32125,722,5.35688
15,want,9021,8377,2.51508,3397,25.20404
15,life,10887,10187,3.05851,3945,29.26992
15,family,8381,7837,2.35295,3229,23.95756
15,help,9741,8974,2.69432,3405,25.26339
15,way,7115,6838,2.05302,3160,23.44562
15,safe,5027,4794,1.43933,2522,18.71198
15,friend,3348,3277,0.98387,2018,14.97255
15,sick,3235,2916,0.87549,1703,12.63541
15,child,6240,5310,1.59425,2240,16.61968
15,thanks,2656,2612,0.78422,1686,12.50927
15,pay,3116,2943,0.8836,1733,12.85799
15,continue,4287,4083,1.22586,2247,16.67161
15,paid,2016,1767,0.53052,1142,8.47307
15,save,2070,2051,0.61578,1316,9.76406
15,better,4367,4203,1.26189,2338,17.34679
16,say,18961,17902,5.37483,4579,33.97388
16,virus,7856,7381,2.21604,2879,21.36074
16,variant,10552,9316,2.797,2642,19.60231
16,dr,8116,7580,2.27579,2705,20.06974
16,expert,3789,3538,1.06224,1835,13.61478
16,bcpoli,3948,3934,1.18113,654,4.85235
16,uk,3294,3020,0.90671,1316,9.76406
16,study,3399,3194,0.95895,1653,12.26443
16,science,4852,4544,1.36427,2077,15.4103
16,scientist,2237,2104,0.6317,1254,9.30405
16,likely,2163,2071,0.62179,1298,9.63051
16,concern,3576,3444,1.03401,1652,12.25701
16,brazil,1735,1554,0.46657,724,5.37172
16,spread,5411,5266,1.58104,2443,18.12583
16,fauci,1483,1400,0.42033,772,5.72785
17,day,20190,17604,5.28536,5135,38.09912
17,pandemic,56812,54521,16.36918,8414,62.42766
17,lost,5473,5222,1.56783,2663,19.75812
17,national,4389,4353,1.30693,2158,16.01128
17,remember,3479,3298,0.99018,1969,14.60899
17,mark,2503,2437,0.73168,1541,11.43345
17,anniversary,2026,1980,0.59447,1276,9.46728
17,observance,1468,1465,0.43985,938,6.95949
17,hold,1570,1560,0.46837,1064,7.89435
17,statement,1686,1654,0.49659,1116,8.28016
17,amid,1212,1200,0.36028,750,5.56462
17,loss,1397,1350,0.40532,1002,7.43434
17,continues,1625,1616,0.48518,1140,8.45823
17,deadly,1630,1605,0.48188,1126,8.35436
17,created,943,861,0.2585,683,5.06752
18,vaccination,14038,13308,3.99554,3995,29.6409
18,live,4691,4576,1.37388,2169,16.09289
18,update,5471,5365,1.61077,1928,14.30479
18,appointment,3895,3479,1.04452,1597,11.84894
18,age,4070,3701,1.11117,1869,13.86704
18,vaccine,62325,51880,15.57626,7097,52.65618
18,ottawa,3287,2975,0.8932,1170,8.68081
18,watch,3763,3677,1.10397,1778,13.19187
18,book,3335,3002,0.90131,1634,12.12346
18,clinic,3086,2756,0.82745,1399,10.37988
18,80,3015,2918,0.87609,1519,11.27022
18,group,3037,2900,0.87069,1724,12.79122
18,booking,2539,2236,0.67133,1137,8.43597
18,information,2631,2498,0.74999,1416,10.50601
18,eligible,2416,2232,0.67013,1276,9.46728
19,government,13892,13198,3.96252,3774,28.00119
19,canadian,12810,11814,3.54699,3405,25.26339
19,cdnpoli,13509,13477,4.04628,2471,18.33358
19,trudeau,7022,6584,1.97676,1833,13.59994
19,ford,6177,5523,1.65821,1485,11.01796
19,federal,3853,3621,1.08716,1823,13.52575
19,minister,4146,4012,1.20455,1836,13.6222
19,ableg,3731,3727,1.11898,747,5.54237
19,conservative,3793,3464,1.04002,1351,10.02374
19,liberal,3227,2928,0.87909,1207,8.95533
19,justintrudeau,3083,3000,0.90071,1299,9.63793
19,premier,3829,3598,1.08025,1513,11.2257
19,job,5837,5238,1.57264,2469,18.31874
19,pandemic,56812,54521,16.36918,8414,62.42766
19,onpoli,10294,10281,3.08673,2013,14.93545
20,woman,9482,7010,2.10466,3059,22.69625
20,work,9082,8359,2.50968,3536,26.23535
20,care,10285,9345,2.80571,3442,25.53791
20,thank,4921,4575,1.37358,2346,17.40614
20,pandemic,56812,54521,16.36918,8414,62.42766
20,support,8873,8043,2.4148,3168,23.50497
20,working,4817,4556,1.36788,2338,17.34679
20,impact,3542,3462,1.03942,1976,14.66093
20,recovery,3048,2837,0.85177,1461,10.83989
20,healthcare,2604,2457,0.73768,1390,10.3131
20,hard,3191,3158,0.94815,1901,14.10447
20,economic,2638,2572,0.77221,1487,11.03279
20,crisis,3383,3092,0.92833,1744,12.93961
20,longterm,2471,2362,0.70916,1283,9.51922
20,worker,8231,7273,2.18362,3044,22.58495
21,time,14968,14026,4.21111,4769,35.38359
21,right,7904,7484,2.24697,3015,22.36979
21,think,6992,6631,1.99087,2968,22.02107
21,thing,6620,6361,1.9098,3048,22.61463
21,really,5044,4828,1.44954,2557,18.97166
21,good,7431,7157,2.14879,3196,23.71272
21,long,4084,3908,1.17332,2124,15.75901
21,medium,3834,3627,1.08896,1833,13.59994
21,yes,2534,2252,0.67613,1496,11.09957
21,come,4346,4255,1.27751,2433,18.05164
21,lie,2571,2323,0.69745,1351,10.02374
21,bad,2195,2097,0.6296,1406,10.43181
21,thought,2017,1981,0.59477,1356,10.06084
21,actually,2596,2560,0.7686,1567,11.62635
21,called,2160,2093,0.62839,1396,10.35762
22,news,8470,8160,2.44993,3278,24.32112
22,got,6249,5890,1.76839,2881,21.37558
22,great,4392,4242,1.2736,2472,18.341
22,story,4094,3833,1.15081,2068,15.34352
22,home,10417,9606,2.88407,3691,27.38537
22,mean,3933,3744,1.12408,2174,16.12999
22,stay,5210,4801,1.44143,2564,19.02359
22,good,7431,7157,2.14879,3196,23.71272
22,love,2248,2145,0.64401,1481,10.98828
22,guy,2116,2040,0.61248,1306,9.68986
22,cbc,2093,1989,0.59717,1012,7.50853
22,trump,8506,7255,2.17821,1954,14.4977
22,man,2167,2138,0.64191,1432,10.62472
22,doesnt,2402,2347,0.70465,1455,10.79537
22,post,2430,2392,0.71817,1529,11.34441
23,le,7646,5949,1.78611,1977,14.66835
23,et,4606,3595,1.07935,867,6.43271
23,pour,2961,2408,0.72297,568,4.21428
23,du,2676,2159,0.64821,473,3.50942
23,au,2538,2037,0.61158,433,3.21264
23,plus,2194,1995,0.59897,888,6.58851
23,une,1878,1681,0.5047,393,2.91586
23,est,1861,1602,0.48098,546,4.05105
23,sur,1616,1366,0.41012,357,2.64876
23,youtube,934,913,0.27412,476,3.53168
23,dans,1496,1351,0.40562,351,2.60424
23,québec,1160,1085,0.32576,248,1.84004
23,pa,1329,1143,0.34317,314,2.32972
23,qui,1412,1223,0.36719,361,2.67844
23,il,1264,1093,0.32816,325,2.41134
24,need,15275,14250,4.27837,4534,33.64001
24,know,10056,9502,2.85285,3653,27.10343
24,make,8791,8573,2.57393,3638,26.99214
24,going,7771,7290,2.18872,3089,22.91883
24,tell,3584,3489,1.04752,1922,14.26028
24,stop,4405,4208,1.26339,2164,16.05579
24,test,6516,5870,1.76239,2374,17.61389
24,sure,2760,2735,0.82115,1683,12.48702
24,didnt,2695,2561,0.76891,1587,11.77474
24,freedom,1814,1683,0.5053,903,6.69981
24,isnt,1891,1860,0.55844,1248,9.25953
24,sense,1584,1565,0.46987,1065,7.90177
24,happen,1452,1406,0.42213,1048,7.77563
24,answer,1724,1681,0.5047,1226,9.09631
24,shit,1038,1013,0.30414,755,5.60172
25,school,11405,8856,2.65889,2640,19.58748
25,business,6777,6005,1.80292,2600,19.2907
25,kid,4898,4189,1.25769,1907,14.14898
25,testing,3802,3417,1.02591,1732,12.85057
25,open,5004,4695,1.40961,2333,17.30969
25,worker,8231,7273,2.18362,3044,22.58495
25,small,3332,3073,0.92263,1776,13.17703
25,student,2867,2502,0.75119,1310,9.71954
25,teacher,2341,1988,0.59687,1089,8.07983
25,education,2186,1900,0.57045,974,7.22659
25,restaurant,1889,1672,0.502,1143,8.48049
25,closed,1842,1770,0.53142,1107,8.21338
25,shut,1550,1334,0.40052,998,7.40466
25,onted,1622,1622,0.48698,537,3.98427
25,amazon,1474,1376,0.41313,931,6.90755
