Topic,Normalized Token,Number of Occurences,Number of Tweets,Percentage of Tweetts,Number of Users,Percentage of Users
1,pandemic,49246,47862,13.2731,8531,57.93548
1,good,7463,7232,2.00558,3475,23.59932
1,time,17865,16934,4.69614,5471,37.1545
1,going,9205,8734,2.42211,3801,25.81324
1,better,4817,4585,1.27151,2519,17.10696
1,canadian,12827,12033,3.33699,3575,24.27844
1,know,11341,10683,2.96261,4266,28.97114
1,thing,6394,6189,1.71633,3105,21.08659
1,work,12060,11210,3.10876,4462,30.30221
1,look,5785,5656,1.56852,2913,19.78268
1,right,9515,9079,2.51779,3839,26.07131
1,make,9207,8873,2.46066,3923,26.64177
1,really,4891,4665,1.2937,2492,16.9236
1,great,4296,4185,1.16059,2491,16.91681
1,want,8461,7984,2.21412,3578,24.29881
2,case,34643,26236,7.27577,5135,34.87267
2,new,33989,29238,8.10829,5979,40.60441
2,death,26024,21707,6.01979,4800,32.59762
2,number,10330,9301,2.57936,3551,24.11545
2,report,6576,6402,1.7754,2542,17.26316
2,ontario,30986,29269,8.11688,4955,33.65025
2,jan,6906,6233,1.72854,2427,16.48217
2,rate,5482,5034,1.39603,2408,16.35314
2,bc,6017,5475,1.51833,1629,11.06282
2,total,5379,4814,1.33502,2091,14.20034
2,reported,4539,4206,1.16641,1875,12.73345
2,record,5031,4744,1.31561,2261,15.35484
2,today,18032,17266,4.78821,5220,35.44992
2,day,25631,22713,6.29877,5859,39.78947
2,january,4772,4545,1.26042,2293,15.57216
3,vaccine,44455,36723,10.18403,6580,44.68591
3,canada,21584,19932,5.52755,4749,32.25127
3,cdnpoli,14186,14155,3.92547,2726,18.51273
3,vaccination,10174,9516,2.63898,3345,22.71647
3,dos,8631,7028,1.94901,2567,17.43294
3,trudeau,7071,6520,1.80813,1835,12.4618
3,canadian,12827,12033,3.33699,3575,24.27844
3,pfizer,4575,4101,1.13729,2058,13.97623
3,vaccinated,4987,4740,1.3145,2373,16.11545
3,federal,5863,5555,1.54051,2387,16.21053
3,justintrudeau,3796,3765,1.04411,1462,9.92869
3,country,9519,9010,2.49865,3617,24.56367
3,dose,3534,3020,0.83751,1701,11.55178
3,million,7709,6696,1.85694,3017,20.48896
3,rollout,3196,3130,0.86801,1690,11.47708
4,pandemic,49246,47862,13.2731,8531,57.93548
4,trump,13043,11097,3.07742,3066,20.82173
4,biden,5386,5092,1.41211,1884,12.79457
4,capitol,7314,6751,1.87219,2193,14.89304
4,woman,2999,2591,0.71854,1654,11.2326
4,president,3324,3177,0.88105,1772,12.03396
4,election,3305,3150,0.87356,1733,11.7691
4,america,2500,2412,0.6689,1408,9.56197
4,party,2694,2534,0.70273,1622,11.01528
4,politician,4159,3915,1.08571,1889,12.82852
4,country,9519,9010,2.49865,3617,24.56367
4,political,2715,2688,0.74544,1709,11.60611
4,white,2258,2141,0.59374,1310,8.89643
4,tax,2069,1943,0.53883,1285,8.72666
4,vote,1874,1665,0.46174,1106,7.51104
5,home,28289,24654,6.83705,6254,42.47199
5,stay,15922,14047,3.89552,5071,34.43803
5,mask,16674,14645,4.06135,4401,29.88795
5,wear,8954,8496,2.35611,3233,21.95586
5,test,12274,10662,2.95679,3866,26.25467
5,positive,8233,7726,2.14258,3173,21.54839
5,safe,6094,5896,1.63508,2970,20.16978
5,member,6855,5904,1.6373,2746,18.64856
5,tested,4505,4212,1.16807,2125,14.43124
5,result,3728,3630,1.00667,2289,15.54499
5,capitol,7314,6751,1.87219,2193,14.89304
5,refused,3459,3337,0.92542,1616,10.97453
5,republican,4151,3746,1.03884,1493,10.13922
5,hand,2887,2761,0.76568,1777,12.06791
5,social,4128,4025,1.11621,2404,16.32598
6,lockdown,30727,27203,7.54394,5989,40.67233
6,police,6810,6068,1.68278,2549,17.3107
6,curfew,4958,4433,1.22936,1917,13.01868
6,toronto,7677,7117,1.97369,2428,16.48896
6,quebec,3690,3496,0.96951,1554,10.55348
6,open,5504,5219,1.44733,2689,18.26146
6,rule,4932,4660,1.29231,2425,16.46859
6,fordnation,12532,12207,3.38525,2567,17.43294
6,measure,6292,5932,1.64506,2744,18.63497
6,protest,1829,1696,0.47034,1037,7.04244
6,letter,1986,1860,0.51582,1149,7.80306
6,fine,3536,2861,0.79341,1710,11.6129
6,arrest,1625,1335,0.37022,944,6.41087
6,harm,1597,1546,0.42874,802,5.44652
6,antilockdown,1186,1177,0.32641,720,4.88964
7,ontario,30986,29269,8.11688,4955,33.65025
7,ford,12586,11554,3.20416,2793,18.96774
7,order,12164,11248,3.1193,4086,27.74873
7,onpoli,16349,16332,4.52919,2791,18.95416
7,premier,7506,7229,2.00475,2568,17.43973
7,stayathome,5764,5558,1.54135,2383,16.18336
7,doug,6977,6711,1.8611,2163,14.6893
7,pandemic,49246,47862,13.2731,8531,57.93548
7,emergency,5182,4997,1.38577,2543,17.26995
7,health,27956,25311,7.01925,5817,39.50424
7,new,33989,29238,8.10829,5979,40.60441
7,say,20626,19140,5.30791,5101,34.64177
7,medical,4445,4265,1.18277,2138,14.51952
7,province,11837,11268,3.12484,3677,24.97114
7,government,16614,15522,4.30456,4564,30.99491
8,day,25631,22713,6.29877,5859,39.78947
8,fordnation,12532,12207,3.38525,2567,17.43294
8,died,9429,8748,2.426,3161,21.46689
8,death,26024,21707,6.01979,4800,32.59762
8,people,40716,35626,9.87981,7166,48.66553
8,american,7600,6906,1.91517,2377,16.14261
8,lost,4946,4682,1.29841,2406,16.33956
8,year,12286,11412,3.16478,4643,31.53141
8,die,3748,3492,0.9684,1893,12.85569
8,dead,3511,3090,0.85692,1747,11.86418
8,flu,2992,2455,0.68082,1455,9.88115
8,thousand,3227,2915,0.80839,1739,11.80985
8,ago,2863,2798,0.77594,1832,12.44143
8,month,8700,8407,2.33143,3645,24.75382
8,trump,13043,11097,3.07742,3066,20.82173
9,care,16485,15072,4.17977,4600,31.23939
9,worker,12445,10782,2.99007,3663,24.87606
9,le,9005,6971,1.9332,2360,16.02716
9,outbreak,8237,7528,2.08767,2719,18.4652
9,ltc,7164,6211,1.72244,1994,13.5416
9,healthcare,5014,4715,1.30756,2308,15.67402
9,school,12736,10142,2.81258,3201,21.73854
9,staff,7276,6696,1.85694,2907,19.74194
9,health,27956,25311,7.01925,5817,39.50424
9,resident,6550,5566,1.54356,2313,15.70798
9,longterm,3524,3417,0.9476,1625,11.03565
9,et,4517,3647,1.01139,889,6.03735
9,patient,8647,7640,2.11873,3053,20.73345
9,hospital,13800,12261,3.40022,3913,26.57385
9,student,3095,2769,0.7679,1648,11.19185
10,people,40716,35626,9.87981,7166,48.66553
10,spread,8442,8035,2.22827,3381,22.96095
10,virus,10928,10215,2.83283,3806,25.8472
10,need,19522,17857,4.95211,5495,37.31749
10,stop,7005,6503,1.80341,3092,20.9983
10,variant,5994,5343,1.48172,2067,14.03735
10,sick,8560,7331,2.03303,2653,18.01698
10,work,12060,11210,3.10876,4462,30.30221
10,risk,5786,5300,1.4698,2573,17.47368
10,know,11341,10683,2.96261,4266,28.97114
10,community,7055,6620,1.83586,2982,20.25127
10,paid,6091,5418,1.50252,2066,14.03056
10,leave,4607,4405,1.2216,2223,15.09677
10,uk,5148,4741,1.31478,1950,13.24278
10,health,27956,25311,7.01925,5817,39.50424
